# Gene Family	SampleDe_Novo_Purine_Biosynthesis_Abundance-CPM
UniRef50_F9PA03	149.505
UniRef50_F9PA03|unclassified	149.505
UniRef50_O28997: N5-carboxyaminoimidazole ribonucleotide mutase	148.747
UniRef50_O28997: N5-carboxyaminoimidazole ribonucleotide mutase|unclassified	148.747
UniRef50_UPI0003EBFEC7: PREDICTED: bifunctional purine biosynthesis protein PURH	148.478
UniRef50_UPI0003EBFEC7: PREDICTED: bifunctional purine biosynthesis protein PURH|unclassified	148.478
UniRef50_D2NPP2	148.405
UniRef50_D2NPP2|unclassified	148.405
UniRef50_R7D986	147.846
UniRef50_R7D986|unclassified	147.846
UniRef50_C5A4H7: Phosphoribosylformylglycinamidine cyclo-ligase	147.686
UniRef50_C5A4H7: Phosphoribosylformylglycinamidine cyclo-ligase|unclassified	147.686
UniRef50_Q9HNU7: Putative phosphoribosylaminoimidazole-succinocarboxamide synthase	146.827
UniRef50_Q9HNU7: Putative phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	146.827
UniRef50_UPI0003F0DFC7: PREDICTED: bifunctional purine biosynthesis protein PURH-like, partial	146.453
UniRef50_UPI0003F0DFC7: PREDICTED: bifunctional purine biosynthesis protein PURH-like, partial|unclassified	146.453
UniRef50_UPI000262D0DB: phosphoribosylaminoimidazole carboxylase ATPase subunit	146.276
UniRef50_UPI000262D0DB: phosphoribosylaminoimidazole carboxylase ATPase subunit|unclassified	146.276
UniRef50_W5XAR9: Phosphoribosylformylglycinamidine cyclo-ligase	145.994
UniRef50_W5XAR9: Phosphoribosylformylglycinamidine cyclo-ligase|unclassified	145.994
UniRef50_W4YEU9	145.922
UniRef50_W4YEU9|unclassified	145.922
UniRef50_M3IPN7: Phosphoribosylaminoimidazole carboxylase ATPase subunit domain protein	145.431
UniRef50_M3IPN7: Phosphoribosylaminoimidazole carboxylase ATPase subunit domain protein|unclassified	145.431
UniRef50_UPI0004738E27: hypothetical protein, partial	144.487
UniRef50_UPI0004738E27: hypothetical protein, partial|unclassified	144.487
UniRef50_Q8TU67: 5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase	144.303
UniRef50_Q8TU67: 5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase|unclassified	144.303
UniRef50_W7X528	143.128
UniRef50_W7X528|unclassified	143.128
UniRef50_UPI0003F0ECFF: PREDICTED: bifunctional purine biosynthesis protein PURH-like, partial	142.922
UniRef50_UPI0003F0ECFF: PREDICTED: bifunctional purine biosynthesis protein PURH-like, partial|unclassified	142.922
UniRef50_X1LTY5: Marine sediment metagenome DNA, contig: S06H3_L03131 (Fragment)	142.137
UniRef50_X1LTY5: Marine sediment metagenome DNA, contig: S06H3_L03131 (Fragment)|unclassified	142.137
UniRef50_UPI00024908DB: phosphoribosylaminoimidazole carboxylase	141.726
UniRef50_UPI00024908DB: phosphoribosylaminoimidazole carboxylase|unclassified	141.726
UniRef50_I5BRJ3	141.718
UniRef50_I5BRJ3|unclassified	141.718
UniRef50_O05946: Phosphoribosylaminoimidazole-succinocarboxamide synthase	140.678
UniRef50_O05946: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	140.678
UniRef50_A8FWE0	139.709
UniRef50_A8FWE0|unclassified	139.709
UniRef50_UPI0003F07781: PREDICTED: bifunctional purine biosynthesis protein PURH-like	138.394
UniRef50_UPI0003F07781: PREDICTED: bifunctional purine biosynthesis protein PURH-like|unclassified	138.394
UniRef50_UPI00036A991B: hypothetical protein	134.884
UniRef50_UPI00036A991B: hypothetical protein|unclassified	134.884
UniRef50_X1CG91: Marine sediment metagenome DNA, contig: S01H4_S12489 (Fragment)	134.547
UniRef50_X1CG91: Marine sediment metagenome DNA, contig: S01H4_S12489 (Fragment)|unclassified	134.547
UniRef50_UPI000473680B: hypothetical protein	134.31
UniRef50_UPI000473680B: hypothetical protein|unclassified	134.31
UniRef50_UPI000474299A: hypothetical protein, partial	134.213
UniRef50_UPI000474299A: hypothetical protein, partial|unclassified	134.213
UniRef50_UPI0003625BE6: hypothetical protein	130.97
UniRef50_UPI0003625BE6: hypothetical protein|unclassified	130.97
UniRef50_A5UM16: Phosphoribosylformylglycinamidine cyclo-ligase	130.888
UniRef50_A5UM16: Phosphoribosylformylglycinamidine cyclo-ligase|unclassified	130.888
UniRef50_Q8TW12: Phosphoribosylformylglycinamidine cyclo-ligase	130.237
UniRef50_Q8TW12: Phosphoribosylformylglycinamidine cyclo-ligase|unclassified	130.237
UniRef50_Q8TWG3: Phosphoribosylamine--glycine ligase	129.482
UniRef50_Q8TWG3: Phosphoribosylamine--glycine ligase|unclassified	129.482
UniRef50_X1MS17: Marine sediment metagenome DNA, contig: S06H3_S13937	129.192
UniRef50_X1MS17: Marine sediment metagenome DNA, contig: S06H3_S13937|unclassified	129.192
UniRef50_UPI0004664963: phosphoribosylaminoimidazole carboxylase	128.017
UniRef50_UPI0004664963: phosphoribosylaminoimidazole carboxylase|unclassified	128.017
UniRef50_UPI000471AFC4: hypothetical protein	127.503
UniRef50_UPI000471AFC4: hypothetical protein|unclassified	127.503
UniRef50_X7ZYN4: AIR synthase related , C-terminal domain protein	126.253
UniRef50_X7ZYN4: AIR synthase related , C-terminal domain protein|unclassified	126.253
UniRef50_X0SSA1: Marine sediment metagenome DNA, contig: S01H1_L01356 (Fragment)	125.253
UniRef50_X0SSA1: Marine sediment metagenome DNA, contig: S01H1_L01356 (Fragment)|unclassified	125.253
UniRef50_UPI0002FACF3D: hypothetical protein	124.594
UniRef50_UPI0002FACF3D: hypothetical protein|unclassified	124.594
UniRef50_J9GM61	120.984
UniRef50_J9GM61|unclassified	120.984
UniRef50_R5N9C5	120.093
UniRef50_R5N9C5|unclassified	120.093
UniRef50_UPI00037A540E: hypothetical protein	119.93
UniRef50_UPI00037A540E: hypothetical protein|unclassified	119.93
UniRef50_R5H307	119.403
UniRef50_R5H307|unclassified	119.403
UniRef50_H0BAX0	118.742
UniRef50_H0BAX0|unclassified	118.742
UniRef50_X0UMM3: Marine sediment metagenome DNA, contig: S01H1_S14876 (Fragment)	118.691
UniRef50_X0UMM3: Marine sediment metagenome DNA, contig: S01H1_S14876 (Fragment)|unclassified	118.691
UniRef50_J9GL54	118.486
UniRef50_J9GL54|unclassified	118.486
UniRef50_UPI0002B44AFA: PREDICTED: bifunctional purine biosynthesis protein PURH-like	117.432
UniRef50_UPI0002B44AFA: PREDICTED: bifunctional purine biosynthesis protein PURH-like|unclassified	117.432
UniRef50_V7D641	116.151
UniRef50_V7D641|unclassified	116.151
UniRef50_C4GES7	115.332
UniRef50_C4GES7|unclassified	115.332
UniRef50_Q6PVN2: Putative phosphoribosylformylglycinamidine synthase (Fragment)	115.086
UniRef50_Q6PVN2: Putative phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	115.086
UniRef50_J2IMZ9: Phosphoribosylaminoimidazolesuccinocarboxamide (SAICAR) synthase (Fragment)	114.968
UniRef50_J2IMZ9: Phosphoribosylaminoimidazolesuccinocarboxamide (SAICAR) synthase (Fragment)|unclassified	114.968
UniRef50_UPI0002C35558	114.636
UniRef50_UPI0002C35558|unclassified	114.636
UniRef50_Q8U3N5: Phosphoribosylamine--glycine ligase	114.088
UniRef50_Q8U3N5: Phosphoribosylamine--glycine ligase|unclassified	114.088
UniRef50_Q8PYK1: Phosphoribosylformylglycinamidine synthase 2	114.024
UniRef50_Q8PYK1: Phosphoribosylformylglycinamidine synthase 2|unclassified	114.024
UniRef50_UPI00037AFDCE: hypothetical protein	113.264
UniRef50_UPI00037AFDCE: hypothetical protein|unclassified	113.264
UniRef50_UPI0004413B07: PurM C-terminal domain-like protein	113.222
UniRef50_UPI0004413B07: PurM C-terminal domain-like protein|unclassified	113.222
UniRef50_UPI00038285D0: hypothetical protein	112.645
UniRef50_UPI00038285D0: hypothetical protein|unclassified	112.645
UniRef50_UPI000419B48C: ribose-phosphate pyrophosphokinase	111.752
UniRef50_UPI000419B48C: ribose-phosphate pyrophosphokinase|unclassified	111.752
UniRef50_UPI000364AE75: hypothetical protein, partial	111.091
UniRef50_UPI000364AE75: hypothetical protein, partial|unclassified	111.091
UniRef50_UPI00037B06BA: hypothetical protein	109.628
UniRef50_UPI00037B06BA: hypothetical protein|unclassified	109.628
UniRef50_H1SB14	109.413
UniRef50_H1SB14|unclassified	109.413
UniRef50_Q83GX1: Phosphoribosylaminoimidazole-succinocarboxamide synthase	108.268
UniRef50_Q83GX1: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	108.268
UniRef50_O28339: Phosphoribosylformylglycinamidine synthase 2	107.565
UniRef50_O28339: Phosphoribosylformylglycinamidine synthase 2|unclassified	107.565
UniRef50_Q3AYR0: Phosphoribosylformylglycinamidine synthetase PurS	107.063
UniRef50_Q3AYR0: Phosphoribosylformylglycinamidine synthetase PurS|unclassified	107.063
UniRef50_Q73MV2: Phosphoribosylformylglycinamidine synthase 1	106.965
UniRef50_Q73MV2: Phosphoribosylformylglycinamidine synthase 1|unclassified	106.965
UniRef50_Q58043: IMP cyclohydrolase	106.031
UniRef50_Q58043: IMP cyclohydrolase|unclassified	106.031
UniRef50_UPI0003F0605A: PREDICTED: bifunctional purine biosynthesis protein PURH-like, partial	105.873
UniRef50_UPI0003F0605A: PREDICTED: bifunctional purine biosynthesis protein PURH-like, partial|unclassified	105.873
UniRef50_A0A059IWC9: Phosphoribosylformylglycinamidine synthase II domain-containing protein	104.597
UniRef50_A0A059IWC9: Phosphoribosylformylglycinamidine synthase II domain-containing protein|unclassified	104.597
UniRef50_B9LT08: Phosphoribosylformylglycinamidine synthase 2	104.356
UniRef50_B9LT08: Phosphoribosylformylglycinamidine synthase 2|unclassified	104.356
UniRef50_T5HFD6	104.102
UniRef50_T5HFD6|unclassified	104.102
UniRef50_UPI0003B5FAF4: phosphoribosylamine--glycine ligase, partial	103.915
UniRef50_UPI0003B5FAF4: phosphoribosylamine--glycine ligase, partial|unclassified	103.915
UniRef50_P52760: Ribonuclease UK114	102.354
UniRef50_P52760: Ribonuclease UK114|unclassified	102.354
UniRef50_Q46F25: Phosphoribosylformylglycinamidine synthase 2	101.421
UniRef50_Q46F25: Phosphoribosylformylglycinamidine synthase 2|unclassified	101.421
UniRef50_L0IX68	100.468
UniRef50_L0IX68|unclassified	100.468
UniRef50_UPI00046ADCD7: phosphoribosylaminoimidazole carboxylase	100.349
UniRef50_UPI00046ADCD7: phosphoribosylaminoimidazole carboxylase|unclassified	100.349
UniRef50_Q9HLC0: Phosphoribosylaminoimidazole-succinocarboxamide synthase	99.9385
UniRef50_Q9HLC0: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	99.9385
UniRef50_UPI000362A6CC: phosphoribosylaminoimidazole synthetase	98.7183
UniRef50_UPI000362A6CC: phosphoribosylaminoimidazole synthetase|unclassified	98.7183
UniRef50_Q9UX29: Phosphoribosylformylglycinamidine cyclo-ligase	97.8548
UniRef50_Q9UX29: Phosphoribosylformylglycinamidine cyclo-ligase|unclassified	97.8548
UniRef50_Q6L0V9: Phosphoribosylformylglycinamidine synthase 1	96.9226
UniRef50_Q6L0V9: Phosphoribosylformylglycinamidine synthase 1|unclassified	96.9226
UniRef50_C6V4U0: Phosphoribosylformylglycinamidine synthase	96.2128
UniRef50_C6V4U0: Phosphoribosylformylglycinamidine synthase|unclassified	96.2128
UniRef50_K1XAB7	95.9314
UniRef50_K1XAB7|unclassified	95.9314
UniRef50_UPI00037CBFA5: hypothetical protein, partial	93.9586
UniRef50_UPI00037CBFA5: hypothetical protein, partial|unclassified	93.9586
UniRef50_UPI0003AA191B: MULTISPECIES: phosphoribosylformylglycinamidine synthase	93.6397
UniRef50_UPI0003AA191B: MULTISPECIES: phosphoribosylformylglycinamidine synthase|unclassified	93.6397
UniRef50_D4CWR5	93.0582
UniRef50_D4CWR5|unclassified	93.0582
UniRef50_X1MEG0: Marine sediment metagenome DNA, contig: S06H3_S04797 (Fragment)	92.6824
UniRef50_X1MEG0: Marine sediment metagenome DNA, contig: S06H3_S04797 (Fragment)|unclassified	92.6824
UniRef50_R1F113	92.4798
UniRef50_R1F113|unclassified	92.4798
UniRef50_X1PPE4: Marine sediment metagenome DNA, contig: S06H3_S17200 (Fragment)	92.406
UniRef50_X1PPE4: Marine sediment metagenome DNA, contig: S06H3_S17200 (Fragment)|unclassified	92.406
UniRef50_UPI00029AC0A6: phosphoribosylamine--glycine ligase	92.2902
UniRef50_UPI00029AC0A6: phosphoribosylamine--glycine ligase|unclassified	92.2902
UniRef50_UPI0001913A2D: putative regulatory protein	92.2507
UniRef50_UPI0001913A2D: putative regulatory protein|unclassified	92.2507
UniRef50_C6A0I0: Phosphoribosylformylglycinamidine synthase 2	92.0807
UniRef50_C6A0I0: Phosphoribosylformylglycinamidine synthase 2|unclassified	92.0807
UniRef50_L2GG09: Phosphoribosylformylglycinamidine synthase	90.9526
UniRef50_L2GG09: Phosphoribosylformylglycinamidine synthase|unclassified	90.9526
UniRef50_UPI000440DC97: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like	90.0665
UniRef50_UPI000440DC97: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like|unclassified	90.0665
UniRef50_UPI00046ED155: hypothetical protein, partial	89.0893
UniRef50_UPI00046ED155: hypothetical protein, partial|unclassified	89.0893
UniRef50_UPI00045465E0: PREDICTED: trifunctional purine biosynthetic protein adenosine-3	88.8709
UniRef50_UPI00045465E0: PREDICTED: trifunctional purine biosynthetic protein adenosine-3|unclassified	88.8709
UniRef50_K7UR44	88.1689
UniRef50_K7UR44|unclassified	88.1689
UniRef50_Q2NEB6: Phosphoribosylformylglycinamidine synthase 2	87.9011
UniRef50_Q2NEB6: Phosphoribosylformylglycinamidine synthase 2|unclassified	87.9011
UniRef50_UPI0003B47ADB: phosphoribosylamine--glycine ligase	87.184
UniRef50_UPI0003B47ADB: phosphoribosylamine--glycine ligase|unclassified	87.184
UniRef50_Q97BD5: Phosphoribosylformylglycinamidine synthase 2	87.069
UniRef50_Q97BD5: Phosphoribosylformylglycinamidine synthase 2|unclassified	87.069
UniRef50_V6UUI9	86.6965
UniRef50_V6UUI9|unclassified	86.6965
UniRef50_UPI0004742D15: hypothetical protein, partial	86.5885
UniRef50_UPI0004742D15: hypothetical protein, partial|unclassified	86.5885
UniRef50_O29108: Phosphoribosylamine--glycine ligase	86.2416
UniRef50_O29108: Phosphoribosylamine--glycine ligase|unclassified	86.2416
UniRef50_UPI0003B624EB: hypothetical protein	85.5729
UniRef50_UPI0003B624EB: hypothetical protein|unclassified	85.5729
UniRef50_Q98E15: Translation initiation inhibitor	85.2541
UniRef50_Q98E15: Translation initiation inhibitor|unclassified	85.2541
UniRef50_B4FB70	85.023
UniRef50_B4FB70|unclassified	85.023
UniRef50_J9G7S3	84.3326
UniRef50_J9G7S3|unclassified	84.3326
UniRef50_S5ZIA5	83.7655
UniRef50_S5ZIA5|unclassified	83.7655
UniRef50_X0YC83: Marine sediment metagenome DNA, contig: S01H1_S39404 (Fragment)	83.3804
UniRef50_X0YC83: Marine sediment metagenome DNA, contig: S01H1_S39404 (Fragment)|unclassified	83.3804
UniRef50_UPI0003806BD7: phosphoribosylaminoimidazole synthetase	83.2031
UniRef50_UPI0003806BD7: phosphoribosylaminoimidazole synthetase|unclassified	83.2031
UniRef50_E2NSI8	82.2644
UniRef50_E2NSI8|unclassified	82.2644
UniRef50_P41654: Probable N5-carboxyaminoimidazole ribonucleotide mutase	81.9114
UniRef50_P41654: Probable N5-carboxyaminoimidazole ribonucleotide mutase|unclassified	81.9114
UniRef50_X1KEU1: Marine sediment metagenome DNA, contig: S06H3_C03305	81.8632
UniRef50_X1KEU1: Marine sediment metagenome DNA, contig: S06H3_C03305|unclassified	81.8632
UniRef50_X1FXT0: Marine sediment metagenome DNA, contig: S03H2_L06804 (Fragment)	81.2325
UniRef50_X1FXT0: Marine sediment metagenome DNA, contig: S03H2_L06804 (Fragment)|unclassified	81.2325
UniRef50_UPI00036CB9C0: hypothetical protein	80.8577
UniRef50_UPI00036CB9C0: hypothetical protein|unclassified	80.8577
UniRef50_UPI00035F9923: hypothetical protein	80.5572
UniRef50_UPI00035F9923: hypothetical protein|unclassified	80.5572
UniRef50_UPI00046CE107: hypothetical protein	80.2853
UniRef50_UPI00046CE107: hypothetical protein|unclassified	80.2853
UniRef50_J1FFJ3: Endoribonuclease L-PSP	79.8194
UniRef50_J1FFJ3: Endoribonuclease L-PSP|unclassified	79.8194
UniRef50_UPI0003F0E5D3: PREDICTED: bifunctional purine biosynthesis protein PURH-like	79.316
UniRef50_UPI0003F0E5D3: PREDICTED: bifunctional purine biosynthesis protein PURH-like|unclassified	79.316
UniRef50_A6G365: Phosphoribosylformylglycinamidine synthase	79.0287
UniRef50_A6G365: Phosphoribosylformylglycinamidine synthase|unclassified	79.0287
UniRef50_UPI00020034D6: phosphoribosylaminoimidazole carboxylase, partial	78.9068
UniRef50_UPI00020034D6: phosphoribosylaminoimidazole carboxylase, partial|unclassified	78.9068
UniRef50_UPI0000185BF1: Protein C55F2.1, isoform a	78.6926
UniRef50_UPI0000185BF1: Protein C55F2.1, isoform a|unclassified	78.6926
UniRef50_Q97C36: Phosphoribosylformylglycinamidine synthase 1	78.3877
UniRef50_Q97C36: Phosphoribosylformylglycinamidine synthase 1|unclassified	78.3877
UniRef50_UPI0003B43AE0: phosphoribosylformylglycinamidine synthase	78.3512
UniRef50_UPI0003B43AE0: phosphoribosylformylglycinamidine synthase|unclassified	78.3512
UniRef50_UPI000371FAE0: MULTISPECIES: hypothetical protein	78.2695
UniRef50_UPI000371FAE0: MULTISPECIES: hypothetical protein|unclassified	78.2695
UniRef50_Q18JI5: Phosphoribosylformylglycinamidine synthase 2	78.2041
UniRef50_Q18JI5: Phosphoribosylformylglycinamidine synthase 2|unclassified	78.2041
UniRef50_A6VNW1: Endoribonuclease L-PSP	78.1399
UniRef50_A6VNW1: Endoribonuclease L-PSP|unclassified	78.1399
UniRef50_UPI00046EC843: 5-aminoimidazole-4-carboxamide ribonucleotide transformylase	77.2165
UniRef50_UPI00046EC843: 5-aminoimidazole-4-carboxamide ribonucleotide transformylase|unclassified	77.2165
UniRef50_B7A5C1	75.6346
UniRef50_B7A5C1|unclassified	75.6346
UniRef50_Q9M8D3: Probable phosphoribosylformylglycinamidine synthase, chloroplastic/mitochondrial	75.2045
UniRef50_Q9M8D3: Probable phosphoribosylformylglycinamidine synthase, chloroplastic/mitochondrial|unclassified	75.2045
UniRef50_D4KIC6: Phosphoribosylaminoimidazole (AIR) synthetase	74.5693
UniRef50_D4KIC6: Phosphoribosylaminoimidazole (AIR) synthetase|unclassified	74.5693
UniRef50_UPI0003B3C1AD: phosphoribosylamine--glycine ligase	74.4051
UniRef50_UPI0003B3C1AD: phosphoribosylamine--glycine ligase|unclassified	74.4051
UniRef50_UPI0003C1B301: PREDICTED: phosphoribosylformylglycinamidine synthase-like	74.3809
UniRef50_UPI0003C1B301: PREDICTED: phosphoribosylformylglycinamidine synthase-like|unclassified	74.3809
UniRef50_UPI0003C26BF0: PREDICTED: phosphoribosylformylglycinamidine synthase-like	73.1796
UniRef50_UPI0003C26BF0: PREDICTED: phosphoribosylformylglycinamidine synthase-like|unclassified	73.1796
UniRef50_A4CAB3	72.4288
UniRef50_A4CAB3|unclassified	72.4288
UniRef50_Q8U0R7: 5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase	71.861
UniRef50_Q8U0R7: 5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase|unclassified	71.861
UniRef50_X1CPZ0: Marine sediment metagenome DNA, contig: S01H4_S11419 (Fragment)	71.0457
UniRef50_X1CPZ0: Marine sediment metagenome DNA, contig: S01H4_S11419 (Fragment)|unclassified	71.0457
UniRef50_C7XY01	70.9423
UniRef50_C7XY01|unclassified	70.9423
UniRef50_UPI0003B34C23: adenylosuccinate lyase	69.3559
UniRef50_UPI0003B34C23: adenylosuccinate lyase|unclassified	69.3559
UniRef50_T1H8M1	69.2563
UniRef50_T1H8M1|unclassified	69.2563
UniRef50_UPI00039413D1: PREDICTED: adenylosuccinate lyase-like	69.0432
UniRef50_UPI00039413D1: PREDICTED: adenylosuccinate lyase-like|unclassified	69.0432
