# Gene Family	SampleDe_Novo_Purine_Biosynthesis_Abundance-RPKs
UniRef50_P22348: Probable N5-carboxyaminoimidazole ribonucleotide mutase	46.2755656054
UniRef50_P22348: Probable N5-carboxyaminoimidazole ribonucleotide mutase|unclassified	46.2755656054
UniRef50_J9FUF9: Phosphoribosylformylglycinamidine synthase (Fragment)	46.2123498161
UniRef50_J9FUF9: Phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	46.2123498161
UniRef50_O06457: N5-carboxyaminoimidazole ribonucleotide synthase	45.7827706766
UniRef50_O06457: N5-carboxyaminoimidazole ribonucleotide synthase|unclassified	45.7827706766
UniRef50_UPI0003635262: phosphoribosylaminoimidazole carboxylase	45.4510012168
UniRef50_UPI0003635262: phosphoribosylaminoimidazole carboxylase|unclassified	45.4510012168
UniRef50_UPI00047AE29C: hypothetical protein	45.3154839540
UniRef50_UPI00047AE29C: hypothetical protein|unclassified	45.3154839540
UniRef50_Q58660: Phosphoribosylformylglycinamidine synthase 2	45.1648373715
UniRef50_Q58660: Phosphoribosylformylglycinamidine synthase 2|unclassified	45.1648373715
UniRef50_Q89B23: Bifunctional purine biosynthesis protein PurH	45.0502242688
UniRef50_Q89B23: Bifunctional purine biosynthesis protein PurH|unclassified	45.0502242688
UniRef50_O27269: 5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase	44.6807014742
UniRef50_O27269: 5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase|unclassified	44.6807014742
UniRef50_F5T114: Phosphoribosylpyrophosphate synthetase	44.5518992170
UniRef50_F5T114: Phosphoribosylpyrophosphate synthetase|unclassified	44.5518992170
UniRef50_X1YA62	44.5216932894
UniRef50_X1YA62|unclassified	44.5216932894
UniRef50_X1JH59: Marine sediment metagenome DNA, contig: S03H2_S27973 (Fragment)	44.4122411574
UniRef50_X1JH59: Marine sediment metagenome DNA, contig: S03H2_S27973 (Fragment)|unclassified	44.4122411574
UniRef50_J5KM08: Endoribonuclease L-PSP	44.0175903056
UniRef50_J5KM08: Endoribonuclease L-PSP|unclassified	44.0175903056
UniRef50_UPI000363F022: IMP cyclohydrolase	43.4390117704
UniRef50_UPI000363F022: IMP cyclohydrolase|unclassified	43.4390117704
UniRef50_W4UFG7: Phosphoribosylaminoimidazole-succinocarboxamide synthase	43.4314513154
UniRef50_W4UFG7: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	43.4314513154
UniRef50_G8Y691: Piso0_004724 protein	43.4235485216
UniRef50_G8Y691: Piso0_004724 protein|unclassified	43.4235485216
UniRef50_F9PA03	43.2787966861
UniRef50_F9PA03|unclassified	43.2787966861
UniRef50_O28997: N5-carboxyaminoimidazole ribonucleotide mutase	43.0593527839
UniRef50_O28997: N5-carboxyaminoimidazole ribonucleotide mutase|unclassified	43.0593527839
UniRef50_UPI0003EBFEC7: PREDICTED: bifunctional purine biosynthesis protein PURH	42.9812986886
UniRef50_UPI0003EBFEC7: PREDICTED: bifunctional purine biosynthesis protein PURH|unclassified	42.9812986886
UniRef50_D2NPP2	42.9602255750
UniRef50_D2NPP2|unclassified	42.9602255750
UniRef50_R7D986	42.7984671552
UniRef50_R7D986|unclassified	42.7984671552
UniRef50_C5A4H7: Phosphoribosylformylglycinamidine cyclo-ligase	42.7521880287
UniRef50_C5A4H7: Phosphoribosylformylglycinamidine cyclo-ligase|unclassified	42.7521880287
UniRef50_Q9HNU7: Putative phosphoribosylaminoimidazole-succinocarboxamide synthase	42.5035459047
UniRef50_Q9HNU7: Putative phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	42.5035459047
UniRef50_UPI0003F0DFC7: PREDICTED: bifunctional purine biosynthesis protein PURH-like, partial	42.3952944021
UniRef50_UPI0003F0DFC7: PREDICTED: bifunctional purine biosynthesis protein PURH-like, partial|unclassified	42.3952944021
UniRef50_UPI000262D0DB: phosphoribosylaminoimidazole carboxylase ATPase subunit	42.3438340433
UniRef50_UPI000262D0DB: phosphoribosylaminoimidazole carboxylase ATPase subunit|unclassified	42.3438340433
UniRef50_W5XAR9: Phosphoribosylformylglycinamidine cyclo-ligase	42.2624558837
UniRef50_W5XAR9: Phosphoribosylformylglycinamidine cyclo-ligase|unclassified	42.2624558837
UniRef50_W4YEU9	42.2415197535
UniRef50_W4YEU9|unclassified	42.2415197535
UniRef50_M3IPN7: Phosphoribosylaminoimidazole carboxylase ATPase subunit domain protein	42.0994461802
UniRef50_M3IPN7: Phosphoribosylaminoimidazole carboxylase ATPase subunit domain protein|unclassified	42.0994461802
UniRef50_UPI0004738E27: hypothetical protein, partial	41.8261368792
UniRef50_UPI0004738E27: hypothetical protein, partial|unclassified	41.8261368792
UniRef50_Q8TU67: 5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase	41.7727150666
UniRef50_Q8TU67: 5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase|unclassified	41.7727150666
UniRef50_W7X528	41.4327829139
UniRef50_W7X528|unclassified	41.4327829139
UniRef50_UPI0003F0ECFF: PREDICTED: bifunctional purine biosynthesis protein PURH-like, partial	41.3729711071
UniRef50_UPI0003F0ECFF: PREDICTED: bifunctional purine biosynthesis protein PURH-like, partial|unclassified	41.3729711071
UniRef50_X1LTY5: Marine sediment metagenome DNA, contig: S06H3_L03131 (Fragment)	41.1459299597
UniRef50_X1LTY5: Marine sediment metagenome DNA, contig: S06H3_L03131 (Fragment)|unclassified	41.1459299597
UniRef50_UPI00024908DB: phosphoribosylaminoimidazole carboxylase	41.0269037619
UniRef50_UPI00024908DB: phosphoribosylaminoimidazole carboxylase|unclassified	41.0269037619
UniRef50_I5BRJ3	41.0244071913
UniRef50_I5BRJ3|unclassified	41.0244071913
UniRef50_O05946: Phosphoribosylaminoimidazole-succinocarboxamide synthase	40.7233040516
UniRef50_O05946: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	40.7233040516
UniRef50_A8FWE0	40.4429139244
UniRef50_A8FWE0|unclassified	40.4429139244
UniRef50_UPI0003F07781: PREDICTED: bifunctional purine biosynthesis protein PURH-like	40.0622353416
UniRef50_UPI0003F07781: PREDICTED: bifunctional purine biosynthesis protein PURH-like|unclassified	40.0622353416
UniRef50_UPI00036A991B: hypothetical protein	39.0462949045
UniRef50_UPI00036A991B: hypothetical protein|unclassified	39.0462949045
UniRef50_X1CG91: Marine sediment metagenome DNA, contig: S01H4_S12489 (Fragment)	38.9486740833
UniRef50_X1CG91: Marine sediment metagenome DNA, contig: S01H4_S12489 (Fragment)|unclassified	38.9486740833
UniRef50_UPI000473680B: hypothetical protein	38.8798942948
UniRef50_UPI000473680B: hypothetical protein|unclassified	38.8798942948
UniRef50_UPI000474299A: hypothetical protein, partial	38.8518674951
UniRef50_UPI000474299A: hypothetical protein, partial|unclassified	38.8518674951
UniRef50_UPI0003625BE6: hypothetical protein	37.9133069274
UniRef50_UPI0003625BE6: hypothetical protein|unclassified	37.9133069274
UniRef50_A5UM16: Phosphoribosylformylglycinamidine cyclo-ligase	37.8894889344
UniRef50_A5UM16: Phosphoribosylformylglycinamidine cyclo-ligase|unclassified	37.8894889344
UniRef50_Q8TW12: Phosphoribosylformylglycinamidine cyclo-ligase	37.7009548197
UniRef50_Q8TW12: Phosphoribosylformylglycinamidine cyclo-ligase|unclassified	37.7009548197
UniRef50_Q8TWG3: Phosphoribosylamine--glycine ligase	37.4823802141
UniRef50_Q8TWG3: Phosphoribosylamine--glycine ligase|unclassified	37.4823802141
UniRef50_X1MS17: Marine sediment metagenome DNA, contig: S06H3_S13937	37.3984507601
UniRef50_X1MS17: Marine sediment metagenome DNA, contig: S06H3_S13937|unclassified	37.3984507601
UniRef50_UPI0004664963: phosphoribosylaminoimidazole carboxylase	37.0584745635
UniRef50_UPI0004664963: phosphoribosylaminoimidazole carboxylase|unclassified	37.0584745635
UniRef50_UPI000471AFC4: hypothetical protein	36.9094987875
UniRef50_UPI000471AFC4: hypothetical protein|unclassified	36.9094987875
UniRef50_X7ZYN4: AIR synthase related , C-terminal domain protein	36.5477004083
UniRef50_X7ZYN4: AIR synthase related , C-terminal domain protein|unclassified	36.5477004083
UniRef50_X0SSA1: Marine sediment metagenome DNA, contig: S01H1_L01356 (Fragment)	36.2582541427
UniRef50_X0SSA1: Marine sediment metagenome DNA, contig: S01H1_L01356 (Fragment)|unclassified	36.2582541427
UniRef50_UPI0002FACF3D: hypothetical protein	36.0673764608
UniRef50_UPI0002FACF3D: hypothetical protein|unclassified	36.0673764608
UniRef50_J9GM61	35.0223181439
UniRef50_J9GM61|unclassified	35.0223181439
UniRef50_R5N9C5	34.7644879729
UniRef50_R5N9C5|unclassified	34.7644879729
UniRef50_UPI00037A540E: hypothetical protein	34.7171707667
UniRef50_UPI00037A540E: hypothetical protein|unclassified	34.7171707667
UniRef50_R5H307	34.5648075149
UniRef50_R5H307|unclassified	34.5648075149
UniRef50_H0BAX0	34.3734046643
UniRef50_H0BAX0|unclassified	34.3734046643
UniRef50_X0UMM3: Marine sediment metagenome DNA, contig: S01H1_S14876 (Fragment)	34.3585275160
UniRef50_X0UMM3: Marine sediment metagenome DNA, contig: S01H1_S14876 (Fragment)|unclassified	34.3585275160
UniRef50_J9GL54	34.2991977003
UniRef50_J9GL54|unclassified	34.2991977003
UniRef50_UPI0002B44AFA: PREDICTED: bifunctional purine biosynthesis protein PURH-like	33.9941603762
UniRef50_UPI0002B44AFA: PREDICTED: bifunctional purine biosynthesis protein PURH-like|unclassified	33.9941603762
UniRef50_V7D641	33.6234159792
UniRef50_V7D641|unclassified	33.6234159792
UniRef50_C4GES7	33.3864010550
UniRef50_C4GES7|unclassified	33.3864010550
UniRef50_Q6PVN2: Putative phosphoribosylformylglycinamidine synthase (Fragment)	33.3150722635
UniRef50_Q6PVN2: Putative phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	33.3150722635
UniRef50_J2IMZ9: Phosphoribosylaminoimidazolesuccinocarboxamide (SAICAR) synthase (Fragment)	33.2808250480
UniRef50_J2IMZ9: Phosphoribosylaminoimidazolesuccinocarboxamide (SAICAR) synthase (Fragment)|unclassified	33.2808250480
UniRef50_UPI0002C35558	33.1848349905
UniRef50_UPI0002C35558|unclassified	33.1848349905
UniRef50_Q8U3N5: Phosphoribosylamine--glycine ligase	33.0260932017
UniRef50_Q8U3N5: Phosphoribosylamine--glycine ligase|unclassified	33.0260932017
UniRef50_Q8PYK1: Phosphoribosylformylglycinamidine synthase 2	33.0077059210
UniRef50_Q8PYK1: Phosphoribosylformylglycinamidine synthase 2|unclassified	33.0077059210
UniRef50_UPI00037AFDCE: hypothetical protein	32.7875233357
UniRef50_UPI00037AFDCE: hypothetical protein|unclassified	32.7875233357
UniRef50_UPI0004413B07: PurM C-terminal domain-like protein	32.7755927925
UniRef50_UPI0004413B07: PurM C-terminal domain-like protein|unclassified	32.7755927925
UniRef50_UPI00038285D0: hypothetical protein	32.6084341934
UniRef50_UPI00038285D0: hypothetical protein|unclassified	32.6084341934
UniRef50_UPI000419B48C: ribose-phosphate pyrophosphokinase	32.3498807196
UniRef50_UPI000419B48C: ribose-phosphate pyrophosphokinase|unclassified	32.3498807196
UniRef50_UPI000364AE75: hypothetical protein, partial	32.1584715873
UniRef50_UPI000364AE75: hypothetical protein, partial|unclassified	32.1584715873
UniRef50_UPI00037B06BA: hypothetical protein	31.7350348486
UniRef50_UPI00037B06BA: hypothetical protein|unclassified	31.7350348486
UniRef50_H1SB14	31.6728823130
UniRef50_H1SB14|unclassified	31.6728823130
UniRef50_Q83GX1: Phosphoribosylaminoimidazole-succinocarboxamide synthase	31.3413448949
UniRef50_Q83GX1: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	31.3413448949
UniRef50_O28339: Phosphoribosylformylglycinamidine synthase 2	31.1378062303
UniRef50_O28339: Phosphoribosylformylglycinamidine synthase 2|unclassified	31.1378062303
UniRef50_Q3AYR0: Phosphoribosylformylglycinamidine synthetase PurS	30.9925302627
UniRef50_Q3AYR0: Phosphoribosylformylglycinamidine synthetase PurS|unclassified	30.9925302627
UniRef50_Q73MV2: Phosphoribosylformylglycinamidine synthase 1	30.9642761905
UniRef50_Q73MV2: Phosphoribosylformylglycinamidine synthase 1|unclassified	30.9642761905
UniRef50_Q58043: IMP cyclohydrolase	30.6937692744
UniRef50_Q58043: IMP cyclohydrolase|unclassified	30.6937692744
UniRef50_UPI0003F0605A: PREDICTED: bifunctional purine biosynthesis protein PURH-like, partial	30.6479680128
UniRef50_UPI0003F0605A: PREDICTED: bifunctional purine biosynthesis protein PURH-like, partial|unclassified	30.6479680128
UniRef50_A0A059IWC9: Phosphoribosylformylglycinamidine synthase II domain-containing protein	30.2788547266
UniRef50_A0A059IWC9: Phosphoribosylformylglycinamidine synthase II domain-containing protein|unclassified	30.2788547266
UniRef50_B9LT08: Phosphoribosylformylglycinamidine synthase 2	30.2090258631
UniRef50_B9LT08: Phosphoribosylformylglycinamidine synthase 2|unclassified	30.2090258631
UniRef50_T5HFD6	30.1355382930
UniRef50_T5HFD6|unclassified	30.1355382930
UniRef50_UPI0003B5FAF4: phosphoribosylamine--glycine ligase, partial	30.0813094701
UniRef50_UPI0003B5FAF4: phosphoribosylamine--glycine ligase, partial|unclassified	30.0813094701
UniRef50_P52760: Ribonuclease UK114	29.6294799061
UniRef50_P52760: Ribonuclease UK114|unclassified	29.6294799061
UniRef50_Q46F25: Phosphoribosylformylglycinamidine synthase 2	29.3592888828
UniRef50_Q46F25: Phosphoribosylformylglycinamidine synthase 2|unclassified	29.3592888828
UniRef50_L0IX68	29.0835510248
UniRef50_L0IX68|unclassified	29.0835510248
UniRef50_UPI00046ADCD7: phosphoribosylaminoimidazole carboxylase	29.0490608131
UniRef50_UPI00046ADCD7: phosphoribosylaminoimidazole carboxylase|unclassified	29.0490608131
UniRef50_Q9HLC0: Phosphoribosylaminoimidazole-succinocarboxamide synthase	28.9301659251
UniRef50_Q9HLC0: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	28.9301659251
UniRef50_UPI000362A6CC: phosphoribosylaminoimidazole synthetase	28.5769435746
UniRef50_UPI000362A6CC: phosphoribosylaminoimidazole synthetase|unclassified	28.5769435746
UniRef50_Q9UX29: Phosphoribosylformylglycinamidine cyclo-ligase	28.3269923185
UniRef50_Q9UX29: Phosphoribosylformylglycinamidine cyclo-ligase|unclassified	28.3269923185
UniRef50_Q6L0V9: Phosphoribosylformylglycinamidine synthase 1	28.0571382375
UniRef50_Q6L0V9: Phosphoribosylformylglycinamidine synthase 1|unclassified	28.0571382375
UniRef50_C6V4U0: Phosphoribosylformylglycinamidine synthase	27.8516739248
UniRef50_C6V4U0: Phosphoribosylformylglycinamidine synthase|unclassified	27.8516739248
UniRef50_K1XAB7	27.7702096823
UniRef50_K1XAB7|unclassified	27.7702096823
UniRef50_UPI00037CBFA5: hypothetical protein, partial	27.1991213942
UniRef50_UPI00037CBFA5: hypothetical protein, partial|unclassified	27.1991213942
UniRef50_UPI0003AA191B: MULTISPECIES: phosphoribosylformylglycinamidine synthase	27.1068149736
UniRef50_UPI0003AA191B: MULTISPECIES: phosphoribosylformylglycinamidine synthase|unclassified	27.1068149736
UniRef50_D4CWR5	26.9384776583
UniRef50_D4CWR5|unclassified	26.9384776583
UniRef50_X1MEG0: Marine sediment metagenome DNA, contig: S06H3_S04797 (Fragment)	26.8296868041
UniRef50_X1MEG0: Marine sediment metagenome DNA, contig: S06H3_S04797 (Fragment)|unclassified	26.8296868041
UniRef50_R1F113	26.7710220760
UniRef50_R1F113|unclassified	26.7710220760
UniRef50_X1PPE4: Marine sediment metagenome DNA, contig: S06H3_S17200 (Fragment)	26.7496568942
UniRef50_X1PPE4: Marine sediment metagenome DNA, contig: S06H3_S17200 (Fragment)|unclassified	26.7496568942
UniRef50_UPI00029AC0A6: phosphoribosylamine--glycine ligase	26.7161381167
UniRef50_UPI00029AC0A6: phosphoribosylamine--glycine ligase|unclassified	26.7161381167
UniRef50_UPI0001913A2D: putative regulatory protein	26.7047224697
UniRef50_UPI0001913A2D: putative regulatory protein|unclassified	26.7047224697
UniRef50_C6A0I0: Phosphoribosylformylglycinamidine synthase 2	26.6554991642
UniRef50_C6A0I0: Phosphoribosylformylglycinamidine synthase 2|unclassified	26.6554991642
UniRef50_L2GG09: Phosphoribosylformylglycinamidine synthase	26.3289375201
UniRef50_L2GG09: Phosphoribosylformylglycinamidine synthase|unclassified	26.3289375201
UniRef50_UPI000440DC97: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like	26.0724361494
UniRef50_UPI000440DC97: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like|unclassified	26.0724361494
UniRef50_UPI00046ED155: hypothetical protein, partial	25.7895597478
UniRef50_UPI00046ED155: hypothetical protein, partial|unclassified	25.7895597478
UniRef50_UPI00045465E0: PREDICTED: trifunctional purine biosynthetic protein adenosine-3	25.7263387438
UniRef50_UPI00045465E0: PREDICTED: trifunctional purine biosynthetic protein adenosine-3|unclassified	25.7263387438
UniRef50_K7UR44	25.5231191618
UniRef50_K7UR44|unclassified	25.5231191618
UniRef50_Q2NEB6: Phosphoribosylformylglycinamidine synthase 2	25.4455861749
UniRef50_Q2NEB6: Phosphoribosylformylglycinamidine synthase 2|unclassified	25.4455861749
UniRef50_UPI0003B47ADB: phosphoribosylamine--glycine ligase	25.2380010413
UniRef50_UPI0003B47ADB: phosphoribosylamine--glycine ligase|unclassified	25.2380010413
UniRef50_Q97BD5: Phosphoribosylformylglycinamidine synthase 2	25.2047265051
UniRef50_Q97BD5: Phosphoribosylformylglycinamidine synthase 2|unclassified	25.2047265051
UniRef50_V6UUI9	25.0968917157
UniRef50_V6UUI9|unclassified	25.0968917157
UniRef50_UPI0004742D15: hypothetical protein, partial	25.0656101931
UniRef50_UPI0004742D15: hypothetical protein, partial|unclassified	25.0656101931
UniRef50_O29108: Phosphoribosylamine--glycine ligase	24.9652006419
UniRef50_O29108: Phosphoribosylamine--glycine ligase|unclassified	24.9652006419
UniRef50_UPI0003B624EB: hypothetical protein	24.7716170155
UniRef50_UPI0003B624EB: hypothetical protein|unclassified	24.7716170155
UniRef50_Q98E15: Translation initiation inhibitor	24.6793258243
UniRef50_Q98E15: Translation initiation inhibitor|unclassified	24.6793258243
UniRef50_B4FB70	24.6124545166
UniRef50_B4FB70|unclassified	24.6124545166
UniRef50_J9G7S3	24.4125826560
UniRef50_J9G7S3|unclassified	24.4125826560
UniRef50_S5ZIA5	24.2484164229
UniRef50_S5ZIA5|unclassified	24.2484164229
UniRef50_X0YC83: Marine sediment metagenome DNA, contig: S01H1_S39404 (Fragment)	24.1369290268
UniRef50_X0YC83: Marine sediment metagenome DNA, contig: S01H1_S39404 (Fragment)|unclassified	24.1369290268
UniRef50_UPI0003806BD7: phosphoribosylaminoimidazole synthetase	24.0856260120
UniRef50_UPI0003806BD7: phosphoribosylaminoimidazole synthetase|unclassified	24.0856260120
UniRef50_E2NSI8	23.8138934592
UniRef50_E2NSI8|unclassified	23.8138934592
UniRef50_P41654: Probable N5-carboxyaminoimidazole ribonucleotide mutase	23.7117100490
UniRef50_P41654: Probable N5-carboxyaminoimidazole ribonucleotide mutase|unclassified	23.7117100490
UniRef50_X1KEU1: Marine sediment metagenome DNA, contig: S06H3_C03305	23.6977399836
UniRef50_X1KEU1: Marine sediment metagenome DNA, contig: S06H3_C03305|unclassified	23.6977399836
UniRef50_X1FXT0: Marine sediment metagenome DNA, contig: S03H2_L06804 (Fragment)	23.5151717397
UniRef50_X1FXT0: Marine sediment metagenome DNA, contig: S03H2_L06804 (Fragment)|unclassified	23.5151717397
