# Gene Family	SampleBacterial_Chemotaxis_Abundance-RPKs
UniRef50_UPI0003807B31: hypothetical protein, partial	22.1730045738
UniRef50_UPI0003807B31: hypothetical protein, partial|unclassified	22.1730045738
UniRef50_D9SR91: Periplasmic binding protein/LacI transcriptional regulator	22.1171410761
UniRef50_D9SR91: Periplasmic binding protein/LacI transcriptional regulator|unclassified	22.1171410761
UniRef50_G7M679: D-galactose-binding protein	22.1064231903
UniRef50_G7M679: D-galactose-binding protein|unclassified	22.1064231903
UniRef50_UPI000477CF68: chemotaxis protein, partial	22.0915939061
UniRef50_UPI000477CF68: chemotaxis protein, partial|unclassified	22.0915939061
UniRef50_UPI00047B2ED7: hypothetical protein	22.0427134701
UniRef50_UPI00047B2ED7: hypothetical protein|unclassified	22.0427134701
UniRef50_UPI0002E4892C: hypothetical protein	21.9180882536
UniRef50_UPI0002E4892C: hypothetical protein|unclassified	21.9180882536
UniRef50_A0A011RY06: Ribose and galactose chemoreceptor protein	21.8022555740
UniRef50_A0A011RY06: Ribose and galactose chemoreceptor protein|unclassified	21.8022555740
UniRef50_X1TRB9: Marine sediment metagenome DNA, contig: S12H4_S00615 (Fragment)	21.7994547281
UniRef50_X1TRB9: Marine sediment metagenome DNA, contig: S12H4_S00615 (Fragment)|unclassified	21.7994547281
UniRef50_UPI00040B2030: hypothetical protein	21.7657797706
UniRef50_UPI00040B2030: hypothetical protein|unclassified	21.7657797706
UniRef50_R7JTI9	21.6667815890
UniRef50_R7JTI9|unclassified	21.6667815890
UniRef50_UPI000361E513: hypothetical protein	21.6307763858
UniRef50_UPI000361E513: hypothetical protein|unclassified	21.6307763858
UniRef50_UPI000472838C: flagellar motor switch protein FliM	21.6021014209
UniRef50_UPI000472838C: flagellar motor switch protein FliM|unclassified	21.6021014209
UniRef50_UPI00036F7643: hypothetical protein	21.5829010839
UniRef50_UPI00036F7643: hypothetical protein|unclassified	21.5829010839
UniRef50_UPI00034C4988: hypothetical protein	21.5659168244
UniRef50_UPI00034C4988: hypothetical protein|unclassified	21.5659168244
UniRef50_UPI0003B4836D: flagellar motor switch protein FliG	21.5604840931
UniRef50_UPI0003B4836D: flagellar motor switch protein FliG|unclassified	21.5604840931
UniRef50_C6NYF4: Signal transduction histidine kinase CheA	21.5501023363
UniRef50_C6NYF4: Signal transduction histidine kinase CheA|unclassified	21.5501023363
UniRef50_UPI0003B72160: hypothetical protein	21.5438952272
UniRef50_UPI0003B72160: hypothetical protein|unclassified	21.5438952272
UniRef50_UPI0003B5440C: histidine kinase	21.5369659622
UniRef50_UPI0003B5440C: histidine kinase|unclassified	21.5369659622
UniRef50_UPI0002B9AC99: hypothetical protein, partial	21.4558170221
UniRef50_UPI0002B9AC99: hypothetical protein, partial|unclassified	21.4558170221
UniRef50_K8B3U1: Methyl-accepting chemotaxis protein I (serine chemoreceptor protein)	21.4078839643
UniRef50_K8B3U1: Methyl-accepting chemotaxis protein I (serine chemoreceptor protein)|unclassified	21.4078839643
UniRef50_UPI00046841B7: flagellar motor switch protein FliN	21.4064839362
UniRef50_UPI00046841B7: flagellar motor switch protein FliN|unclassified	21.4064839362
UniRef50_UPI00034A2487: hypothetical protein	21.3112445586
UniRef50_UPI00034A2487: hypothetical protein|unclassified	21.3112445586
UniRef50_F2JZ96: Periplasmic binding protein/LacI transcriptional regulator	21.2450175561
UniRef50_F2JZ96: Periplasmic binding protein/LacI transcriptional regulator|unclassified	21.2450175561
UniRef50_R4Y3W6: Klebsiella pneumoniae subsp. rhinoscleromatis strain SB3432, complete genome	21.2377877303
UniRef50_R4Y3W6: Klebsiella pneumoniae subsp. rhinoscleromatis strain SB3432, complete genome|unclassified	21.2377877303
UniRef50_D9SU52: D-galactose-binding periplasmic protein	21.1778951690
UniRef50_D9SU52: D-galactose-binding periplasmic protein|unclassified	21.1778951690
UniRef50_UPI000372EB03: hypothetical protein	21.1564353496
UniRef50_UPI000372EB03: hypothetical protein|unclassified	21.1564353496
UniRef50_UPI00026305E0: CheA signal transduction histidine kinase, partial	21.0450135014
UniRef50_UPI00026305E0: CheA signal transduction histidine kinase, partial|unclassified	21.0450135014
UniRef50_UPI00034C95FD: methyl-accepting chemotaxis protein	21.0366747014
UniRef50_UPI00034C95FD: methyl-accepting chemotaxis protein|unclassified	21.0366747014
UniRef50_UPI0004707DDF: hypothetical protein, partial	21.0340040031
UniRef50_UPI0004707DDF: hypothetical protein, partial|unclassified	21.0340040031
UniRef50_UPI00035E1DE2: hypothetical protein	21.0094167177
UniRef50_UPI00035E1DE2: hypothetical protein|unclassified	21.0094167177
UniRef50_UPI0003682806: hypothetical protein	21.0068441214
UniRef50_UPI0003682806: hypothetical protein|unclassified	21.0068441214
UniRef50_UPI00037DA789: hypothetical protein	20.9738107513
UniRef50_UPI00037DA789: hypothetical protein|unclassified	20.9738107513
UniRef50_UPI00045EB070: chemotaxis protein CheB	20.9348921891
UniRef50_UPI00045EB070: chemotaxis protein CheB|unclassified	20.9348921891
UniRef50_U5MRD5: D-galactose-binding periplasmic protein MglB	20.9144003346
UniRef50_U5MRD5: D-galactose-binding periplasmic protein MglB|unclassified	20.9144003346
UniRef50_UPI000476EB30: hypothetical protein	20.8826689493
UniRef50_UPI000476EB30: hypothetical protein|unclassified	20.8826689493
UniRef50_B1KCF2: Methyl-accepting chemotaxis sensory transducer	20.8679544527
UniRef50_B1KCF2: Methyl-accepting chemotaxis sensory transducer|unclassified	20.8679544527
UniRef50_UPI00030B42DF: hypothetical protein	20.8192243019
UniRef50_UPI00030B42DF: hypothetical protein|unclassified	20.8192243019
UniRef50_K1Z8D7	20.8098753819
UniRef50_K1Z8D7|unclassified	20.8098753819
UniRef50_UPI000376C4FC: hypothetical protein	20.7996867812
UniRef50_UPI000376C4FC: hypothetical protein|unclassified	20.7996867812
UniRef50_UPI00016C0DBD: flagellar motor switch protein FliM	20.7874988388
UniRef50_UPI00016C0DBD: flagellar motor switch protein FliM|unclassified	20.7874988388
UniRef50_UPI00036F5D95: hypothetical protein	20.7690869392
UniRef50_UPI00036F5D95: hypothetical protein|unclassified	20.7690869392
UniRef50_D9SUS9: Putative galactoside ABC transporter	20.7220394830
UniRef50_D9SUS9: Putative galactoside ABC transporter|unclassified	20.7220394830
UniRef50_UPI00025566B1: chemotaxis protein CheR	20.7022170722
UniRef50_UPI00025566B1: chemotaxis protein CheR|unclassified	20.7022170722
UniRef50_UPI0001BF66E7: hypothetical protein SMAC_11394, partial	20.6589740118
UniRef50_UPI0001BF66E7: hypothetical protein SMAC_11394, partial|unclassified	20.6589740118
UniRef50_X3JGL4: Flagellar motor switch protein FliG (Fragment)	20.6056098424
UniRef50_X3JGL4: Flagellar motor switch protein FliG (Fragment)|unclassified	20.6056098424
UniRef50_UPI0004769586: hypothetical protein	20.5598969878
UniRef50_UPI0004769586: hypothetical protein|unclassified	20.5598969878
UniRef50_UPI0003B75BB5: transcriptional regulator	20.5590968409
UniRef50_UPI0003B75BB5: transcriptional regulator|unclassified	20.5590968409
UniRef50_Q1JZV3	20.5563981442
UniRef50_Q1JZV3|unclassified	20.5563981442
UniRef50_UPI0003B4EF18: peptidylprolyl isomerase	20.5556015299
UniRef50_UPI0003B4EF18: peptidylprolyl isomerase|unclassified	20.5556015299
UniRef50_UPI000463AAFA: hypothetical protein	20.5552106615
UniRef50_UPI000463AAFA: hypothetical protein|unclassified	20.5552106615
UniRef50_UPI00016C4288: CheA Signal Transduction Histidine Kinases (STHK), partial	20.5151532828
UniRef50_UPI00016C4288: CheA Signal Transduction Histidine Kinases (STHK), partial|unclassified	20.5151532828
UniRef50_UPI00047DBE08: hypothetical protein	20.5124354422
UniRef50_UPI00047DBE08: hypothetical protein|unclassified	20.5124354422
UniRef50_UPI000287FB6B: chemotaxis protein	20.5042272519
UniRef50_UPI000287FB6B: chemotaxis protein|unclassified	20.5042272519
UniRef50_UPI0002E9A0DB: hypothetical protein	20.4547976991
UniRef50_UPI0002E9A0DB: hypothetical protein|unclassified	20.4547976991
UniRef50_UPI0003B50CC4: flagellar motor switch protein FliG	20.4487475426
UniRef50_UPI0003B50CC4: flagellar motor switch protein FliG|unclassified	20.4487475426
UniRef50_K8DI17: Methyl-accepting chemotaxis protein I (serine chemoreceptor protein)	20.4372474902
UniRef50_K8DI17: Methyl-accepting chemotaxis protein I (serine chemoreceptor protein)|unclassified	20.4372474902
UniRef50_A0A022FUT5: Chemotaxis protein	20.3660817154
UniRef50_A0A022FUT5: Chemotaxis protein|unclassified	20.3660817154
UniRef50_G2HD83: Cache domain protein (Fragment)	20.3457377975
UniRef50_G2HD83: Cache domain protein (Fragment)|unclassified	20.3457377975
UniRef50_UPI000366CC57: hypothetical protein	20.3060236795
UniRef50_UPI000366CC57: hypothetical protein|unclassified	20.3060236795
UniRef50_B9TQM3	20.2368015248
UniRef50_B9TQM3|unclassified	20.2368015248
UniRef50_C4Z6F9: Chemotaxis protein CheX	20.2183749346
UniRef50_C4Z6F9: Chemotaxis protein CheX|unclassified	20.2183749346
UniRef50_Q6AJU7	20.1297355362
UniRef50_Q6AJU7|unclassified	20.1297355362
UniRef50_UPI00035C2063: hypothetical protein	20.1043364836
UniRef50_UPI00035C2063: hypothetical protein|unclassified	20.1043364836
UniRef50_A0A031GYM9	20.0517331139
UniRef50_A0A031GYM9|unclassified	20.0517331139
UniRef50_UPI0003019D79: hypothetical protein	20.0202788868
UniRef50_UPI0003019D79: hypothetical protein|unclassified	20.0202788868
UniRef50_D0IKL6: Methyl-accepting chemotaxis protein	20.0041138651
UniRef50_D0IKL6: Methyl-accepting chemotaxis protein|unclassified	20.0041138651
UniRef50_A6M0B9: D-galactose-binding periplasmic protein	20.0010631540
UniRef50_A6M0B9: D-galactose-binding periplasmic protein|unclassified	20.0010631540
UniRef50_UPI00047A4814: histidine kinase	19.9697646620
UniRef50_UPI00047A4814: histidine kinase|unclassified	19.9697646620
UniRef50_UPI00026276F1: CheA signal transduction histidine kinase	19.9688778851
UniRef50_UPI00026276F1: CheA signal transduction histidine kinase|unclassified	19.9688778851
UniRef50_UPI00016C4289: chemotaxis-specific methylesterase	19.9592159335
UniRef50_UPI00016C4289: chemotaxis-specific methylesterase|unclassified	19.9592159335
UniRef50_Q8P9I6	19.9197710138
UniRef50_Q8P9I6|unclassified	19.9197710138
UniRef50_M5FGC1	19.9129707255
UniRef50_M5FGC1|unclassified	19.9129707255
UniRef50_UPI00024845FB: chemotaxis response regulator	19.8915756421
UniRef50_UPI00024845FB: chemotaxis response regulator|unclassified	19.8915756421
UniRef50_UPI00029A38E5: aerotaxis receptor Aer, partial	19.8827218531
UniRef50_UPI00029A38E5: aerotaxis receptor Aer, partial|unclassified	19.8827218531
UniRef50_UPI000362EFFA: flagellar motor switch protein FliM	19.8634833344
UniRef50_UPI000362EFFA: flagellar motor switch protein FliM|unclassified	19.8634833344
UniRef50_UPI00030F058F: hypothetical protein	19.8598567827
UniRef50_UPI00030F058F: hypothetical protein|unclassified	19.8598567827
UniRef50_UPI0003619F1E: hypothetical protein	19.8308741016
UniRef50_UPI0003619F1E: hypothetical protein|unclassified	19.8308741016
UniRef50_UPI0003B3BAB8: SAM-dependent methlyltransferase	19.7865176891
UniRef50_UPI0003B3BAB8: SAM-dependent methlyltransferase|unclassified	19.7865176891
UniRef50_UPI00047CB60E: chemotaxis protein, partial	19.7800632220
UniRef50_UPI00047CB60E: chemotaxis protein, partial|unclassified	19.7800632220
UniRef50_A0A038GBK7: Periplasmic substrate-binding protein	19.7298178785
UniRef50_A0A038GBK7: Periplasmic substrate-binding protein|unclassified	19.7298178785
UniRef50_UPI0003720D0F: hypothetical protein	19.6883062242
UniRef50_UPI0003720D0F: hypothetical protein|unclassified	19.6883062242
UniRef50_A0A024IJF0: Methyl-accepting chemotaxis sensory transducer	19.6484607014
UniRef50_A0A024IJF0: Methyl-accepting chemotaxis sensory transducer|unclassified	19.6484607014
UniRef50_D9SUL4: D-galactose-binding periplasmic protein	19.6283708542
UniRef50_D9SUL4: D-galactose-binding periplasmic protein|unclassified	19.6283708542
UniRef50_UPI0003B79537: ArsR family transcriptional regulator	19.5951352462
UniRef50_UPI0003B79537: ArsR family transcriptional regulator|unclassified	19.5951352462
UniRef50_UPI0003A03BEC: hypothetical protein	19.5776202305
UniRef50_UPI0003A03BEC: hypothetical protein|unclassified	19.5776202305
UniRef50_W5X4N7	19.5520872144
UniRef50_W5X4N7|unclassified	19.5520872144
UniRef50_A6LYN9: D-galactose-binding periplasmic protein	19.5132908099
UniRef50_A6LYN9: D-galactose-binding periplasmic protein|unclassified	19.5132908099
UniRef50_UPI0003B4B400: methyl-accepting chemotaxis protein	19.4907574695
UniRef50_UPI0003B4B400: methyl-accepting chemotaxis protein|unclassified	19.4907574695
UniRef50_UPI000465C3C9: sensory transducer protein, partial	19.4144601440
UniRef50_UPI000465C3C9: sensory transducer protein, partial|unclassified	19.4144601440
UniRef50_UPI0003B619CC: flagellar motor switch protein FliM	19.3791340309
UniRef50_UPI0003B619CC: flagellar motor switch protein FliM|unclassified	19.3791340309
UniRef50_UPI00036591E8: hypothetical protein	19.2885230714
UniRef50_UPI00036591E8: hypothetical protein|unclassified	19.2885230714
UniRef50_UPI0003B458C5: flagellar motor switch protein FliN	19.2592277017
UniRef50_UPI0003B458C5: flagellar motor switch protein FliN|unclassified	19.2592277017
UniRef50_UPI0002D4D770: hypothetical protein	19.2117728198
UniRef50_UPI0002D4D770: hypothetical protein|unclassified	19.2117728198
UniRef50_UPI00034BDD3B: hypothetical protein	19.1677047014
UniRef50_UPI00034BDD3B: hypothetical protein|unclassified	19.1677047014
UniRef50_UPI0002EDFB27: hypothetical protein	19.1485767070
UniRef50_UPI0002EDFB27: hypothetical protein|unclassified	19.1485767070
UniRef50_UPI00037A38B3: hypothetical protein	19.1385090749
UniRef50_UPI00037A38B3: hypothetical protein|unclassified	19.1385090749
UniRef50_F5J8P2: Rhizopine ABC transporter	19.1224068496
UniRef50_F5J8P2: Rhizopine ABC transporter|unclassified	19.1224068496
UniRef50_K8DQ40	19.1062303859
UniRef50_K8DQ40|unclassified	19.1062303859
UniRef50_UPI00047D515B: chemotaxis protein CheX	19.0599374554
UniRef50_UPI00047D515B: chemotaxis protein CheX|unclassified	19.0599374554
UniRef50_UPI000255C5D2: flagellar motor switch protein, partial	18.9657620067
UniRef50_UPI000255C5D2: flagellar motor switch protein, partial|unclassified	18.9657620067
UniRef50_UPI00034D0A22: hypothetical protein	18.9289537068
UniRef50_UPI00034D0A22: hypothetical protein|unclassified	18.9289537068
UniRef50_V9H740	18.9215057197
UniRef50_V9H740|unclassified	18.9215057197
UniRef50_UPI00036A7A2F: hypothetical protein	18.9044931075
UniRef50_UPI00036A7A2F: hypothetical protein|unclassified	18.9044931075
UniRef50_UPI0003688DB4: membrane protein, partial	18.8751866839
UniRef50_UPI0003688DB4: membrane protein, partial|unclassified	18.8751866839
UniRef50_A0A024F0W1: Chemotaxis protein CheX	18.8433865913
UniRef50_A0A024F0W1: Chemotaxis protein CheX|unclassified	18.8433865913
UniRef50_UPI0004678B73: hypothetical protein	18.8345082314
UniRef50_UPI0004678B73: hypothetical protein|unclassified	18.8345082314
UniRef50_UPI000360C3DC: hypothetical protein, partial	18.7856919310
UniRef50_UPI000360C3DC: hypothetical protein, partial|unclassified	18.7856919310
UniRef50_UPI0003714AC8: hypothetical protein	18.7772443045
UniRef50_UPI0003714AC8: hypothetical protein|unclassified	18.7772443045
UniRef50_UPI000372CFA8: hypothetical protein, partial	18.7746572378
UniRef50_UPI000372CFA8: hypothetical protein, partial|unclassified	18.7746572378
UniRef50_UPI0004771446: flagellar motor switch protein FliG	18.7589298698
UniRef50_UPI0004771446: flagellar motor switch protein FliG|unclassified	18.7589298698
UniRef50_UPI000378E450: hypothetical protein	18.7560997959
UniRef50_UPI000378E450: hypothetical protein|unclassified	18.7560997959
UniRef50_F3FXM3: Periplasmic binding protein/LacI transcriptional regulator (Fragment)	18.7420155359
UniRef50_F3FXM3: Periplasmic binding protein/LacI transcriptional regulator (Fragment)|unclassified	18.7420155359
UniRef50_UPI00036DD8CF: hypothetical protein	18.7152528437
UniRef50_UPI00036DD8CF: hypothetical protein|unclassified	18.7152528437
UniRef50_O58182	18.7077996094
UniRef50_O58182|unclassified	18.7077996094
UniRef50_K0EV74	18.7069905217
UniRef50_K0EV74|unclassified	18.7069905217
UniRef50_C5TA73: Methyl-accepting chemotaxis sensory transducer (Fragment)	18.6856686093
UniRef50_C5TA73: Methyl-accepting chemotaxis sensory transducer (Fragment)|unclassified	18.6856686093
UniRef50_UPI0003D33D43: methylase of chemotaxis methyl-accepting protein	18.6658657077
UniRef50_UPI0003D33D43: methylase of chemotaxis methyl-accepting protein|unclassified	18.6658657077
UniRef50_Q1ASV8: Twin-arginine translocation pathway signal	18.6609665526
UniRef50_Q1ASV8: Twin-arginine translocation pathway signal|unclassified	18.6609665526
UniRef50_UPI00035EA0C7: MULTISPECIES: methyl-accepting chemotaxis protein	18.6403327559
UniRef50_UPI00035EA0C7: MULTISPECIES: methyl-accepting chemotaxis protein|unclassified	18.6403327559
UniRef50_UPI0003667D3E: hypothetical protein	18.6399626741
UniRef50_UPI0003667D3E: hypothetical protein|unclassified	18.6399626741
UniRef50_X0PPJ5: Ribose ABC transporter, periplasmic ribose-binding protein RbsB	18.6331517893
UniRef50_X0PPJ5: Ribose ABC transporter, periplasmic ribose-binding protein RbsB|unclassified	18.6331517893
UniRef50_UPI00038028A7: hypothetical protein	18.6262797716
UniRef50_UPI00038028A7: hypothetical protein|unclassified	18.6262797716
UniRef50_A9KR72: CheC domain protein	18.6139237028
UniRef50_A9KR72: CheC domain protein|unclassified	18.6139237028
UniRef50_F7TTU6: Signal transduction histidine kinase with CheB and CheR activity	18.5842806814
UniRef50_F7TTU6: Signal transduction histidine kinase with CheB and CheR activity|unclassified	18.5842806814
UniRef50_UPI0003B392B2: chemotaxis protein	18.5839021089
UniRef50_UPI0003B392B2: chemotaxis protein|unclassified	18.5839021089
UniRef50_B0NBQ1	18.5694766708
