# Gene Family	SampleCoenzyme_A_Biosynthesis_Abundance-RPKs
UniRef50_A5EVK4: Type III pantothenate kinase|unclassified	49.0823344932
UniRef50_Q73M71: Dephospho-CoA kinase	49.0156381988
UniRef50_Q73M71: Dephospho-CoA kinase|unclassified	49.0156381988
UniRef50_UPI00037A3493: hypothetical protein	48.8727123196
UniRef50_UPI00037A3493: hypothetical protein|unclassified	48.8727123196
UniRef50_Q4FLP6: Pantothenate synthetase	48.4123480065
UniRef50_Q4FLP6: Pantothenate synthetase|unclassified	48.4123480065
UniRef50_UPI00037F767A: hypothetical protein, partial	48.1985695090
UniRef50_UPI00037F767A: hypothetical protein, partial|unclassified	48.1985695090
UniRef50_UPI0003B4DCFB: ketol-acid reductoisomerase	47.8523702033
UniRef50_UPI0003B4DCFB: ketol-acid reductoisomerase|unclassified	47.8523702033
UniRef50_Q7NCI5: Type III pantothenate kinase	47.8144024055
UniRef50_Q7NCI5: Type III pantothenate kinase|unclassified	47.8144024055
UniRef50_S2E7R6: DNA / pantothenate metabolism flavoprotein	47.7460712972
UniRef50_S2E7R6: DNA / pantothenate metabolism flavoprotein|unclassified	47.7460712972
UniRef50_Q97BQ0: Bifunctional phosphopantetheine adenylyltransferase/NTP phosphatase	47.6715130827
UniRef50_Q97BQ0: Bifunctional phosphopantetheine adenylyltransferase/NTP phosphatase|unclassified	47.6715130827
UniRef50_X6DV87	47.5868086372
UniRef50_X6DV87|unclassified	47.5868086372
UniRef50_Q1MS79: Type III pantothenate kinase	47.3871123014
UniRef50_Q1MS79: Type III pantothenate kinase|unclassified	47.3871123014
UniRef50_UPI000470D613: pantoate--beta-alanine ligase	47.3714259105
UniRef50_UPI000470D613: pantoate--beta-alanine ligase|unclassified	47.3714259105
UniRef50_UPI0003B446E7: 2-dehydropantoate 2-reductase	47.2885950498
UniRef50_UPI0003B446E7: 2-dehydropantoate 2-reductase|unclassified	47.2885950498
UniRef50_U1PHP3	47.0243708662
UniRef50_U1PHP3|unclassified	47.0243708662
UniRef50_UPI00037146CD: hypothetical protein	46.9776156065
UniRef50_UPI00037146CD: hypothetical protein|unclassified	46.9776156065
UniRef50_Q8EN08: Type II pantothenate kinase	46.9370418914
UniRef50_Q8EN08: Type II pantothenate kinase|unclassified	46.9370418914
UniRef50_UPI0002492F49: 2-dehydropantoate 2-reductase	46.8533110849
UniRef50_UPI0002492F49: 2-dehydropantoate 2-reductase|unclassified	46.8533110849
UniRef50_UPI0002374CAB: dephospho-CoA kinase, partial	46.4925949899
UniRef50_UPI0002374CAB: dephospho-CoA kinase, partial|unclassified	46.4925949899
UniRef50_S3ZIJ3	46.3480243282
UniRef50_S3ZIJ3|unclassified	46.3480243282
UniRef50_UPI00035C762E: hypothetical protein	46.2714098398
UniRef50_UPI00035C762E: hypothetical protein|unclassified	46.2714098398
UniRef50_A9BIX4: Type III pantothenate kinase	46.2069505223
UniRef50_A9BIX4: Type III pantothenate kinase|unclassified	46.2069505223
UniRef50_UPI0004746732: hypothetical protein	46.1665112356
UniRef50_UPI0004746732: hypothetical protein|unclassified	46.1665112356
UniRef50_R5SFQ2	46.0943003019
UniRef50_R5SFQ2|unclassified	46.0943003019
UniRef50_UPI0004721138: hypothetical protein	45.7272921126
UniRef50_UPI0004721138: hypothetical protein|unclassified	45.7272921126
UniRef50_UPI000371573D: hypothetical protein	45.1734737231
UniRef50_UPI000371573D: hypothetical protein|unclassified	45.1734737231
UniRef50_R6YZ61: Ketopantoate reductase PanE/ApbA	44.9680539174
UniRef50_R6YZ61: Ketopantoate reductase PanE/ApbA|unclassified	44.9680539174
UniRef50_UPI00036D2373: hypothetical protein	44.8842978640
UniRef50_UPI00036D2373: hypothetical protein|unclassified	44.8842978640
UniRef50_B2UQS1: Type III pantothenate kinase	44.6915190485
UniRef50_B2UQS1: Type III pantothenate kinase|unclassified	44.6915190485
UniRef50_Q3SLJ6: Type III pantothenate kinase	44.4972484873
UniRef50_Q3SLJ6: Type III pantothenate kinase|unclassified	44.4972484873
UniRef50_V4JU96	44.4304640956
UniRef50_V4JU96|unclassified	44.4304640956
UniRef50_Q8EUG2: Probable phosphopantetheine adenylyltransferase	44.1644484072
UniRef50_Q8EUG2: Probable phosphopantetheine adenylyltransferase|unclassified	44.1644484072
UniRef50_UPI0003B58160: aspartate decarboxylase	44.1236801107
UniRef50_UPI0003B58160: aspartate decarboxylase|unclassified	44.1236801107
UniRef50_UPI0004779AC3: 2-dehydropantoate 2-reductase	44.0781642450
UniRef50_UPI0004779AC3: 2-dehydropantoate 2-reductase|unclassified	44.0781642450
UniRef50_UPI00037956F8: hypothetical protein	43.7994768052
UniRef50_UPI00037956F8: hypothetical protein|unclassified	43.7994768052
UniRef50_UPI00037A2386: hypothetical protein	43.6037994873
UniRef50_UPI00037A2386: hypothetical protein|unclassified	43.6037994873
UniRef50_Q8DJS3: Type III pantothenate kinase	43.6015369895
UniRef50_Q8DJS3: Type III pantothenate kinase|unclassified	43.6015369895
UniRef50_UPI00047DA8A2: 2-dehydropantoate 2-reductase	43.5868498749
UniRef50_UPI00047DA8A2: 2-dehydropantoate 2-reductase|unclassified	43.5868498749
UniRef50_K0N996	43.1404810277
UniRef50_K0N996|unclassified	43.1404810277
UniRef50_Q8ZT71	43.0208372645
UniRef50_Q8ZT71|unclassified	43.0208372645
UniRef50_Q6MIK8: Dephospho-CoA kinase	42.6041926553
UniRef50_Q6MIK8: Dephospho-CoA kinase|unclassified	42.6041926553
UniRef50_UPI0002ED7B4E: hypothetical protein	42.5857053375
UniRef50_UPI0002ED7B4E: hypothetical protein|unclassified	42.5857053375
UniRef50_UPI00028809C7: membrane protein	42.4278047737
UniRef50_UPI00028809C7: membrane protein|unclassified	42.4278047737
UniRef50_UPI000373ADB1: hypothetical protein, partial	42.2861441358
UniRef50_UPI000373ADB1: hypothetical protein, partial|unclassified	42.2861441358
UniRef50_UPI0003B7501B: pantothenate kinase	42.2401534808
UniRef50_UPI0003B7501B: pantothenate kinase|unclassified	42.2401534808
UniRef50_UPI00034CB50A: hypothetical protein	42.1507543323
UniRef50_UPI00034CB50A: hypothetical protein|unclassified	42.1507543323
UniRef50_U7P068	41.9176461063
UniRef50_U7P068|unclassified	41.9176461063
UniRef50_E5KIB9: Cypemycin decarboxylase	41.9138598570
UniRef50_E5KIB9: Cypemycin decarboxylase|unclassified	41.9138598570
UniRef50_UPI00037245A6: hypothetical protein, partial	41.6174799595
UniRef50_UPI00037245A6: hypothetical protein, partial|unclassified	41.6174799595
UniRef50_UPI0004776DB1: hypothetical protein, partial	41.3605474809
UniRef50_UPI0004776DB1: hypothetical protein, partial|unclassified	41.3605474809
UniRef50_UPI0003B75540: phosphopantetheine adenylyltransferase	41.2146527581
UniRef50_UPI0003B75540: phosphopantetheine adenylyltransferase|unclassified	41.2146527581
UniRef50_UPI00036C474E: hypothetical protein, partial	41.1953629386
UniRef50_UPI00036C474E: hypothetical protein, partial|unclassified	41.1953629386
UniRef50_UPI00047E2277: hypothetical protein	41.1449132043
UniRef50_UPI00047E2277: hypothetical protein|unclassified	41.1449132043
UniRef50_UPI00042B7648: Dephospho-CoA kinase family isoform 1	41.1255967873
UniRef50_UPI00042B7648: Dephospho-CoA kinase family isoform 1|unclassified	41.1255967873
UniRef50_UPI00037CE96D: MULTISPECIES: hypothetical protein	41.1240470511
UniRef50_UPI00037CE96D: MULTISPECIES: hypothetical protein|unclassified	41.1240470511
UniRef50_UPI000470F2F7: hypothetical protein	41.1145711469
UniRef50_UPI000470F2F7: hypothetical protein|unclassified	41.1145711469
UniRef50_UPI00046F025B: hypothetical protein	41.0779433112
UniRef50_UPI00046F025B: hypothetical protein|unclassified	41.0779433112
UniRef50_UPI00035C0F68: hypothetical protein	40.6629427398
UniRef50_UPI00035C0F68: hypothetical protein|unclassified	40.6629427398
UniRef50_UPI00037726E7: hypothetical protein	40.4552010422
UniRef50_UPI00037726E7: hypothetical protein|unclassified	40.4552010422
UniRef50_S2EQK5	40.4292073190
UniRef50_S2EQK5|unclassified	40.4292073190
UniRef50_D2NSF8	40.3526992841
UniRef50_D2NSF8|unclassified	40.3526992841
UniRef50_UPI00047AEF1D: dephospho-CoA kinase	40.1138096285
UniRef50_UPI00047AEF1D: dephospho-CoA kinase|unclassified	40.1138096285
UniRef50_Q46526: Dephospho-CoA kinase	39.9153494653
UniRef50_Q46526: Dephospho-CoA kinase|unclassified	39.9153494653
UniRef50_Q8EUB0: Type III pantothenate kinase	39.9132217705
UniRef50_Q8EUB0: Type III pantothenate kinase|unclassified	39.9132217705
UniRef50_Q5YPN9	39.8911716828
UniRef50_Q5YPN9|unclassified	39.8911716828
UniRef50_UPI000255DA0D: dephospho-CoA kinase	39.5767308639
UniRef50_UPI000255DA0D: dephospho-CoA kinase|unclassified	39.5767308639
UniRef50_UPI00035E04FE: phosphopantetheine adenylyltransferase, partial	39.5265738302
UniRef50_UPI00035E04FE: phosphopantetheine adenylyltransferase, partial|unclassified	39.5265738302
UniRef50_W2AH38	39.2089801465
UniRef50_W2AH38|unclassified	39.2089801465
UniRef50_UPI000365C1A2: hypothetical protein	39.1604449212
UniRef50_UPI000365C1A2: hypothetical protein|unclassified	39.1604449212
UniRef50_X1GY84: Marine sediment metagenome DNA, contig: S03H2_L02554	39.1599390609
UniRef50_X1GY84: Marine sediment metagenome DNA, contig: S03H2_L02554|unclassified	39.1599390609
UniRef50_UPI000360BF78: hypothetical protein	39.0683611254
UniRef50_UPI000360BF78: hypothetical protein|unclassified	39.0683611254
UniRef50_UPI00020D9965: pantothenate kinase	38.7599222278
UniRef50_UPI00020D9965: pantothenate kinase|unclassified	38.7599222278
UniRef50_O67753: Type III pantothenate kinase	38.6915367374
UniRef50_O67753: Type III pantothenate kinase|unclassified	38.6915367374
UniRef50_UPI0004709C10: phosphopantetheine adenylyltransferase	38.3337122288
UniRef50_UPI0004709C10: phosphopantetheine adenylyltransferase|unclassified	38.3337122288
UniRef50_UPI0003B73BB9: hypothetical protein, partial	38.0917265550
UniRef50_UPI0003B73BB9: hypothetical protein, partial|unclassified	38.0917265550
UniRef50_UPI00037EBA33: hypothetical protein	38.0855851635
UniRef50_UPI00037EBA33: hypothetical protein|unclassified	38.0855851635
UniRef50_D2NTK5: 4-diphosphocytidyl-2-methyl-D-erithritol synthase	37.9233079550
UniRef50_D2NTK5: 4-diphosphocytidyl-2-methyl-D-erithritol synthase|unclassified	37.9233079550
UniRef50_X1RBW9: Marine sediment metagenome DNA, contig: S12H4_C03198	37.6054596678
UniRef50_X1RBW9: Marine sediment metagenome DNA, contig: S12H4_C03198|unclassified	37.6054596678
UniRef50_UPI00046599D4: panthothenate synthetase	37.5683290333
UniRef50_UPI00046599D4: panthothenate synthetase|unclassified	37.5683290333
UniRef50_UPI0003B3E605: phosphopantetheine adenylyltransferase	37.4322545803
UniRef50_UPI0003B3E605: phosphopantetheine adenylyltransferase|unclassified	37.4322545803
UniRef50_UPI0003769FCD: hypothetical protein	37.3403373000
UniRef50_UPI0003769FCD: hypothetical protein|unclassified	37.3403373000
UniRef50_B1GZU1: Type III pantothenate kinase	37.3129170633
UniRef50_B1GZU1: Type III pantothenate kinase|unclassified	37.3129170633
UniRef50_K8DF74	37.2383818534
UniRef50_K8DF74|unclassified	37.2383818534
UniRef50_UPI0004421E92: PREDICTED: dephospho-CoA kinase domain-containing protein isoform X2	37.0917552799
UniRef50_UPI0004421E92: PREDICTED: dephospho-CoA kinase domain-containing protein isoform X2|unclassified	37.0917552799
UniRef50_UPI00041A8058: hypothetical protein	37.0398754551
UniRef50_UPI00041A8058: hypothetical protein|unclassified	37.0398754551
UniRef50_B5INW9	36.9911349331
UniRef50_B5INW9|unclassified	36.9911349331
UniRef50_X1J5Q7: Marine sediment metagenome DNA, contig: S03H2_S09622 (Fragment)	36.8561683407
UniRef50_X1J5Q7: Marine sediment metagenome DNA, contig: S03H2_S09622 (Fragment)|unclassified	36.8561683407
UniRef50_UPI000472D369: hypothetical protein	36.7684202062
UniRef50_UPI000472D369: hypothetical protein|unclassified	36.7684202062
UniRef50_T1BA83: Protein containing DUF137 (Fragment)	36.6946950093
UniRef50_T1BA83: Protein containing DUF137 (Fragment)|unclassified	36.6946950093
UniRef50_UPI000319BDD8: hypothetical protein	36.6711160346
UniRef50_UPI000319BDD8: hypothetical protein|unclassified	36.6711160346
UniRef50_R5ZPK1: Ketopantoate reductase PanE/ApbA	36.5309972513
UniRef50_R5ZPK1: Ketopantoate reductase PanE/ApbA|unclassified	36.5309972513
UniRef50_Q2LUP6: Dephospho-CoA kinase	36.5098652633
UniRef50_Q2LUP6: Dephospho-CoA kinase|unclassified	36.5098652633
UniRef50_UPI00037A1CE0: hypothetical protein, partial	36.4962536586
UniRef50_UPI00037A1CE0: hypothetical protein, partial|unclassified	36.4962536586
UniRef50_T0XVS4: Protein containing DNA/pantothenate metabolism flavoprotein	36.4098673918
UniRef50_T0XVS4: Protein containing DNA/pantothenate metabolism flavoprotein|unclassified	36.4098673918
UniRef50_Q47UY4: Type III pantothenate kinase	36.3396180858
UniRef50_Q47UY4: Type III pantothenate kinase|unclassified	36.3396180858
UniRef50_UPI0002558EEC: pantothenate kinase	36.2553224094
UniRef50_UPI0002558EEC: pantothenate kinase|unclassified	36.2553224094
UniRef50_UPI00038238BB: hypothetical protein	36.1970572362
UniRef50_UPI00038238BB: hypothetical protein|unclassified	36.1970572362
UniRef50_Q7UVH5: Type III pantothenate kinase	35.9061921602
UniRef50_Q7UVH5: Type III pantothenate kinase|unclassified	35.9061921602
UniRef50_Q8D308: Dephospho-CoA kinase	35.7840653118
UniRef50_Q8D308: Dephospho-CoA kinase|unclassified	35.7840653118
UniRef50_A0A010ZUG1	35.6909987816
UniRef50_A0A010ZUG1|unclassified	35.6909987816
UniRef50_UPI000371FB78: hypothetical protein	35.6382424506
UniRef50_UPI000371FB78: hypothetical protein|unclassified	35.6382424506
UniRef50_UPI0004789CF6: nucleoside triphosphate hydrolase	35.5316537452
UniRef50_UPI0004789CF6: nucleoside triphosphate hydrolase|unclassified	35.5316537452
UniRef50_O27918: Phosphopantetheine adenylyltransferase	35.4271561700
UniRef50_O27918: Phosphopantetheine adenylyltransferase|unclassified	35.4271561700
UniRef50_UPI00046AD7CD: membrane protein	35.3653590948
UniRef50_UPI00046AD7CD: membrane protein|unclassified	35.3653590948
UniRef50_A0A011RQZ3: Pantothenate kinase	35.1805712206
UniRef50_A0A011RQZ3: Pantothenate kinase|unclassified	35.1805712206
UniRef50_X1NFK3: Marine sediment metagenome DNA, contig: S06H3_S03409 (Fragment)	35.1648550549
UniRef50_X1NFK3: Marine sediment metagenome DNA, contig: S06H3_S03409 (Fragment)|unclassified	35.1648550549
UniRef50_UPI00047C4AAF: hypothetical protein	34.9924059065
UniRef50_UPI00047C4AAF: hypothetical protein|unclassified	34.9924059065
UniRef50_K0YSI7	34.5994698415
UniRef50_K0YSI7|unclassified	34.5994698415
UniRef50_UPI000377AF58: hypothetical protein	34.4902938108
UniRef50_UPI000377AF58: hypothetical protein|unclassified	34.4902938108
UniRef50_Q4A5N6	34.2200918724
UniRef50_Q4A5N6|unclassified	34.2200918724
UniRef50_D8K1P3	34.1428022538
UniRef50_D8K1P3|unclassified	34.1428022538
UniRef50_UPI0002196DD3: 2-dehydropantoate 2-reductase	33.8025538479
UniRef50_UPI0002196DD3: 2-dehydropantoate 2-reductase|unclassified	33.8025538479
UniRef50_UPI0002194CAF: ketopantoate reductase	33.7491642606
UniRef50_UPI0002194CAF: ketopantoate reductase|unclassified	33.7491642606
UniRef50_Q2S8Z5: Type III pantothenate kinase	33.6914734228
UniRef50_Q2S8Z5: Type III pantothenate kinase|unclassified	33.6914734228
UniRef50_UPI00030CB920: hypothetical protein	33.4010767051
UniRef50_UPI00030CB920: hypothetical protein|unclassified	33.4010767051
UniRef50_UPI0003640304: hypothetical protein	33.3524046384
UniRef50_UPI0003640304: hypothetical protein|unclassified	33.3524046384
UniRef50_UPI0003636184: hypothetical protein	33.0046862527
UniRef50_UPI0003636184: hypothetical protein|unclassified	33.0046862527
UniRef50_UPI00029A8BBC: dephospho-CoA kinase	32.9762633378
UniRef50_UPI00029A8BBC: dephospho-CoA kinase|unclassified	32.9762633378
UniRef50_Q15NP1: Type III pantothenate kinase	32.7489948356
UniRef50_Q15NP1: Type III pantothenate kinase|unclassified	32.7489948356
UniRef50_M6ZMM2: DNA/pantothenate metabolism flavoprotein domain protein	32.6793138206
UniRef50_M6ZMM2: DNA/pantothenate metabolism flavoprotein domain protein|unclassified	32.6793138206
UniRef50_X1A3P8: Marine sediment metagenome DNA, contig: S01H4_L06328 (Fragment)	32.6375487762
UniRef50_X1A3P8: Marine sediment metagenome DNA, contig: S01H4_L06328 (Fragment)|unclassified	32.6375487762
UniRef50_UPI0002196F60: dephospho-CoA kinase	32.4740993958
UniRef50_UPI0002196F60: dephospho-CoA kinase|unclassified	32.4740993958
UniRef50_UPI0003AAA1BF: 2-dehydropantoate 2-reductase	32.4082171809
UniRef50_UPI0003AAA1BF: 2-dehydropantoate 2-reductase|unclassified	32.4082171809
UniRef50_Q9ZQH0: Dephospho-CoA kinase	32.1892865137
UniRef50_Q9ZQH0: Dephospho-CoA kinase|unclassified	32.1892865137
UniRef50_Q1GZJ0: Type III pantothenate kinase	32.1283587188
UniRef50_Q1GZJ0: Type III pantothenate kinase|unclassified	32.1283587188
UniRef50_UPI00047C6155: dephospho-CoA kinase	31.7753666595
UniRef50_UPI00047C6155: dephospho-CoA kinase|unclassified	31.7753666595
UniRef50_UPI0004718812: dephospho-CoA kinase	31.6113188419
UniRef50_UPI0004718812: dephospho-CoA kinase|unclassified	31.6113188419
UniRef50_B3PK21: Type III pantothenate kinase	31.5735394756
UniRef50_B3PK21: Type III pantothenate kinase|unclassified	31.5735394756
UniRef50_UPI000476B4C4: pantothenate metabolism flavoprotein	31.5644896571
UniRef50_UPI000476B4C4: pantothenate metabolism flavoprotein|unclassified	31.5644896571
UniRef50_UPI00037C7A62: hypothetical protein	31.5207269680
UniRef50_UPI00037C7A62: hypothetical protein|unclassified	31.5207269680
UniRef50_UPI00036043B0: hypothetical protein	31.4500919449
UniRef50_UPI00036043B0: hypothetical protein|unclassified	31.4500919449
UniRef50_X1BU20: Marine sediment metagenome DNA, contig: S01H4_S04188 (Fragment)	31.2697659940
UniRef50_X1BU20: Marine sediment metagenome DNA, contig: S01H4_S04188 (Fragment)|unclassified	31.2697659940
UniRef50_X0VSC1: Marine sediment metagenome DNA, contig: S01H1_S19566 (Fragment)	31.1362410964
UniRef50_X0VSC1: Marine sediment metagenome DNA, contig: S01H1_S19566 (Fragment)|unclassified	31.1362410964
UniRef50_UPI000374604C: hypothetical protein	30.8590147272
UniRef50_UPI000374604C: hypothetical protein|unclassified	30.8590147272
UniRef50_Q7UQ02: Dephospho-CoA kinase	30.8237071765
UniRef50_Q7UQ02: Dephospho-CoA kinase|unclassified	30.8237071765
UniRef50_O28077: Phosphopantetheine adenylyltransferase	30.8115047762
UniRef50_O28077: Phosphopantetheine adenylyltransferase|unclassified	30.8115047762
UniRef50_UPI00020D999D: membrane protein	30.4293911918
UniRef50_UPI00020D999D: membrane protein|unclassified	30.4293911918
UniRef50_Q0ABJ2: Type III pantothenate kinase	30.3420331798
UniRef50_Q0ABJ2: Type III pantothenate kinase|unclassified	30.3420331798
UniRef50_UPI000479E25A: hypothetical protein	30.0814969300
UniRef50_UPI000479E25A: hypothetical protein|unclassified	30.0814969300
UniRef50_UPI00041357B4: hypothetical protein	29.9850690444
UniRef50_UPI00041357B4: hypothetical protein|unclassified	29.9850690444
UniRef50_G6EXH3	29.8428448237
UniRef50_G6EXH3|unclassified	29.8428448237
UniRef50_Q93SJ2: USC6-1p	28.9764359365
UniRef50_Q93SJ2: USC6-1p|unclassified	28.9764359365
UniRef50_UPI00034C4738: hypothetical protein	28.9724886571
UniRef50_UPI00034C4738: hypothetical protein|unclassified	28.9724886571
UniRef50_UPI0002DA6840: hypothetical protein	28.7716586284
UniRef50_UPI0002DA6840: hypothetical protein|unclassified	28.7716586284
UniRef50_A4FP90	28.6056897471
