# Gene Family	SampleCoenzyme_A_Biosynthesis_Abundance-CPM
UniRef50_UPI00047AEF1D: dephospho-CoA kinase|unclassified	104.575
UniRef50_Q46526: Dephospho-CoA kinase	104.058
UniRef50_Q46526: Dephospho-CoA kinase|unclassified	104.058
UniRef50_Q8EUB0: Type III pantothenate kinase	104.052
UniRef50_Q8EUB0: Type III pantothenate kinase|unclassified	104.052
UniRef50_Q5YPN9	103.995
UniRef50_Q5YPN9|unclassified	103.995
UniRef50_UPI000255DA0D: dephospho-CoA kinase	103.175
UniRef50_UPI000255DA0D: dephospho-CoA kinase|unclassified	103.175
UniRef50_UPI00035E04FE: phosphopantetheine adenylyltransferase, partial	103.044
UniRef50_UPI00035E04FE: phosphopantetheine adenylyltransferase, partial|unclassified	103.044
UniRef50_W2AH38	102.216
UniRef50_W2AH38|unclassified	102.216
UniRef50_UPI000365C1A2: hypothetical protein	102.09
UniRef50_UPI000365C1A2: hypothetical protein|unclassified	102.09
UniRef50_X1GY84: Marine sediment metagenome DNA, contig: S03H2_L02554	102.088
UniRef50_X1GY84: Marine sediment metagenome DNA, contig: S03H2_L02554|unclassified	102.088
UniRef50_UPI000360BF78: hypothetical protein	101.85
UniRef50_UPI000360BF78: hypothetical protein|unclassified	101.85
UniRef50_UPI00020D9965: pantothenate kinase	101.045
UniRef50_UPI00020D9965: pantothenate kinase|unclassified	101.045
UniRef50_O67753: Type III pantothenate kinase	100.867
UniRef50_O67753: Type III pantothenate kinase|unclassified	100.867
UniRef50_UPI0004709C10: phosphopantetheine adenylyltransferase	99.9344
UniRef50_UPI0004709C10: phosphopantetheine adenylyltransferase|unclassified	99.9344
UniRef50_UPI0003B73BB9: hypothetical protein, partial	99.3035
UniRef50_UPI0003B73BB9: hypothetical protein, partial|unclassified	99.3035
UniRef50_UPI00037EBA33: hypothetical protein	99.2875
UniRef50_UPI00037EBA33: hypothetical protein|unclassified	99.2875
UniRef50_D2NTK5: 4-diphosphocytidyl-2-methyl-D-erithritol synthase	98.8645
UniRef50_D2NTK5: 4-diphosphocytidyl-2-methyl-D-erithritol synthase|unclassified	98.8645
UniRef50_X1RBW9: Marine sediment metagenome DNA, contig: S12H4_C03198	98.0359
UniRef50_X1RBW9: Marine sediment metagenome DNA, contig: S12H4_C03198|unclassified	98.0359
UniRef50_UPI00046599D4: panthothenate synthetase	97.9391
UniRef50_UPI00046599D4: panthothenate synthetase|unclassified	97.9391
UniRef50_UPI0003B3E605: phosphopantetheine adenylyltransferase	97.5843
UniRef50_UPI0003B3E605: phosphopantetheine adenylyltransferase|unclassified	97.5843
UniRef50_UPI0003769FCD: hypothetical protein	97.3447
UniRef50_UPI0003769FCD: hypothetical protein|unclassified	97.3447
UniRef50_B1GZU1: Type III pantothenate kinase	97.2732
UniRef50_B1GZU1: Type III pantothenate kinase|unclassified	97.2732
UniRef50_K8DF74	97.0789
UniRef50_K8DF74|unclassified	97.0789
UniRef50_UPI0004421E92: PREDICTED: dephospho-CoA kinase domain-containing protein isoform X2	96.6967
UniRef50_UPI0004421E92: PREDICTED: dephospho-CoA kinase domain-containing protein isoform X2|unclassified	96.6967
UniRef50_UPI00041A8058: hypothetical protein	96.5614
UniRef50_UPI00041A8058: hypothetical protein|unclassified	96.5614
UniRef50_B5INW9	96.4343
UniRef50_B5INW9|unclassified	96.4343
UniRef50_X1J5Q7: Marine sediment metagenome DNA, contig: S03H2_S09622 (Fragment)	96.0825
UniRef50_X1J5Q7: Marine sediment metagenome DNA, contig: S03H2_S09622 (Fragment)|unclassified	96.0825
UniRef50_UPI000472D369: hypothetical protein	95.8537
UniRef50_UPI000472D369: hypothetical protein|unclassified	95.8537
UniRef50_T1BA83: Protein containing DUF137 (Fragment)	95.6615
UniRef50_T1BA83: Protein containing DUF137 (Fragment)|unclassified	95.6615
UniRef50_UPI000319BDD8: hypothetical protein	95.6001
UniRef50_UPI000319BDD8: hypothetical protein|unclassified	95.6001
UniRef50_R5ZPK1: Ketopantoate reductase PanE/ApbA	95.2348
UniRef50_R5ZPK1: Ketopantoate reductase PanE/ApbA|unclassified	95.2348
UniRef50_Q2LUP6: Dephospho-CoA kinase	95.1797
UniRef50_Q2LUP6: Dephospho-CoA kinase|unclassified	95.1797
UniRef50_UPI00037A1CE0: hypothetical protein, partial	95.1442
UniRef50_UPI00037A1CE0: hypothetical protein, partial|unclassified	95.1442
UniRef50_T0XVS4: Protein containing DNA/pantothenate metabolism flavoprotein	94.919
UniRef50_T0XVS4: Protein containing DNA/pantothenate metabolism flavoprotein|unclassified	94.919
UniRef50_Q47UY4: Type III pantothenate kinase	94.7359
UniRef50_Q47UY4: Type III pantothenate kinase|unclassified	94.7359
UniRef50_UPI0002558EEC: pantothenate kinase	94.5161
UniRef50_UPI0002558EEC: pantothenate kinase|unclassified	94.5161
UniRef50_UPI00038238BB: hypothetical protein	94.3642
UniRef50_UPI00038238BB: hypothetical protein|unclassified	94.3642
UniRef50_Q7UVH5: Type III pantothenate kinase	93.6059
UniRef50_Q7UVH5: Type III pantothenate kinase|unclassified	93.6059
UniRef50_Q8D308: Dephospho-CoA kinase	93.2876
UniRef50_Q8D308: Dephospho-CoA kinase|unclassified	93.2876
UniRef50_A0A010ZUG1	93.0449
UniRef50_A0A010ZUG1|unclassified	93.0449
UniRef50_UPI000371FB78: hypothetical protein	92.9074
UniRef50_UPI000371FB78: hypothetical protein|unclassified	92.9074
UniRef50_UPI0004789CF6: nucleoside triphosphate hydrolase	92.6295
UniRef50_UPI0004789CF6: nucleoside triphosphate hydrolase|unclassified	92.6295
UniRef50_O27918: Phosphopantetheine adenylyltransferase	92.3571
UniRef50_O27918: Phosphopantetheine adenylyltransferase|unclassified	92.3571
UniRef50_UPI00046AD7CD: membrane protein	92.196
UniRef50_UPI00046AD7CD: membrane protein|unclassified	92.196
UniRef50_A0A011RQZ3: Pantothenate kinase	91.7143
UniRef50_A0A011RQZ3: Pantothenate kinase|unclassified	91.7143
UniRef50_X1NFK3: Marine sediment metagenome DNA, contig: S06H3_S03409 (Fragment)	91.6733
UniRef50_X1NFK3: Marine sediment metagenome DNA, contig: S06H3_S03409 (Fragment)|unclassified	91.6733
UniRef50_UPI00047C4AAF: hypothetical protein	91.2237
UniRef50_UPI00047C4AAF: hypothetical protein|unclassified	91.2237
UniRef50_K0YSI7	90.1994
UniRef50_K0YSI7|unclassified	90.1994
UniRef50_UPI000377AF58: hypothetical protein	89.9148
UniRef50_UPI000377AF58: hypothetical protein|unclassified	89.9148
UniRef50_Q4A5N6	89.2104
UniRef50_Q4A5N6|unclassified	89.2104
UniRef50_D8K1P3	89.0089
UniRef50_D8K1P3|unclassified	89.0089
UniRef50_UPI0002196DD3: 2-dehydropantoate 2-reductase	88.1218
UniRef50_UPI0002196DD3: 2-dehydropantoate 2-reductase|unclassified	88.1218
UniRef50_UPI0002194CAF: ketopantoate reductase	87.9827
UniRef50_UPI0002194CAF: ketopantoate reductase|unclassified	87.9827
UniRef50_Q2S8Z5: Type III pantothenate kinase	87.8323
UniRef50_Q2S8Z5: Type III pantothenate kinase|unclassified	87.8323
UniRef50_UPI00030CB920: hypothetical protein	87.0752
UniRef50_UPI00030CB920: hypothetical protein|unclassified	87.0752
UniRef50_UPI0003640304: hypothetical protein	86.9483
UniRef50_UPI0003640304: hypothetical protein|unclassified	86.9483
UniRef50_UPI0003636184: hypothetical protein	86.0418
UniRef50_UPI0003636184: hypothetical protein|unclassified	86.0418
UniRef50_UPI00029A8BBC: dephospho-CoA kinase	85.9677
UniRef50_UPI00029A8BBC: dephospho-CoA kinase|unclassified	85.9677
UniRef50_Q15NP1: Type III pantothenate kinase	85.3753
UniRef50_Q15NP1: Type III pantothenate kinase|unclassified	85.3753
UniRef50_M6ZMM2: DNA/pantothenate metabolism flavoprotein domain protein	85.1936
UniRef50_M6ZMM2: DNA/pantothenate metabolism flavoprotein domain protein|unclassified	85.1936
UniRef50_X1A3P8: Marine sediment metagenome DNA, contig: S01H4_L06328 (Fragment)	85.0847
UniRef50_X1A3P8: Marine sediment metagenome DNA, contig: S01H4_L06328 (Fragment)|unclassified	85.0847
UniRef50_UPI0002196F60: dephospho-CoA kinase	84.6586
UniRef50_UPI0002196F60: dephospho-CoA kinase|unclassified	84.6586
UniRef50_UPI0003AAA1BF: 2-dehydropantoate 2-reductase	84.4869
UniRef50_UPI0003AAA1BF: 2-dehydropantoate 2-reductase|unclassified	84.4869
UniRef50_Q9ZQH0: Dephospho-CoA kinase	83.9161
UniRef50_Q9ZQH0: Dephospho-CoA kinase|unclassified	83.9161
UniRef50_Q1GZJ0: Type III pantothenate kinase	83.7573
UniRef50_Q1GZJ0: Type III pantothenate kinase|unclassified	83.7573
UniRef50_UPI00047C6155: dephospho-CoA kinase	82.8371
UniRef50_UPI00047C6155: dephospho-CoA kinase|unclassified	82.8371
UniRef50_UPI0004718812: dephospho-CoA kinase	82.4094
UniRef50_UPI0004718812: dephospho-CoA kinase|unclassified	82.4094
UniRef50_B3PK21: Type III pantothenate kinase	82.3109
UniRef50_B3PK21: Type III pantothenate kinase|unclassified	82.3109
UniRef50_UPI000476B4C4: pantothenate metabolism flavoprotein	82.2873
UniRef50_UPI000476B4C4: pantothenate metabolism flavoprotein|unclassified	82.2873
UniRef50_UPI00037C7A62: hypothetical protein	82.1732
UniRef50_UPI00037C7A62: hypothetical protein|unclassified	82.1732
UniRef50_UPI00036043B0: hypothetical protein	81.9891
UniRef50_UPI00036043B0: hypothetical protein|unclassified	81.9891
UniRef50_X1BU20: Marine sediment metagenome DNA, contig: S01H4_S04188 (Fragment)	81.519
UniRef50_X1BU20: Marine sediment metagenome DNA, contig: S01H4_S04188 (Fragment)|unclassified	81.519
UniRef50_X0VSC1: Marine sediment metagenome DNA, contig: S01H1_S19566 (Fragment)	81.1709
UniRef50_X0VSC1: Marine sediment metagenome DNA, contig: S01H1_S19566 (Fragment)|unclassified	81.1709
UniRef50_UPI000374604C: hypothetical protein	80.4482
UniRef50_UPI000374604C: hypothetical protein|unclassified	80.4482
UniRef50_Q7UQ02: Dephospho-CoA kinase	80.3561
UniRef50_Q7UQ02: Dephospho-CoA kinase|unclassified	80.3561
UniRef50_O28077: Phosphopantetheine adenylyltransferase	80.3243
UniRef50_O28077: Phosphopantetheine adenylyltransferase|unclassified	80.3243
UniRef50_UPI00020D999D: membrane protein	79.3282
UniRef50_UPI00020D999D: membrane protein|unclassified	79.3282
UniRef50_Q0ABJ2: Type III pantothenate kinase	79.1004
UniRef50_Q0ABJ2: Type III pantothenate kinase|unclassified	79.1004
UniRef50_UPI000479E25A: hypothetical protein	78.4212
UniRef50_UPI000479E25A: hypothetical protein|unclassified	78.4212
UniRef50_UPI00041357B4: hypothetical protein	78.1698
UniRef50_UPI00041357B4: hypothetical protein|unclassified	78.1698
UniRef50_G6EXH3	77.7991
UniRef50_G6EXH3|unclassified	77.7991
UniRef50_Q93SJ2: USC6-1p	75.5404
UniRef50_Q93SJ2: USC6-1p|unclassified	75.5404
UniRef50_UPI00034C4738: hypothetical protein	75.5301
UniRef50_UPI00034C4738: hypothetical protein|unclassified	75.5301
UniRef50_UPI0002DA6840: hypothetical protein	75.0065
UniRef50_UPI0002DA6840: hypothetical protein|unclassified	75.0065
UniRef50_A4FP90	74.5738
UniRef50_A4FP90|unclassified	74.5738
UniRef50_B7CAZ4	74.4492
UniRef50_B7CAZ4|unclassified	74.4492
UniRef50_UPI0002194018: pantothenate kinase	73.8885
UniRef50_UPI0002194018: pantothenate kinase|unclassified	73.8885
UniRef50_Q82GS8	72.9338
UniRef50_Q82GS8|unclassified	72.9338
UniRef50_UPI0003711328: hypothetical protein	72.8488
UniRef50_UPI0003711328: hypothetical protein|unclassified	72.8488
UniRef50_Q4A743: Type III pantothenate kinase	72.3813
UniRef50_Q4A743: Type III pantothenate kinase|unclassified	72.3813
UniRef50_UPI0003757ECD: MULTISPECIES: hypothetical protein	72.2598
UniRef50_UPI0003757ECD: MULTISPECIES: hypothetical protein|unclassified	72.2598
UniRef50_UPI0004116D35: 2-dehydropantoate 2-reductase	71.7665
UniRef50_UPI0004116D35: 2-dehydropantoate 2-reductase|unclassified	71.7665
UniRef50_UPI0003B6A574: pantothenate kinase	71.0512
UniRef50_UPI0003B6A574: pantothenate kinase|unclassified	71.0512
UniRef50_C1B8J7	70.8969
UniRef50_C1B8J7|unclassified	70.8969
UniRef50_Q8D2R5: Phosphopantetheine adenylyltransferase	70.6586
UniRef50_Q8D2R5: Phosphopantetheine adenylyltransferase|unclassified	70.6586
UniRef50_Q0ANT8	70.2944
UniRef50_Q0ANT8|unclassified	70.2944
UniRef50_UPI0003B4C5CC: pantothenate kinase	68.6259
UniRef50_UPI0003B4C5CC: pantothenate kinase|unclassified	68.6259
UniRef50_UPI0002FF4EC2: hypothetical protein	68.5193
UniRef50_UPI0002FF4EC2: hypothetical protein|unclassified	68.5193
UniRef50_Q21MA1: Type III pantothenate kinase	68.0141
UniRef50_Q21MA1: Type III pantothenate kinase|unclassified	68.0141
UniRef50_P40459: Pantoate--beta-alanine ligase	67.8412
UniRef50_P40459: Pantoate--beta-alanine ligase|unclassified	67.8412
UniRef50_D4IKC1	67.8122
UniRef50_D4IKC1|unclassified	67.8122
UniRef50_UPI000477805D: hypothetical protein	67.665
UniRef50_UPI000477805D: hypothetical protein|unclassified	67.665
UniRef50_UPI000289272A: pantoate--beta-alanine ligase	67.5586
UniRef50_UPI000289272A: pantoate--beta-alanine ligase|unclassified	67.5586
UniRef50_UPI0002F21F44: hypothetical protein	67.244
UniRef50_UPI0002F21F44: hypothetical protein|unclassified	67.244
UniRef50_UPI00047BEAF9: 2-dehydropantoate 2-reductase	67.0744
UniRef50_UPI00047BEAF9: 2-dehydropantoate 2-reductase|unclassified	67.0744
UniRef50_B5Y7V9: Phosphopantetheine adenylyltransferase	67.0691
UniRef50_B5Y7V9: Phosphopantetheine adenylyltransferase|unclassified	67.0691
UniRef50_UPI00036096AB: hypothetical protein	66.8321
UniRef50_UPI00036096AB: hypothetical protein|unclassified	66.8321
UniRef50_UPI000361487B: hypothetical protein	66.5926
UniRef50_UPI000361487B: hypothetical protein|unclassified	66.5926
UniRef50_UPI000373E96B: hypothetical protein	65.8271
UniRef50_UPI000373E96B: hypothetical protein|unclassified	65.8271
UniRef50_Q0REL2: Pantothenate synthetase 2	65.2926
UniRef50_Q0REL2: Pantothenate synthetase 2|unclassified	65.2926
UniRef50_V4YF28	65.1108
UniRef50_V4YF28|unclassified	65.1108
UniRef50_UPI0003B3CC14: dephospho-CoA kinase	64.9416
UniRef50_UPI0003B3CC14: dephospho-CoA kinase|unclassified	64.9416
UniRef50_G4WYQ9	64.9326
UniRef50_G4WYQ9|unclassified	64.9326
UniRef50_UPI000424BFD1: hypothetical protein	64.8023
UniRef50_UPI000424BFD1: hypothetical protein|unclassified	64.8023
UniRef50_A9CWS8: Putative coenyzme A biosynthesis bifunctional protein	64.399
UniRef50_A9CWS8: Putative coenyzme A biosynthesis bifunctional protein|unclassified	64.399
UniRef50_R9T7R5	63.9872
UniRef50_R9T7R5|unclassified	63.9872
UniRef50_M7A102: DNA/pantothenate metabolism flavoprotein domain protein	63.9766
UniRef50_M7A102: DNA/pantothenate metabolism flavoprotein domain protein|unclassified	63.9766
UniRef50_UPI00016C4CAA: dephospho-CoA kinase, putative	63.7817
UniRef50_UPI00016C4CAA: dephospho-CoA kinase, putative|unclassified	63.7817
UniRef50_O59492	63.4764
UniRef50_O59492|unclassified	63.4764
UniRef50_Q6KH54: Type III pantothenate kinase	62.8718
UniRef50_Q6KH54: Type III pantothenate kinase|unclassified	62.8718
UniRef50_UPI00046EC605: hypothetical protein	62.6228
UniRef50_UPI00046EC605: hypothetical protein|unclassified	62.6228
UniRef50_UPI00036B9C9D: hypothetical protein	62.129
UniRef50_UPI00036B9C9D: hypothetical protein|unclassified	62.129
UniRef50_UPI00047E6266: 2-dehydropantoate 2-reductase	62.0224
UniRef50_UPI00047E6266: 2-dehydropantoate 2-reductase|unclassified	62.0224
UniRef50_UPI000219556C: dephospho-CoA kinase	61.2564
UniRef50_UPI000219556C: dephospho-CoA kinase|unclassified	61.2564
UniRef50_C1D6Y0: Type III pantothenate kinase	61.256
UniRef50_C1D6Y0: Type III pantothenate kinase|unclassified	61.256
UniRef50_UPI0003B625CA: 2-dehydropantoate 2-reductase, partial	60.6068
UniRef50_UPI0003B625CA: 2-dehydropantoate 2-reductase, partial|unclassified	60.6068
UniRef50_Q9HRF0: Putative 2-dehydropantoate 2-reductase	60.5327
UniRef50_Q9HRF0: Putative 2-dehydropantoate 2-reductase|unclassified	60.5327
UniRef50_C5BPP8: Type III pantothenate kinase	59.6495
UniRef50_C5BPP8: Type III pantothenate kinase|unclassified	59.6495
UniRef50_A5D0Q5	59.291
UniRef50_A5D0Q5|unclassified	59.291
UniRef50_UPI00030E2E1B: hypothetical protein	58.8535
UniRef50_UPI00030E2E1B: hypothetical protein|unclassified	58.8535
UniRef50_H9KSB8	58.851
UniRef50_H9KSB8|unclassified	58.851
UniRef50_UPI0004773799: hypothetical protein	58.8039
UniRef50_UPI0004773799: hypothetical protein|unclassified	58.8039
UniRef50_M4YL58	58.3345
UniRef50_M4YL58|unclassified	58.3345
UniRef50_D2Q1S7	57.65
UniRef50_D2Q1S7|unclassified	57.65
UniRef50_UPI000370DD37: hypothetical protein	57.4648
UniRef50_UPI000370DD37: hypothetical protein|unclassified	57.4648
UniRef50_U4Q2P9	57.4614
UniRef50_U4Q2P9|unclassified	57.4614
UniRef50_A6DPR4: Phosphopantothenoylcysteine synthase/decarboxylase	57.1971
UniRef50_A6DPR4: Phosphopantothenoylcysteine synthase/decarboxylase|unclassified	57.1971
UniRef50_UPI0003B58B01: 2-dehydropantoate 2-reductase	57.1957
UniRef50_UPI0003B58B01: 2-dehydropantoate 2-reductase|unclassified	57.1957
UniRef50_UPI00016C36C6: pantothenate kinase	56.6948
UniRef50_UPI00016C36C6: pantothenate kinase|unclassified	56.6948
UniRef50_Q8TGY4: Phosphopantetheine adenylyltransferase	56.6671
UniRef50_Q8TGY4: Phosphopantetheine adenylyltransferase|unclassified	56.6671
UniRef50_S2E119	56.4909
UniRef50_S2E119|unclassified	56.4909
UniRef50_O28578: Putative 2-dehydropantoate 2-reductase	56.3794
UniRef50_O28578: Putative 2-dehydropantoate 2-reductase|unclassified	56.3794
UniRef50_UPI00037691ED: hypothetical protein	56.2369
UniRef50_UPI00037691ED: hypothetical protein|unclassified	56.2369
UniRef50_UPI00041A4609: sodium:solute symporter	55.9943
UniRef50_UPI00041A4609: sodium:solute symporter|unclassified	55.9943
UniRef50_UPI0004743F87: hypothetical protein	55.2288
UniRef50_UPI0004743F87: hypothetical protein|unclassified	55.2288
UniRef50_B2J9Y5	54.938
UniRef50_B2J9Y5|unclassified	54.938
UniRef50_UPI00037213B4: hypothetical protein	54.5724
UniRef50_UPI00037213B4: hypothetical protein|unclassified	54.5724
UniRef50_UPI000345E62E: hypothetical protein	54.5367
UniRef50_UPI000345E62E: hypothetical protein|unclassified	54.5367
UniRef50_UPI00028A3EE0: pantothenate kinase	53.0357
UniRef50_UPI00028A3EE0: pantothenate kinase|unclassified	53.0357
UniRef50_S2QSP2: Putative membrane protein (Fragment)	52.6779
UniRef50_S2QSP2: Putative membrane protein (Fragment)|unclassified	52.6779
UniRef50_UPI0003679A8F: hypothetical protein	52.2466
UniRef50_UPI0003679A8F: hypothetical protein|unclassified	52.2466
UniRef50_UPI0003620731: hypothetical protein, partial	52.243
UniRef50_UPI0003620731: hypothetical protein, partial|unclassified	52.243
UniRef50_K9P827	51.9121
UniRef50_K9P827|unclassified	51.9121
UniRef50_X1FIG3: Marine sediment metagenome DNA, contig: S03H2_L06358 (Fragment)	51.7843
UniRef50_X1FIG3: Marine sediment metagenome DNA, contig: S03H2_L06358 (Fragment)|unclassified	51.7843
UniRef50_UPI00035F11D8: hypothetical protein	51.0155
UniRef50_UPI00035F11D8: hypothetical protein|unclassified	51.0155
UniRef50_UPI0003AE9E63: PREDICTED: dephospho-CoA kinase domain-containing protein isoform X6	50.2086
UniRef50_UPI0003AE9E63: PREDICTED: dephospho-CoA kinase domain-containing protein isoform X6|unclassified	50.2086
UniRef50_U1PK98	50.1042
UniRef50_U1PK98|unclassified	50.1042
UniRef50_UPI0002891DFF: Pantoate--beta-alanine ligase	50.0158
UniRef50_UPI0002891DFF: Pantoate--beta-alanine ligase|unclassified	50.0158
UniRef50_I4B296: DNA/pantothenate metabolism flavoprotein domain protein	49.7317
UniRef50_I4B296: DNA/pantothenate metabolism flavoprotein domain protein|unclassified	49.7317
UniRef50_UPI00046E7278: hypothetical protein	49.7096
UniRef50_UPI00046E7278: hypothetical protein|unclassified	49.7096
UniRef50_UPI000476EF48: hypothetical protein	49.0703
UniRef50_UPI000476EF48: hypothetical protein|unclassified	49.0703
UniRef50_UPI00029A1B03: phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase	48.4198
