# Gene Family	SampleCobalamin_synthesis_Abundance-CPM
UniRef50_A1WY57: Phosphoglycerate mutase|unclassified	120.259
UniRef50_UPI0003196B61: hypothetical protein	119.571
UniRef50_UPI0003196B61: hypothetical protein|unclassified	119.571
UniRef50_A1VJY1: Phosphoglycerate mutase	119.534
UniRef50_A1VJY1: Phosphoglycerate mutase|unclassified	119.534
UniRef50_D6Z3T9: Phosphoglycerate mutase	119.506
UniRef50_D6Z3T9: Phosphoglycerate mutase|unclassified	119.506
UniRef50_H9UE18: Cobyric acid synthase	119.231
UniRef50_H9UE18: Cobyric acid synthase|unclassified	119.231
UniRef50_UPI00037F3555: hypothetical protein	118.919
UniRef50_UPI00037F3555: hypothetical protein|unclassified	118.919
UniRef50_Q72BT4: Phosphoglycerate mutase family protein	118.68
UniRef50_Q72BT4: Phosphoglycerate mutase family protein|unclassified	118.68
UniRef50_UPI00037F44C4: hypothetical protein	118.348
UniRef50_UPI00037F44C4: hypothetical protein|unclassified	118.348
UniRef50_G5PPN9: Cobalt-precorrin-6A synthase	118.12
UniRef50_G5PPN9: Cobalt-precorrin-6A synthase|unclassified	118.12
UniRef50_P21635: Protein CobE	117.954
UniRef50_P21635: Protein CobE|unclassified	117.954
UniRef50_Q6L0V5: Probable cobyric acid synthase	117.913
UniRef50_Q6L0V5: Probable cobyric acid synthase|unclassified	117.913
UniRef50_UPI0004715684: phosphoglycerate mutase	117.863
UniRef50_UPI0004715684: phosphoglycerate mutase|unclassified	117.863
UniRef50_UPI0003B6B0F4: hypothetical protein	116.884
UniRef50_UPI0003B6B0F4: hypothetical protein|unclassified	116.884
UniRef50_A0B5W6: Probable cobalamin biosynthesis protein CobD	116.505
UniRef50_A0B5W6: Probable cobalamin biosynthesis protein CobD|unclassified	116.505
UniRef50_Q92P97: Cobalamin synthase	116.414
UniRef50_Q92P97: Cobalamin synthase|unclassified	116.414
UniRef50_R4KH50: Fructose-2,6-bisphosphatase	116.39
UniRef50_R4KH50: Fructose-2,6-bisphosphatase|unclassified	116.39
UniRef50_UPI000366E2FE: hypothetical protein	116.032
UniRef50_UPI000366E2FE: hypothetical protein|unclassified	116.032
UniRef50_UPI00035CF76A: MULTISPECIES: hypothetical protein	115.719
UniRef50_UPI00035CF76A: MULTISPECIES: hypothetical protein|unclassified	115.719
UniRef50_UPI0003B5B490: cobyrinic acid a,c-diamide synthase	115.443
UniRef50_UPI0003B5B490: cobyrinic acid a,c-diamide synthase|unclassified	115.443
UniRef50_W1UIH8	115.249
UniRef50_W1UIH8|unclassified	115.249
UniRef50_G2RUZ5: Phosphoglycerate mutase	114.617
UniRef50_G2RUZ5: Phosphoglycerate mutase|unclassified	114.617
UniRef50_UPI000473E62A: hypothetical protein, partial	114.327
UniRef50_UPI000473E62A: hypothetical protein, partial|unclassified	114.327
UniRef50_A7IB66: Cobalamin synthase	113.789
UniRef50_A7IB66: Cobalamin synthase|unclassified	113.789
UniRef50_UPI000368A070: hypothetical protein	113.672
UniRef50_UPI000368A070: hypothetical protein|unclassified	113.672
UniRef50_UPI0002D56BF0: hypothetical protein	113.082
UniRef50_UPI0002D56BF0: hypothetical protein|unclassified	113.082
UniRef50_B1Y853: Phosphoglycerate mutase	112.018
UniRef50_B1Y853: Phosphoglycerate mutase|unclassified	112.018
UniRef50_UPI00047653EE: hypothetical protein	111.474
UniRef50_UPI00047653EE: hypothetical protein|unclassified	111.474
UniRef50_M3GRP2: Histidine phosphatase superfamily (Branch 1) domain protein	111.214
UniRef50_M3GRP2: Histidine phosphatase superfamily (Branch 1) domain protein|unclassified	111.214
UniRef50_A1B855: Phosphoglycerate mutase	110.833
UniRef50_A1B855: Phosphoglycerate mutase|unclassified	110.833
UniRef50_UPI0003B3DAB7: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	110.63
UniRef50_UPI0003B3DAB7: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	110.63
UniRef50_UPI00037230FC: hypothetical protein	110.209
UniRef50_UPI00037230FC: hypothetical protein|unclassified	110.209
UniRef50_Q3SFE6: Alpha-ribazole-5`-phosphate phosphatase CobC, putative	109.934
UniRef50_Q3SFE6: Alpha-ribazole-5`-phosphate phosphatase CobC, putative|unclassified	109.934
UniRef50_UPI000465AEB8: hypothetical protein	109.572
UniRef50_UPI000465AEB8: hypothetical protein|unclassified	109.572
UniRef50_UPI000468A7E3: cobalt chelatase	109.428
UniRef50_UPI000468A7E3: cobalt chelatase|unclassified	109.428
UniRef50_UPI00041AD4AB: hypothetical protein	109.396
UniRef50_UPI00041AD4AB: hypothetical protein|unclassified	109.396
UniRef50_C6XM02: Phosphoglycerate mutase	109.236
UniRef50_C6XM02: Phosphoglycerate mutase|unclassified	109.236
UniRef50_UPI000470B6A0: hypothetical protein	109.213
UniRef50_UPI000470B6A0: hypothetical protein|unclassified	109.213
UniRef50_A5GEU8	109.2
UniRef50_A5GEU8|unclassified	109.2
UniRef50_F3FUA7	108.983
UniRef50_F3FUA7|unclassified	108.983
UniRef50_UPI00047A6853: hypothetical protein	108.952
UniRef50_UPI00047A6853: hypothetical protein|unclassified	108.952
UniRef50_Q0A4T0: Phosphoglycerate mutase	107.391
UniRef50_Q0A4T0: Phosphoglycerate mutase|unclassified	107.391
UniRef50_A9GXE3: Phosphoglycerate mutase family protein	107.259
UniRef50_A9GXE3: Phosphoglycerate mutase family protein|unclassified	107.259
UniRef50_UPI000328D28F: PREDICTED: vegetative cell wall protein gp1-like	107.196
UniRef50_UPI000328D28F: PREDICTED: vegetative cell wall protein gp1-like|unclassified	107.196
UniRef50_A9GM99	105.941
UniRef50_A9GM99|unclassified	105.941
UniRef50_UPI000375E2FA: hypothetical protein	105.84
UniRef50_UPI000375E2FA: hypothetical protein|unclassified	105.84
UniRef50_UPI000287B804: precorrin-6x reductase	105.672
UniRef50_UPI000287B804: precorrin-6x reductase|unclassified	105.672
UniRef50_UPI00047CCE30: hypothetical protein	105.491
UniRef50_UPI00047CCE30: hypothetical protein|unclassified	105.491
UniRef50_Q98KP0: Cobalamin synthase	104.827
UniRef50_Q98KP0: Cobalamin synthase|unclassified	104.827
UniRef50_UPI0003B55F8A: precorrin-8X methylmutase	104.772
UniRef50_UPI0003B55F8A: precorrin-8X methylmutase|unclassified	104.772
UniRef50_W1YRW1: Cobalamin (Vitamin B12) biosynthesis CbiG protein (Fragment)	104.598
UniRef50_W1YRW1: Cobalamin (Vitamin B12) biosynthesis CbiG protein (Fragment)|unclassified	104.598
UniRef50_C4KCG4: Phosphoglycerate mutase	104.546
UniRef50_C4KCG4: Phosphoglycerate mutase|unclassified	104.546
UniRef50_UPI0003B4F56F: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	104.183
UniRef50_UPI0003B4F56F: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	104.183
UniRef50_Q9HLZ8: Probable cobyric acid synthase	103.751
UniRef50_Q9HLZ8: Probable cobyric acid synthase|unclassified	103.751
UniRef50_UPI00035F0DCB: hypothetical protein	103.5
UniRef50_UPI00035F0DCB: hypothetical protein|unclassified	103.5
UniRef50_Q9KCH9: Cobalamin synthase	103.265
UniRef50_Q9KCH9: Cobalamin synthase|unclassified	103.265
UniRef50_W4V722: Alpha-ribazole-5'-phosphate phosphatase	103.173
UniRef50_W4V722: Alpha-ribazole-5'-phosphate phosphatase|unclassified	103.173
UniRef50_F7MMY8: Cobyric acid synthase	103.049
UniRef50_F7MMY8: Cobyric acid synthase|unclassified	103.049
UniRef50_Q60BK2: Putative alpha-ribazole-5`-phosphate phosphatase CobC	102.556
UniRef50_Q60BK2: Putative alpha-ribazole-5`-phosphate phosphatase CobC|unclassified	102.556
UniRef50_C0FSY2: Putative cobyrinic acid a,c-diamide synthase	102.322
UniRef50_C0FSY2: Putative cobyrinic acid a,c-diamide synthase|unclassified	102.322
UniRef50_UPI00047E6BEE: hypothetical protein	101.871
UniRef50_UPI00047E6BEE: hypothetical protein|unclassified	101.871
UniRef50_Q2GBJ9: Cobalamin synthase	101.66
UniRef50_Q2GBJ9: Cobalamin synthase|unclassified	101.66
UniRef50_UPI0003027414: hypothetical protein	101.354
UniRef50_UPI0003027414: hypothetical protein|unclassified	101.354
UniRef50_Q5P2R7: Cobalamin synthase	101.124
UniRef50_Q5P2R7: Cobalamin synthase|unclassified	101.124
UniRef50_Q8TXY6: Zn-finger-containing protein	101.063
UniRef50_Q8TXY6: Zn-finger-containing protein|unclassified	101.063
UniRef50_UPI0001C36F25: aminotransferase class I and II	100.797
UniRef50_UPI0001C36F25: aminotransferase class I and II|unclassified	100.797
UniRef50_K1S1T1: Cobyric acid synthase CobQ	100.708
UniRef50_K1S1T1: Cobyric acid synthase CobQ|unclassified	100.708
UniRef50_UPI0004720A96: phosphoglycerate mutase	100.535
UniRef50_UPI0004720A96: phosphoglycerate mutase|unclassified	100.535
UniRef50_W1X469: Cobyric acid synthase 1 (Fragment)	100.378
UniRef50_W1X469: Cobyric acid synthase 1 (Fragment)|unclassified	100.378
UniRef50_UPI0003B435FF: cobalamin biosynthesis protein CbiG	100.337
UniRef50_UPI0003B435FF: cobalamin biosynthesis protein CbiG|unclassified	100.337
UniRef50_UPI000381050F: hypothetical protein	99.6663
UniRef50_UPI000381050F: hypothetical protein|unclassified	99.6663
UniRef50_UPI0004705982: phosphoglycerate mutase	99.3217
UniRef50_UPI0004705982: phosphoglycerate mutase|unclassified	99.3217
UniRef50_UPI000255CC6A: aminotransferase class I/II	99.2602
UniRef50_UPI000255CC6A: aminotransferase class I/II|unclassified	99.2602
UniRef50_E8ZQ20: Cobalamin biosynthesis protein CbiG	98.4424
UniRef50_E8ZQ20: Cobalamin biosynthesis protein CbiG|unclassified	98.4424
UniRef50_UPI00035E43CE: hypothetical protein	98.1266
UniRef50_UPI00035E43CE: hypothetical protein|unclassified	98.1266
UniRef50_UPI00042824C8: hypothetical protein	97.9825
UniRef50_UPI00042824C8: hypothetical protein|unclassified	97.9825
UniRef50_H9KN39	97.6497
UniRef50_H9KN39|unclassified	97.6497
UniRef50_A0A014NMB7	96.8819
UniRef50_A0A014NMB7|unclassified	96.8819
UniRef50_N1UYX3: CobQ/CobB/MinD/ParA nucleotide binding domain protein	96.197
UniRef50_N1UYX3: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	96.197
UniRef50_UPI00046F075A: hypothetical protein	96.1501
UniRef50_UPI00046F075A: hypothetical protein|unclassified	96.1501
UniRef50_D3ASE5	95.7908
UniRef50_D3ASE5|unclassified	95.7908
UniRef50_UPI0004655358: hypothetical protein, partial	95.6605
UniRef50_UPI0004655358: hypothetical protein, partial|unclassified	95.6605
UniRef50_E8RC51: Phosphoglycerate mutase	95.4209
UniRef50_E8RC51: Phosphoglycerate mutase|unclassified	95.4209
UniRef50_UPI0003631E28: hypothetical protein	94.9996
UniRef50_UPI0003631E28: hypothetical protein|unclassified	94.9996
UniRef50_X6HGH7	94.9689
UniRef50_X6HGH7|unclassified	94.9689
UniRef50_W8KKH1: Alpha-ribazole phosphatase	94.9257
UniRef50_W8KKH1: Alpha-ribazole phosphatase|unclassified	94.9257
UniRef50_UPI000315C385: hypothetical protein	94.4164
UniRef50_UPI000315C385: hypothetical protein|unclassified	94.4164
UniRef50_Q4JBL6: Cobalt-precorrin-5B C(1)-methyltransferase	93.9132
UniRef50_Q4JBL6: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	93.9132
UniRef50_D2PZS3: Phosphoglycerate mutase	93.4171
UniRef50_D2PZS3: Phosphoglycerate mutase|unclassified	93.4171
UniRef50_B8DRQ3: Cobalamin synthase	93.3261
UniRef50_B8DRQ3: Cobalamin synthase|unclassified	93.3261
UniRef50_UPI00047C42F0: threonine-phosphate decarboxylase	92.752
UniRef50_UPI00047C42F0: threonine-phosphate decarboxylase|unclassified	92.752
UniRef50_W4V8W9: Alpha-ribazole-5'-phosphate phosphatase	92.2117
UniRef50_W4V8W9: Alpha-ribazole-5'-phosphate phosphatase|unclassified	92.2117
UniRef50_Q15WS4: Cobalamin synthase	91.7017
UniRef50_Q15WS4: Cobalamin synthase|unclassified	91.7017
UniRef50_S1S968	91.6005
UniRef50_S1S968|unclassified	91.6005
UniRef50_UPI000478B011: hypothetical protein	90.8364
UniRef50_UPI000478B011: hypothetical protein|unclassified	90.8364
UniRef50_C7LUB1: Phosphoglycerate mutase	90.8179
UniRef50_C7LUB1: Phosphoglycerate mutase|unclassified	90.8179
UniRef50_D2Z8N6: Phosphoglycerate mutase	90.717
UniRef50_D2Z8N6: Phosphoglycerate mutase|unclassified	90.717
UniRef50_B1HXM6	90.5132
UniRef50_B1HXM6|unclassified	90.5132
UniRef50_UPI000466514B: hypothetical protein	89.9848
UniRef50_UPI000466514B: hypothetical protein|unclassified	89.9848
UniRef50_UPI0003B670E3: cobyrinic acid a,c-diamide synthase	89.8232
UniRef50_UPI0003B670E3: cobyrinic acid a,c-diamide synthase|unclassified	89.8232
UniRef50_UPI0003189584: hypothetical protein	88.3476
UniRef50_UPI0003189584: hypothetical protein|unclassified	88.3476
UniRef50_C4XRN5: Phosphoglycerate mutase family protein	87.8692
UniRef50_C4XRN5: Phosphoglycerate mutase family protein|unclassified	87.8692
UniRef50_W4V4A4: Cobalamin synthase	87.8453
UniRef50_W4V4A4: Cobalamin synthase|unclassified	87.8453
UniRef50_UPI0004786055: hypothetical protein	87.1642
UniRef50_UPI0004786055: hypothetical protein|unclassified	87.1642
UniRef50_UPI0003B3E785: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	86.9106
UniRef50_UPI0003B3E785: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	86.9106
UniRef50_UPI00046D5C6B: hypothetical protein	86.6411
UniRef50_UPI00046D5C6B: hypothetical protein|unclassified	86.6411
UniRef50_UPI00031E8C82: hypothetical protein	86.4956
UniRef50_UPI00031E8C82: hypothetical protein|unclassified	86.4956
UniRef50_UPI00037739AD: hypothetical protein	86.4893
UniRef50_UPI00037739AD: hypothetical protein|unclassified	86.4893
UniRef50_UPI000371D6A2: hypothetical protein	86.4519
UniRef50_UPI000371D6A2: hypothetical protein|unclassified	86.4519
UniRef50_UPI00046F762C: hypothetical protein	86.3156
UniRef50_UPI00046F762C: hypothetical protein|unclassified	86.3156
UniRef50_UPI000255E298: cobyric acid synthase CobQ	85.8876
UniRef50_UPI000255E298: cobyric acid synthase CobQ|unclassified	85.8876
UniRef50_C7PJ60: Phosphoglycerate mutase	85.8862
UniRef50_C7PJ60: Phosphoglycerate mutase|unclassified	85.8862
UniRef50_F1ZXR3: Cobalamin (Vitamin B12) biosynthesis CbiG protein	85.5552
UniRef50_F1ZXR3: Cobalamin (Vitamin B12) biosynthesis CbiG protein|unclassified	85.5552
UniRef50_UPI000473F9DD: hypothetical protein, partial	85.5024
UniRef50_UPI000473F9DD: hypothetical protein, partial|unclassified	85.5024
UniRef50_UPI0004734E4A: hypothetical protein, partial	85.295
UniRef50_UPI0004734E4A: hypothetical protein, partial|unclassified	85.295
UniRef50_UPI00016C0C9B: cobalamin-5-phosphate synthase CobS	84.9813
UniRef50_UPI00016C0C9B: cobalamin-5-phosphate synthase CobS|unclassified	84.9813
UniRef50_UPI0001E2F58D: threonine-phosphate decarboxylase	84.9533
UniRef50_UPI0001E2F58D: threonine-phosphate decarboxylase|unclassified	84.9533
UniRef50_UPI0001E2CBFB: cobinamide adenolsyltransferase	83.7183
UniRef50_UPI0001E2CBFB: cobinamide adenolsyltransferase|unclassified	83.7183
UniRef50_C7NCJ4: Phosphoglycerate mutase	83.3843
UniRef50_C7NCJ4: Phosphoglycerate mutase|unclassified	83.3843
UniRef50_Q3IK31: Putative enzymatic protein	83.2957
UniRef50_Q3IK31: Putative enzymatic protein|unclassified	83.2957
UniRef50_C9N111: Phosphoglycerate mutase family protein	83.2902
UniRef50_C9N111: Phosphoglycerate mutase family protein|unclassified	83.2902
UniRef50_E1QDU9: Phosphoglycerate mutase	83.0295
UniRef50_E1QDU9: Phosphoglycerate mutase|unclassified	83.0295
UniRef50_UPI0003B728D2: cobalamin biosynthesis protein CbiG	82.9446
UniRef50_UPI0003B728D2: cobalamin biosynthesis protein CbiG|unclassified	82.9446
UniRef50_E7DRS1: Cobyrinic acid a,c-diamide synthase (Fragment)	82.871
UniRef50_E7DRS1: Cobyrinic acid a,c-diamide synthase (Fragment)|unclassified	82.871
UniRef50_W0E198: Alpha-ribazole-5'-phosphate phosphatase	82.833
UniRef50_W0E198: Alpha-ribazole-5'-phosphate phosphatase|unclassified	82.833
UniRef50_UPI0003B6DBEE: cobalamin biosynthesis protein CbiG	82.6065
UniRef50_UPI0003B6DBEE: cobalamin biosynthesis protein CbiG|unclassified	82.6065
UniRef50_UPI00040990FE: hypothetical protein	82.2576
UniRef50_UPI00040990FE: hypothetical protein|unclassified	82.2576
UniRef50_C0Z7H6: Cobalamin synthase	81.9518
UniRef50_C0Z7H6: Cobalamin synthase|unclassified	81.9518
UniRef50_UPI00047E8E79: hypothetical protein	81.9318
UniRef50_UPI00047E8E79: hypothetical protein|unclassified	81.9318
UniRef50_Q9HKE5: Cobalt-precorrin-5B C(1)-methyltransferase	81.8
UniRef50_Q9HKE5: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	81.8
UniRef50_B6G263: Phosphoglycerate mutase family protein	81.7989
UniRef50_B6G263: Phosphoglycerate mutase family protein|unclassified	81.7989
UniRef50_C7RUT6: Phosphoglycerate mutase	81.7613
UniRef50_C7RUT6: Phosphoglycerate mutase|unclassified	81.7613
UniRef50_UPI000463CEBE: hypothetical protein, partial	81.6084
UniRef50_UPI000463CEBE: hypothetical protein, partial|unclassified	81.6084
UniRef50_C5CE71: Cobalamin synthase	81.5898
UniRef50_C5CE71: Cobalamin synthase|unclassified	81.5898
UniRef50_UPI00046D0D82: hypothetical protein	81.1141
UniRef50_UPI00046D0D82: hypothetical protein|unclassified	81.1141
UniRef50_UPI0004242ABB: L-threonine-O-3-phosphate decarboxylase	80.965
UniRef50_UPI0004242ABB: L-threonine-O-3-phosphate decarboxylase|unclassified	80.965
UniRef50_B9JW08: Cobalamin synthase	80.5428
UniRef50_B9JW08: Cobalamin synthase|unclassified	80.5428
UniRef50_UPI00047565F7: hypothetical protein, partial	80.4657
UniRef50_UPI00047565F7: hypothetical protein, partial|unclassified	80.4657
UniRef50_UPI0002492D59: threonine-phosphate decarboxylase	80.1083
UniRef50_UPI0002492D59: threonine-phosphate decarboxylase|unclassified	80.1083
UniRef50_A0A011R5S3: Cobalt-precorrin-6A synthase	79.3967
UniRef50_A0A011R5S3: Cobalt-precorrin-6A synthase|unclassified	79.3967
UniRef50_UPI0003F9E899: phosphoglycerate kinase	79.3652
UniRef50_UPI0003F9E899: phosphoglycerate kinase|unclassified	79.3652
UniRef50_UPI00042358FD: hypothetical protein	78.802
UniRef50_UPI00042358FD: hypothetical protein|unclassified	78.802
UniRef50_UPI000469342F: phosphoglycerate mutase	78.4922
UniRef50_UPI000469342F: phosphoglycerate mutase|unclassified	78.4922
UniRef50_C3N0H9: Cobalt-precorrin-5B C(1)-methyltransferase	78.4146
UniRef50_C3N0H9: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	78.4146
UniRef50_UPI0003631F71: hypothetical protein	78.3983
UniRef50_UPI0003631F71: hypothetical protein|unclassified	78.3983
UniRef50_A7HMT2: Cobalamin synthase	78.3152
UniRef50_A7HMT2: Cobalamin synthase|unclassified	78.3152
UniRef50_A6FFJ5	78.2533
UniRef50_A6FFJ5|unclassified	78.2533
UniRef50_F6F1A8: Phosphoglycerate mutase	77.9525
UniRef50_F6F1A8: Phosphoglycerate mutase|unclassified	77.9525
UniRef50_A3Z2S3	77.8273
UniRef50_A3Z2S3|unclassified	77.8273
UniRef50_Q3AE01: Cobalamin synthase	77.6078
UniRef50_Q3AE01: Cobalamin synthase|unclassified	77.6078
UniRef50_W6S1X8	77.395
UniRef50_W6S1X8|unclassified	77.395
UniRef50_G2TAV0: Phosphoglycerate/bisphosphoglycerate mutase	77.3137
UniRef50_G2TAV0: Phosphoglycerate/bisphosphoglycerate mutase|unclassified	77.3137
UniRef50_Q30VF3: Phosphoglycerate mutase	77.1709
UniRef50_Q30VF3: Phosphoglycerate mutase|unclassified	77.1709
UniRef50_F4KND0: Phosphoglycerate mutase	77.0166
UniRef50_F4KND0: Phosphoglycerate mutase|unclassified	77.0166
UniRef50_A0A011P512	76.9753
UniRef50_A0A011P512|unclassified	76.9753
UniRef50_UPI000401E9CC: cobalamin synthase	76.7477
UniRef50_UPI000401E9CC: cobalamin synthase|unclassified	76.7477
UniRef50_T1DIK6: Cobyric acid synthase (CobQ) (Fragment)	76.2334
UniRef50_T1DIK6: Cobyric acid synthase (CobQ) (Fragment)|unclassified	76.2334
UniRef50_Q43989: Cobyric acid synthase	76.0955
UniRef50_Q43989: Cobyric acid synthase|unclassified	76.0955
UniRef50_UPI000370111F: hypothetical protein	75.9953
UniRef50_UPI000370111F: hypothetical protein|unclassified	75.9953
UniRef50_UPI0003F8B553: hypothetical protein	75.9931
UniRef50_UPI0003F8B553: hypothetical protein|unclassified	75.9931
UniRef50_G9ZU14: Phosphoglycerate mutase family protein	75.9353
