# Gene Family	SampleCobalamin_synthesis_Abundance-RPKs
UniRef50_UPI0003B476E4: cobalamin biosynthesis protein CbiG|unclassified	41.2740901845
UniRef50_UPI0003B3E294: cobalamin biosynthesis protein CbiD	41.1735793979
UniRef50_UPI0003B3E294: cobalamin biosynthesis protein CbiD|unclassified	41.1735793979
UniRef50_UPI00042690A8: hypothetical protein	40.9927366625
UniRef50_UPI00042690A8: hypothetical protein|unclassified	40.9927366625
UniRef50_UPI000466DCA1: hypothetical protein, partial	40.6304565942
UniRef50_UPI000466DCA1: hypothetical protein, partial|unclassified	40.6304565942
UniRef50_UPI00046563C7: hypothetical protein	40.3226906562
UniRef50_UPI00046563C7: hypothetical protein|unclassified	40.3226906562
UniRef50_A3QAT5: Phosphoglycerate mutase	40.1657330165
UniRef50_A3QAT5: Phosphoglycerate mutase|unclassified	40.1657330165
UniRef50_F6CWA0: Phosphoglycerate mutase	40.1037590950
UniRef50_F6CWA0: Phosphoglycerate mutase|unclassified	40.1037590950
UniRef50_UPI00036EB2B5: hypothetical protein	39.9430888579
UniRef50_UPI00036EB2B5: hypothetical protein|unclassified	39.9430888579
UniRef50_UPI0002DBAC53: hypothetical protein	39.7768387062
UniRef50_UPI0002DBAC53: hypothetical protein|unclassified	39.7768387062
UniRef50_A0A024YJR3	39.7365131343
UniRef50_A0A024YJR3|unclassified	39.7365131343
UniRef50_D5BZ11: Alpha-ribazole phosphatase	39.6544350551
UniRef50_D5BZ11: Alpha-ribazole phosphatase|unclassified	39.6544350551
UniRef50_A6TU75: Cobalamin synthase	39.5794821396
UniRef50_A6TU75: Cobalamin synthase|unclassified	39.5794821396
UniRef50_F3KV46: Phosphoglycerate mutase	39.4900437377
UniRef50_F3KV46: Phosphoglycerate mutase|unclassified	39.4900437377
UniRef50_UPI0004739D07: hypothetical protein, partial	39.4770540521
UniRef50_UPI0004739D07: hypothetical protein, partial|unclassified	39.4770540521
UniRef50_A8MIW2: Cobalamin synthase	39.3562217427
UniRef50_A8MIW2: Cobalamin synthase|unclassified	39.3562217427
UniRef50_UPI000470F02C: hypothetical protein	39.3110705973
UniRef50_UPI000470F02C: hypothetical protein|unclassified	39.3110705973
UniRef50_A0A059FQY7: Cobyric acid synthase CobQ	39.2009607935
UniRef50_A0A059FQY7: Cobyric acid synthase CobQ|unclassified	39.2009607935
UniRef50_L8E3F9: C-diamide synthase	39.1136097449
UniRef50_L8E3F9: C-diamide synthase|unclassified	39.1136097449
UniRef50_UPI00026292E1: precorrin-8x methylmutase (cobh/cbic), partial	39.0969410695
UniRef50_UPI00026292E1: precorrin-8x methylmutase (cobh/cbic), partial|unclassified	39.0969410695
UniRef50_UPI000379ED6D: hypothetical protein	39.0798290811
UniRef50_UPI000379ED6D: hypothetical protein|unclassified	39.0798290811
UniRef50_UPI0004742507: hypothetical protein	39.0273981110
UniRef50_UPI0004742507: hypothetical protein|unclassified	39.0273981110
UniRef50_Q897L5: Cobalamin synthase	39.0112389260
UniRef50_Q897L5: Cobalamin synthase|unclassified	39.0112389260
UniRef50_U5MX08: Phosphoglycerate mutase	38.9846968866
UniRef50_U5MX08: Phosphoglycerate mutase|unclassified	38.9846968866
UniRef50_A5WG75	38.8210967117
UniRef50_A5WG75|unclassified	38.8210967117
UniRef50_C6VU88: Phosphoglycerate mutase	38.8171648874
UniRef50_C6VU88: Phosphoglycerate mutase|unclassified	38.8171648874
UniRef50_UPI00037BFFF8: hypothetical protein	38.7511652300
UniRef50_UPI00037BFFF8: hypothetical protein|unclassified	38.7511652300
UniRef50_UPI00040DCB53: hypothetical protein	38.6725880195
UniRef50_UPI00040DCB53: hypothetical protein|unclassified	38.6725880195
UniRef50_F7JF60	38.5574626777
UniRef50_F7JF60|unclassified	38.5574626777
UniRef50_X0Y2L3: Marine sediment metagenome DNA, contig: S01H1_S27657 (Fragment)	38.4060763388
UniRef50_X0Y2L3: Marine sediment metagenome DNA, contig: S01H1_S27657 (Fragment)|unclassified	38.4060763388
UniRef50_UPI00037F87D1: hypothetical protein	38.1370266040
UniRef50_UPI00037F87D1: hypothetical protein|unclassified	38.1370266040
UniRef50_UPI0004793BD8: hypothetical protein	38.1179668890
UniRef50_UPI0004793BD8: hypothetical protein|unclassified	38.1179668890
UniRef50_UPI00041072FB: hypothetical protein	37.7767653726
UniRef50_UPI00041072FB: hypothetical protein|unclassified	37.7767653726
UniRef50_UPI00047D2AE6: hypothetical protein	37.5734353177
UniRef50_UPI00047D2AE6: hypothetical protein|unclassified	37.5734353177
UniRef50_B8J253: Phosphoglycerate mutase	37.3548925753
UniRef50_B8J253: Phosphoglycerate mutase|unclassified	37.3548925753
UniRef50_UPI00029CD32D: cobalamin biosynthesis protein, partial	37.1149126006
UniRef50_UPI00029CD32D: cobalamin biosynthesis protein, partial|unclassified	37.1149126006
UniRef50_UPI00037555D5: hypothetical protein	36.9226580958
UniRef50_UPI00037555D5: hypothetical protein|unclassified	36.9226580958
UniRef50_UPI00047066C5: class I and II aminotransferase	36.9126226509
UniRef50_UPI00047066C5: class I and II aminotransferase|unclassified	36.9126226509
UniRef50_UPI00016ADB04: cobalamin ABC transporter, ATP-binding protein, partial	36.6293365373
UniRef50_UPI00016ADB04: cobalamin ABC transporter, ATP-binding protein, partial|unclassified	36.6293365373
UniRef50_UPI0003084A5A: hypothetical protein	36.6203207633
UniRef50_UPI0003084A5A: hypothetical protein|unclassified	36.6203207633
UniRef50_UPI00046EFF99: hypothetical protein, partial	36.3431789504
UniRef50_UPI00046EFF99: hypothetical protein, partial|unclassified	36.3431789504
UniRef50_O27083: Cobalt-precorrin-6A reductase	36.1744908132
UniRef50_O27083: Cobalt-precorrin-6A reductase|unclassified	36.1744908132
UniRef50_UPI0003B7A70B: cobalamin-5-phosphate synthase	36.0688281735
UniRef50_UPI0003B7A70B: cobalamin-5-phosphate synthase|unclassified	36.0688281735
UniRef50_B8K5W4: Fructose-2,6-bisphosphatase	36.0180248592
UniRef50_B8K5W4: Fructose-2,6-bisphosphatase|unclassified	36.0180248592
UniRef50_A4BIB3: Phosphoglycerate mutase	35.9997447155
UniRef50_A4BIB3: Phosphoglycerate mutase|unclassified	35.9997447155
UniRef50_U1QF11: Cobyric acid synthase	35.9075107717
UniRef50_U1QF11: Cobyric acid synthase|unclassified	35.9075107717
UniRef50_UPI00016C0C97: L-threonine-O-3-phosphate decarboxylase	35.7711712612
UniRef50_UPI00016C0C97: L-threonine-O-3-phosphate decarboxylase|unclassified	35.7711712612
UniRef50_UPI00046F07B9: hypothetical protein, partial	35.6675436103
UniRef50_UPI00046F07B9: hypothetical protein, partial|unclassified	35.6675436103
UniRef50_Q086T9: Phosphoglycerate mutase	35.6398816610
UniRef50_Q086T9: Phosphoglycerate mutase|unclassified	35.6398816610
UniRef50_A6U9W5: Cobalamin synthase	35.5050738787
UniRef50_A6U9W5: Cobalamin synthase|unclassified	35.5050738787
UniRef50_UPI00036F495D: hypothetical protein	35.4555591558
UniRef50_UPI00036F495D: hypothetical protein|unclassified	35.4555591558
UniRef50_S3NC30: Phosphoglycerate mutase	35.4111926432
UniRef50_S3NC30: Phosphoglycerate mutase|unclassified	35.4111926432
UniRef50_UPI0004638FC8: hypothetical protein	35.3101366690
UniRef50_UPI0004638FC8: hypothetical protein|unclassified	35.3101366690
UniRef50_UPI00047CF952: hypothetical protein	35.2290922371
UniRef50_UPI00047CF952: hypothetical protein|unclassified	35.2290922371
UniRef50_Q47XZ6: Phosphoglycerate mutase family protein	35.2247379369
UniRef50_Q47XZ6: Phosphoglycerate mutase family protein|unclassified	35.2247379369
UniRef50_H7E3Q5	35.1153963515
UniRef50_H7E3Q5|unclassified	35.1153963515
UniRef50_UPI00047CD93C: phosphoglycerate kinase	35.1084751638
UniRef50_UPI00047CD93C: phosphoglycerate kinase|unclassified	35.1084751638
UniRef50_A1WY57: Phosphoglycerate mutase	34.9468027494
UniRef50_A1WY57: Phosphoglycerate mutase|unclassified	34.9468027494
UniRef50_UPI0003196B61: hypothetical protein	34.7468513166
UniRef50_UPI0003196B61: hypothetical protein|unclassified	34.7468513166
UniRef50_A1VJY1: Phosphoglycerate mutase	34.7360271759
UniRef50_A1VJY1: Phosphoglycerate mutase|unclassified	34.7360271759
UniRef50_D6Z3T9: Phosphoglycerate mutase	34.7279169355
UniRef50_D6Z3T9: Phosphoglycerate mutase|unclassified	34.7279169355
UniRef50_H9UE18: Cobyric acid synthase	34.6481787609
UniRef50_H9UE18: Cobyric acid synthase|unclassified	34.6481787609
UniRef50_UPI00037F3555: hypothetical protein	34.5572543556
UniRef50_UPI00037F3555: hypothetical protein|unclassified	34.5572543556
UniRef50_Q72BT4: Phosphoglycerate mutase family protein	34.4879602215
UniRef50_Q72BT4: Phosphoglycerate mutase family protein|unclassified	34.4879602215
UniRef50_UPI00037F44C4: hypothetical protein	34.3913286769
UniRef50_UPI00037F44C4: hypothetical protein|unclassified	34.3913286769
UniRef50_G5PPN9: Cobalt-precorrin-6A synthase	34.3252722982
UniRef50_G5PPN9: Cobalt-precorrin-6A synthase|unclassified	34.3252722982
UniRef50_P21635: Protein CobE	34.2768039245
UniRef50_P21635: Protein CobE|unclassified	34.2768039245
UniRef50_Q6L0V5: Probable cobyric acid synthase	34.2650140766
UniRef50_Q6L0V5: Probable cobyric acid synthase|unclassified	34.2650140766
UniRef50_UPI0004715684: phosphoglycerate mutase	34.2506307351
UniRef50_UPI0004715684: phosphoglycerate mutase|unclassified	34.2506307351
UniRef50_UPI0003B6B0F4: hypothetical protein	33.9659419163
UniRef50_UPI0003B6B0F4: hypothetical protein|unclassified	33.9659419163
UniRef50_A0B5W6: Probable cobalamin biosynthesis protein CobD	33.8559343597
UniRef50_A0B5W6: Probable cobalamin biosynthesis protein CobD|unclassified	33.8559343597
UniRef50_Q92P97: Cobalamin synthase	33.8293493031
UniRef50_Q92P97: Cobalamin synthase|unclassified	33.8293493031
UniRef50_R4KH50: Fructose-2,6-bisphosphatase	33.8223756542
UniRef50_R4KH50: Fructose-2,6-bisphosphatase|unclassified	33.8223756542
UniRef50_UPI000366E2FE: hypothetical protein	33.7184138899
UniRef50_UPI000366E2FE: hypothetical protein|unclassified	33.7184138899
UniRef50_UPI00035CF76A: MULTISPECIES: hypothetical protein	33.6274380927
UniRef50_UPI00035CF76A: MULTISPECIES: hypothetical protein|unclassified	33.6274380927
UniRef50_UPI0003B5B490: cobyrinic acid a,c-diamide synthase	33.5472278683
UniRef50_UPI0003B5B490: cobyrinic acid a,c-diamide synthase|unclassified	33.5472278683
UniRef50_W1UIH8	33.4907948641
UniRef50_W1UIH8|unclassified	33.4907948641
UniRef50_G2RUZ5: Phosphoglycerate mutase	33.3073158253
UniRef50_G2RUZ5: Phosphoglycerate mutase|unclassified	33.3073158253
UniRef50_UPI000473E62A: hypothetical protein, partial	33.2228807705
UniRef50_UPI000473E62A: hypothetical protein, partial|unclassified	33.2228807705
UniRef50_A7IB66: Cobalamin synthase	33.0665120926
UniRef50_A7IB66: Cobalamin synthase|unclassified	33.0665120926
UniRef50_UPI000368A070: hypothetical protein	33.0327496008
UniRef50_UPI000368A070: hypothetical protein|unclassified	33.0327496008
UniRef50_UPI0002D56BF0: hypothetical protein	32.8612057513
UniRef50_UPI0002D56BF0: hypothetical protein|unclassified	32.8612057513
UniRef50_B1Y853: Phosphoglycerate mutase	32.5519576606
UniRef50_B1Y853: Phosphoglycerate mutase|unclassified	32.5519576606
UniRef50_UPI00047653EE: hypothetical protein	32.3940088847
UniRef50_UPI00047653EE: hypothetical protein|unclassified	32.3940088847
UniRef50_M3GRP2: Histidine phosphatase superfamily (Branch 1) domain protein	32.3183171798
UniRef50_M3GRP2: Histidine phosphatase superfamily (Branch 1) domain protein|unclassified	32.3183171798
UniRef50_A1B855: Phosphoglycerate mutase	32.2075578245
UniRef50_A1B855: Phosphoglycerate mutase|unclassified	32.2075578245
UniRef50_UPI0003B3DAB7: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	32.1486817371
UniRef50_UPI0003B3DAB7: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	32.1486817371
UniRef50_UPI00037230FC: hypothetical protein	32.0262359542
UniRef50_UPI00037230FC: hypothetical protein|unclassified	32.0262359542
UniRef50_Q3SFE6: Alpha-ribazole-5`-phosphate phosphatase CobC, putative	31.9464750938
UniRef50_Q3SFE6: Alpha-ribazole-5`-phosphate phosphatase CobC, putative|unclassified	31.9464750938
UniRef50_UPI000465AEB8: hypothetical protein	31.8412652455
UniRef50_UPI000465AEB8: hypothetical protein|unclassified	31.8412652455
UniRef50_UPI000468A7E3: cobalt chelatase	31.7992323521
UniRef50_UPI000468A7E3: cobalt chelatase|unclassified	31.7992323521
UniRef50_UPI00041AD4AB: hypothetical protein	31.7899289432
UniRef50_UPI00041AD4AB: hypothetical protein|unclassified	31.7899289432
UniRef50_C6XM02: Phosphoglycerate mutase	31.7435398466
UniRef50_C6XM02: Phosphoglycerate mutase|unclassified	31.7435398466
UniRef50_UPI000470B6A0: hypothetical protein	31.7367383690
UniRef50_UPI000470B6A0: hypothetical protein|unclassified	31.7367383690
UniRef50_A5GEU8	31.7332039227
UniRef50_A5GEU8|unclassified	31.7332039227
UniRef50_F3FUA7	31.6700549281
UniRef50_F3FUA7|unclassified	31.6700549281
UniRef50_UPI00047A6853: hypothetical protein	31.6608844739
UniRef50_UPI00047A6853: hypothetical protein|unclassified	31.6608844739
UniRef50_Q0A4T0: Phosphoglycerate mutase	31.2072890907
UniRef50_Q0A4T0: Phosphoglycerate mutase|unclassified	31.2072890907
UniRef50_A9GXE3: Phosphoglycerate mutase family protein	31.1691051546
UniRef50_A9GXE3: Phosphoglycerate mutase family protein|unclassified	31.1691051546
UniRef50_UPI000328D28F: PREDICTED: vegetative cell wall protein gp1-like	31.1506830035
UniRef50_UPI000328D28F: PREDICTED: vegetative cell wall protein gp1-like|unclassified	31.1506830035
UniRef50_A9GM99	30.7859989020
UniRef50_A9GM99|unclassified	30.7859989020
UniRef50_UPI000375E2FA: hypothetical protein	30.7566062632
UniRef50_UPI000375E2FA: hypothetical protein|unclassified	30.7566062632
UniRef50_UPI000287B804: precorrin-6x reductase	30.7077208682
UniRef50_UPI000287B804: precorrin-6x reductase|unclassified	30.7077208682
UniRef50_UPI00047CCE30: hypothetical protein	30.6553488344
UniRef50_UPI00047CCE30: hypothetical protein|unclassified	30.6553488344
UniRef50_Q98KP0: Cobalamin synthase	30.4622379627
UniRef50_Q98KP0: Cobalamin synthase|unclassified	30.4622379627
UniRef50_UPI0003B55F8A: precorrin-8X methylmutase	30.4462150747
UniRef50_UPI0003B55F8A: precorrin-8X methylmutase|unclassified	30.4462150747
UniRef50_W1YRW1: Cobalamin (Vitamin B12) biosynthesis CbiG protein (Fragment)	30.3956858264
UniRef50_W1YRW1: Cobalamin (Vitamin B12) biosynthesis CbiG protein (Fragment)|unclassified	30.3956858264
UniRef50_C4KCG4: Phosphoglycerate mutase	30.3806928232
UniRef50_C4KCG4: Phosphoglycerate mutase|unclassified	30.3806928232
UniRef50_UPI0003B4F56F: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	30.2751732283
UniRef50_UPI0003B4F56F: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	30.2751732283
UniRef50_Q9HLZ8: Probable cobyric acid synthase	30.1496186199
UniRef50_Q9HLZ8: Probable cobyric acid synthase|unclassified	30.1496186199
UniRef50_UPI00035F0DCB: hypothetical protein	30.0767313431
UniRef50_UPI00035F0DCB: hypothetical protein|unclassified	30.0767313431
UniRef50_Q9KCH9: Cobalamin synthase	30.0083889298
UniRef50_Q9KCH9: Cobalamin synthase|unclassified	30.0083889298
UniRef50_W4V722: Alpha-ribazole-5'-phosphate phosphatase	29.9817252120
UniRef50_W4V722: Alpha-ribazole-5'-phosphate phosphatase|unclassified	29.9817252120
UniRef50_F7MMY8: Cobyric acid synthase	29.9456426755
UniRef50_F7MMY8: Cobyric acid synthase|unclassified	29.9456426755
UniRef50_Q60BK2: Putative alpha-ribazole-5`-phosphate phosphatase CobC	29.8022947776
UniRef50_Q60BK2: Putative alpha-ribazole-5`-phosphate phosphatase CobC|unclassified	29.8022947776
UniRef50_C0FSY2: Putative cobyrinic acid a,c-diamide synthase	29.7344904345
UniRef50_C0FSY2: Putative cobyrinic acid a,c-diamide synthase|unclassified	29.7344904345
UniRef50_UPI00047E6BEE: hypothetical protein	29.6032681126
UniRef50_UPI00047E6BEE: hypothetical protein|unclassified	29.6032681126
UniRef50_Q2GBJ9: Cobalamin synthase	29.5420251648
UniRef50_Q2GBJ9: Cobalamin synthase|unclassified	29.5420251648
UniRef50_UPI0003027414: hypothetical protein	29.4530721032
UniRef50_UPI0003027414: hypothetical protein|unclassified	29.4530721032
UniRef50_Q5P2R7: Cobalamin synthase	29.3861547189
UniRef50_Q5P2R7: Cobalamin synthase|unclassified	29.3861547189
UniRef50_Q8TXY6: Zn-finger-containing protein	29.3685594621
UniRef50_Q8TXY6: Zn-finger-containing protein|unclassified	29.3685594621
UniRef50_UPI0001C36F25: aminotransferase class I and II	29.2912563403
UniRef50_UPI0001C36F25: aminotransferase class I and II|unclassified	29.2912563403
UniRef50_K1S1T1: Cobyric acid synthase CobQ	29.2654099209
UniRef50_K1S1T1: Cobyric acid synthase CobQ|unclassified	29.2654099209
UniRef50_UPI0004720A96: phosphoglycerate mutase	29.2151806781
UniRef50_UPI0004720A96: phosphoglycerate mutase|unclassified	29.2151806781
UniRef50_W1X469: Cobyric acid synthase 1 (Fragment)	29.1693925064
UniRef50_W1X469: Cobyric acid synthase 1 (Fragment)|unclassified	29.1693925064
UniRef50_UPI0003B435FF: cobalamin biosynthesis protein CbiG	29.1574242356
UniRef50_UPI0003B435FF: cobalamin biosynthesis protein CbiG|unclassified	29.1574242356
UniRef50_UPI000381050F: hypothetical protein	28.9626091015
UniRef50_UPI000381050F: hypothetical protein|unclassified	28.9626091015
UniRef50_UPI0004705982: phosphoglycerate mutase	28.8624846287
UniRef50_UPI0004705982: phosphoglycerate mutase|unclassified	28.8624846287
UniRef50_UPI000255CC6A: aminotransferase class I/II	28.8446165263
UniRef50_UPI000255CC6A: aminotransferase class I/II|unclassified	28.8446165263
UniRef50_E8ZQ20: Cobalamin biosynthesis protein CbiG	28.6069548432
UniRef50_E8ZQ20: Cobalamin biosynthesis protein CbiG|unclassified	28.6069548432
UniRef50_UPI00035E43CE: hypothetical protein	28.5151953598
UniRef50_UPI00035E43CE: hypothetical protein|unclassified	28.5151953598
UniRef50_UPI00042824C8: hypothetical protein	28.4733179027
UniRef50_UPI00042824C8: hypothetical protein|unclassified	28.4733179027
UniRef50_H9KN39	28.3765911587
UniRef50_H9KN39|unclassified	28.3765911587
UniRef50_A0A014NMB7	28.1534927223
UniRef50_A0A014NMB7|unclassified	28.1534927223
UniRef50_N1UYX3: CobQ/CobB/MinD/ParA nucleotide binding domain protein	27.9544438240
UniRef50_N1UYX3: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	27.9544438240
UniRef50_UPI00046F075A: hypothetical protein	27.9408232108
UniRef50_UPI00046F075A: hypothetical protein|unclassified	27.9408232108
UniRef50_D3ASE5	27.8364176092
UniRef50_D3ASE5|unclassified	27.8364176092
UniRef50_UPI0004655358: hypothetical protein, partial	27.7985462985
UniRef50_UPI0004655358: hypothetical protein, partial|unclassified	27.7985462985
UniRef50_E8RC51: Phosphoglycerate mutase	27.7289251589
UniRef50_E8RC51: Phosphoglycerate mutase|unclassified	27.7289251589
UniRef50_UPI0003631E28: hypothetical protein	27.6064920112
UniRef50_UPI0003631E28: hypothetical protein|unclassified	27.6064920112
UniRef50_X6HGH7	27.5975677759
UniRef50_X6HGH7|unclassified	27.5975677759
UniRef50_W8KKH1: Alpha-ribazole phosphatase	27.5850199669
UniRef50_W8KKH1: Alpha-ribazole phosphatase|unclassified	27.5850199669
UniRef50_UPI000315C385: hypothetical protein	27.4370144559
UniRef50_UPI000315C385: hypothetical protein|unclassified	27.4370144559
UniRef50_Q4JBL6: Cobalt-precorrin-5B C(1)-methyltransferase	27.2907970327
UniRef50_Q4JBL6: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	27.2907970327
UniRef50_D2PZS3: Phosphoglycerate mutase	27.1466283415
UniRef50_D2PZS3: Phosphoglycerate mutase|unclassified	27.1466283415
