# Gene Family	SampleCopper_homeostasis_Abundance-CPM
UniRef50_UPI00037E16EE: hypothetical protein	72.7321
UniRef50_UPI00037E16EE: hypothetical protein|unclassified	72.7321
UniRef50_UPI0001E2C224: ErfK/YbiS/YcfS/YnhG	72.5671
UniRef50_UPI0001E2C224: ErfK/YbiS/YcfS/YnhG|unclassified	72.5671
UniRef50_UPI0003611718: hypothetical protein	72.4034
UniRef50_UPI0003611718: hypothetical protein|unclassified	72.4034
UniRef50_Q936W0: CopD protein (Fragment)	72.3743
UniRef50_Q936W0: CopD protein (Fragment)|unclassified	72.3743
UniRef50_A5VDH2: Cytochrome c biogenesis factor-like protein	72.2748
UniRef50_A5VDH2: Cytochrome c biogenesis factor-like protein|unclassified	72.2748
UniRef50_A5GFA6	71.887
UniRef50_A5GFA6|unclassified	71.887
UniRef50_UPI00037ECA10: hypothetical protein, partial	71.8061
UniRef50_UPI00037ECA10: hypothetical protein, partial|unclassified	71.8061
UniRef50_A9DBZ3	71.785
UniRef50_A9DBZ3|unclassified	71.785
UniRef50_F4QXQ3	71.5236
UniRef50_F4QXQ3|unclassified	71.5236
UniRef50_X8F7N6: Putative copper-exporting ATPase	71.4356
UniRef50_X8F7N6: Putative copper-exporting ATPase|unclassified	71.4356
UniRef50_Q2BJ65	71.2759
UniRef50_Q2BJ65|unclassified	71.2759
UniRef50_UPI000361720B: hypothetical protein	71.2296
UniRef50_UPI000361720B: hypothetical protein|unclassified	71.2296
UniRef50_UPI000361DE18: hypothetical protein	71.0889
UniRef50_UPI000361DE18: hypothetical protein|unclassified	71.0889
UniRef50_UPI000466CAAD: hypothetical protein, partial	71.077
UniRef50_UPI000466CAAD: hypothetical protein, partial|unclassified	71.077
UniRef50_UPI000363B591: hypothetical protein	70.9747
UniRef50_UPI000363B591: hypothetical protein|unclassified	70.9747
UniRef50_UPI000475AC67: hypothetical protein	70.7778
UniRef50_UPI000475AC67: hypothetical protein|unclassified	70.7778
UniRef50_S5T797: Putative metal-binding protein	70.5712
UniRef50_S5T797: Putative metal-binding protein|unclassified	70.5712
UniRef50_UPI00036FCFA2: hypothetical protein	70.5172
UniRef50_UPI00036FCFA2: hypothetical protein|unclassified	70.5172
UniRef50_E8WRV5: Cytochrome c family protein	70.3848
UniRef50_E8WRV5: Cytochrome c family protein|unclassified	70.3848
UniRef50_G8PN70: Cytochrome c-type biogenesis protein cycH (TPR domain)	70.3592
UniRef50_G8PN70: Cytochrome c-type biogenesis protein cycH (TPR domain)|unclassified	70.3592
UniRef50_UPI000467D0F7: hypothetical protein	70.2476
UniRef50_UPI000467D0F7: hypothetical protein|unclassified	70.2476
UniRef50_A1WWS7: Tetratricopeptide TPR_2 repeat protein	70.0633
UniRef50_A1WWS7: Tetratricopeptide TPR_2 repeat protein|unclassified	70.0633
UniRef50_Q8NMT9: Putative L,D-transpeptidase LppS	70.0397
UniRef50_Q8NMT9: Putative L,D-transpeptidase LppS|unclassified	70.0397
UniRef50_G5QZK2: Copper resistance protein D	69.8157
UniRef50_G5QZK2: Copper resistance protein D|unclassified	69.8157
UniRef50_UPI00030B0D39: hypothetical protein	69.7658
UniRef50_UPI00030B0D39: hypothetical protein|unclassified	69.7658
UniRef50_Z4YZ05	69.5914
UniRef50_Z4YZ05|unclassified	69.5914
UniRef50_UPI00046EF915: ATPase	69.4891
UniRef50_UPI00046EF915: ATPase|unclassified	69.4891
UniRef50_E8WR30: Cytochrome C family protein	69.3619
UniRef50_E8WR30: Cytochrome C family protein|unclassified	69.3619
UniRef50_S6PGY7: Heavy metal translocating P-type ATPase	69.2077
UniRef50_S6PGY7: Heavy metal translocating P-type ATPase|unclassified	69.2077
UniRef50_S5AWH7: Metal-binding protein	69.0708
UniRef50_S5AWH7: Metal-binding protein|unclassified	69.0708
UniRef50_E3HM61: Cytochrome c-type biogenesis protein CcmH	69.0295
UniRef50_E3HM61: Cytochrome c-type biogenesis protein CcmH|unclassified	69.0295
UniRef50_B1XWF1: Cytochrome C biogenesis protein	68.8052
UniRef50_B1XWF1: Cytochrome C biogenesis protein|unclassified	68.8052
UniRef50_UPI00035D4353: hypothetical protein	68.7485
UniRef50_UPI00035D4353: hypothetical protein|unclassified	68.7485
UniRef50_A0A023HY12	68.6009
UniRef50_A0A023HY12|unclassified	68.6009
UniRef50_UPI00025594C6: hypothetical protein	68.5701
UniRef50_UPI00025594C6: hypothetical protein|unclassified	68.5701
UniRef50_D7AJL8: Cytochrome c, 4 heme-binding sites	68.3865
UniRef50_D7AJL8: Cytochrome c, 4 heme-binding sites|unclassified	68.3865
UniRef50_G6WXB6: Cation transport ATPase (Fragment)	68.111
UniRef50_G6WXB6: Cation transport ATPase (Fragment)|unclassified	68.111
UniRef50_C6WP34: Copper resistance D domain protein	67.9563
UniRef50_C6WP34: Copper resistance D domain protein|unclassified	67.9563
UniRef50_UPI000346D02B: ATPase P	67.7484
UniRef50_UPI000346D02B: ATPase P|unclassified	67.7484
UniRef50_L0WDR3: Cytochrome C biogenesis protein	67.6974
UniRef50_L0WDR3: Cytochrome C biogenesis protein|unclassified	67.6974
UniRef50_W1UYX7: Cadmium-exporting ATPase	67.6289
UniRef50_W1UYX7: Cadmium-exporting ATPase|unclassified	67.6289
UniRef50_A0A011P2L9: Putative copper-exporting P-type ATPase V	67.5627
UniRef50_A0A011P2L9: Putative copper-exporting P-type ATPase V|unclassified	67.5627
UniRef50_B3PGR2: Cytochrome c-type biogenesis protein cycL	67.4964
UniRef50_B3PGR2: Cytochrome c-type biogenesis protein cycL|unclassified	67.4964
UniRef50_Q5WC42: Putative L,D-transpeptidase YkuD	67.345
UniRef50_Q5WC42: Putative L,D-transpeptidase YkuD|unclassified	67.345
UniRef50_D4W8B2: Cation transporting ATPase, C-terminal domain protein	67.0105
UniRef50_D4W8B2: Cation transporting ATPase, C-terminal domain protein|unclassified	67.0105
UniRef50_A9BMW5: Diguanylate cyclase	66.9822
UniRef50_A9BMW5: Diguanylate cyclase|unclassified	66.9822
UniRef50_R6FXA9: Copper-(Or silver)-translocating P-type ATPase	66.8756
UniRef50_R6FXA9: Copper-(Or silver)-translocating P-type ATPase|unclassified	66.8756
UniRef50_UPI000362A8A5: hypothetical protein	66.8682
UniRef50_UPI000362A8A5: hypothetical protein|unclassified	66.8682
UniRef50_UPI0003779517: hypothetical protein	66.8245
UniRef50_UPI0003779517: hypothetical protein|unclassified	66.8245
UniRef50_A0A011AFR3: Putative membrane protein	66.7928
UniRef50_A0A011AFR3: Putative membrane protein|unclassified	66.7928
UniRef50_K9CLA2	66.7577
UniRef50_K9CLA2|unclassified	66.7577
UniRef50_UPI000368CD1B: hypothetical protein	66.1847
UniRef50_UPI000368CD1B: hypothetical protein|unclassified	66.1847
UniRef50_UPI0002628420: cytochrome C biogenesis protein	66.0305
UniRef50_UPI0002628420: cytochrome C biogenesis protein|unclassified	66.0305
UniRef50_UPI00047B3A12: cytochrome C biogenesis protein	65.9718
UniRef50_UPI00047B3A12: cytochrome C biogenesis protein|unclassified	65.9718
UniRef50_W9UZT7	65.7491
UniRef50_W9UZT7|unclassified	65.7491
UniRef50_A0A031MEI3: Cytochrome C	65.7414
UniRef50_A0A031MEI3: Cytochrome C|unclassified	65.7414
UniRef50_Q39Y56: Cytochrome c	65.6828
UniRef50_Q39Y56: Cytochrome c|unclassified	65.6828
UniRef50_Q222P1: Cytochrome c family protein	65.656
UniRef50_Q222P1: Cytochrome c family protein|unclassified	65.656
UniRef50_UPI0003B4A111: copper resistance protein B	65.6382
UniRef50_UPI0003B4A111: copper resistance protein B|unclassified	65.6382
UniRef50_Q2G8I6: Tetratricopeptide TPR_4	65.4925
UniRef50_Q2G8I6: Tetratricopeptide TPR_4|unclassified	65.4925
UniRef50_UPI0003B41A69: ATPase	65.4766
UniRef50_UPI0003B41A69: ATPase|unclassified	65.4766
UniRef50_G4A2P6: TPR-repeat-containing protein	65.4342
UniRef50_G4A2P6: TPR-repeat-containing protein|unclassified	65.4342
UniRef50_Q39TN9: Cytochrome c	65.4218
UniRef50_Q39TN9: Cytochrome c|unclassified	65.4218
UniRef50_UPI00037A11AA: hypothetical protein	65.3821
UniRef50_UPI00037A11AA: hypothetical protein|unclassified	65.3821
UniRef50_U3B0B1: CopG protein	65.0799
UniRef50_U3B0B1: CopG protein|unclassified	65.0799
UniRef50_UPI00035E8BDB: hypothetical protein	65.0276
UniRef50_UPI00035E8BDB: hypothetical protein|unclassified	65.0276
UniRef50_B3DUM9: Cytochrome c family protein	65.0077
UniRef50_B3DUM9: Cytochrome c family protein|unclassified	65.0077
UniRef50_UPI0004078958: hypothetical protein	64.8273
UniRef50_UPI0004078958: hypothetical protein|unclassified	64.8273
UniRef50_A0A037XUM7	64.8041
UniRef50_A0A037XUM7|unclassified	64.8041
UniRef50_C6E632: Cytochrome C family protein	64.7659
UniRef50_C6E632: Cytochrome C family protein|unclassified	64.7659
UniRef50_N6W3E5: TPR repeat protein	64.7002
UniRef50_N6W3E5: TPR repeat protein|unclassified	64.7002
UniRef50_UPI000477231D: cytochrome C	64.696
UniRef50_UPI000477231D: cytochrome C|unclassified	64.696
UniRef50_UPI00036FEB33: hypothetical protein	64.4313
UniRef50_UPI00036FEB33: hypothetical protein|unclassified	64.4313
UniRef50_K7SCX6	64.4192
UniRef50_K7SCX6|unclassified	64.4192
UniRef50_UPI000381D2F2: hypothetical protein	64.3421
UniRef50_UPI000381D2F2: hypothetical protein|unclassified	64.3421
UniRef50_UPI000360685D: hypothetical protein, partial	64.3406
UniRef50_UPI000360685D: hypothetical protein, partial|unclassified	64.3406
UniRef50_UPI0004772931: multicopper oxidase	64.3367
UniRef50_UPI0004772931: multicopper oxidase|unclassified	64.3367
UniRef50_UPI0002D45C95: hypothetical protein	64.2998
UniRef50_UPI0002D45C95: hypothetical protein|unclassified	64.2998
UniRef50_D7AFD8: Cytochrome c, 3 heme-binding sites	64.2534
UniRef50_D7AFD8: Cytochrome c, 3 heme-binding sites|unclassified	64.2534
UniRef50_R6MB94	64.173
UniRef50_R6MB94|unclassified	64.173
UniRef50_A5G555	64.1073
UniRef50_A5G555|unclassified	64.1073
UniRef50_K0CAR8: Likely secreted protein containing plastocyanin domain	64.0976
UniRef50_K0CAR8: Likely secreted protein containing plastocyanin domain|unclassified	64.0976
UniRef50_UPI00035E78C8: hypothetical protein	63.8432
UniRef50_UPI00035E78C8: hypothetical protein|unclassified	63.8432
UniRef50_Q7MM17	63.7756
UniRef50_Q7MM17|unclassified	63.7756
UniRef50_W8L4L7	63.7534
UniRef50_W8L4L7|unclassified	63.7534
UniRef50_UPI00035CCE7C: hypothetical protein, partial	63.7293
UniRef50_UPI00035CCE7C: hypothetical protein, partial|unclassified	63.7293
UniRef50_UPI000237CA67: CotA-like multicopper oxidase	63.5195
UniRef50_UPI000237CA67: CotA-like multicopper oxidase|unclassified	63.5195
UniRef50_T5KV16: Cytochrome C biogenesis protein (Fragment)	63.4006
UniRef50_T5KV16: Cytochrome C biogenesis protein (Fragment)|unclassified	63.4006
UniRef50_B5EIT6: Cytochrome c	63.3067
UniRef50_B5EIT6: Cytochrome c|unclassified	63.3067
UniRef50_UPI00045E7A5A: hypothetical protein	63.2519
UniRef50_UPI00045E7A5A: hypothetical protein|unclassified	63.2519
UniRef50_Q0AT76	63.165
UniRef50_Q0AT76|unclassified	63.165
UniRef50_Q222N6	63.0259
UniRef50_Q222N6|unclassified	63.0259
UniRef50_I5BZ35	63.0009
UniRef50_I5BZ35|unclassified	63.0009
UniRef50_H5WQS0	62.847
UniRef50_H5WQS0|unclassified	62.847
UniRef50_A9B1R9: Heat shock protein DnaJ domain protein	62.8065
UniRef50_A9B1R9: Heat shock protein DnaJ domain protein|unclassified	62.8065
UniRef50_Q8VQB0: Cytochrome c (Fragment)	62.7039
UniRef50_Q8VQB0: Cytochrome c (Fragment)|unclassified	62.7039
UniRef50_UPI0003B2F44C: multicopper oxidase	62.6259
UniRef50_UPI0003B2F44C: multicopper oxidase|unclassified	62.6259
UniRef50_UPI0003B669CB: hypothetical protein	62.6083
UniRef50_UPI0003B669CB: hypothetical protein|unclassified	62.6083
UniRef50_UPI00016AFFD0: cation-transporting ATPase membrane protein, partial	62.6081
UniRef50_UPI00016AFFD0: cation-transporting ATPase membrane protein, partial|unclassified	62.6081
UniRef50_F8A3K0: Cytochrome c oxidase caa3-type, assembly factor CtaG-related protein	62.5956
UniRef50_F8A3K0: Cytochrome c oxidase caa3-type, assembly factor CtaG-related protein|unclassified	62.5956
UniRef50_UPI000370579F: hypothetical protein	62.4403
UniRef50_UPI000370579F: hypothetical protein|unclassified	62.4403
UniRef50_A5GBC9	62.3422
UniRef50_A5GBC9|unclassified	62.3422
UniRef50_A4A3M6	62.2802
UniRef50_A4A3M6|unclassified	62.2802
UniRef50_D6Z1N3: Cytochrome C family protein	62.2202
UniRef50_D6Z1N3: Cytochrome C family protein|unclassified	62.2202
UniRef50_A7HBD4: Cytochrome C family protein	62.123
UniRef50_A7HBD4: Cytochrome C family protein|unclassified	62.123
UniRef50_UPI0004795286: hypothetical protein	62.0953
UniRef50_UPI0004795286: hypothetical protein|unclassified	62.0953
UniRef50_S6JNF9: Cytochrome c-type biogenesis protein	61.9446
UniRef50_S6JNF9: Cytochrome c-type biogenesis protein|unclassified	61.9446
UniRef50_G0QA67	61.9285
UniRef50_G0QA67|unclassified	61.9285
UniRef50_D3PCA9: Multiheme c-type cytochrome	61.7837
UniRef50_D3PCA9: Multiheme c-type cytochrome|unclassified	61.7837
UniRef50_C4WDY2: Copper resistance protein D	61.7253
UniRef50_C4WDY2: Copper resistance protein D|unclassified	61.7253
UniRef50_A5GK82: Predicted metal-binding protein	61.5132
UniRef50_A5GK82: Predicted metal-binding protein|unclassified	61.5132
UniRef50_L5WHA3: Multicopper oxidase	61.4163
UniRef50_L5WHA3: Multicopper oxidase|unclassified	61.4163
UniRef50_UPI00047197E5: hypothetical protein, partial	61.319
UniRef50_UPI00047197E5: hypothetical protein, partial|unclassified	61.319
UniRef50_Q1YJ35	61.1707
UniRef50_Q1YJ35|unclassified	61.1707
UniRef50_UPI000255B47C: Bcr/CflA subfamily drug resistance transporter	61.1462
UniRef50_UPI000255B47C: Bcr/CflA subfamily drug resistance transporter|unclassified	61.1462
UniRef50_Q0FSN2	61.1275
UniRef50_Q0FSN2|unclassified	61.1275
UniRef50_UPI0003B4DA32: hypothetical protein	60.9935
UniRef50_UPI0003B4DA32: hypothetical protein|unclassified	60.9935
UniRef50_UPI00038F84CB: Copper-exporting P-type ATPase A, partial	60.9631
UniRef50_UPI00038F84CB: Copper-exporting P-type ATPase A, partial|unclassified	60.9631
UniRef50_Q02JW6	60.7954
UniRef50_Q02JW6|unclassified	60.7954
UniRef50_UPI0002260A14: copper resistance protein A, partial	60.7872
UniRef50_UPI0002260A14: copper resistance protein A, partial|unclassified	60.7872
UniRef50_UPI00037E1087: hypothetical protein	60.6966
UniRef50_UPI00037E1087: hypothetical protein|unclassified	60.6966
UniRef50_UPI00030A5CA5: hypothetical protein	60.6576
UniRef50_UPI00030A5CA5: hypothetical protein|unclassified	60.6576
UniRef50_G2TFP6: TPR repeat-containing protein	60.6279
UniRef50_G2TFP6: TPR repeat-containing protein|unclassified	60.6279
UniRef50_A3MU40	60.5768
UniRef50_A3MU40|unclassified	60.5768
UniRef50_R6JYT7	60.4981
UniRef50_R6JYT7|unclassified	60.4981
UniRef50_UPI0003B431A9: MerR family transcriptional regulator	60.3879
UniRef50_UPI0003B431A9: MerR family transcriptional regulator|unclassified	60.3879
UniRef50_UPI0003685202: hypothetical protein	60.3486
UniRef50_UPI0003685202: hypothetical protein|unclassified	60.3486
UniRef50_B9M4K8: Cytochrome C family protein	60.2931
UniRef50_B9M4K8: Cytochrome C family protein|unclassified	60.2931
UniRef50_A7HBH8	60.2042
UniRef50_A7HBH8|unclassified	60.2042
UniRef50_Q748V2: Lipoprotein cytochrome c	60.1308
UniRef50_Q748V2: Lipoprotein cytochrome c|unclassified	60.1308
UniRef50_L0GXP1	60.0178
UniRef50_L0GXP1|unclassified	60.0178
UniRef50_A4BHE7: Cytochrome c-type biogenesis protein CcmH	59.9944
UniRef50_A4BHE7: Cytochrome c-type biogenesis protein CcmH|unclassified	59.9944
UniRef50_K8X8J0	59.974
UniRef50_K8X8J0|unclassified	59.974
UniRef50_T1BH12: Nitrite reductase, copper-containing (Fragment)	59.8425
UniRef50_T1BH12: Nitrite reductase, copper-containing (Fragment)|unclassified	59.8425
UniRef50_S9PIK3: Cytochrome c family protein	59.8137
UniRef50_S9PIK3: Cytochrome c family protein|unclassified	59.8137
UniRef50_B6WT74	59.7199
UniRef50_B6WT74|unclassified	59.7199
UniRef50_UPI00046FDB5A: hypothetical protein	59.6862
UniRef50_UPI00046FDB5A: hypothetical protein|unclassified	59.6862
UniRef50_D5WYH1: Cytochrome c family protein	59.6291
UniRef50_D5WYH1: Cytochrome c family protein|unclassified	59.6291
UniRef50_UPI0003B743B9: hypothetical protein	59.5942
UniRef50_UPI0003B743B9: hypothetical protein|unclassified	59.5942
UniRef50_D0LN70	59.5546
UniRef50_D0LN70|unclassified	59.5546
UniRef50_A5G8M2	59.5368
UniRef50_A5G8M2|unclassified	59.5368
UniRef50_H0BZ21	59.5299
UniRef50_H0BZ21|unclassified	59.5299
UniRef50_U1ER99	59.5087
UniRef50_U1ER99|unclassified	59.5087
UniRef50_W6ZS82: Glutamate synthase	59.5047
UniRef50_W6ZS82: Glutamate synthase|unclassified	59.5047
UniRef50_UPI00034DAFB8: ATPase P	59.4867
UniRef50_UPI00034DAFB8: ATPase P|unclassified	59.4867
UniRef50_Q0B8W9	59.4271
UniRef50_Q0B8W9|unclassified	59.4271
UniRef50_Q1D7D9: Cytochrome c-type biogenesis protein, CcmH/CycL/Ccl2/NrfF family	59.2772
UniRef50_Q1D7D9: Cytochrome c-type biogenesis protein, CcmH/CycL/Ccl2/NrfF family|unclassified	59.2772
UniRef50_A5G705: Cytochrome C family protein	59.2285
UniRef50_A5G705: Cytochrome C family protein|unclassified	59.2285
UniRef50_F0EPT7	59.2061
UniRef50_F0EPT7|unclassified	59.2061
UniRef50_Q2SF40: Predicted membrane protein	59.1801
UniRef50_Q2SF40: Predicted membrane protein|unclassified	59.1801
UniRef50_G8NYJ8	59.0312
UniRef50_G8NYJ8|unclassified	59.0312
UniRef50_A3ZY60: Probable cytochrome c-554	58.89
UniRef50_A3ZY60: Probable cytochrome c-554|unclassified	58.89
UniRef50_D0LK57: Cytochrome c family protein	58.8833
UniRef50_D0LK57: Cytochrome c family protein|unclassified	58.8833
UniRef50_F5T323: Putative metal-binding protein	58.8647
UniRef50_F5T323: Putative metal-binding protein|unclassified	58.8647
UniRef50_K2AX63	58.8423
UniRef50_K2AX63|unclassified	58.8423
UniRef50_UPI000370775A: hypothetical protein	58.8053
UniRef50_UPI000370775A: hypothetical protein|unclassified	58.8053
UniRef50_W8L8K4	58.7838
UniRef50_W8L8K4|unclassified	58.7838
UniRef50_A7H6V1: Cytochrome C family protein	58.7552
UniRef50_A7H6V1: Cytochrome C family protein|unclassified	58.7552
UniRef50_Q21UG1	58.7109
UniRef50_Q21UG1|unclassified	58.7109
UniRef50_UPI0003624AC5: hypothetical protein	58.6486
UniRef50_UPI0003624AC5: hypothetical protein|unclassified	58.6486
UniRef50_UPI00035F8419: hypothetical protein	58.6381
UniRef50_UPI00035F8419: hypothetical protein|unclassified	58.6381
UniRef50_A0A011MUK6	58.5769
UniRef50_A0A011MUK6|unclassified	58.5769
UniRef50_X0XHA2: Marine sediment metagenome DNA, contig: S01H1_S29650 (Fragment)	58.4192
UniRef50_X0XHA2: Marine sediment metagenome DNA, contig: S01H1_S29650 (Fragment)|unclassified	58.4192
UniRef50_UPI000367B294: hypothetical protein	58.3696
UniRef50_UPI000367B294: hypothetical protein|unclassified	58.3696
UniRef50_A0YC58: Cytochrome c biogenesis factor	58.3612
UniRef50_A0YC58: Cytochrome c biogenesis factor|unclassified	58.3612
UniRef50_UPI0004679D75: hypothetical protein	58.3435
UniRef50_UPI0004679D75: hypothetical protein|unclassified	58.3435
UniRef50_UPI0003690D29: hypothetical protein	58.1914
UniRef50_UPI0003690D29: hypothetical protein|unclassified	58.1914
UniRef50_X0USQ1: Marine sediment metagenome DNA, contig: S01H1_S05323 (Fragment)	58.1045
UniRef50_X0USQ1: Marine sediment metagenome DNA, contig: S01H1_S05323 (Fragment)|unclassified	58.1045
UniRef50_UPI0004646764: hypothetical protein	57.9808
UniRef50_UPI0004646764: hypothetical protein|unclassified	57.9808
UniRef50_R7D4B5	57.9629
UniRef50_R7D4B5|unclassified	57.9629
UniRef50_Q2VZG8: Cytochrome c-type biogenesis protein cycH	57.8899
UniRef50_Q2VZG8: Cytochrome c-type biogenesis protein cycH|unclassified	57.8899
UniRef50_UPI0003F6A5E4: hypothetical protein	57.6873
UniRef50_UPI0003F6A5E4: hypothetical protein|unclassified	57.6873
UniRef50_A0A011NQW6	57.6779
UniRef50_A0A011NQW6|unclassified	57.6779
UniRef50_UPI0004628066: hypothetical protein	57.6024
UniRef50_UPI0004628066: hypothetical protein|unclassified	57.6024
UniRef50_UPI00047AEF2E: copper oxidase	57.5708
UniRef50_UPI00047AEF2E: copper oxidase|unclassified	57.5708
UniRef50_Q21JJ1: Tetratricopeptide TPR_2	57.5061
UniRef50_Q21JJ1: Tetratricopeptide TPR_2|unclassified	57.5061
UniRef50_S6L0G1	57.4431
UniRef50_S6L0G1|unclassified	57.4431
UniRef50_UPI00047DA2C5: hypothetical protein	57.3896
UniRef50_UPI00047DA2C5: hypothetical protein|unclassified	57.3896
UniRef50_UPI0003B5328A: nitrite reductase	57.388
UniRef50_UPI0003B5328A: nitrite reductase|unclassified	57.388
UniRef50_UPI00046FE993: hypothetical protein	57.231
UniRef50_UPI00046FE993: hypothetical protein|unclassified	57.231
UniRef50_I0HRB7: Cytochrome c-type biogenesis protein CcmH	57.2074
UniRef50_I0HRB7: Cytochrome c-type biogenesis protein CcmH|unclassified	57.2074
UniRef50_UPI00035CFB09: hypothetical protein	57.1233
