# Gene Family	SampleCopper_homeostasis_Abundance-RPKs
UniRef50_A7I3W3|unclassified	15.3425966856
UniRef50_J2ICG5: Cytochrome c-type biogenesis protein CcmI	15.3311105259
UniRef50_J2ICG5: Cytochrome c-type biogenesis protein CcmI|unclassified	15.3311105259
UniRef50_Q1IYY9: Cytochrome C biogenesis protein	15.3261699188
UniRef50_Q1IYY9: Cytochrome C biogenesis protein|unclassified	15.3261699188
UniRef50_UPI0003B5D200: ATPase P	15.3180045995
UniRef50_UPI0003B5D200: ATPase P|unclassified	15.3180045995
UniRef50_A5GES9	15.3171567867
UniRef50_A5GES9|unclassified	15.3171567867
UniRef50_A3K5E9: Cytochrome c family protein	15.3095522785
UniRef50_A3K5E9: Cytochrome c family protein|unclassified	15.3095522785
UniRef50_B1Y783	15.2963392871
UniRef50_B1Y783|unclassified	15.2963392871
UniRef50_Q1GQ21	15.2961781077
UniRef50_Q1GQ21|unclassified	15.2961781077
UniRef50_L7FQL3: C-type cytochrome biogenesis protein (Fragment)	15.2734264861
UniRef50_L7FQL3: C-type cytochrome biogenesis protein (Fragment)|unclassified	15.2734264861
UniRef50_UPI0003651249: hypothetical protein	15.2652319938
UniRef50_UPI0003651249: hypothetical protein|unclassified	15.2652319938
UniRef50_S4PRS5: Copper-transporting ATPase 1 (Fragment)	15.2468011590
UniRef50_S4PRS5: Copper-transporting ATPase 1 (Fragment)|unclassified	15.2468011590
UniRef50_D6Z1P2: Cytochrome C family protein	15.2378607396
UniRef50_D6Z1P2: Cytochrome C family protein|unclassified	15.2378607396
UniRef50_D7DMC1: Cytochrome C biogenesis protein	15.2143293889
UniRef50_D7DMC1: Cytochrome C biogenesis protein|unclassified	15.2143293889
UniRef50_Q478Y5: Diguanylate cyclase	15.1759741003
UniRef50_Q478Y5: Diguanylate cyclase|unclassified	15.1759741003
UniRef50_Q08YY0	15.1469860820
UniRef50_Q08YY0|unclassified	15.1469860820
UniRef50_A5G2G4: Cytochrome C biogenesis protein	15.1468112679
UniRef50_A5G2G4: Cytochrome C biogenesis protein|unclassified	15.1468112679
UniRef50_UPI000475EE77: histidine kinase	15.1434476732
UniRef50_UPI000475EE77: histidine kinase|unclassified	15.1434476732
UniRef50_UPI0002DE0AF4: hypothetical protein	15.1081786829
UniRef50_UPI0002DE0AF4: hypothetical protein|unclassified	15.1081786829
UniRef50_A5G871: Cytochrome C family protein	15.1076683472
UniRef50_A5G871: Cytochrome C family protein|unclassified	15.1076683472
UniRef50_X8APS4: Cytochrome c oxidase caa3 assembly factor family protein	15.0901687531
UniRef50_X8APS4: Cytochrome c oxidase caa3 assembly factor family protein|unclassified	15.0901687531
UniRef50_S6M0P6	15.0261257282
UniRef50_S6M0P6|unclassified	15.0261257282
UniRef50_UPI00047DA931: magnesium transporter	14.9902280083
UniRef50_UPI00047DA931: magnesium transporter|unclassified	14.9902280083
UniRef50_A6W0T2: Cytochrome C biogenesis protein	14.9658944093
UniRef50_A6W0T2: Cytochrome C biogenesis protein|unclassified	14.9658944093
UniRef50_UPI0003B31F76: hypothetical protein	14.9615953308
UniRef50_UPI0003B31F76: hypothetical protein|unclassified	14.9615953308
UniRef50_M3HID0	14.9369397193
UniRef50_M3HID0|unclassified	14.9369397193
UniRef50_L9PNH8: CcmH-like cytochrome C biogenesis protein	14.8970073834
UniRef50_L9PNH8: CcmH-like cytochrome C biogenesis protein|unclassified	14.8970073834
UniRef50_A0A038HLF5	14.8884398573
UniRef50_A0A038HLF5|unclassified	14.8884398573
UniRef50_UPI000237EBA7: multicopper oxidase	14.8825181227
UniRef50_UPI000237EBA7: multicopper oxidase|unclassified	14.8825181227
UniRef50_Q7R754	14.8804910343
UniRef50_Q7R754|unclassified	14.8804910343
UniRef50_B8GRG1	14.8774807658
UniRef50_B8GRG1|unclassified	14.8774807658
UniRef50_V4JJ18	14.8411779919
UniRef50_V4JJ18|unclassified	14.8411779919
UniRef50_V5HHH0	14.8365599735
UniRef50_V5HHH0|unclassified	14.8365599735
UniRef50_J9SQI3: Laccase-like multicopper oxidase type 2 (Fragment)	14.8300628707
UniRef50_J9SQI3: Laccase-like multicopper oxidase type 2 (Fragment)|unclassified	14.8300628707
UniRef50_A2SF31: TPR repeat protein	14.7867314964
UniRef50_A2SF31: TPR repeat protein|unclassified	14.7867314964
UniRef50_C7PA16: Putative lipoprotein	14.7865926841
UniRef50_C7PA16: Putative lipoprotein|unclassified	14.7865926841
UniRef50_Q749L8: Cytochrome c	14.7591613676
UniRef50_Q749L8: Cytochrome c|unclassified	14.7591613676
UniRef50_UPI0004740322: hypothetical protein, partial	14.7401021700
UniRef50_UPI0004740322: hypothetical protein, partial|unclassified	14.7401021700
UniRef50_UPI00037A5C97: hypothetical protein	14.7017335299
UniRef50_UPI00037A5C97: hypothetical protein|unclassified	14.7017335299
UniRef50_UPI00047A6AFF: hypothetical protein	14.6731076651
UniRef50_UPI00047A6AFF: hypothetical protein|unclassified	14.6731076651
UniRef50_UPI000377C875: hypothetical protein	14.6563375541
UniRef50_UPI000377C875: hypothetical protein|unclassified	14.6563375541
UniRef50_A5G560	14.6409363810
UniRef50_A5G560|unclassified	14.6409363810
UniRef50_UPI00047DF810: hypothetical protein	14.6408715670
UniRef50_UPI00047DF810: hypothetical protein|unclassified	14.6408715670
UniRef50_A0LD94	14.6308745699
UniRef50_A0LD94|unclassified	14.6308745699
UniRef50_F3G9D2: Copper-translocating P-type ATPase:heavy metal translocating P-type ATPase (Fragment)	14.6043256235
UniRef50_F3G9D2: Copper-translocating P-type ATPase:heavy metal translocating P-type ATPase (Fragment)|unclassified	14.6043256235
UniRef50_A0A015K7C6	14.5863333286
UniRef50_A0A015K7C6|unclassified	14.5863333286
UniRef50_Q39Y60: Cytochrome c	14.5462821302
UniRef50_Q39Y60: Cytochrome c|unclassified	14.5462821302
UniRef50_X1FUN5: Marine sediment metagenome DNA, contig: S03H2_L09677 (Fragment)	14.5444628168
UniRef50_X1FUN5: Marine sediment metagenome DNA, contig: S03H2_L09677 (Fragment)|unclassified	14.5444628168
UniRef50_Q39Y51: Cytochrome c	14.5406019181
UniRef50_Q39Y51: Cytochrome c|unclassified	14.5406019181
UniRef50_UPI00037221D6: hypothetical protein	14.5167853270
UniRef50_UPI00037221D6: hypothetical protein|unclassified	14.5167853270
UniRef50_C0GG45: Cytochrome C family protein	14.5131338008
UniRef50_C0GG45: Cytochrome C family protein|unclassified	14.5131338008
UniRef50_UPI0003B72B05: E1-E2 ATPase	14.5020452347
UniRef50_UPI0003B72B05: E1-E2 ATPase|unclassified	14.5020452347
UniRef50_B9M7F4	14.4965970936
UniRef50_B9M7F4|unclassified	14.4965970936
UniRef50_C0QRD2: Cytochrome C family protein	14.4901871515
UniRef50_C0QRD2: Cytochrome C family protein|unclassified	14.4901871515
UniRef50_B8CTQ1: Cytochrome c biogenesis protein	14.4525922372
UniRef50_B8CTQ1: Cytochrome c biogenesis protein|unclassified	14.4525922372
UniRef50_F3LHM6: CopG protein	14.4416541696
UniRef50_F3LHM6: CopG protein|unclassified	14.4416541696
UniRef50_UPI000365A093: hypothetical protein	14.4355388132
UniRef50_UPI000365A093: hypothetical protein|unclassified	14.4355388132
UniRef50_UPI000375DACE: cytochrome C	14.4245271936
UniRef50_UPI000375DACE: cytochrome C|unclassified	14.4245271936
UniRef50_UPI000475E98B: hypothetical protein	14.3939978649
UniRef50_UPI000475E98B: hypothetical protein|unclassified	14.3939978649
UniRef50_UPI00037B55F3: hypothetical protein	14.3888992652
UniRef50_UPI00037B55F3: hypothetical protein|unclassified	14.3888992652
UniRef50_A1RH19	14.3854277208
UniRef50_A1RH19|unclassified	14.3854277208
UniRef50_E3I2X8	14.3842708034
UniRef50_E3I2X8|unclassified	14.3842708034
UniRef50_UPI0003B55A28: peptidoglycan-binding protein	14.3748026967
UniRef50_UPI0003B55A28: peptidoglycan-binding protein|unclassified	14.3748026967
UniRef50_Q21JJ2: Cytochrome C biogenesis protein	14.3636387231
UniRef50_Q21JJ2: Cytochrome C biogenesis protein|unclassified	14.3636387231
UniRef50_UPI0003FFE32A: cytochrome C	14.3533839545
UniRef50_UPI0003FFE32A: cytochrome C|unclassified	14.3533839545
UniRef50_UPI0003FB9E91: hypothetical protein	14.3513086255
UniRef50_UPI0003FB9E91: hypothetical protein|unclassified	14.3513086255
UniRef50_E8WRU3: Cytochrome C family protein	14.3381618711
UniRef50_E8WRU3: Cytochrome C family protein|unclassified	14.3381618711
UniRef50_B9M7X2: Cytochrome C family protein	14.3071403366
UniRef50_B9M7X2: Cytochrome C family protein|unclassified	14.3071403366
UniRef50_UPI0003B637BF: thiol-disulfide oxidoreductase	14.2878915867
UniRef50_UPI0003B637BF: thiol-disulfide oxidoreductase|unclassified	14.2878915867
UniRef50_UPI00037660BA: hypothetical protein	14.2634856120
UniRef50_UPI00037660BA: hypothetical protein|unclassified	14.2634856120
UniRef50_UPI000288AC86: hypothetical protein	14.2381095402
UniRef50_UPI000288AC86: hypothetical protein|unclassified	14.2381095402
UniRef50_UPI00047ED6D1: cytochrome C biogenesis protein	14.2285389691
UniRef50_UPI00047ED6D1: cytochrome C biogenesis protein|unclassified	14.2285389691
UniRef50_UPI000466A9CB: transcriptional regulator	14.2263061761
UniRef50_UPI000466A9CB: transcriptional regulator|unclassified	14.2263061761
UniRef50_B1Y8B1: Diguanylate cyclase	14.2260088636
UniRef50_B1Y8B1: Diguanylate cyclase|unclassified	14.2260088636
UniRef50_A0A031S0S3	14.2025687369
UniRef50_A0A031S0S3|unclassified	14.2025687369
UniRef50_UPI00036D626F: hypothetical protein	14.1911963809
UniRef50_UPI00036D626F: hypothetical protein|unclassified	14.1911963809
UniRef50_L6QZP5: L,D-transpeptidase	14.1774885976
UniRef50_L6QZP5: L,D-transpeptidase|unclassified	14.1774885976
UniRef50_B5EHG1: Cytochrome c	14.1653677564
UniRef50_B5EHG1: Cytochrome c|unclassified	14.1653677564
UniRef50_A1WWS6: Cytochrome C biogenesis protein	14.1588996227
UniRef50_A1WWS6: Cytochrome C biogenesis protein|unclassified	14.1588996227
UniRef50_D5ZS19: Transport integral membrane protein	14.1069724092
UniRef50_D5ZS19: Transport integral membrane protein|unclassified	14.1069724092
UniRef50_UPI00046FDAA6: hypothetical protein	14.0816436693
UniRef50_UPI00046FDAA6: hypothetical protein|unclassified	14.0816436693
UniRef50_A0A011MQT1	14.0724486807
UniRef50_A0A011MQT1|unclassified	14.0724486807
UniRef50_S6I0A9	14.0445170438
UniRef50_S6I0A9|unclassified	14.0445170438
UniRef50_A9I317: Cytochrome C-type biogenesis protein	14.0258935494
UniRef50_A9I317: Cytochrome C-type biogenesis protein|unclassified	14.0258935494
UniRef50_A3ZRT5	14.0182292871
UniRef50_A3ZRT5|unclassified	14.0182292871
UniRef50_R6LBR7	13.9784094160
UniRef50_R6LBR7|unclassified	13.9784094160
UniRef50_J2X6H4	13.9543356796
UniRef50_J2X6H4|unclassified	13.9543356796
UniRef50_B8GHY4: Fibronectin type III domain protein	13.9375333093
UniRef50_B8GHY4: Fibronectin type III domain protein|unclassified	13.9375333093
UniRef50_UPI0003692B92: hypothetical protein	13.9267992756
UniRef50_UPI0003692B92: hypothetical protein|unclassified	13.9267992756
UniRef50_UPI0003740765: hypothetical protein	13.9128584103
UniRef50_UPI0003740765: hypothetical protein|unclassified	13.9128584103
UniRef50_E1NAG4	13.9007340734
UniRef50_E1NAG4|unclassified	13.9007340734
UniRef50_J4WND2: ATP synthase F0, subunit B	13.9002492192
UniRef50_J4WND2: ATP synthase F0, subunit B|unclassified	13.9002492192
UniRef50_A5G8E0	13.8888386799
UniRef50_A5G8E0|unclassified	13.8888386799
UniRef50_G3CHR8: Copper resistance protein B (Fragment)	13.8748759579
UniRef50_G3CHR8: Copper resistance protein B (Fragment)|unclassified	13.8748759579
UniRef50_N9QM81	13.8528091631
UniRef50_N9QM81|unclassified	13.8528091631
UniRef50_F5YXW0	13.8523614546
UniRef50_F5YXW0|unclassified	13.8523614546
UniRef50_Q1LNJ1	13.8105018818
UniRef50_Q1LNJ1|unclassified	13.8105018818
UniRef50_M7NJU9: Cytochrome c oxidase caa3 assembly factor	13.8093198086
UniRef50_M7NJU9: Cytochrome c oxidase caa3 assembly factor|unclassified	13.8093198086
UniRef50_UPI000373F812: hypothetical protein	13.8030585593
UniRef50_UPI000373F812: hypothetical protein|unclassified	13.8030585593
UniRef50_UPI0002197354: uracil phosphoribosyltransferase	13.7872077043
UniRef50_UPI0002197354: uracil phosphoribosyltransferase|unclassified	13.7872077043
UniRef50_UPI00036FB785: hypothetical protein	13.7647518948
UniRef50_UPI00036FB785: hypothetical protein|unclassified	13.7647518948
UniRef50_X3EN02: L,D-transpeptidase	13.7485769901
UniRef50_X3EN02: L,D-transpeptidase|unclassified	13.7485769901
UniRef50_D5V610	13.7420135121
UniRef50_D5V610|unclassified	13.7420135121
UniRef50_K9V734	13.7238319176
UniRef50_K9V734|unclassified	13.7238319176
UniRef50_D3PCA5: Multiheme c-type cytochrome	13.7063646887
UniRef50_D3PCA5: Multiheme c-type cytochrome|unclassified	13.7063646887
UniRef50_E3F2M6	13.6872144386
UniRef50_E3F2M6|unclassified	13.6872144386
UniRef50_A3SLK3	13.6831938872
UniRef50_A3SLK3|unclassified	13.6831938872
UniRef50_UPI00038F646F: Response regulator MprA	13.6746639482
UniRef50_UPI00038F646F: Response regulator MprA|unclassified	13.6746639482
UniRef50_UPI000363823A: hypothetical protein	13.6697596239
UniRef50_UPI000363823A: hypothetical protein|unclassified	13.6697596239
UniRef50_UPI0003B71E1B: multicopper oxidase	13.6682065272
UniRef50_UPI0003B71E1B: multicopper oxidase|unclassified	13.6682065272
UniRef50_UPI00037CB2DC: hypothetical protein	13.6624713269
UniRef50_UPI00037CB2DC: hypothetical protein|unclassified	13.6624713269
UniRef50_UPI0003A495D1: hypothetical protein	13.6552826755
UniRef50_UPI0003A495D1: hypothetical protein|unclassified	13.6552826755
UniRef50_A1VFR2: Cytochrome c family protein	13.6549364838
UniRef50_A1VFR2: Cytochrome c family protein|unclassified	13.6549364838
UniRef50_Q2W8L1	13.6542803920
UniRef50_Q2W8L1|unclassified	13.6542803920
UniRef50_UPI000379280B: hypothetical protein	13.6422647183
UniRef50_UPI000379280B: hypothetical protein|unclassified	13.6422647183
UniRef50_UPI0002E96822: hypothetical protein	13.6394735533
UniRef50_UPI0002E96822: hypothetical protein|unclassified	13.6394735533
UniRef50_E3I1N6: Cytochrome c-type biogenesis protein CcmI	13.5838753289
UniRef50_E3I1N6: Cytochrome c-type biogenesis protein CcmI|unclassified	13.5838753289
UniRef50_UPI000466023A: hypothetical protein	13.5540812065
UniRef50_UPI000466023A: hypothetical protein|unclassified	13.5540812065
UniRef50_Q05RU2	13.5435060304
UniRef50_Q05RU2|unclassified	13.5435060304
UniRef50_D3S9U3	13.5208701022
UniRef50_D3S9U3|unclassified	13.5208701022
UniRef50_W7VNW5	13.5156878520
UniRef50_W7VNW5|unclassified	13.5156878520
UniRef50_UPI000369876A: hypothetical protein	13.4963811301
UniRef50_UPI000369876A: hypothetical protein|unclassified	13.4963811301
UniRef50_UPI0003063692: hypothetical protein	13.4865035622
UniRef50_UPI0003063692: hypothetical protein|unclassified	13.4865035622
UniRef50_UPI00037CA95D: hypothetical protein	13.4785032155
UniRef50_UPI00037CA95D: hypothetical protein|unclassified	13.4785032155
UniRef50_M5DWU3	13.4601383481
UniRef50_M5DWU3|unclassified	13.4601383481
UniRef50_UPI00021922AD: cation transport ATPase, partial	13.4265803612
UniRef50_UPI00021922AD: cation transport ATPase, partial|unclassified	13.4265803612
UniRef50_UPI00035FAAB9: hypothetical protein	13.4158911532
UniRef50_UPI00035FAAB9: hypothetical protein|unclassified	13.4158911532
UniRef50_W1JLM6	13.4157877193
UniRef50_W1JLM6|unclassified	13.4157877193
UniRef50_UPI000376BCBD: hypothetical protein	13.3998268369
UniRef50_UPI000376BCBD: hypothetical protein|unclassified	13.3998268369
UniRef50_A9IEZ4: Predicted metal-binding protein	13.3818677879
UniRef50_A9IEZ4: Predicted metal-binding protein|unclassified	13.3818677879
UniRef50_C0D2L6	13.3701825832
UniRef50_C0D2L6|unclassified	13.3701825832
UniRef50_F7QBL0: C-type cytochrome biosis protein	13.3696268530
UniRef50_F7QBL0: C-type cytochrome biosis protein|unclassified	13.3696268530
UniRef50_C5BHY7: Cytochrome c-type biogenesis protein CcmI	13.3614616205
UniRef50_C5BHY7: Cytochrome c-type biogenesis protein CcmI|unclassified	13.3614616205
UniRef50_A1BC25: Nuclear export factor GLE1	13.3078615664
UniRef50_A1BC25: Nuclear export factor GLE1|unclassified	13.3078615664
UniRef50_UPI00030EF58D: hypothetical protein	13.3049705530
UniRef50_UPI00030EF58D: hypothetical protein|unclassified	13.3049705530
UniRef50_M5JSW9	13.3004469968
UniRef50_M5JSW9|unclassified	13.3004469968
UniRef50_Q0FSN0	13.2552311922
UniRef50_Q0FSN0|unclassified	13.2552311922
UniRef50_UPI0004756F4F: hypothetical protein, partial	13.2156524495
UniRef50_UPI0004756F4F: hypothetical protein, partial|unclassified	13.2156524495
UniRef50_UPI0003792AE5: hypothetical protein, partial	13.2024839606
UniRef50_UPI0003792AE5: hypothetical protein, partial|unclassified	13.2024839606
UniRef50_S4XQJ1	13.1770380543
UniRef50_S4XQJ1|unclassified	13.1770380543
UniRef50_UPI000416C57C: hypothetical protein	13.1762062333
UniRef50_UPI000416C57C: hypothetical protein|unclassified	13.1762062333
UniRef50_Q0F3R0: Cytochrome c family protein	13.1750611546
UniRef50_Q0F3R0: Cytochrome c family protein|unclassified	13.1750611546
UniRef50_B2IGT7: Cytochrome c-type biogenesis protein CcmI	13.1578638783
UniRef50_B2IGT7: Cytochrome c-type biogenesis protein CcmI|unclassified	13.1578638783
UniRef50_A0A059IHM0	13.1420406930
UniRef50_A0A059IHM0|unclassified	13.1420406930
UniRef50_UPI00046793F1: cytochrome C biogenesis protein CcmI	13.1385474869
UniRef50_UPI00046793F1: cytochrome C biogenesis protein CcmI|unclassified	13.1385474869
UniRef50_G4AZA3	13.1084107325
UniRef50_G4AZA3|unclassified	13.1084107325
UniRef50_F4AUU8	13.0798046955
UniRef50_F4AUU8|unclassified	13.0798046955
UniRef50_A0A016XCN4: Diguanylate cyclase	13.0674321905
UniRef50_A0A016XCN4: Diguanylate cyclase|unclassified	13.0674321905
UniRef50_L8JR17: Pollen allergen Poa pIX/Phl pVI	13.0423301201
UniRef50_L8JR17: Pollen allergen Poa pIX/Phl pVI|unclassified	13.0423301201
UniRef50_UPI00036C1A0F: hypothetical protein, partial	13.0311790684
UniRef50_UPI00036C1A0F: hypothetical protein, partial|unclassified	13.0311790684
UniRef50_X8FQ73: Cytochrome c oxidase caa3 assembly factor family protein	13.0111972755
UniRef50_X8FQ73: Cytochrome c oxidase caa3 assembly factor family protein|unclassified	13.0111972755
UniRef50_C8WQP0	13.0111133235
UniRef50_C8WQP0|unclassified	13.0111133235
UniRef50_UPI00047A6C2B: hypothetical protein	13.0056983206
UniRef50_UPI00047A6C2B: hypothetical protein|unclassified	13.0056983206
UniRef50_UPI00047A333D: hypothetical protein	12.9453466222
UniRef50_UPI00047A333D: hypothetical protein|unclassified	12.9453466222
UniRef50_UPI0002E79CC9: hypothetical protein	12.9350907308
UniRef50_UPI0002E79CC9: hypothetical protein|unclassified	12.9350907308
UniRef50_D1CC99: Cytochrome C biogenesis protein	12.9146170907
UniRef50_D1CC99: Cytochrome C biogenesis protein|unclassified	12.9146170907
UniRef50_D7DMC2: Cytochrome c-type biogenesis protein CcmI	12.8865645440
UniRef50_D7DMC2: Cytochrome c-type biogenesis protein CcmI|unclassified	12.8865645440
UniRef50_A7IQ11	12.8777798192
UniRef50_A7IQ11|unclassified	12.8777798192
UniRef50_I1YHK2: CopG protein	12.8758020730
UniRef50_I1YHK2: CopG protein|unclassified	12.8758020730
UniRef50_UPI0004083295: hypothetical protein	12.8266768068
UniRef50_UPI0004083295: hypothetical protein|unclassified	12.8266768068
UniRef50_X0QIU4: CopG protein	12.8180074631
UniRef50_X0QIU4: CopG protein|unclassified	12.8180074631
UniRef50_UPI0003747CFB: hypothetical protein	12.7979859354
UniRef50_UPI0003747CFB: hypothetical protein|unclassified	12.7979859354
