# Gene Family	SampleArginine_Biosynthesis_extended_Abundance-RPKs
UniRef50_J4RGC8|unclassified	6.8493150685
UniRef50_X8E0I4: Putative succinyl-diaminopimelate desuccinylase dapE	6.8493150685
UniRef50_X8E0I4: Putative succinyl-diaminopimelate desuccinylase dapE|unclassified	6.8493150685
UniRef50_UPI00037433E8: hypothetical protein	6.8335061255
UniRef50_UPI00037433E8: hypothetical protein|unclassified	6.8335061255
UniRef50_X0TYM2: Marine sediment metagenome DNA, contig: S01H1_L10469 (Fragment)	6.8279196832
UniRef50_X0TYM2: Marine sediment metagenome DNA, contig: S01H1_L10469 (Fragment)|unclassified	6.8279196832
UniRef50_UPI0003C79FF3: hypothetical protein, partial	6.7467338853
UniRef50_UPI0003C79FF3: hypothetical protein, partial|unclassified	6.7467338853
UniRef50_R7L367: N-acetyl-gamma-glutamyl-phosphate reductase	6.6962031191
UniRef50_R7L367: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	6.6962031191
UniRef50_UPI00018506D3: acetyltransferase	6.6826778302
UniRef50_UPI00018506D3: acetyltransferase|unclassified	6.6826778302
UniRef50_W0FT28	6.6667407416
UniRef50_W0FT28|unclassified	6.6667407416
UniRef50_E7CA68	6.6666666667
UniRef50_E7CA68|unclassified	6.6666666667
UniRef50_UPI00020D9276: aminotransferase class-III	6.6635471830
UniRef50_UPI00020D9276: aminotransferase class-III|unclassified	6.6635471830
UniRef50_UPI00038031F8: hypothetical protein	6.5919621027
UniRef50_UPI00038031F8: hypothetical protein|unclassified	6.5919621027
UniRef50_UPI000476605A: hypothetical protein, partial	6.5679538486
UniRef50_UPI000476605A: hypothetical protein, partial|unclassified	6.5679538486
UniRef50_UPI0004560823: hypothetical protein PFL1_03848	6.5641529063
UniRef50_UPI0004560823: hypothetical protein PFL1_03848|unclassified	6.5641529063
UniRef50_A5UQL7	6.4223303155
UniRef50_A5UQL7|unclassified	6.4223303155
UniRef50_T0Z6F8: Phosphoribosylglycinamide synthetase (Fragment)	6.4154192061
UniRef50_T0Z6F8: Phosphoribosylglycinamide synthetase (Fragment)|unclassified	6.4154192061
UniRef50_UPI0002E55491: hypothetical protein	6.3598191756
UniRef50_UPI0002E55491: hypothetical protein|unclassified	6.3598191756
UniRef50_A0A023KJD0	6.3447337642
UniRef50_A0A023KJD0|unclassified	6.3447337642
UniRef50_UPI00028A2D8B: acetylornithine deacetylase, partial	6.2732221600
UniRef50_UPI00028A2D8B: acetylornithine deacetylase, partial|unclassified	6.2732221600
UniRef50_R5PIY5	6.0289513267
UniRef50_R5PIY5|unclassified	6.0289513267
UniRef50_U3TXK3	6.0240963855
UniRef50_U3TXK3|unclassified	6.0240963855
UniRef50_UPI0003EAA6B9: PREDICTED: ornithine carbamoyltransferase, mitochondrial-like	5.9528995968
UniRef50_UPI0003EAA6B9: PREDICTED: ornithine carbamoyltransferase, mitochondrial-like|unclassified	5.9528995968
UniRef50_UPI0003B41365: 4-aminobutyrate aminotransferase	5.8507821008
UniRef50_UPI0003B41365: 4-aminobutyrate aminotransferase|unclassified	5.8507821008
UniRef50_UPI0002DAA5CE: hypothetical protein	5.8201152955
UniRef50_UPI0002DAA5CE: hypothetical protein|unclassified	5.8201152955
UniRef50_A3NAM3	5.7518759710
UniRef50_A3NAM3|unclassified	5.7518759710
UniRef50_D8MX17	5.7171475260
UniRef50_D8MX17|unclassified	5.7171475260
UniRef50_UPI00046E0026: PREDICTED: probable amino-acid acetyltransferase NAGS1, chloroplastic	5.6742747826
UniRef50_UPI00046E0026: PREDICTED: probable amino-acid acetyltransferase NAGS1, chloroplastic|unclassified	5.6742747826
UniRef50_UPI00040BF7BB: hypothetical protein	5.6534758980
UniRef50_UPI00040BF7BB: hypothetical protein|unclassified	5.6534758980
UniRef50_UPI0001BF7AA3: hypothetical protein SMAC_10201, partial	5.6195737964
UniRef50_UPI0001BF7AA3: hypothetical protein SMAC_10201, partial|unclassified	5.6195737964
UniRef50_UPI0002379B91: glutamine ABC transporter ATP-binding protein	5.5349436974
UniRef50_UPI0002379B91: glutamine ABC transporter ATP-binding protein|unclassified	5.5349436974
UniRef50_U1PA80	5.5248618785
UniRef50_U1PA80|unclassified	5.5248618785
UniRef50_UPI0003707494: hypothetical protein	5.5141255750
UniRef50_UPI0003707494: hypothetical protein|unclassified	5.5141255750
UniRef50_Q72T26: Ornithine carbamoyltransferase	5.3807692651
UniRef50_Q72T26: Ornithine carbamoyltransferase|unclassified	5.3807692651
UniRef50_A2WJA1: Acetylglutamate semialdehyde dehydrogenase	5.3484528143
UniRef50_A2WJA1: Acetylglutamate semialdehyde dehydrogenase|unclassified	5.3484528143
UniRef50_UPI000477907F: hypothetical protein	5.3391032509
UniRef50_UPI000477907F: hypothetical protein|unclassified	5.3391032509
UniRef50_A3K9K7	5.2837907372
UniRef50_A3K9K7|unclassified	5.2837907372
UniRef50_F3GZ99	5.1732905176
UniRef50_F3GZ99|unclassified	5.1732905176
UniRef50_UPI0003901246: hypothetical protein	5.1578067035
UniRef50_UPI0003901246: hypothetical protein|unclassified	5.1578067035
UniRef50_S9S9A4	5.1042834562
UniRef50_S9S9A4|unclassified	5.1042834562
UniRef50_UPI000476A87C: hypothetical protein, partial	5.0965914368
UniRef50_UPI000476A87C: hypothetical protein, partial|unclassified	5.0965914368
UniRef50_B8IWQ6	4.9504950495
UniRef50_B8IWQ6|unclassified	4.9504950495
UniRef50_UPI0002D70A03: hypothetical protein	4.9310001510
UniRef50_UPI0002D70A03: hypothetical protein|unclassified	4.9310001510
UniRef50_P94427: Probable 4-aminobutyrate aminotransferase	4.8552832700
UniRef50_P94427: Probable 4-aminobutyrate aminotransferase|unclassified	4.8552832700
UniRef50_Q3DRY8: Membrane protein (Fragment)	4.8076923077
UniRef50_Q3DRY8: Membrane protein (Fragment)|unclassified	4.8076923077
UniRef50_X1BGE0: Marine sediment metagenome DNA, contig: S01H4_S12465 (Fragment)	4.7322171654
UniRef50_X1BGE0: Marine sediment metagenome DNA, contig: S01H4_S12465 (Fragment)|unclassified	4.7322171654
UniRef50_UPI0003B59D44: acetylornithine aminotransferase, partial	4.4991879326
UniRef50_UPI0003B59D44: acetylornithine aminotransferase, partial|unclassified	4.4991879326
UniRef50_X5DX90	4.4986182227
UniRef50_X5DX90|unclassified	4.4986182227
UniRef50_D5URG8	4.4304742988
UniRef50_D5URG8|unclassified	4.4304742988
UniRef50_UPI000287C298: acetylornithine deacetylase or succinyl- diaminopimelate desuccinylase	4.4005936399
UniRef50_UPI000287C298: acetylornithine deacetylase or succinyl- diaminopimelate desuccinylase|unclassified	4.4005936399
UniRef50_UPI0003703469: ATP-binding protein, partial	4.3830413417
UniRef50_UPI0003703469: ATP-binding protein, partial|unclassified	4.3830413417
UniRef50_UPI0003613D09: hypothetical protein	4.3521821846
UniRef50_UPI0003613D09: hypothetical protein|unclassified	4.3521821846
UniRef50_UPI000315E6E0: hypothetical protein	4.3490253474
UniRef50_UPI000315E6E0: hypothetical protein|unclassified	4.3490253474
UniRef50_A0A023KDA8	4.2715989803
UniRef50_A0A023KDA8|unclassified	4.2715989803
UniRef50_UPI0003AA581C: hypothetical protein	4.0707455496
UniRef50_UPI0003AA581C: hypothetical protein|unclassified	4.0707455496
UniRef50_A6FJM5	4.0000000000
UniRef50_A6FJM5|unclassified	4.0000000000
UniRef50_UPI00037C6B2F: hypothetical protein, partial	3.9683164575
UniRef50_UPI00037C6B2F: hypothetical protein, partial|unclassified	3.9683164575
UniRef50_B9KZC0	3.9395531165
UniRef50_B9KZC0|unclassified	3.9395531165
UniRef50_Q54765: Long-chain acyl-[acyl-carrier-protein] reductase	3.8999781543
UniRef50_Q54765: Long-chain acyl-[acyl-carrier-protein] reductase|unclassified	3.8999781543
UniRef50_B0S1L6: Arginine repressor	3.8209256570
UniRef50_B0S1L6: Arginine repressor|unclassified	3.8209256570
UniRef50_A8Q9M0: Arginine biosynthesis bifunctional protein ArgJ, mitochondrial	3.7868221892
UniRef50_A8Q9M0: Arginine biosynthesis bifunctional protein ArgJ, mitochondrial|unclassified	3.7868221892
UniRef50_D8F1P3: Conserved domain protein	3.6538554722
UniRef50_D8F1P3: Conserved domain protein|unclassified	3.6538554722
UniRef50_E2CAQ2: Acetylornithine deacetylase	3.6363636364
UniRef50_E2CAQ2: Acetylornithine deacetylase|unclassified	3.6363636364
UniRef50_UPI0004742876: acyl-ACP reductase, partial	3.6103385349
UniRef50_UPI0004742876: acyl-ACP reductase, partial|unclassified	3.6103385349
UniRef50_UPI0003483049: hypothetical protein	3.5771977239
UniRef50_UPI0003483049: hypothetical protein|unclassified	3.5771977239
UniRef50_UPI0003694F34: hypothetical protein	3.5666801535
UniRef50_UPI0003694F34: hypothetical protein|unclassified	3.5666801535
UniRef50_K9X6M7: Relaxase/mobilization nuclease	3.5252818082
UniRef50_K9X6M7: Relaxase/mobilization nuclease|unclassified	3.5252818082
UniRef50_UPI000373CBF8: hypothetical protein, partial	3.4960996952
UniRef50_UPI000373CBF8: hypothetical protein, partial|unclassified	3.4960996952
UniRef50_P44951: Diaminobutyrate--2-oxoglutarate aminotransferase	3.4585649808
UniRef50_P44951: Diaminobutyrate--2-oxoglutarate aminotransferase|unclassified	3.4585649808
UniRef50_UPI000248D575: RocD	3.4542862039
UniRef50_UPI000248D575: RocD|unclassified	3.4542862039
UniRef50_A3TTD2	3.4196085022
UniRef50_A3TTD2|unclassified	3.4196085022
UniRef50_W5GX72	3.3478659946
UniRef50_W5GX72|unclassified	3.3478659946
UniRef50_UPI0004682D94: aminotransferase class III	3.2106219011
UniRef50_UPI0004682D94: aminotransferase class III|unclassified	3.2106219011
UniRef50_UPI00036E4E90: hypothetical protein	3.1545741325
UniRef50_UPI00036E4E90: hypothetical protein|unclassified	3.1545741325
UniRef50_UPI0003650998: hypothetical protein	3.1446540881
UniRef50_UPI0003650998: hypothetical protein|unclassified	3.1446540881
UniRef50_UPI000362A742: hypothetical protein	3.0514720485
UniRef50_UPI000362A742: hypothetical protein|unclassified	3.0514720485
UniRef50_UPI000473E054: hypothetical protein, partial	2.9662476154
UniRef50_UPI000473E054: hypothetical protein, partial|unclassified	2.9662476154
UniRef50_UPI00035D4CEB: hypothetical protein	2.8801212401
UniRef50_UPI00035D4CEB: hypothetical protein|unclassified	2.8801212401
UniRef50_X1YKF5	2.8795830184
UniRef50_X1YKF5|unclassified	2.8795830184
UniRef50_UPI00036048A6: hypothetical protein	2.8363462476
UniRef50_UPI00036048A6: hypothetical protein|unclassified	2.8363462476
UniRef50_UPI00047329E1: carboxylate--amine ligase, partial	2.7541736058
UniRef50_UPI00047329E1: carboxylate--amine ligase, partial|unclassified	2.7541736058
UniRef50_J0PWS2	2.7396584775
UniRef50_J0PWS2|unclassified	2.7396584775
UniRef50_UPI0003628928: hypothetical protein, partial	2.7235944527
UniRef50_UPI0003628928: hypothetical protein, partial|unclassified	2.7235944527
UniRef50_UPI000474136E: acyl-ACP reductase, partial	2.7127367758
UniRef50_UPI000474136E: acyl-ACP reductase, partial|unclassified	2.7127367758
UniRef50_Q56608: IviIII (Fragment)	2.5472553755
UniRef50_Q56608: IviIII (Fragment)|unclassified	2.5472553755
UniRef50_UPI00047618F0: hypothetical protein	2.4514988534
UniRef50_UPI00047618F0: hypothetical protein|unclassified	2.4514988534
UniRef50_UPI0004785530: hypothetical protein	2.4340275210
UniRef50_UPI0004785530: hypothetical protein|unclassified	2.4340275210
UniRef50_E0UFJ4	2.2180082659
UniRef50_E0UFJ4|unclassified	2.2180082659
UniRef50_UPI000469AC6D: hypothetical protein	2.1997363733
UniRef50_UPI000469AC6D: hypothetical protein|unclassified	2.1997363733
UniRef50_I4IW55: Similar to tr Q8YY88 Q8YY88	2.1842834439
UniRef50_I4IW55: Similar to tr Q8YY88 Q8YY88|unclassified	2.1842834439
UniRef50_UPI0004731041: hypothetical protein	2.1654876593
UniRef50_UPI0004731041: hypothetical protein|unclassified	2.1654876593
UniRef50_T0YHP3: N-acetylglutamate synthase (Fragment)	2.1577543761
UniRef50_T0YHP3: N-acetylglutamate synthase (Fragment)|unclassified	2.1577543761
UniRef50_UPI0003803945: hypothetical protein	2.0995230213
UniRef50_UPI0003803945: hypothetical protein|unclassified	2.0995230213
UniRef50_UPI00047880B1: hypothetical protein	2.0664604321
UniRef50_UPI00047880B1: hypothetical protein|unclassified	2.0664604321
UniRef50_UPI0003B5F916: ABC transporter ATP-binding protein	2.0340685950
UniRef50_UPI0003B5F916: ABC transporter ATP-binding protein|unclassified	2.0340685950
UniRef50_D8FYU0	2.0285924150
UniRef50_D8FYU0|unclassified	2.0285924150
UniRef50_UPI00036C20F6: hypothetical protein	2.0168634555
UniRef50_UPI00036C20F6: hypothetical protein|unclassified	2.0168634555
UniRef50_UPI00047A25CA: aminotransferase class III	2.0074726294
UniRef50_UPI00047A25CA: aminotransferase class III|unclassified	2.0074726294
UniRef50_X1ILE8: Marine sediment metagenome DNA, contig: S03H2_S11955 (Fragment)	2.0000064099
UniRef50_X1ILE8: Marine sediment metagenome DNA, contig: S03H2_S11955 (Fragment)|unclassified	2.0000064099
UniRef50_UPI000476B33C: hypothetical protein	1.9623351161
UniRef50_UPI000476B33C: hypothetical protein|unclassified	1.9623351161
UniRef50_T1CMM4: N-acetyl-gamma-glutamyl-phosphate reductase (Fragment)	1.9300647365
UniRef50_T1CMM4: N-acetyl-gamma-glutamyl-phosphate reductase (Fragment)|unclassified	1.9300647365
UniRef50_UPI00037D1AF1: hypothetical protein	1.8775106221
UniRef50_UPI00037D1AF1: hypothetical protein|unclassified	1.8775106221
UniRef50_X3NLM4	1.8672938542
UniRef50_X3NLM4|unclassified	1.8672938542
UniRef50_G5J7Q2	1.7464581667
UniRef50_G5J7Q2|unclassified	1.7464581667
UniRef50_I4C831	1.6923058833
UniRef50_I4C831|unclassified	1.6923058833
UniRef50_UPI00047134D3: hypothetical protein	1.6910712284
UniRef50_UPI00047134D3: hypothetical protein|unclassified	1.6910712284
UniRef50_UPI0003B5BB34: Neutral zinc metallopeptidase	1.6278287612
UniRef50_UPI0003B5BB34: Neutral zinc metallopeptidase|unclassified	1.6278287612
UniRef50_I4GEE5	1.6248948167
UniRef50_I4GEE5|unclassified	1.6248948167
UniRef50_UPI0002F6035C: hypothetical protein	1.5959254730
UniRef50_UPI0002F6035C: hypothetical protein|unclassified	1.5959254730
UniRef50_E0UDG8	1.5574109770
UniRef50_E0UDG8|unclassified	1.5574109770
UniRef50_UPI000225BAFB: hypothetical protein	1.5433039713
UniRef50_UPI000225BAFB: hypothetical protein|unclassified	1.5433039713
UniRef50_X0YJ05: Marine sediment metagenome DNA, contig: S01H4_L00236 (Fragment)	1.3589219176
UniRef50_X0YJ05: Marine sediment metagenome DNA, contig: S01H4_L00236 (Fragment)|unclassified	1.3589219176
UniRef50_UPI0003B37C0E: hypothetical protein, partial	1.3195059469
UniRef50_UPI0003B37C0E: hypothetical protein, partial|unclassified	1.3195059469
UniRef50_UPI00037416C8: hypothetical protein	1.2988045796
UniRef50_UPI00037416C8: hypothetical protein|unclassified	1.2988045796
UniRef50_UPI0003B43138: acetyltransferase, partial	1.2691047992
UniRef50_UPI0003B43138: acetyltransferase, partial|unclassified	1.2691047992
UniRef50_UPI000469E7DB: hypothetical protein, partial	1.1965890732
UniRef50_UPI000469E7DB: hypothetical protein, partial|unclassified	1.1965890732
UniRef50_UPI0004685C9D: hypothetical protein, partial	1.1465196956
UniRef50_UPI0004685C9D: hypothetical protein, partial|unclassified	1.1465196956
UniRef50_E0U8B5: TPR repeat-containing protein	1.1203932345
UniRef50_E0U8B5: TPR repeat-containing protein|unclassified	1.1203932345
UniRef50_UPI00046D28BD: hypothetical protein	1.0889740753
UniRef50_UPI00046D28BD: hypothetical protein|unclassified	1.0889740753
UniRef50_X4QYL0	0.9115814304
UniRef50_X4QYL0|unclassified	0.9115814304
UniRef50_C7QS22: Tetratricopeptide domain protein	0.8941528026
UniRef50_C7QS22: Tetratricopeptide domain protein|unclassified	0.8941528026
UniRef50_I4GZN7	0.8629933839
UniRef50_I4GZN7|unclassified	0.8629933839
UniRef50_UPI0004685F44: hypothetical protein, partial	0.7799811015
UniRef50_UPI0004685F44: hypothetical protein, partial|unclassified	0.7799811015
UniRef50_UPI00029A0DF6: pyridoxalphosphate dependent aminotransferase, class III, partial	0.7466967751
UniRef50_UPI00029A0DF6: pyridoxalphosphate dependent aminotransferase, class III, partial|unclassified	0.7466967751
UniRef50_T2J2E2	0.5741072854
UniRef50_T2J2E2|unclassified	0.5741072854
UniRef50_A0A031H4J7	0.5434812539
UniRef50_A0A031H4J7|unclassified	0.5434812539
UniRef50_H5SR87: Hypothetical conserved protein	0.4760305276
UniRef50_H5SR87: Hypothetical conserved protein|unclassified	0.4760305276
UniRef50_UPI000469EF1C: hypothetical protein, partial	0.4752885766
UniRef50_UPI000469EF1C: hypothetical protein, partial|unclassified	0.4752885766
UniRef50_K9TSD8: Sel1 repeat protein	0.4739595361
UniRef50_K9TSD8: Sel1 repeat protein|unclassified	0.4739595361
UniRef50_A4QBZ7	0.4452790091
UniRef50_A4QBZ7|unclassified	0.4452790091
UniRef50_Q4C9R6	0.4434209800
UniRef50_Q4C9R6|unclassified	0.4434209800
UniRef50_UPI00016B1020: putative aminotransferase, partial	0.4102691462
UniRef50_UPI00016B1020: putative aminotransferase, partial|unclassified	0.4102691462
UniRef50_UPI0003EBC3C3: PREDICTED: ornithine carbamoyltransferase, mitochondrial-like	0.3897630540
UniRef50_UPI0003EBC3C3: PREDICTED: ornithine carbamoyltransferase, mitochondrial-like|unclassified	0.3897630540
UniRef50_K9TSC7	0.3856079674
UniRef50_K9TSC7|unclassified	0.3856079674
UniRef50_UPI000378440B: hypothetical protein	0.3295174654
UniRef50_UPI000378440B: hypothetical protein|unclassified	0.3295174654
UniRef50_UPI00046B3ED1: PREDICTED: ornithine carbamoyltransferase, mitochondrial-like, partial	0.3257714602
UniRef50_UPI00046B3ED1: PREDICTED: ornithine carbamoyltransferase, mitochondrial-like, partial|unclassified	0.3257714602
UniRef50_B4VK24: Tetratricopeptide repeat domain protein	0.1394589035
UniRef50_B4VK24: Tetratricopeptide repeat domain protein|unclassified	0.1394589035
UniRef50_F4Y0F9	0.0951043460
UniRef50_F4Y0F9|unclassified	0.0951043460
UniRef50_Q110X6: TPR repeat	0.0675092344
UniRef50_Q110X6: TPR repeat|unclassified	0.0675092344
UniRef50_F4XSQ4	0.0674048064
UniRef50_F4XSQ4|unclassified	0.0674048064
