# Gene Family	SampleCysteine_Biosynthesis_Abundance-RPKs
UniRef50_T4E716: Pyridoxal-phosphate dependent enzyme family protein|unclassified	11.5845215190
UniRef50_O31632: Cystathionine beta-lyase MetC	11.4846263030
UniRef50_O31632: Cystathionine beta-lyase MetC|unclassified	11.4846263030
UniRef50_G2LLP6	11.4280691482
UniRef50_G2LLP6|unclassified	11.4280691482
UniRef50_F2D4W2: Predicted protein	11.2562358031
UniRef50_F2D4W2: Predicted protein|unclassified	11.2562358031
UniRef50_X1QYH8: Marine sediment metagenome DNA, contig: S12H4_C00120	11.2096835809
UniRef50_X1QYH8: Marine sediment metagenome DNA, contig: S12H4_C00120|unclassified	11.2096835809
UniRef50_Q6D734: Fe(3+) ions import ATP-binding protein FbpC 1	11.0029619721
UniRef50_Q6D734: Fe(3+) ions import ATP-binding protein FbpC 1|unclassified	11.0029619721
UniRef50_Q42588: Serine acetyltransferase 1, chloroplastic	10.9888946206
UniRef50_Q42588: Serine acetyltransferase 1, chloroplastic|unclassified	10.9888946206
UniRef50_UPI000361D3EA: hypothetical protein	10.9427567247
UniRef50_UPI000361D3EA: hypothetical protein|unclassified	10.9427567247
UniRef50_H8GX67: ABC transporter, ATPase component	10.9410175536
UniRef50_H8GX67: ABC transporter, ATPase component|unclassified	10.9410175536
UniRef50_UPI00026521D9: PREDICTED: bifunctional 3''''-phosphoadenosine 5''''-phosphosulfate synthase-like	10.8682323557
UniRef50_UPI00026521D9: PREDICTED: bifunctional 3''''-phosphoadenosine 5''''-phosphosulfate synthase-like|unclassified	10.8682323557
UniRef50_UPI0003FA6EF1: serine acetyltransferase	10.8630271994
UniRef50_UPI0003FA6EF1: serine acetyltransferase|unclassified	10.8630271994
UniRef50_UPI00035F3F95: hypothetical protein	10.8289850810
UniRef50_UPI00035F3F95: hypothetical protein|unclassified	10.8289850810
UniRef50_H1USW8: Phosphoadenosine phosphosulfate reductase	10.8121193589
UniRef50_H1USW8: Phosphoadenosine phosphosulfate reductase|unclassified	10.8121193589
UniRef50_J1I4G9: Cysteine synthase	10.7863920795
UniRef50_J1I4G9: Cysteine synthase|unclassified	10.7863920795
UniRef50_W5X7J1: Ferrochelatase	10.7525627572
UniRef50_W5X7J1: Ferrochelatase|unclassified	10.7525627572
UniRef50_UPI000360BB74: hypothetical protein	10.7486712010
UniRef50_UPI000360BB74: hypothetical protein|unclassified	10.7486712010
UniRef50_A0A023CUC6: Cystathionine beta-synthase	10.6583001653
UniRef50_A0A023CUC6: Cystathionine beta-synthase|unclassified	10.6583001653
UniRef50_A9FU78	10.5519477179
UniRef50_A9FU78|unclassified	10.5519477179
UniRef50_K9Q4A6	10.5364232063
UniRef50_K9Q4A6|unclassified	10.5364232063
UniRef50_UPI000423105B: cystathionine beta-synthase	10.5270884708
UniRef50_UPI000423105B: cystathionine beta-synthase|unclassified	10.5270884708
UniRef50_UPI0003AD71E5: hypothetical protein	10.4938787819
UniRef50_UPI0003AD71E5: hypothetical protein|unclassified	10.4938787819
UniRef50_K2BVS2	10.4482782843
UniRef50_K2BVS2|unclassified	10.4482782843
UniRef50_R6GLA4	10.3813590750
UniRef50_R6GLA4|unclassified	10.3813590750
UniRef50_UPI00034BD43C: cystathionine beta-lyase	10.3636927618
UniRef50_UPI00034BD43C: cystathionine beta-lyase|unclassified	10.3636927618
UniRef50_Q98G43: Fe(3+) ions import ATP-binding protein FbpC	10.3246139964
UniRef50_Q98G43: Fe(3+) ions import ATP-binding protein FbpC|unclassified	10.3246139964
UniRef50_X1SM23: Marine sediment metagenome DNA, contig: S12H4_L02110	10.3171184713
UniRef50_X1SM23: Marine sediment metagenome DNA, contig: S12H4_L02110|unclassified	10.3171184713
UniRef50_UPI0003F89770: hypothetical protein	10.3003198554
UniRef50_UPI0003F89770: hypothetical protein|unclassified	10.3003198554
UniRef50_J8RUH8: Cysteine synthase A	10.2488152027
UniRef50_J8RUH8: Cysteine synthase A|unclassified	10.2488152027
UniRef50_M2Q9J0: Cysteine synthase (O-acetylserine sulfhydylase)	10.2322587853
UniRef50_M2Q9J0: Cysteine synthase (O-acetylserine sulfhydylase)|unclassified	10.2322587853
UniRef50_Q4KC87: Fe(3+) ions import ATP-binding protein FbpC	10.2284322722
UniRef50_Q4KC87: Fe(3+) ions import ATP-binding protein FbpC|unclassified	10.2284322722
UniRef50_UPI00036B640A: hypothetical protein	10.1804667684
UniRef50_UPI00036B640A: hypothetical protein|unclassified	10.1804667684
UniRef50_Q7X1A3: Lfe192p1 (Fragment)	10.1175211338
UniRef50_Q7X1A3: Lfe192p1 (Fragment)|unclassified	10.1175211338
UniRef50_C0QM78	10.1069651906
UniRef50_C0QM78|unclassified	10.1069651906
UniRef50_UPI00036790CF: hypothetical protein	10.0985598011
UniRef50_UPI00036790CF: hypothetical protein|unclassified	10.0985598011
UniRef50_UPI0003C14327: PREDICTED: sulfate/thiosulfate import ATP-binding protein cysA-like	10.0956620854
UniRef50_UPI0003C14327: PREDICTED: sulfate/thiosulfate import ATP-binding protein cysA-like|unclassified	10.0956620854
UniRef50_Q59967: Serine acetyltransferase, plasmid	10.0602700714
UniRef50_Q59967: Serine acetyltransferase, plasmid|unclassified	10.0602700714
UniRef50_X1LDR4: Marine sediment metagenome DNA, contig: S06H3_C02462	10.0265362013
UniRef50_X1LDR4: Marine sediment metagenome DNA, contig: S06H3_C02462|unclassified	10.0265362013
UniRef50_UPI0002E4364A: hypothetical protein	9.9821930371
UniRef50_UPI0002E4364A: hypothetical protein|unclassified	9.9821930371
UniRef50_UPI000287FFE2: serine O-acetyltransferase	9.9816611419
UniRef50_UPI000287FFE2: serine O-acetyltransferase|unclassified	9.9816611419
UniRef50_UPI0002629EF0: ABC transporter ATP-binding protein	9.7859081106
UniRef50_UPI0002629EF0: ABC transporter ATP-binding protein|unclassified	9.7859081106
UniRef50_Q8S895: Serine acetyltransferase 2	9.7747291011
UniRef50_Q8S895: Serine acetyltransferase 2|unclassified	9.7747291011
UniRef50_B9Y1B2	9.7637452096
UniRef50_B9Y1B2|unclassified	9.7637452096
UniRef50_P32929: Cystathionine gamma-lyase	9.7332911721
UniRef50_P32929: Cystathionine gamma-lyase|unclassified	9.7332911721
UniRef50_J8VB53	9.7107973696
UniRef50_J8VB53|unclassified	9.7107973696
UniRef50_X1H343: Marine sediment metagenome DNA, contig: S03H2_L10339 (Fragment)	9.6974889951
UniRef50_X1H343: Marine sediment metagenome DNA, contig: S03H2_L10339 (Fragment)|unclassified	9.6974889951
UniRef50_UPI00036BB0DB: MULTISPECIES: hypothetical protein	9.6849522598
UniRef50_UPI00036BB0DB: MULTISPECIES: hypothetical protein|unclassified	9.6849522598
UniRef50_U6FE08: Cysteine synthase	9.6552043722
UniRef50_U6FE08: Cysteine synthase|unclassified	9.6552043722
UniRef50_UPI0003B53E65: cysteine synthase	9.5626797388
UniRef50_UPI0003B53E65: cysteine synthase|unclassified	9.5626797388
UniRef50_H3NYB6	9.5229237320
UniRef50_H3NYB6|unclassified	9.5229237320
UniRef50_UPI000237AE14: spermidine/putrescine ABC transporter ATPase subunit	9.4893416123
UniRef50_UPI000237AE14: spermidine/putrescine ABC transporter ATPase subunit|unclassified	9.4893416123
UniRef50_L9PIV3: Phosphoadenosine phosphosulfate reductase family protein	9.4748742014
UniRef50_L9PIV3: Phosphoadenosine phosphosulfate reductase family protein|unclassified	9.4748742014
UniRef50_E1VCD2: K06203 CysZ protein	9.4467371269
UniRef50_E1VCD2: K06203 CysZ protein|unclassified	9.4467371269
UniRef50_UPI00016A829B: hypothetical protein	9.4339622642
UniRef50_UPI00016A829B: hypothetical protein|unclassified	9.4339622642
UniRef50_UPI000376ED73: hypothetical protein	9.4324585786
UniRef50_UPI000376ED73: hypothetical protein|unclassified	9.4324585786
UniRef50_T0HPL2	9.4064652888
UniRef50_T0HPL2|unclassified	9.4064652888
UniRef50_S7IY25: STAS domain protein (Fragment)	9.3830685497
UniRef50_S7IY25: STAS domain protein (Fragment)|unclassified	9.3830685497
UniRef50_UPI00037DF3FF: hypothetical protein	9.2136802139
UniRef50_UPI00037DF3FF: hypothetical protein|unclassified	9.2136802139
UniRef50_C5Z4A0	9.1814656247
UniRef50_C5Z4A0|unclassified	9.1814656247
UniRef50_UPI00047197C2: hypothetical protein	9.1092628893
UniRef50_UPI00047197C2: hypothetical protein|unclassified	9.1092628893
UniRef50_A0A058ZCP2	9.0880711724
UniRef50_A0A058ZCP2|unclassified	9.0880711724
UniRef50_I1HYU6	9.0379614463
UniRef50_I1HYU6|unclassified	9.0379614463
UniRef50_UPI00047A74F7: cystathionine gamma-synthase	9.0293352233
UniRef50_UPI00047A74F7: cystathionine gamma-synthase|unclassified	9.0293352233
UniRef50_T0P942: Cysteine synthase	9.0106971677
UniRef50_T0P942: Cysteine synthase|unclassified	9.0106971677
UniRef50_UPI00029A0E8F: pyridoxal-5''''-phosphate-dependent protein subunit beta, partial	8.9972352861
UniRef50_UPI00029A0E8F: pyridoxal-5''''-phosphate-dependent protein subunit beta, partial|unclassified	8.9972352861
UniRef50_UPI0003694DEF: hypothetical protein	8.9887591953
UniRef50_UPI0003694DEF: hypothetical protein|unclassified	8.9887591953
UniRef50_O30144: Molybdate/tungstate import ATP-binding protein WtpC	8.8900589230
UniRef50_O30144: Molybdate/tungstate import ATP-binding protein WtpC|unclassified	8.8900589230
UniRef50_UPI00047C2F6D: hypothetical protein	8.8859300937
UniRef50_UPI00047C2F6D: hypothetical protein|unclassified	8.8859300937
UniRef50_UPI00040BA279: hypothetical protein	8.8498706741
UniRef50_UPI00040BA279: hypothetical protein|unclassified	8.8498706741
UniRef50_UPI000368CA1A: hypothetical protein	8.8259286896
UniRef50_UPI000368CA1A: hypothetical protein|unclassified	8.8259286896
UniRef50_UPI0004733AC1: hypothetical protein, partial	8.8250992526
UniRef50_UPI0004733AC1: hypothetical protein, partial|unclassified	8.8250992526
UniRef50_UPI000476574E: hypothetical protein	8.7601701379
UniRef50_UPI000476574E: hypothetical protein|unclassified	8.7601701379
UniRef50_E9F991: Cysteine synthase A	8.7278681875
UniRef50_E9F991: Cysteine synthase A|unclassified	8.7278681875
UniRef50_P31373: Cystathionine gamma-lyase	8.7140235171
UniRef50_P31373: Cystathionine gamma-lyase|unclassified	8.7140235171
UniRef50_R7J679: Cysteine synthase	8.7026799334
UniRef50_R7J679: Cysteine synthase|unclassified	8.7026799334
UniRef50_UPI00047044F9: hypothetical protein, partial	8.6976831339
UniRef50_UPI00047044F9: hypothetical protein, partial|unclassified	8.6976831339
UniRef50_A0A038FL84	8.6800979100
UniRef50_A0A038FL84|unclassified	8.6800979100
UniRef50_G8RMA1: Cysteine synthase	8.6522211074
UniRef50_G8RMA1: Cysteine synthase|unclassified	8.6522211074
UniRef50_UPI0003B55D9D: nitric oxide synthase	8.6238240092
UniRef50_UPI0003B55D9D: nitric oxide synthase|unclassified	8.6238240092
UniRef50_W5X5B2: Lipoate-protein ligase B	8.6224176181
UniRef50_W5X5B2: Lipoate-protein ligase B|unclassified	8.6224176181
UniRef50_UPI00037E4A77: hypothetical protein	8.5755263610
UniRef50_UPI00037E4A77: hypothetical protein|unclassified	8.5755263610
UniRef50_UPI000427BA69: serine acetyltransferase	8.5670222921
UniRef50_UPI000427BA69: serine acetyltransferase|unclassified	8.5670222921
UniRef50_K2BHG7	8.5219052046
UniRef50_K2BHG7|unclassified	8.5219052046
UniRef50_Q9X196: Spermidine/putrescine import ATP-binding protein PotA	8.5218103158
UniRef50_Q9X196: Spermidine/putrescine import ATP-binding protein PotA|unclassified	8.5218103158
UniRef50_UPI0004746364: ABC transporter ATP-binding protein	8.4791408786
UniRef50_UPI0004746364: ABC transporter ATP-binding protein|unclassified	8.4791408786
UniRef50_S4XY27	8.4367506172
UniRef50_S4XY27|unclassified	8.4367506172
UniRef50_W8A164: Cystathionine beta-synthase	8.4337164564
UniRef50_W8A164: Cystathionine beta-synthase|unclassified	8.4337164564
UniRef50_UPI0003647621: hypothetical protein	8.4211894168
UniRef50_UPI0003647621: hypothetical protein|unclassified	8.4211894168
UniRef50_T0XWN0: Cysteine synthase	8.4041070565
UniRef50_T0XWN0: Cysteine synthase|unclassified	8.4041070565
UniRef50_D4Z1D7	8.3919774806
UniRef50_D4Z1D7|unclassified	8.3919774806
UniRef50_UPI00039F3B60: hypothetical protein	8.3643438248
UniRef50_UPI00039F3B60: hypothetical protein|unclassified	8.3643438248
UniRef50_Q117N3	8.3641430873
UniRef50_Q117N3|unclassified	8.3641430873
UniRef50_O59076	8.2844499331
UniRef50_O59076|unclassified	8.2844499331
UniRef50_UPI0002000C5D: lyase	8.2739804288
UniRef50_UPI0002000C5D: lyase|unclassified	8.2739804288
UniRef50_UPI000364A85B: hypothetical protein	8.2078883189
UniRef50_UPI000364A85B: hypothetical protein|unclassified	8.2078883189
UniRef50_Q1EQD6: Putative cysteine synthase	8.1554131535
UniRef50_Q1EQD6: Putative cysteine synthase|unclassified	8.1554131535
UniRef50_J0LJG3: Cysteine synthase A	8.1398989631
UniRef50_J0LJG3: Cysteine synthase A|unclassified	8.1398989631
UniRef50_K5W1M2: Protein CysZ (Fragment)	8.1325454786
UniRef50_K5W1M2: Protein CysZ (Fragment)|unclassified	8.1325454786
UniRef50_X1F3Z0: Marine sediment metagenome DNA, contig: S03H2_C02093 (Fragment)	7.9597051298
UniRef50_X1F3Z0: Marine sediment metagenome DNA, contig: S03H2_C02093 (Fragment)|unclassified	7.9597051298
UniRef50_Q8VCN5: Cystathionine gamma-lyase	7.9159236806
UniRef50_Q8VCN5: Cystathionine gamma-lyase|unclassified	7.9159236806
UniRef50_UPI00036C882B: cystathionine beta-lyase, partial	7.8936101460
UniRef50_UPI00036C882B: cystathionine beta-lyase, partial|unclassified	7.8936101460
UniRef50_G9ZHR4	7.8760424538
UniRef50_G9ZHR4|unclassified	7.8760424538
UniRef50_UPI0002192570: cystathionine beta-lyase MetC, partial	7.8620480837
UniRef50_UPI0002192570: cystathionine beta-lyase MetC, partial|unclassified	7.8620480837
UniRef50_UPI00046E7E87: cystathionine gamma-synthase	7.8424909825
UniRef50_UPI00046E7E87: cystathionine gamma-synthase|unclassified	7.8424909825
UniRef50_UPI00040BD6B1: spermidine/putrescine import ATP-binding protein PotA	7.8396421195
UniRef50_UPI00040BD6B1: spermidine/putrescine import ATP-binding protein PotA|unclassified	7.8396421195
UniRef50_UPI0004785717: hypothetical protein	7.8344160604
UniRef50_UPI0004785717: hypothetical protein|unclassified	7.8344160604
UniRef50_UPI00031D9627: hypothetical protein	7.8286261869
UniRef50_UPI00031D9627: hypothetical protein|unclassified	7.8286261869
UniRef50_UPI00046407E4: cysteine synthase	7.7898338006
UniRef50_UPI00046407E4: cysteine synthase|unclassified	7.7898338006
UniRef50_UPI0003B65087: sugar ABC transporter	7.7791217484
UniRef50_UPI0003B65087: sugar ABC transporter|unclassified	7.7791217484
UniRef50_O22682: Probable S-sulfocysteine synthase, chloroplastic	7.7730199654
UniRef50_O22682: Probable S-sulfocysteine synthase, chloroplastic|unclassified	7.7730199654
UniRef50_H1VT72: Cysteine synthase	7.7320626336
UniRef50_H1VT72: Cysteine synthase|unclassified	7.7320626336
UniRef50_UPI00036174AE: hypothetical protein, partial	7.6831607895
UniRef50_UPI00036174AE: hypothetical protein, partial|unclassified	7.6831607895
UniRef50_UPI0004658BA2: ABC transporter ATP-binding protein	7.6804856882
UniRef50_UPI0004658BA2: ABC transporter ATP-binding protein|unclassified	7.6804856882
UniRef50_UPI00035C236C: hypothetical protein	7.6723929128
UniRef50_UPI00035C236C: hypothetical protein|unclassified	7.6723929128
UniRef50_G6C262	7.6618020199
UniRef50_G6C262|unclassified	7.6618020199
UniRef50_K9VGN6	7.6288677335
UniRef50_K9VGN6|unclassified	7.6288677335
UniRef50_C1DNN8	7.5574093342
UniRef50_C1DNN8|unclassified	7.5574093342
UniRef50_UPI000471C4F0: hypothetical protein	7.5428494185
UniRef50_UPI000471C4F0: hypothetical protein|unclassified	7.5428494185
UniRef50_X0XB02: Marine sediment metagenome DNA, contig: S01H1_S27440 (Fragment)	7.5160910068
UniRef50_X0XB02: Marine sediment metagenome DNA, contig: S01H1_S27440 (Fragment)|unclassified	7.5160910068
UniRef50_A0ZLM1	7.5076745442
UniRef50_A0ZLM1|unclassified	7.5076745442
UniRef50_K2AWS6	7.5059763805
UniRef50_K2AWS6|unclassified	7.5059763805
UniRef50_UPI000375389F: hypothetical protein, partial	7.4557351904
UniRef50_UPI000375389F: hypothetical protein, partial|unclassified	7.4557351904
UniRef50_UPI000360F4C1: hypothetical protein	7.4297345094
UniRef50_UPI000360F4C1: hypothetical protein|unclassified	7.4297345094
UniRef50_UPI00016AC268: sulfate/thiosulfate ABC transporter, ATP-binding protein, partial	7.3529411765
UniRef50_UPI00016AC268: sulfate/thiosulfate ABC transporter, ATP-binding protein, partial|unclassified	7.3529411765
UniRef50_UPI0003EC523B: PREDICTED: cystathionine gamma-lyase	7.3454304403
UniRef50_UPI0003EC523B: PREDICTED: cystathionine gamma-lyase|unclassified	7.3454304403
UniRef50_UPI00040F0A65: hypothetical protein	7.2892331521
UniRef50_UPI00040F0A65: hypothetical protein|unclassified	7.2892331521
UniRef50_UPI000463F794: hypothetical protein	7.2529545252
UniRef50_UPI000463F794: hypothetical protein|unclassified	7.2529545252
UniRef50_UPI000379EB8A: hypothetical protein, partial	7.2369661556
UniRef50_UPI000379EB8A: hypothetical protein, partial|unclassified	7.2369661556
UniRef50_UPI000374E6FF: hypothetical protein	7.2055798643
UniRef50_UPI000374E6FF: hypothetical protein|unclassified	7.2055798643
UniRef50_UPI00034DCACE: hypothetical protein	7.1942446043
UniRef50_UPI00034DCACE: hypothetical protein|unclassified	7.1942446043
UniRef50_P44502: Cystathionine gamma-synthase	7.1881711495
UniRef50_P44502: Cystathionine gamma-synthase|unclassified	7.1881711495
UniRef50_G7XLJ7: Cysteine synthase	7.1775086828
UniRef50_G7XLJ7: Cysteine synthase|unclassified	7.1775086828
UniRef50_UPI000361C411: hypothetical protein	7.1646131531
UniRef50_UPI000361C411: hypothetical protein|unclassified	7.1646131531
UniRef50_UPI0001744EBE: organic solvent ABC transporter ATP-binding protein	7.1536470097
UniRef50_UPI0001744EBE: organic solvent ABC transporter ATP-binding protein|unclassified	7.1536470097
UniRef50_Q1QE80: Spermidine/putrescine import ATP-binding protein PotA	7.1443038153
UniRef50_Q1QE80: Spermidine/putrescine import ATP-binding protein PotA|unclassified	7.1443038153
UniRef50_I3BYZ5	7.1400775695
UniRef50_I3BYZ5|unclassified	7.1400775695
UniRef50_M8C8R3: Cysteine synthase	7.1105950415
UniRef50_M8C8R3: Cysteine synthase|unclassified	7.1105950415
UniRef50_F3GD18: Putative sulfate transport protein CysZ (Fragment)	7.0467837293
UniRef50_F3GD18: Putative sulfate transport protein CysZ (Fragment)|unclassified	7.0467837293
UniRef50_I1Q339	6.9651526621
UniRef50_I1Q339|unclassified	6.9651526621
UniRef50_W6FJE5: VCBS repeat domain protein	6.9408344021
UniRef50_W6FJE5: VCBS repeat domain protein|unclassified	6.9408344021
UniRef50_UPI00035F08CC: hypothetical protein	6.9119564418
UniRef50_UPI00035F08CC: hypothetical protein|unclassified	6.9119564418
UniRef50_UPI0003B74E51: cystathionine beta-lyase	6.8940463919
UniRef50_UPI0003B74E51: cystathionine beta-lyase|unclassified	6.8940463919
UniRef50_UPI0003D6E8B5: PREDICTED: cystathionine gamma-lyase isoform X1	6.8729895506
UniRef50_UPI0003D6E8B5: PREDICTED: cystathionine gamma-lyase isoform X1|unclassified	6.8729895506
UniRef50_Q8W2B8: Serine acetyltransferase 4	6.8380676218
UniRef50_Q8W2B8: Serine acetyltransferase 4|unclassified	6.8380676218
UniRef50_I2FC05: Cysteine synthase	6.8291348246
UniRef50_I2FC05: Cysteine synthase|unclassified	6.8291348246
UniRef50_UPI0003F6AAF8: hypothetical protein	6.7864180727
