# Gene Family	SampleCysteine_Biosynthesis_Abundance-CPM
UniRef50_Q8A883: Spermidine/putrescine import ATP-binding protein PotA	6.07265
UniRef50_Q8A883: Spermidine/putrescine import ATP-binding protein PotA|unclassified	6.07265
UniRef50_X1L1D0: Marine sediment metagenome DNA, contig: S06H3_C01745 (Fragment)	5.99829
UniRef50_X1L1D0: Marine sediment metagenome DNA, contig: S06H3_C01745 (Fragment)|unclassified	5.99829
UniRef50_UPI0004778203: ABC transporter	5.94542
UniRef50_UPI0004778203: ABC transporter|unclassified	5.94542
UniRef50_W8PB33: Cysteine synthase	5.92595
UniRef50_W8PB33: Cysteine synthase|unclassified	5.92595
UniRef50_R6FU29: Cysteine synthase	5.81111
UniRef50_R6FU29: Cysteine synthase|unclassified	5.81111
UniRef50_UPI00035CE092: hypothetical protein	5.74879
UniRef50_UPI00035CE092: hypothetical protein|unclassified	5.74879
UniRef50_UPI00016C6230: ABC transporter ATP-binding protein	5.74816
UniRef50_UPI00016C6230: ABC transporter ATP-binding protein|unclassified	5.74816
UniRef50_UPI00047A852C: hypothetical protein	5.72518
UniRef50_UPI00047A852C: hypothetical protein|unclassified	5.72518
UniRef50_X0XPW2: Marine sediment metagenome DNA, contig: S01H1_S43299 (Fragment)	5.65048
UniRef50_X0XPW2: Marine sediment metagenome DNA, contig: S01H1_S43299 (Fragment)|unclassified	5.65048
UniRef50_R6ZYE2: Cysteine synthase	5.64959
UniRef50_R6ZYE2: Cysteine synthase|unclassified	5.64959
UniRef50_C5P7B8: Cystathionine beta-synthase, putative	5.58698
UniRef50_C5P7B8: Cystathionine beta-synthase, putative|unclassified	5.58698
UniRef50_UPI00034C8891: hypothetical protein	5.54608
UniRef50_UPI00034C8891: hypothetical protein|unclassified	5.54608
UniRef50_Q8RGC8: Fe(3+) ions import ATP-binding protein FbpC	5.5368
UniRef50_Q8RGC8: Fe(3+) ions import ATP-binding protein FbpC|unclassified	5.5368
UniRef50_A3Z2U2: Cysteine synthase K/M/A	5.42275
UniRef50_A3Z2U2: Cysteine synthase K/M/A|unclassified	5.42275
UniRef50_UPI0003B568E9: hexapeptide transferase	5.34735
UniRef50_UPI0003B568E9: hexapeptide transferase|unclassified	5.34735
UniRef50_M5RG91: Glutamate binding periplasmic protein	5.34565
UniRef50_M5RG91: Glutamate binding periplasmic protein|unclassified	5.34565
UniRef50_K9T065	5.21918
UniRef50_K9T065|unclassified	5.21918
UniRef50_UPI0003B72BC5: spermidine/putrescine ABC transporter ATPase	5.19888
UniRef50_UPI0003B72BC5: spermidine/putrescine ABC transporter ATPase|unclassified	5.19888
UniRef50_UPI00040A980E: hypothetical protein	5.18755
UniRef50_UPI00040A980E: hypothetical protein|unclassified	5.18755
UniRef50_Q6NDQ0: sn-glycerol-3-phosphate import ATP-binding protein UgpC	5.15248
UniRef50_Q6NDQ0: sn-glycerol-3-phosphate import ATP-binding protein UgpC|unclassified	5.15248
UniRef50_K6W9L4	4.89327
UniRef50_K6W9L4|unclassified	4.89327
UniRef50_UPI000380FF19: chemotaxis protein CheY, partial	4.81007
UniRef50_UPI000380FF19: chemotaxis protein CheY, partial|unclassified	4.81007
UniRef50_Q0G4L4	4.78765
UniRef50_Q0G4L4|unclassified	4.78765
UniRef50_D5UYJ5: Pyridoxal-5'-phosphate-dependent protein beta subunit	4.74773
UniRef50_D5UYJ5: Pyridoxal-5'-phosphate-dependent protein beta subunit|unclassified	4.74773
UniRef50_B4DCQ0: Cysteine synthase-like protein	4.69122
UniRef50_B4DCQ0: Cysteine synthase-like protein|unclassified	4.69122
UniRef50_X1RP96: Marine sediment metagenome DNA, contig: S12H4_C01881 (Fragment)	4.66745
UniRef50_X1RP96: Marine sediment metagenome DNA, contig: S12H4_C01881 (Fragment)|unclassified	4.66745
UniRef50_D5P256	4.59406
UniRef50_D5P256|unclassified	4.59406
UniRef50_T1A548: Pyridoxal phosphate-dependent enzyme, beta subunit domain protein	4.57211
UniRef50_T1A548: Pyridoxal phosphate-dependent enzyme, beta subunit domain protein|unclassified	4.57211
UniRef50_R4LMN6: Cystathione synthase	4.54883
UniRef50_R4LMN6: Cystathione synthase|unclassified	4.54883
UniRef50_F5TJ96	4.41983
UniRef50_F5TJ96|unclassified	4.41983
UniRef50_UPI0002485ACF: sugar ABC transporter ATP-binding protein	4.3676
UniRef50_UPI0002485ACF: sugar ABC transporter ATP-binding protein|unclassified	4.3676
UniRef50_X0ZP29: Marine sediment metagenome DNA, contig: S01H4_C01096	4.32182
UniRef50_X0ZP29: Marine sediment metagenome DNA, contig: S01H4_C01096|unclassified	4.32182
UniRef50_I7MEH4: Pyridoxal-phosphate-dependent protein	4.29167
UniRef50_I7MEH4: Pyridoxal-phosphate-dependent protein|unclassified	4.29167
UniRef50_H1D3S6	4.27601
UniRef50_H1D3S6|unclassified	4.27601
UniRef50_UPI000365DC8F: hypothetical protein	4.25918
UniRef50_UPI000365DC8F: hypothetical protein|unclassified	4.25918
UniRef50_Q02R79: Spermidine/putrescine import ATP-binding protein PotA	4.21715
UniRef50_Q02R79: Spermidine/putrescine import ATP-binding protein PotA|unclassified	4.21715
UniRef50_B4VGN8: Cysteine synthase A (Fragment)	4.19876
UniRef50_B4VGN8: Cysteine synthase A (Fragment)|unclassified	4.19876
UniRef50_UPI00046F82BE: thioredoxin reductase, partial	4.08842
UniRef50_UPI00046F82BE: thioredoxin reductase, partial|unclassified	4.08842
UniRef50_UPI0003F65286: hypothetical protein	4.06267
UniRef50_UPI0003F65286: hypothetical protein|unclassified	4.06267
UniRef50_UPI000289199F: sulfate transporter	4.01771
UniRef50_UPI000289199F: sulfate transporter|unclassified	4.01771
UniRef50_H0P5Z4	3.97658
UniRef50_H0P5Z4|unclassified	3.97658
UniRef50_UPI00028A1225: serine O-acetyltransferase, partial	3.96582
UniRef50_UPI00028A1225: serine O-acetyltransferase, partial|unclassified	3.96582
UniRef50_X1BED3: Marine sediment metagenome DNA, contig: S01H4_S04014 (Fragment)	3.96115
UniRef50_X1BED3: Marine sediment metagenome DNA, contig: S01H4_S04014 (Fragment)|unclassified	3.96115
UniRef50_X1JE92: Marine sediment metagenome DNA, contig: S03H2_S28969 (Fragment)	3.94281
UniRef50_X1JE92: Marine sediment metagenome DNA, contig: S03H2_S28969 (Fragment)|unclassified	3.94281
UniRef50_UPI00046585FF: ABC transporter ATP-binding protein	3.91298
UniRef50_UPI00046585FF: ABC transporter ATP-binding protein|unclassified	3.91298
UniRef50_UPI00035C9B26: hypothetical protein	3.90705
UniRef50_UPI00035C9B26: hypothetical protein|unclassified	3.90705
UniRef50_UPI00047DC4D5: hypothetical protein	3.87382
UniRef50_UPI00047DC4D5: hypothetical protein|unclassified	3.87382
UniRef50_L0DBL0: Cysteine synthase	3.8347
UniRef50_L0DBL0: Cysteine synthase|unclassified	3.8347
UniRef50_UPI00036D822E: hypothetical protein	3.77123
UniRef50_UPI00036D822E: hypothetical protein|unclassified	3.77123
UniRef50_Q164Y5: sn-glycerol-3-phosphate import ATP-binding protein UgpC	3.49564
UniRef50_Q164Y5: sn-glycerol-3-phosphate import ATP-binding protein UgpC|unclassified	3.49564
UniRef50_B2GKU5	3.47682
UniRef50_B2GKU5|unclassified	3.47682
UniRef50_P55218: O-succinylhomoserine sulfhydrylase	3.4497
UniRef50_P55218: O-succinylhomoserine sulfhydrylase|unclassified	3.4497
UniRef50_UPI00026270E2: hypothetical protein	3.44648
UniRef50_UPI00026270E2: hypothetical protein|unclassified	3.44648
UniRef50_X1JC94: Marine sediment metagenome DNA, contig: S03H2_S20185 (Fragment)	3.40771
UniRef50_X1JC94: Marine sediment metagenome DNA, contig: S03H2_S20185 (Fragment)|unclassified	3.40771
UniRef50_A1SWH9: sn-glycerol-3-phosphate import ATP-binding protein UgpC	3.40755
UniRef50_A1SWH9: sn-glycerol-3-phosphate import ATP-binding protein UgpC|unclassified	3.40755
UniRef50_Q1M589: sn-glycerol-3-phosphate import ATP-binding protein UgpC 3	3.35758
UniRef50_Q1M589: sn-glycerol-3-phosphate import ATP-binding protein UgpC 3|unclassified	3.35758
UniRef50_UPI00037B8704: hypothetical protein	3.33491
UniRef50_UPI00037B8704: hypothetical protein|unclassified	3.33491
UniRef50_UPI00037AAD6E: hypothetical protein	3.30494
UniRef50_UPI00037AAD6E: hypothetical protein|unclassified	3.30494
UniRef50_H3ECN3	3.27287
UniRef50_H3ECN3|unclassified	3.27287
UniRef50_UPI00037F0BA9: hypothetical protein	3.14849
UniRef50_UPI00037F0BA9: hypothetical protein|unclassified	3.14849
UniRef50_F3LCL8: CysZ protein	3.09813
UniRef50_F3LCL8: CysZ protein|unclassified	3.09813
UniRef50_UPI00037DA18B: hypothetical protein	3.04221
UniRef50_UPI00037DA18B: hypothetical protein|unclassified	3.04221
UniRef50_UPI0001F85E2B: multiple sugar-binding transporter-like protein	3.04083
UniRef50_UPI0001F85E2B: multiple sugar-binding transporter-like protein|unclassified	3.04083
UniRef50_UPI000474B550: hypothetical protein	3.03741
UniRef50_UPI000474B550: hypothetical protein|unclassified	3.03741
UniRef50_Q2J2E9: sn-glycerol-3-phosphate import ATP-binding protein UgpC	2.82161
UniRef50_Q2J2E9: sn-glycerol-3-phosphate import ATP-binding protein UgpC|unclassified	2.82161
UniRef50_K9UD32: Cysteine synthase	2.79544
UniRef50_K9UD32: Cysteine synthase|unclassified	2.79544
UniRef50_B4V2Q7	2.76477
UniRef50_B4V2Q7|unclassified	2.76477
UniRef50_UPI00036C2FE4: hypothetical protein	2.75892
UniRef50_UPI00036C2FE4: hypothetical protein|unclassified	2.75892
UniRef50_UPI000470F9A2: hexapeptide transferase	2.71119
UniRef50_UPI000470F9A2: hexapeptide transferase|unclassified	2.71119
UniRef50_O16282: Protein F59A7.7	2.61458
UniRef50_O16282: Protein F59A7.7|unclassified	2.61458
UniRef50_K7VS60	2.61174
UniRef50_K7VS60|unclassified	2.61174
UniRef50_UPI0004751D94: serine acetyltransferase	2.48639
UniRef50_UPI0004751D94: serine acetyltransferase|unclassified	2.48639
UniRef50_P39916: Thioredoxin reductase	2.47123
UniRef50_P39916: Thioredoxin reductase|unclassified	2.47123
UniRef50_G4T300: Sulfate transporter	2.46703
UniRef50_G4T300: Sulfate transporter|unclassified	2.46703
UniRef50_UPI000369D5EE: hypothetical protein	2.46305
UniRef50_UPI000369D5EE: hypothetical protein|unclassified	2.46305
UniRef50_C0AXD9	2.3351
UniRef50_C0AXD9|unclassified	2.3351
UniRef50_W4VLZ2: Cysteine synthase	2.31584
UniRef50_W4VLZ2: Cysteine synthase|unclassified	2.31584
UniRef50_D1WPB8	2.3114
UniRef50_D1WPB8|unclassified	2.3114
UniRef50_UPI000474379C: hypothetical protein, partial	2.23026
UniRef50_UPI000474379C: hypothetical protein, partial|unclassified	2.23026
UniRef50_UPI000466E1E1: hypothetical protein	2.20822
UniRef50_UPI000466E1E1: hypothetical protein|unclassified	2.20822
UniRef50_R9NLV0: Cysteine synthase/cystathionine beta-synthase	2.20091
UniRef50_R9NLV0: Cysteine synthase/cystathionine beta-synthase|unclassified	2.20091
UniRef50_UPI000365E12B: hypothetical protein	2.19806
UniRef50_UPI000365E12B: hypothetical protein|unclassified	2.19806
UniRef50_UPI0004787829: transporter	2.16341
UniRef50_UPI0004787829: transporter|unclassified	2.16341
UniRef50_J8NJV7	2.14762
UniRef50_J8NJV7|unclassified	2.14762
UniRef50_UPI0003B78909: hypothetical protein	2.1266
UniRef50_UPI0003B78909: hypothetical protein|unclassified	2.1266
UniRef50_H3EHG6	2.10964
UniRef50_H3EHG6|unclassified	2.10964
UniRef50_UPI00040D89D5: sulfate adenylyltransferase	1.9724
UniRef50_UPI00040D89D5: sulfate adenylyltransferase|unclassified	1.9724
UniRef50_X0X9J5: Marine sediment metagenome DNA, contig: S01H1_S16972 (Fragment)	1.91748
UniRef50_X0X9J5: Marine sediment metagenome DNA, contig: S01H1_S16972 (Fragment)|unclassified	1.91748
UniRef50_E7UKP6: Sulfate transporter, CysZ-type	1.90303
UniRef50_E7UKP6: Sulfate transporter, CysZ-type|unclassified	1.90303
UniRef50_T1C3L3: Pyridoxal phosphate-dependent enzyme, beta subunit domain protein (Fragment)	1.90075
UniRef50_T1C3L3: Pyridoxal phosphate-dependent enzyme, beta subunit domain protein (Fragment)|unclassified	1.90075
UniRef50_A4BM26	1.87524
UniRef50_A4BM26|unclassified	1.87524
UniRef50_P9WHH0: Thioredoxin reductase	1.86821
UniRef50_P9WHH0: Thioredoxin reductase|unclassified	1.86821
UniRef50_UPI0003682CE0: hypothetical protein	1.85713
UniRef50_UPI0003682CE0: hypothetical protein|unclassified	1.85713
UniRef50_UPI00040A7BC2: hypothetical protein	1.85351
UniRef50_UPI00040A7BC2: hypothetical protein|unclassified	1.85351
UniRef50_P52215: Thioredoxin reductase	1.82419
UniRef50_P52215: Thioredoxin reductase|unclassified	1.82419
UniRef50_UPI000371E9AF: hypothetical protein, partial	1.81203
UniRef50_UPI000371E9AF: hypothetical protein, partial|unclassified	1.81203
UniRef50_R6C175: Cysteine synthase CysKM2	1.79152
UniRef50_R6C175: Cysteine synthase CysKM2|unclassified	1.79152
UniRef50_X0YFV4: Marine sediment metagenome DNA, contig: S01H4_L01457 (Fragment)	1.67516
UniRef50_X0YFV4: Marine sediment metagenome DNA, contig: S01H4_L01457 (Fragment)|unclassified	1.67516
UniRef50_C0B4Z7	1.67261
UniRef50_C0B4Z7|unclassified	1.67261
UniRef50_UPI0001BC2E61: thioredoxin reductase	1.66959
UniRef50_UPI0001BC2E61: thioredoxin reductase|unclassified	1.66959
UniRef50_UPI00016A3FE0: spermidine/putrescine ABC transporter ATPase subunit, partial	1.62966
UniRef50_UPI00016A3FE0: spermidine/putrescine ABC transporter ATPase subunit, partial|unclassified	1.62966
UniRef50_UPI00046EF88F: hypothetical protein	1.60673
UniRef50_UPI00046EF88F: hypothetical protein|unclassified	1.60673
UniRef50_Q945D5: Putative cysteine synthase (Fragment)	1.5767
UniRef50_Q945D5: Putative cysteine synthase (Fragment)|unclassified	1.5767
UniRef50_K8B5J6: Sulfate permease	1.32042
UniRef50_K8B5J6: Sulfate permease|unclassified	1.32042
UniRef50_X1UGG4: Marine sediment metagenome DNA, contig: S12H4_S28430 (Fragment)	1.25091
UniRef50_X1UGG4: Marine sediment metagenome DNA, contig: S12H4_S28430 (Fragment)|unclassified	1.25091
UniRef50_I6X354: Cysteine synthase	1.24196
UniRef50_I6X354: Cysteine synthase|unclassified	1.24196
UniRef50_UPI0003828AF2: hypothetical protein, partial	0.98994
UniRef50_UPI0003828AF2: hypothetical protein, partial|unclassified	0.98994
UniRef50_UPI000375AAE1: hypothetical protein	0.963067
UniRef50_UPI000375AAE1: hypothetical protein|unclassified	0.963067
UniRef50_T0ZH88: Pyridoxal phosphate-dependent enzyme, beta subunit domain protein	0.862595
UniRef50_T0ZH88: Pyridoxal phosphate-dependent enzyme, beta subunit domain protein|unclassified	0.862595
UniRef50_I1EN17	0.862011
UniRef50_I1EN17|unclassified	0.862011
UniRef50_UPI0003B573D9: hypothetical protein, partial	0.654202
UniRef50_UPI0003B573D9: hypothetical protein, partial|unclassified	0.654202
UniRef50_UPI00037C95EF: hypothetical protein, partial	0.548769
UniRef50_UPI00037C95EF: hypothetical protein, partial|unclassified	0.548769
UniRef50_UPI00037CCF05: hypothetical protein	0.542409
UniRef50_UPI00037CCF05: hypothetical protein|unclassified	0.542409
