# Gene Family	SamplecAMP_signaling_in_bacteria_Abundance-RPKs
UniRef50_Q1N0J2: Peptidase, M23/M37 family protein|unclassified	17.5768265649
UniRef50_Q8FP69	17.5666562392
UniRef50_Q8FP69|unclassified	17.5666562392
UniRef50_M6C7G2	17.5598302610
UniRef50_M6C7G2|unclassified	17.5598302610
UniRef50_D9QJJ3: Peptidase M23	17.5495940604
UniRef50_D9QJJ3: Peptidase M23|unclassified	17.5495940604
UniRef50_M5F232	17.5307216228
UniRef50_M5F232|unclassified	17.5307216228
UniRef50_Q2NG62: Predicted transcriptional regulator	17.5156118029
UniRef50_Q2NG62: Predicted transcriptional regulator|unclassified	17.5156118029
UniRef50_F2J2Z5: Adenylate cyclase, putative	17.5083540433
UniRef50_F2J2Z5: Adenylate cyclase, putative|unclassified	17.5083540433
UniRef50_B4VNY7: Conserved domain protein	17.5050211612
UniRef50_B4VNY7: Conserved domain protein|unclassified	17.5050211612
UniRef50_UPI0003717173: hypothetical protein	17.5049221389
UniRef50_UPI0003717173: hypothetical protein|unclassified	17.5049221389
UniRef50_B4VV76	17.5039096023
UniRef50_B4VV76|unclassified	17.5039096023
UniRef50_UPI00036D7A03: MULTISPECIES: hypothetical protein	17.5011755735
UniRef50_UPI00036D7A03: MULTISPECIES: hypothetical protein|unclassified	17.5011755735
UniRef50_UPI00047EB18A: hypothetical protein	17.4824757984
UniRef50_UPI00047EB18A: hypothetical protein|unclassified	17.4824757984
UniRef50_C9Z0P4	17.4611671115
UniRef50_C9Z0P4|unclassified	17.4611671115
UniRef50_UPI0002378B1A: adenylate cyclase	17.4494397010
UniRef50_UPI0002378B1A: adenylate cyclase|unclassified	17.4494397010
UniRef50_V7IVK8	17.4422535256
UniRef50_V7IVK8|unclassified	17.4422535256
UniRef50_I5CAY6: Transcriptional regulator	17.4291854594
UniRef50_I5CAY6: Transcriptional regulator|unclassified	17.4291854594
UniRef50_A0YY50: Adenylate cyclase	17.4062354886
UniRef50_A0YY50: Adenylate cyclase|unclassified	17.4062354886
UniRef50_UPI00034A87DD: hypothetical protein	17.3958009402
UniRef50_UPI00034A87DD: hypothetical protein|unclassified	17.3958009402
UniRef50_U7QMQ9	17.3783598530
UniRef50_U7QMQ9|unclassified	17.3783598530
UniRef50_B8ZSG8	17.3746312286
UniRef50_B8ZSG8|unclassified	17.3746312286
UniRef50_Q8TX10: Adenylate cyclase, class 2 (Thermophilic)	17.3733485566
UniRef50_Q8TX10: Adenylate cyclase, class 2 (Thermophilic)|unclassified	17.3733485566
UniRef50_UPI000344C48A: hypothetical protein	17.3720429514
UniRef50_UPI000344C48A: hypothetical protein|unclassified	17.3720429514
UniRef50_UPI00023793CE: adenylate cyclase protein	17.3598907553
UniRef50_UPI00023793CE: adenylate cyclase protein|unclassified	17.3598907553
UniRef50_B4VN49: Conserved domain protein	17.3557145006
UniRef50_B4VN49: Conserved domain protein|unclassified	17.3557145006
UniRef50_B9XP85: Peptidase M23	17.3542275543
UniRef50_B9XP85: Peptidase M23|unclassified	17.3542275543
UniRef50_D7A1P5	17.3433261686
UniRef50_D7A1P5|unclassified	17.3433261686
UniRef50_UPI00036291FF: hypothetical protein	17.3348079328
UniRef50_UPI00036291FF: hypothetical protein|unclassified	17.3348079328
UniRef50_C7NIF1: FHA domain-containing protein	17.3268655980
UniRef50_C7NIF1: FHA domain-containing protein|unclassified	17.3268655980
UniRef50_E6W3U6: CHAD domain containing protein	17.3138692093
UniRef50_E6W3U6: CHAD domain containing protein|unclassified	17.3138692093
UniRef50_UPI00036CF246: hypothetical protein	17.2798895877
UniRef50_UPI00036CF246: hypothetical protein|unclassified	17.2798895877
UniRef50_Q08MV2	17.2769560778
UniRef50_Q08MV2|unclassified	17.2769560778
UniRef50_UPI00036FD2DC: hypothetical protein	17.2701476446
UniRef50_UPI00036FD2DC: hypothetical protein|unclassified	17.2701476446
UniRef50_UPI00040F1E68: nucleotidyltransferase	17.2610638945
UniRef50_UPI00040F1E68: nucleotidyltransferase|unclassified	17.2610638945
UniRef50_Q0I6D6: Lysostaphin	17.2438856119
UniRef50_Q0I6D6: Lysostaphin|unclassified	17.2438856119
UniRef50_UPI0004683094: hypothetical protein	17.2261467760
UniRef50_UPI0004683094: hypothetical protein|unclassified	17.2261467760
UniRef50_UPI0004728AE4: hypothetical protein	17.2200759946
UniRef50_UPI0004728AE4: hypothetical protein|unclassified	17.2200759946
UniRef50_Q30TN0: Peptidase M23B	17.2084671430
UniRef50_Q30TN0: Peptidase M23B|unclassified	17.2084671430
UniRef50_X0XCN1: Marine sediment metagenome DNA, contig: S01H1_S26183 (Fragment)	17.2054650047
UniRef50_X0XCN1: Marine sediment metagenome DNA, contig: S01H1_S26183 (Fragment)|unclassified	17.2054650047
UniRef50_C0QPV3: Peptidase, M23/M37 family	17.1940066696
UniRef50_C0QPV3: Peptidase, M23/M37 family|unclassified	17.1940066696
UniRef50_A9B1X0: Peptidase M23B	17.1694095899
UniRef50_A9B1X0: Peptidase M23B|unclassified	17.1694095899
UniRef50_M1F6S8: Membrane protein	17.1644591175
UniRef50_M1F6S8: Membrane protein|unclassified	17.1644591175
UniRef50_Q119V8: Putative Chase2 sensor protein	17.1416485346
UniRef50_Q119V8: Putative Chase2 sensor protein|unclassified	17.1416485346
UniRef50_C5CS28	17.1352074967
UniRef50_C5CS28|unclassified	17.1352074967
UniRef50_B4WI63: M23 peptidase domain protein	17.1330207437
UniRef50_B4WI63: M23 peptidase domain protein|unclassified	17.1330207437
UniRef50_T0ZGC4: Peptidase M23B	17.1274844696
UniRef50_T0ZGC4: Peptidase M23B|unclassified	17.1274844696
UniRef50_A9A2J5: Transcriptional regulator protein-like protein	17.1228900360
UniRef50_A9A2J5: Transcriptional regulator protein-like protein|unclassified	17.1228900360
UniRef50_B4W4W6	17.1182858478
UniRef50_B4W4W6|unclassified	17.1182858478
UniRef50_T1AH61: Transcriptional regulator, ArsR family (Fragment)	17.1016704836
UniRef50_T1AH61: Transcriptional regulator, ArsR family (Fragment)|unclassified	17.1016704836
UniRef50_L8EZS8	17.1015666948
UniRef50_L8EZS8|unclassified	17.1015666948
UniRef50_I7LIH9	17.1002553437
UniRef50_I7LIH9|unclassified	17.1002553437
UniRef50_UPI00035E451C: hypothetical protein	17.0730217584
UniRef50_UPI00035E451C: hypothetical protein|unclassified	17.0730217584
UniRef50_B4UDY2: Peptidase M23	17.0637845712
UniRef50_B4UDY2: Peptidase M23|unclassified	17.0637845712
UniRef50_UPI000377132B: hypothetical protein	17.0635325939
UniRef50_UPI000377132B: hypothetical protein|unclassified	17.0635325939
UniRef50_U2Z3D4: Adenylate cyclase	17.0443954011
UniRef50_U2Z3D4: Adenylate cyclase|unclassified	17.0443954011
UniRef50_F9ZJY8: CHAD domain containing protein	17.0312984962
UniRef50_F9ZJY8: CHAD domain containing protein|unclassified	17.0312984962
UniRef50_Q6AK27	17.0212729169
UniRef50_Q6AK27|unclassified	17.0212729169
UniRef50_A8I3P3	17.0161826088
UniRef50_A8I3P3|unclassified	17.0161826088
UniRef50_A0LV55: Peptidase M23B	16.9988309690
UniRef50_A0LV55: Peptidase M23B|unclassified	16.9988309690
UniRef50_A6AN92: Chad domain superfamily	16.9791275713
UniRef50_A6AN92: Chad domain superfamily|unclassified	16.9791275713
UniRef50_W6G3U7	16.9758617670
UniRef50_W6G3U7|unclassified	16.9758617670
UniRef50_A9B3H3: Peptidase M23B	16.9695173295
UniRef50_A9B3H3: Peptidase M23B|unclassified	16.9695173295
UniRef50_R8AND1: Peptidase	16.9627462338
UniRef50_R8AND1: Peptidase|unclassified	16.9627462338
UniRef50_H0QYZ6: Peptidase M23 family protein	16.9564345895
UniRef50_H0QYZ6: Peptidase M23 family protein|unclassified	16.9564345895
UniRef50_V5V469: Metalloendopeptidase-like membrane protein	16.9563400921
UniRef50_V5V469: Metalloendopeptidase-like membrane protein|unclassified	16.9563400921
UniRef50_UPI00037BEBAF: hypothetical protein	16.9402735041
UniRef50_UPI00037BEBAF: hypothetical protein|unclassified	16.9402735041
UniRef50_M6BUL7	16.9289046445
UniRef50_M6BUL7|unclassified	16.9289046445
UniRef50_UPI00037DF399: MULTISPECIES: hypothetical protein	16.9087345706
UniRef50_UPI00037DF399: MULTISPECIES: hypothetical protein|unclassified	16.9087345706
UniRef50_C7LNJ6: Peptidase M23	16.9030642203
UniRef50_C7LNJ6: Peptidase M23|unclassified	16.9030642203
UniRef50_B4VNE2: Conserved domain protein	16.8695955567
UniRef50_B4VNE2: Conserved domain protein|unclassified	16.8695955567
UniRef50_UPI000174502B: hypothetical protein	16.8633667354
UniRef50_UPI000174502B: hypothetical protein|unclassified	16.8633667354
UniRef50_A3CU17: AAA ATPase	16.8630471111
UniRef50_A3CU17: AAA ATPase|unclassified	16.8630471111
UniRef50_S9R685: Acyc domain containing protein, putative dictyostelium SSgcA	16.8614050558
UniRef50_S9R685: Acyc domain containing protein, putative dictyostelium SSgcA|unclassified	16.8614050558
UniRef50_A6W7W1: Peptidase M23B	16.8505533542
UniRef50_A6W7W1: Peptidase M23B|unclassified	16.8505533542
UniRef50_U7QM73: CHASE2 domain protein	16.8457449974
UniRef50_U7QM73: CHASE2 domain protein|unclassified	16.8457449974
UniRef50_V2J2L4: Peptidase (Fragment)	16.8342730819
UniRef50_V2J2L4: Peptidase (Fragment)|unclassified	16.8342730819
UniRef50_Q53000	16.8299806919
UniRef50_Q53000|unclassified	16.8299806919
UniRef50_G8P120	16.8164035635
UniRef50_G8P120|unclassified	16.8164035635
UniRef50_L8LV51	16.8059452445
UniRef50_L8LV51|unclassified	16.8059452445
UniRef50_M6T4E9	16.7991759336
UniRef50_M6T4E9|unclassified	16.7991759336
UniRef50_A9B962: Peptidase M23B	16.7838964215
UniRef50_A9B962: Peptidase M23B|unclassified	16.7838964215
UniRef50_UPI00025594F6: adenylate cyclase-like protein	16.7791571135
UniRef50_UPI00025594F6: adenylate cyclase-like protein|unclassified	16.7791571135
UniRef50_A3Y5R2	16.7736658164
UniRef50_A3Y5R2|unclassified	16.7736658164
UniRef50_D7D9C4: Adenylyl cyclase CyaB	16.7648638982
UniRef50_D7D9C4: Adenylyl cyclase CyaB|unclassified	16.7648638982
UniRef50_G2IVK9: CHAD domain containing protein	16.7435888110
UniRef50_G2IVK9: CHAD domain containing protein|unclassified	16.7435888110
UniRef50_X0ZUA2: Marine sediment metagenome DNA, contig: S01H1_S37371 (Fragment)	16.7371064440
UniRef50_X0ZUA2: Marine sediment metagenome DNA, contig: S01H1_S37371 (Fragment)|unclassified	16.7371064440
UniRef50_D3Q9D2	16.7364409913
UniRef50_D3Q9D2|unclassified	16.7364409913
UniRef50_UPI000465C6EC: MULTISPECIES: hypothetical protein	16.7351969190
UniRef50_UPI000465C6EC: MULTISPECIES: hypothetical protein|unclassified	16.7351969190
UniRef50_A6TVD6: Transcriptional activator domain	16.7341419156
UniRef50_A6TVD6: Transcriptional activator domain|unclassified	16.7341419156
UniRef50_UPI0004634386: hypothetical protein	16.7007807308
UniRef50_UPI0004634386: hypothetical protein|unclassified	16.7007807308
UniRef50_C7NZ87: Transcription regulator	16.6989699546
UniRef50_C7NZ87: Transcription regulator|unclassified	16.6989699546
UniRef50_B1G6S3: Diguanylate cyclase	16.6906825938
UniRef50_B1G6S3: Diguanylate cyclase|unclassified	16.6906825938
UniRef50_A9AYC9: Peptidase M23B	16.6510510310
UniRef50_A9AYC9: Peptidase M23B|unclassified	16.6510510310
UniRef50_A0YUJ0	16.6269238187
UniRef50_A0YUJ0|unclassified	16.6269238187
UniRef50_L7E5M0	16.6193114058
UniRef50_L7E5M0|unclassified	16.6193114058
UniRef50_L9V0Z6	16.6015354979
UniRef50_L9V0Z6|unclassified	16.6015354979
UniRef50_UPI00034A9169: hypothetical protein	16.5840698430
UniRef50_UPI00034A9169: hypothetical protein|unclassified	16.5840698430
UniRef50_R1F7I2	16.5794583592
UniRef50_R1F7I2|unclassified	16.5794583592
UniRef50_I4A9C1: Metalloendopeptidase-like membrane protein	16.5606955951
UniRef50_I4A9C1: Metalloendopeptidase-like membrane protein|unclassified	16.5606955951
UniRef50_UPI00023765B6: adenylate cyclase, partial	16.5501067703
UniRef50_UPI00023765B6: adenylate cyclase, partial|unclassified	16.5501067703
UniRef50_B0TA48: Cell wall peptidase m23b	16.5420217128
UniRef50_B0TA48: Cell wall peptidase m23b|unclassified	16.5420217128
UniRef50_B8D215: Peptidase M23B	16.5377945333
UniRef50_B8D215: Peptidase M23B|unclassified	16.5377945333
UniRef50_G8NXE9	16.5370614014
UniRef50_G8NXE9|unclassified	16.5370614014
UniRef50_X1SZI9: Marine sediment metagenome DNA, contig: S12H4_S06628 (Fragment)	16.4865497499
UniRef50_X1SZI9: Marine sediment metagenome DNA, contig: S12H4_S06628 (Fragment)|unclassified	16.4865497499
UniRef50_T2G7T3: Putative peptidase M23	16.4730620596
UniRef50_T2G7T3: Putative peptidase M23|unclassified	16.4730620596
UniRef50_I0H3H8	16.4302600473
UniRef50_I0H3H8|unclassified	16.4302600473
UniRef50_A1THT5: CHAP domain containing protein	16.4237871611
UniRef50_A1THT5: CHAP domain containing protein|unclassified	16.4237871611
UniRef50_C7MDU7: Metalloendopeptidase-like membrane protein	16.3965566696
UniRef50_C7MDU7: Metalloendopeptidase-like membrane protein|unclassified	16.3965566696
UniRef50_M4A7Q5	16.3888888240
UniRef50_M4A7Q5|unclassified	16.3888888240
UniRef50_UPI000346CF83: 3'''',5''''-cyclic-nucleotide phosphodiesterase	16.3872829173
UniRef50_UPI000346CF83: 3'''',5''''-cyclic-nucleotide phosphodiesterase|unclassified	16.3872829173
UniRef50_M2YGE7: Adenylate cyclase	16.3662313922
UniRef50_M2YGE7: Adenylate cyclase|unclassified	16.3662313922
UniRef50_G8NPA4	16.3432612362
UniRef50_G8NPA4|unclassified	16.3432612362
UniRef50_A7I3Q9: Peptidase, M23/M37 family	16.3430078023
UniRef50_A7I3Q9: Peptidase, M23/M37 family|unclassified	16.3430078023
UniRef50_UPI00047B0428: hypothetical protein	16.3242785161
UniRef50_UPI00047B0428: hypothetical protein|unclassified	16.3242785161
UniRef50_UPI00047C7EB4: hypothetical protein	16.3122584983
UniRef50_UPI00047C7EB4: hypothetical protein|unclassified	16.3122584983
UniRef50_W4MGF0	16.3113185342
UniRef50_W4MGF0|unclassified	16.3113185342
UniRef50_E3GWE9: Adenylyl cyclase CyaB	16.3054543353
UniRef50_E3GWE9: Adenylyl cyclase CyaB|unclassified	16.3054543353
UniRef50_C1F268: Conserved domain protein	16.2878059966
UniRef50_C1F268: Conserved domain protein|unclassified	16.2878059966
UniRef50_L2EPH3: Metallopeptidase, M23B subfamily protein (Fragment)	16.2851662841
UniRef50_L2EPH3: Metallopeptidase, M23B subfamily protein (Fragment)|unclassified	16.2851662841
UniRef50_X0U1Q8: Marine sediment metagenome DNA, contig: S01H1_S14090 (Fragment)	16.2850675740
UniRef50_X0U1Q8: Marine sediment metagenome DNA, contig: S01H1_S14090 (Fragment)|unclassified	16.2850675740
UniRef50_UPI000369A365: hypothetical protein	16.2828910899
UniRef50_UPI000369A365: hypothetical protein|unclassified	16.2828910899
UniRef50_C1A8C2: Peptidase M23B family protein	16.2793425706
UniRef50_C1A8C2: Peptidase M23B family protein|unclassified	16.2793425706
UniRef50_B7KC87	16.2761448752
UniRef50_B7KC87|unclassified	16.2761448752
UniRef50_Z2E7I7: Adenylate cyclase NT domain protein (Fragment)	16.2601626016
UniRef50_Z2E7I7: Adenylate cyclase NT domain protein (Fragment)|unclassified	16.2601626016
UniRef50_X7Y4Z3: Peptidase M23 family protein	16.2572841440
UniRef50_X7Y4Z3: Peptidase M23 family protein|unclassified	16.2572841440
UniRef50_C4XH12: Peptidase M23B family protein	16.2522989256
UniRef50_C4XH12: Peptidase M23B family protein|unclassified	16.2522989256
UniRef50_B0CBT0: Peptidase M23 domain protein	16.2517666365
UniRef50_B0CBT0: Peptidase M23 domain protein|unclassified	16.2517666365
UniRef50_UPI000478A044: ArsR family transcriptional regulator	16.2351217277
UniRef50_UPI000478A044: ArsR family transcriptional regulator|unclassified	16.2351217277
UniRef50_A0YSL5	16.2345442350
UniRef50_A0YSL5|unclassified	16.2345442350
UniRef50_UPI000366F0DE: MULTISPECIES: hypothetical protein	16.2241296387
UniRef50_UPI000366F0DE: MULTISPECIES: hypothetical protein|unclassified	16.2241296387
UniRef50_M1UUW5	16.2158401573
UniRef50_M1UUW5|unclassified	16.2158401573
UniRef50_M6TN08	16.2130784323
UniRef50_M6TN08|unclassified	16.2130784323
UniRef50_R4W9L0: Putative ArsR family regulatory protein	16.1658897404
UniRef50_R4W9L0: Putative ArsR family regulatory protein|unclassified	16.1658897404
UniRef50_L0F9S3: Metalloendopeptidase-like membrane protein	16.1556743902
UniRef50_L0F9S3: Metalloendopeptidase-like membrane protein|unclassified	16.1556743902
UniRef50_Q09BN6	16.1531803911
UniRef50_Q09BN6|unclassified	16.1531803911
UniRef50_A2A0K9: Adenylate cyclase (Fragment)	16.1507379700
UniRef50_A2A0K9: Adenylate cyclase (Fragment)|unclassified	16.1507379700
UniRef50_A6LJG4: Peptidase M23B	16.1429215017
UniRef50_A6LJG4: Peptidase M23B|unclassified	16.1429215017
UniRef50_A0A011R3Z3: Adenylate cyclase	16.1333509101
UniRef50_A0A011R3Z3: Adenylate cyclase|unclassified	16.1333509101
UniRef50_Q0AK06: Peptidase M23B	16.1283227125
UniRef50_Q0AK06: Peptidase M23B|unclassified	16.1283227125
UniRef50_A2SEY1: Adenylate cyclase	16.1191023553
UniRef50_A2SEY1: Adenylate cyclase|unclassified	16.1191023553
UniRef50_G0I038: Transcription regulator	16.1161374624
UniRef50_G0I038: Transcription regulator|unclassified	16.1161374624
UniRef50_E0DFR4: Peptidase, M23 family	16.1097811699
UniRef50_E0DFR4: Peptidase, M23 family|unclassified	16.1097811699
UniRef50_Q49718: B1549_F3_145	16.1033392664
UniRef50_Q49718: B1549_F3_145|unclassified	16.1033392664
UniRef50_Q46AV0	16.0964206393
UniRef50_Q46AV0|unclassified	16.0964206393
UniRef50_D5V197: Peptidase M23	16.0851890159
UniRef50_D5V197: Peptidase M23|unclassified	16.0851890159
UniRef50_UPI000476B2AF: pyrazinamidase/nicotinamidase	16.0729372372
UniRef50_UPI000476B2AF: pyrazinamidase/nicotinamidase|unclassified	16.0729372372
UniRef50_C1F732	16.0698298990
UniRef50_C1F732|unclassified	16.0698298990
UniRef50_UPI00037E4474: hypothetical protein	16.0649523564
UniRef50_UPI00037E4474: hypothetical protein|unclassified	16.0649523564
UniRef50_C0QLV4: Putative metallopeptidase	16.0378586315
UniRef50_C0QLV4: Putative metallopeptidase|unclassified	16.0378586315
UniRef50_UPI0004788F3E: hypothetical protein	16.0233933414
UniRef50_UPI0004788F3E: hypothetical protein|unclassified	16.0233933414
UniRef50_B0UFM8	16.0230046433
UniRef50_B0UFM8|unclassified	16.0230046433
UniRef50_UPI000478884E: hypothetical protein	16.0021837065
UniRef50_UPI000478884E: hypothetical protein|unclassified	16.0021837065
UniRef50_Q98LD1: Lipoprotein	15.9916554217
UniRef50_Q98LD1: Lipoprotein|unclassified	15.9916554217
UniRef50_M6DNH6: 7TM diverse intracellular signaling domain protein	15.9880489061
UniRef50_M6DNH6: 7TM diverse intracellular signaling domain protein|unclassified	15.9880489061
UniRef50_UPI000372BF5D: hypothetical protein	15.9858717191
UniRef50_UPI000372BF5D: hypothetical protein|unclassified	15.9858717191
UniRef50_X6D7K9	15.9612217860
UniRef50_X6D7K9|unclassified	15.9612217860
UniRef50_W5Y2F0: M23 peptidase domain-containing protein	15.9566207003
UniRef50_W5Y2F0: M23 peptidase domain-containing protein|unclassified	15.9566207003
UniRef50_UPI00046507DC: hypothetical protein	15.9391884697
UniRef50_UPI00046507DC: hypothetical protein|unclassified	15.9391884697
UniRef50_UPI0003707AE1: hypothetical protein	15.9339320749
UniRef50_UPI0003707AE1: hypothetical protein|unclassified	15.9339320749
UniRef50_UPI00047757EF: hypothetical protein	15.9311826389
UniRef50_UPI00047757EF: hypothetical protein|unclassified	15.9311826389
UniRef50_M6SYK5: 7TM diverse intracellular signaling domain protein	15.9110711890
UniRef50_M6SYK5: 7TM diverse intracellular signaling domain protein|unclassified	15.9110711890
UniRef50_M3J0V5: Diguanylate cyclase	15.9002576429
UniRef50_M3J0V5: Diguanylate cyclase|unclassified	15.9002576429
UniRef50_UPI00047EFCC9: ArsR family transcriptional regulator	15.8993035431
