# Gene Family	SamplecAMP_signaling_in_bacteria_Abundance-CPM
UniRef50_UPI0003B6CF0B: adenylate cyclase|unclassified	34.3783
UniRef50_UPI000367A7F7: hypothetical protein	34.3382
UniRef50_UPI000367A7F7: hypothetical protein|unclassified	34.3382
UniRef50_UPI00038205B1: hypothetical protein	34.2917
UniRef50_UPI00038205B1: hypothetical protein|unclassified	34.2917
UniRef50_I4CT39: M24/M37 family peptidase	34.2679
UniRef50_I4CT39: M24/M37 family peptidase|unclassified	34.2679
UniRef50_UPI00037EC8AB: hypothetical protein	34.1998
UniRef50_UPI00037EC8AB: hypothetical protein|unclassified	34.1998
UniRef50_Q88K78: GGDEF family protein	34.076
UniRef50_Q88K78: GGDEF family protein|unclassified	34.076
UniRef50_UPI00037D3A66: hypothetical protein	34.074
UniRef50_UPI00037D3A66: hypothetical protein|unclassified	34.074
UniRef50_E8R706: Adenylyl cyclase CyaB	33.9752
UniRef50_E8R706: Adenylyl cyclase CyaB|unclassified	33.9752
UniRef50_X0SZP8: Marine sediment metagenome DNA, contig: S01H1_S00257 (Fragment)	33.9212
UniRef50_X0SZP8: Marine sediment metagenome DNA, contig: S01H1_S00257 (Fragment)|unclassified	33.9212
UniRef50_UPI000237EA7B: C-di-GMP phosphodiesterase	33.8768
UniRef50_UPI000237EA7B: C-di-GMP phosphodiesterase|unclassified	33.8768
UniRef50_UPI00036C7E70: hypothetical protein	33.8287
UniRef50_UPI00036C7E70: hypothetical protein|unclassified	33.8287
UniRef50_D2PP54	33.8136
UniRef50_D2PP54|unclassified	33.8136
UniRef50_Q2N6H1: Membrane protein	33.8018
UniRef50_Q2N6H1: Membrane protein|unclassified	33.8018
UniRef50_X6L238	33.7652
UniRef50_X6L238|unclassified	33.7652
UniRef50_T0I7F2: Peptidase M23	33.7561
UniRef50_T0I7F2: Peptidase M23|unclassified	33.7561
UniRef50_Q04474: RTX-III toxin-activating lysine-acyltransferase ApxIIC	33.6013
UniRef50_Q04474: RTX-III toxin-activating lysine-acyltransferase ApxIIC|unclassified	33.6013
UniRef50_UPI00036DC682: hypothetical protein	33.5465
UniRef50_UPI00036DC682: hypothetical protein|unclassified	33.5465
UniRef50_UPI0004672795: cytochrome B561	33.5046
UniRef50_UPI0004672795: cytochrome B561|unclassified	33.5046
UniRef50_S6BNQ7	33.492
UniRef50_S6BNQ7|unclassified	33.492
UniRef50_B6R117: Adenylate/guanylate cyclase, putative	33.4134
UniRef50_B6R117: Adenylate/guanylate cyclase, putative|unclassified	33.4134
UniRef50_G4QMS3	33.3376
UniRef50_G4QMS3|unclassified	33.3376
UniRef50_UPI000364623F: hypothetical protein	33.2663
UniRef50_UPI000364623F: hypothetical protein|unclassified	33.2663
UniRef50_K9WND4	33.1926
UniRef50_K9WND4|unclassified	33.1926
UniRef50_UPI000348C1DB: hypothetical protein	33.1657
UniRef50_UPI000348C1DB: hypothetical protein|unclassified	33.1657
UniRef50_S7W2C9: Membrane protein	32.9855
UniRef50_S7W2C9: Membrane protein|unclassified	32.9855
UniRef50_F9PQW2: Conserved domain protein	32.9528
UniRef50_F9PQW2: Conserved domain protein|unclassified	32.9528
UniRef50_UPI000463486D: hypothetical protein	32.8699
UniRef50_UPI000463486D: hypothetical protein|unclassified	32.8699
UniRef50_C4T061: Diguanylate cyclase	32.8211
UniRef50_C4T061: Diguanylate cyclase|unclassified	32.8211
UniRef50_W1RP15	32.8101
UniRef50_W1RP15|unclassified	32.8101
UniRef50_E6LY94: Peptidase, M23 family	32.7851
UniRef50_E6LY94: Peptidase, M23 family|unclassified	32.7851
UniRef50_X8DBP5: Peptidase M23 family protein	32.7219
UniRef50_X8DBP5: Peptidase M23 family protein|unclassified	32.7219
UniRef50_B3PL78: Peptidase, M23/M37 family	32.7088
UniRef50_B3PL78: Peptidase, M23/M37 family|unclassified	32.7088
UniRef50_B8KDG4: Membrane protein	32.6762
UniRef50_B8KDG4: Membrane protein|unclassified	32.6762
UniRef50_UPI0003759EA2: MULTISPECIES: hypothetical protein	32.6498
UniRef50_UPI0003759EA2: MULTISPECIES: hypothetical protein|unclassified	32.6498
UniRef50_UPI0003635BC0: hypothetical protein	32.6487
UniRef50_UPI0003635BC0: hypothetical protein|unclassified	32.6487
UniRef50_I1XGV8: Metalloendopeptidases-like membrane protein	32.6083
UniRef50_I1XGV8: Metalloendopeptidases-like membrane protein|unclassified	32.6083
UniRef50_UPI00037AC161: hypothetical protein	32.6082
UniRef50_UPI00037AC161: hypothetical protein|unclassified	32.6082
UniRef50_K9WC22: CHASE2 domain protein	32.5984
UniRef50_K9WC22: CHASE2 domain protein|unclassified	32.5984
UniRef50_L0EV52: Peptidase, M23/M37 family	32.5755
UniRef50_L0EV52: Peptidase, M23/M37 family|unclassified	32.5755
UniRef50_A1HNP4: Peptidase M23B	32.5515
UniRef50_A1HNP4: Peptidase M23B|unclassified	32.5515
UniRef50_F8B2G4: Lytic transglycosylase catalytic	32.5437
UniRef50_F8B2G4: Lytic transglycosylase catalytic|unclassified	32.5437
UniRef50_M4NTT7: Metalloendopeptidase-like membrane protein	32.5358
UniRef50_M4NTT7: Metalloendopeptidase-like membrane protein|unclassified	32.5358
UniRef50_Q98IK0: Mlr2365 protein	32.5305
UniRef50_Q98IK0: Mlr2365 protein|unclassified	32.5305
UniRef50_X1JK31: Marine sediment metagenome DNA, contig: S06H3_C01346 (Fragment)	32.5109
UniRef50_X1JK31: Marine sediment metagenome DNA, contig: S06H3_C01346 (Fragment)|unclassified	32.5109
UniRef50_W5W7W3: CHAD domain-containing protein	32.4259
UniRef50_W5W7W3: CHAD domain-containing protein|unclassified	32.4259
UniRef50_S3IBC3: SARP family transcriptional regulator (Fragment)	32.4225
UniRef50_S3IBC3: SARP family transcriptional regulator (Fragment)|unclassified	32.4225
UniRef50_E8X3J4	32.388
UniRef50_E8X3J4|unclassified	32.388
UniRef50_UPI00035FBC3C: hypothetical protein	32.377
UniRef50_UPI00035FBC3C: hypothetical protein|unclassified	32.377
UniRef50_B9TEE8	32.376
UniRef50_B9TEE8|unclassified	32.376
UniRef50_UPI000255BC48: ArsR family transcriptional regulator	32.3373
UniRef50_UPI000255BC48: ArsR family transcriptional regulator|unclassified	32.3373
UniRef50_K9YX69: Metalloendopeptidase-like membrane protein	32.3335
UniRef50_K9YX69: Metalloendopeptidase-like membrane protein|unclassified	32.3335
UniRef50_UPI00037F1489: hypothetical protein	32.3038
UniRef50_UPI00037F1489: hypothetical protein|unclassified	32.3038
UniRef50_M3IDU5: 7TMR-DISM extracellular 2 domain protein	32.2954
UniRef50_M3IDU5: 7TMR-DISM extracellular 2 domain protein|unclassified	32.2954
UniRef50_UPI00036A7461: serine/threonine protein kinase, partial	32.2441
UniRef50_UPI00036A7461: serine/threonine protein kinase, partial|unclassified	32.2441
UniRef50_J7Q455	32.2254
UniRef50_J7Q455|unclassified	32.2254
UniRef50_UPI00047BD7BB: hypothetical protein	32.2248
UniRef50_UPI00047BD7BB: hypothetical protein|unclassified	32.2248
UniRef50_A7HXT5: Peptidase M23B	32.213
UniRef50_A7HXT5: Peptidase M23B|unclassified	32.213
UniRef50_B4VHU4: Tetratricopeptide repeat domain protein	32.1611
UniRef50_B4VHU4: Tetratricopeptide repeat domain protein|unclassified	32.1611
UniRef50_W0NC55	32.0195
UniRef50_W0NC55|unclassified	32.0195
UniRef50_UPI00034866D1: hypothetical protein	32.0105
UniRef50_UPI00034866D1: hypothetical protein|unclassified	32.0105
UniRef50_K9PJH9: Tetratricopeptide TPR_1 repeat-containing protein	31.9955
UniRef50_K9PJH9: Tetratricopeptide TPR_1 repeat-containing protein|unclassified	31.9955
UniRef50_K0PLL0	31.9689
UniRef50_K0PLL0|unclassified	31.9689
UniRef50_A5VC71: Peptidase M23B	31.8841
UniRef50_A5VC71: Peptidase M23B|unclassified	31.8841
UniRef50_L0HJV0: Adenylyl cyclase CyaB, putative	31.8387
UniRef50_L0HJV0: Adenylyl cyclase CyaB, putative|unclassified	31.8387
UniRef50_UPI00037CA489: hypothetical protein	31.8278
UniRef50_UPI00037CA489: hypothetical protein|unclassified	31.8278
UniRef50_C7BIG4: Insecticidal toxin complex protein tccc3	31.7681
UniRef50_C7BIG4: Insecticidal toxin complex protein tccc3|unclassified	31.7681
UniRef50_UPI000465D637: hypothetical protein	31.7667
UniRef50_UPI000465D637: hypothetical protein|unclassified	31.7667
UniRef50_UPI0004749DE4: hypothetical protein, partial	31.7002
UniRef50_UPI0004749DE4: hypothetical protein, partial|unclassified	31.7002
UniRef50_W1GAI2: Lipoprotein NlpD	31.6846
UniRef50_W1GAI2: Lipoprotein NlpD|unclassified	31.6846
UniRef50_UPI0004773552: cyclase	31.6171
UniRef50_UPI0004773552: cyclase|unclassified	31.6171
UniRef50_J7KZ61: CYTH domain protein	31.6129
UniRef50_J7KZ61: CYTH domain protein|unclassified	31.6129
UniRef50_M5DQ94: M24/M37 family peptidase	31.604
UniRef50_M5DQ94: M24/M37 family peptidase|unclassified	31.604
UniRef50_UPI00046E62A1: ATPase	31.572
UniRef50_UPI00046E62A1: ATPase|unclassified	31.572
UniRef50_Q0KEL5	31.5473
UniRef50_Q0KEL5|unclassified	31.5473
UniRef50_L7U8Q0: FHA domain-TPR-repeat-containing protein	31.5428
UniRef50_L7U8Q0: FHA domain-TPR-repeat-containing protein|unclassified	31.5428
UniRef50_G8MHP7: CHAD domain containing protein	31.5406
UniRef50_G8MHP7: CHAD domain containing protein|unclassified	31.5406
UniRef50_UPI000465CF84: hypothetical protein	31.4918
UniRef50_UPI000465CF84: hypothetical protein|unclassified	31.4918
UniRef50_B1WQJ9	31.488
UniRef50_B1WQJ9|unclassified	31.488
UniRef50_A7BKU1: Peptidase family M23	31.275
UniRef50_A7BKU1: Peptidase family M23|unclassified	31.275
UniRef50_D7BGY0: Peptidase M23	31.2532
UniRef50_D7BGY0: Peptidase M23|unclassified	31.2532
UniRef50_Q21MG2: Peptidase M23B	31.2485
UniRef50_Q21MG2: Peptidase M23B|unclassified	31.2485
UniRef50_UPI00030FA75A: hypothetical protein	31.2385
UniRef50_UPI00030FA75A: hypothetical protein|unclassified	31.2385
UniRef50_F9YT02: Electron transport regulator A	31.1922
UniRef50_F9YT02: Electron transport regulator A|unclassified	31.1922
UniRef50_UPI00041E6F91: hypothetical protein	31.1695
UniRef50_UPI00041E6F91: hypothetical protein|unclassified	31.1695
UniRef50_M0NKW9: ArsR family transcriptional regulator	31.1601
UniRef50_M0NKW9: ArsR family transcriptional regulator|unclassified	31.1601
UniRef50_W1JP43	31.1573
UniRef50_W1JP43|unclassified	31.1573
UniRef50_K6VEQ0	31.1392
UniRef50_K6VEQ0|unclassified	31.1392
UniRef50_UPI0003B4CD83: transcriptional regulator	31.0962
UniRef50_UPI0003B4CD83: transcriptional regulator|unclassified	31.0962
UniRef50_H5TLE3: Peptidase M23 family protein	31.0276
UniRef50_H5TLE3: Peptidase M23 family protein|unclassified	31.0276
UniRef50_UPI0003739981: hypothetical protein	30.9895
UniRef50_UPI0003739981: hypothetical protein|unclassified	30.9895
UniRef50_UPI00036BF6A9: hypothetical protein	30.921
UniRef50_UPI00036BF6A9: hypothetical protein|unclassified	30.921
UniRef50_UPI000475E854: hypothetical protein	30.8947
UniRef50_UPI000475E854: hypothetical protein|unclassified	30.8947
UniRef50_UPI00047B699F: hypothetical protein	30.8897
UniRef50_UPI00047B699F: hypothetical protein|unclassified	30.8897
UniRef50_H3Z9N1	30.8171
UniRef50_H3Z9N1|unclassified	30.8171
UniRef50_M4MG06	30.8012
UniRef50_M4MG06|unclassified	30.8012
UniRef50_Q020V0: Peptidase M23B	30.7956
UniRef50_Q020V0: Peptidase M23B|unclassified	30.7956
UniRef50_A4K3A0: Putative outer membrane lipoprotein (Fragment)	30.5865
UniRef50_A4K3A0: Putative outer membrane lipoprotein (Fragment)|unclassified	30.5865
UniRef50_X6FZL2	30.5538
UniRef50_X6FZL2|unclassified	30.5538
UniRef50_Q48EL8: Insecticidal toxin protein, putative	30.5302
UniRef50_Q48EL8: Insecticidal toxin protein, putative|unclassified	30.5302
UniRef50_W9T998	30.5119
UniRef50_W9T998|unclassified	30.5119
UniRef50_C2QFI7	30.5007
UniRef50_C2QFI7|unclassified	30.5007
UniRef50_E2SBW6: Rhodanese-like protein	30.4379
UniRef50_E2SBW6: Rhodanese-like protein|unclassified	30.4379
UniRef50_UPI0003B6F672: transcriptional regulator	30.3854
UniRef50_UPI0003B6F672: transcriptional regulator|unclassified	30.3854
UniRef50_UPI0002D9CED7: hypothetical protein	30.304
UniRef50_UPI0002D9CED7: hypothetical protein|unclassified	30.304
UniRef50_F5TBV6: Peptidase, M23 family	30.286
UniRef50_F5TBV6: Peptidase, M23 family|unclassified	30.286
UniRef50_K9U2X6: Putative Chase2 sensor protein	30.2674
UniRef50_K9U2X6: Putative Chase2 sensor protein|unclassified	30.2674
UniRef50_U3R2C1	30.2632
UniRef50_U3R2C1|unclassified	30.2632
UniRef50_UPI000361E371: hypothetical protein	30.2211
UniRef50_UPI000361E371: hypothetical protein|unclassified	30.2211
UniRef50_W9AZT8: Peptidase M23B	30.2168
UniRef50_W9AZT8: Peptidase M23B|unclassified	30.2168
UniRef50_F2VCX0	30.2096
UniRef50_F2VCX0|unclassified	30.2096
UniRef50_UPI000476C934: membrane protein	30.2017
UniRef50_UPI000476C934: membrane protein|unclassified	30.2017
UniRef50_V4NKN0	30.1658
UniRef50_V4NKN0|unclassified	30.1658
UniRef50_G1ZEL3: Bacteriophage portal domain protein	30.1285
UniRef50_G1ZEL3: Bacteriophage portal domain protein|unclassified	30.1285
UniRef50_W4LE00	29.9791
UniRef50_W4LE00|unclassified	29.9791
UniRef50_UPI0003789517: hypothetical protein	29.9173
UniRef50_UPI0003789517: hypothetical protein|unclassified	29.9173
UniRef50_K9FIK4: Metalloendopeptidase-like membrane protein	29.882
UniRef50_K9FIK4: Metalloendopeptidase-like membrane protein|unclassified	29.882
UniRef50_UPI000376787A: hypothetical protein	29.8533
UniRef50_UPI000376787A: hypothetical protein|unclassified	29.8533
UniRef50_C4LJB0: Putative secreted protein	29.793
UniRef50_C4LJB0: Putative secreted protein|unclassified	29.793
UniRef50_UPI0003633D06: homoserine O-acetyltransferase	29.7176
UniRef50_UPI0003633D06: homoserine O-acetyltransferase|unclassified	29.7176
UniRef50_UPI00036A12BA: transcriptional regulator	29.7064
UniRef50_UPI00036A12BA: transcriptional regulator|unclassified	29.7064
UniRef50_K2G217: Diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(S) (Fragment)	29.6344
UniRef50_K2G217: Diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(S) (Fragment)|unclassified	29.6344
UniRef50_A8L6D2: Peptidase M23B	29.6341
UniRef50_A8L6D2: Peptidase M23B|unclassified	29.6341
UniRef50_UPI00047C2BE1: ArsR family transcriptional regulator	29.6112
UniRef50_UPI00047C2BE1: ArsR family transcriptional regulator|unclassified	29.6112
UniRef50_S6A1P8: M23/M37 peptidase	29.6098
UniRef50_S6A1P8: M23/M37 peptidase|unclassified	29.6098
UniRef50_B0S182: Adenylate cyclase 2	29.5781
UniRef50_B0S182: Adenylate cyclase 2|unclassified	29.5781
UniRef50_M0H5D3	29.5351
UniRef50_M0H5D3|unclassified	29.5351
UniRef50_A3ILA6: Two-component hybrid sensor and regulator (Fragment)	29.4862
UniRef50_A3ILA6: Two-component hybrid sensor and regulator (Fragment)|unclassified	29.4862
UniRef50_A0A031GS69	29.481
UniRef50_A0A031GS69|unclassified	29.481
UniRef50_UPI0001DD0851: peptidase M23	29.4358
UniRef50_UPI0001DD0851: peptidase M23|unclassified	29.4358
UniRef50_UPI0003B4136D: phospholipase	29.4243
UniRef50_UPI0003B4136D: phospholipase|unclassified	29.4243
UniRef50_Q21UD0: Peptidase M23B	29.361
UniRef50_Q21UD0: Peptidase M23B|unclassified	29.361
UniRef50_D0KW53: Peptidase M23	29.3317
UniRef50_D0KW53: Peptidase M23|unclassified	29.3317
UniRef50_UPI00046EA5B3: hypothetical protein	29.3148
UniRef50_UPI00046EA5B3: hypothetical protein|unclassified	29.3148
UniRef50_UPI0003456C5C: hypothetical protein	29.3062
UniRef50_UPI0003456C5C: hypothetical protein|unclassified	29.3062
UniRef50_UPI0004778F16: hypothetical protein	29.2914
UniRef50_UPI0004778F16: hypothetical protein|unclassified	29.2914
UniRef50_B9XKZ0: Putative GAF sensor protein	29.2322
UniRef50_B9XKZ0: Putative GAF sensor protein|unclassified	29.2322
UniRef50_B8GSY4	29.1963
UniRef50_B8GSY4|unclassified	29.1963
UniRef50_UPI00034B70A4: guanylate cyclase	29.1929
UniRef50_UPI00034B70A4: guanylate cyclase|unclassified	29.1929
UniRef50_H5TG50: Putative adenylate cyclase (Fragment)	28.9137
UniRef50_H5TG50: Putative adenylate cyclase (Fragment)|unclassified	28.9137
UniRef50_UPI00047AACCD: hypothetical protein	28.8915
UniRef50_UPI00047AACCD: hypothetical protein|unclassified	28.8915
UniRef50_UPI0003608454: hypothetical protein	28.7542
UniRef50_UPI0003608454: hypothetical protein|unclassified	28.7542
UniRef50_UPI0003B5EDB6: peptidase M23	28.7423
UniRef50_UPI0003B5EDB6: peptidase M23|unclassified	28.7423
UniRef50_S6AMZ5: Adenylate cyclase	28.721
UniRef50_S6AMZ5: Adenylate cyclase|unclassified	28.721
UniRef50_D5E758: Transcriptional regulator, ArsR family	28.711
UniRef50_D5E758: Transcriptional regulator, ArsR family|unclassified	28.711
UniRef50_X1ADI6: Marine sediment metagenome DNA, contig: S01H4_S02498 (Fragment)	28.6551
UniRef50_X1ADI6: Marine sediment metagenome DNA, contig: S01H4_S02498 (Fragment)|unclassified	28.6551
UniRef50_UPI00046F2DFF: hypothetical protein	28.6478
UniRef50_UPI00046F2DFF: hypothetical protein|unclassified	28.6478
UniRef50_UPI0002E9B046: hypothetical protein	28.6395
UniRef50_UPI0002E9B046: hypothetical protein|unclassified	28.6395
UniRef50_K9V609: Putative Chase2 sensor protein	28.6057
UniRef50_K9V609: Putative Chase2 sensor protein|unclassified	28.6057
UniRef50_UPI0002F85F44: hypothetical protein	28.6038
UniRef50_UPI0002F85F44: hypothetical protein|unclassified	28.6038
UniRef50_U8MN77	28.5905
UniRef50_U8MN77|unclassified	28.5905
UniRef50_UPI000367C0EF: hypothetical protein	28.5839
UniRef50_UPI000367C0EF: hypothetical protein|unclassified	28.5839
UniRef50_D3PKS8: Peptidase M23	28.5417
UniRef50_D3PKS8: Peptidase M23|unclassified	28.5417
UniRef50_Q21N44	28.5318
UniRef50_Q21N44|unclassified	28.5318
UniRef50_C2WFI4: Lethal factor	28.5268
UniRef50_C2WFI4: Lethal factor|unclassified	28.5268
UniRef50_F3GK01	28.5268
UniRef50_F3GK01|unclassified	28.5268
UniRef50_UPI0003B3E779: adenylate cyclase	28.5243
UniRef50_UPI0003B3E779: adenylate cyclase|unclassified	28.5243
UniRef50_E2WL35	28.4708
UniRef50_E2WL35|unclassified	28.4708
UniRef50_H2J001	28.4292
UniRef50_H2J001|unclassified	28.4292
UniRef50_UPI0002E5FF96: hypothetical protein	28.3583
UniRef50_UPI0002E5FF96: hypothetical protein|unclassified	28.3583
UniRef50_UPI00047E66B1: ammonium transporter	28.3473
UniRef50_UPI00047E66B1: ammonium transporter|unclassified	28.3473
UniRef50_K9WKD0: FHA domain-containing protein	28.3442
UniRef50_K9WKD0: FHA domain-containing protein|unclassified	28.3442
UniRef50_UPI00034B9D55: hypothetical protein	28.2911
UniRef50_UPI00034B9D55: hypothetical protein|unclassified	28.2911
UniRef50_X1FDB0: Marine sediment metagenome DNA, contig: S03H2_C02375 (Fragment)	28.283
UniRef50_X1FDB0: Marine sediment metagenome DNA, contig: S03H2_C02375 (Fragment)|unclassified	28.283
UniRef50_UPI0003B523FF: ArsR family transcriptional regulator	28.2251
UniRef50_UPI0003B523FF: ArsR family transcriptional regulator|unclassified	28.2251
UniRef50_A9MRI6	28.2229
UniRef50_A9MRI6|unclassified	28.2229
UniRef50_UPI0003660F5D: hypothetical protein	28.2163
UniRef50_UPI0003660F5D: hypothetical protein|unclassified	28.2163
UniRef50_UPI0003B6374E: isochorismatase	28.2041
UniRef50_UPI0003B6374E: isochorismatase|unclassified	28.2041
UniRef50_A8L6Q5	28.1803
UniRef50_A8L6Q5|unclassified	28.1803
UniRef50_S4Y1E7	28.1431
UniRef50_S4Y1E7|unclassified	28.1431
UniRef50_A9WMB7: Peptidase M23B	28.1387
UniRef50_A9WMB7: Peptidase M23B|unclassified	28.1387
UniRef50_N6VXE7: Adenylate cyclase	28.1038
UniRef50_N6VXE7: Adenylate cyclase|unclassified	28.1038
UniRef50_UPI0003635B2B: hypothetical protein, partial	28.0641
UniRef50_UPI0003635B2B: hypothetical protein, partial|unclassified	28.0641
UniRef50_M4MJ99	28.0219
UniRef50_M4MJ99|unclassified	28.0219
UniRef50_UPI00046288FD: hypothetical protein, partial	28.005
UniRef50_UPI00046288FD: hypothetical protein, partial|unclassified	28.005
UniRef50_UPI00034BC880: hypothetical protein	27.9558
UniRef50_UPI00034BC880: hypothetical protein|unclassified	27.9558
UniRef50_UPI0003B63E76: regulatory protein ArsR	27.9198
UniRef50_UPI0003B63E76: regulatory protein ArsR|unclassified	27.9198
UniRef50_A9WJ55: Peptidase M23B	27.8381
UniRef50_A9WJ55: Peptidase M23B|unclassified	27.8381
UniRef50_G7Q7F3: Peptidase M23	27.8332
UniRef50_G7Q7F3: Peptidase M23|unclassified	27.8332
UniRef50_D9W0L6	27.8274
UniRef50_D9W0L6|unclassified	27.8274
UniRef50_UPI00037E80A8: hypothetical protein	27.765
UniRef50_UPI00037E80A8: hypothetical protein|unclassified	27.765
UniRef50_D2AUI5: Peptidase, M23/M37 family	27.7585
UniRef50_D2AUI5: Peptidase, M23/M37 family|unclassified	27.7585
UniRef50_G8MC43: Peptidase M23B	27.7568
UniRef50_G8MC43: Peptidase M23B|unclassified	27.7568
UniRef50_UPI00035FDE0F: hypothetical protein	27.7273
UniRef50_UPI00035FDE0F: hypothetical protein|unclassified	27.7273
UniRef50_F5UH48: CHASE2 domain protein	27.7007
UniRef50_F5UH48: CHASE2 domain protein|unclassified	27.7007
