# Gene Family	SampleDNA_repair._bacterial_Abundance-RPKs
UniRef50_A6DE83: SMC domain protein|unclassified	13.3758639022
UniRef50_A4A9B1	13.3756893771
UniRef50_A4A9B1|unclassified	13.3756893771
UniRef50_H7D7G6	13.3727022023
UniRef50_H7D7G6|unclassified	13.3727022023
UniRef50_B5YDI9: DNA repair protein	13.3476266469
UniRef50_B5YDI9: DNA repair protein|unclassified	13.3476266469
UniRef50_C2WGF1: DNA repair protein radA	13.3283325258
UniRef50_C2WGF1: DNA repair protein radA|unclassified	13.3283325258
UniRef50_Q9YES5: Endonuclease V	13.3237923347
UniRef50_Q9YES5: Endonuclease V|unclassified	13.3237923347
UniRef50_R9BUV4: Exodeoxyribonuclease III	13.2968930019
UniRef50_R9BUV4: Exodeoxyribonuclease III|unclassified	13.2968930019
UniRef50_UPI000471F4B3: hypothetical protein, partial	13.2879170233
UniRef50_UPI000471F4B3: hypothetical protein, partial|unclassified	13.2879170233
UniRef50_C8W5Q3	13.2862614362
UniRef50_C8W5Q3|unclassified	13.2862614362
UniRef50_Q0A553: AsmA family protein	13.2775480659
UniRef50_Q0A553: AsmA family protein|unclassified	13.2775480659
UniRef50_W5SHK8: DNA repair protein recN	13.2741678578
UniRef50_W5SHK8: DNA repair protein recN|unclassified	13.2741678578
UniRef50_R7API3	13.2670954901
UniRef50_R7API3|unclassified	13.2670954901
UniRef50_R7HL71: DNA repair protein RadC	13.2420993649
UniRef50_R7HL71: DNA repair protein RadC|unclassified	13.2420993649
UniRef50_R6SHM6	13.2378766195
UniRef50_R6SHM6|unclassified	13.2378766195
UniRef50_J7KYM6: DNA repair protein RadC	13.2302663756
UniRef50_J7KYM6: DNA repair protein RadC|unclassified	13.2302663756
UniRef50_X1CNS8: Marine sediment metagenome DNA, contig: S01H4_S10056 (Fragment)	13.2262889340
UniRef50_X1CNS8: Marine sediment metagenome DNA, contig: S01H4_S10056 (Fragment)|unclassified	13.2262889340
UniRef50_UPI0002E1530E: hypothetical protein	13.2166495602
UniRef50_UPI0002E1530E: hypothetical protein|unclassified	13.2166495602
UniRef50_L8A401: DNA repair protein	13.1443400195
UniRef50_L8A401: DNA repair protein|unclassified	13.1443400195
UniRef50_UPI00036F7235: hypothetical protein, partial	13.1171185232
UniRef50_UPI00036F7235: hypothetical protein, partial|unclassified	13.1171185232
UniRef50_K0N1Z4: RadC: DNA repair protein radC homolog	13.1015506902
UniRef50_K0N1Z4: RadC: DNA repair protein radC homolog|unclassified	13.1015506902
UniRef50_R7FQ92	13.0969954262
UniRef50_R7FQ92|unclassified	13.0969954262
UniRef50_K8NXV9	13.0833598516
UniRef50_K8NXV9|unclassified	13.0833598516
UniRef50_UPI0004168561: hypothetical protein	13.0642482790
UniRef50_UPI0004168561: hypothetical protein|unclassified	13.0642482790
UniRef50_T1D8Y5: DNA repair protein RecN (Fragment)	13.0600644337
UniRef50_T1D8Y5: DNA repair protein RecN (Fragment)|unclassified	13.0600644337
UniRef50_UPI000470F67E: hypothetical protein	13.0551782443
UniRef50_UPI000470F67E: hypothetical protein|unclassified	13.0551782443
UniRef50_S2P6C4	13.0545380584
UniRef50_S2P6C4|unclassified	13.0545380584
UniRef50_UPI0004766C33: NTP pyrophosphohydrolase	13.0453934925
UniRef50_UPI0004766C33: NTP pyrophosphohydrolase|unclassified	13.0453934925
UniRef50_E6RNG3: 2OG-Fe(II) oxygenase superfamily protein	13.0362103512
UniRef50_E6RNG3: 2OG-Fe(II) oxygenase superfamily protein|unclassified	13.0362103512
UniRef50_J3EQC8: DNA repair protein	13.0351372364
UniRef50_J3EQC8: DNA repair protein|unclassified	13.0351372364
UniRef50_C7PAN1	12.9996961432
UniRef50_C7PAN1|unclassified	12.9996961432
UniRef50_Q1RQJ6	12.9769122173
UniRef50_Q1RQJ6|unclassified	12.9769122173
UniRef50_C0Q9Z9: RadC3	12.9706578916
UniRef50_C0Q9Z9: RadC3|unclassified	12.9706578916
UniRef50_Q2QJL1: DNA repair protein RadC	12.9676694012
UniRef50_Q2QJL1: DNA repair protein RadC|unclassified	12.9676694012
UniRef50_Q2T4B8: Gp26	12.9664903826
UniRef50_Q2T4B8: Gp26|unclassified	12.9664903826
UniRef50_A1K4R2: Exodeoxyribonuclease 7 small subunit	12.9612135793
UniRef50_A1K4R2: Exodeoxyribonuclease 7 small subunit|unclassified	12.9612135793
UniRef50_Q0F138	12.9257950996
UniRef50_Q0F138|unclassified	12.9257950996
UniRef50_Q1GTH5: DNA repair protein RadC	12.8791174363
UniRef50_Q1GTH5: DNA repair protein RadC|unclassified	12.8791174363
UniRef50_UPI000477B9DB: hypothetical protein	12.8646119093
UniRef50_UPI000477B9DB: hypothetical protein|unclassified	12.8646119093
UniRef50_Q5QX33: RadC family protein	12.8546559091
UniRef50_Q5QX33: RadC family protein|unclassified	12.8546559091
UniRef50_G4KTQ2	12.8404219533
UniRef50_G4KTQ2|unclassified	12.8404219533
UniRef50_UPI0003A8E91F: endonuclease V	12.8325863144
UniRef50_UPI0003A8E91F: endonuclease V|unclassified	12.8325863144
UniRef50_UPI00035E1680: hypothetical protein	12.8285793458
UniRef50_UPI00035E1680: hypothetical protein|unclassified	12.8285793458
UniRef50_V3TLP4	12.8198464232
UniRef50_V3TLP4|unclassified	12.8198464232
UniRef50_Q6MC33	12.8086215411
UniRef50_Q6MC33|unclassified	12.8086215411
UniRef50_UPI00036A3779: hypothetical protein, partial	12.7921838400
UniRef50_UPI00036A3779: hypothetical protein, partial|unclassified	12.7921838400
UniRef50_K1Y188	12.7899789816
UniRef50_K1Y188|unclassified	12.7899789816
UniRef50_T1A6Y8: DNA repair protein RadA (Fragment)	12.7707028287
UniRef50_T1A6Y8: DNA repair protein RadA (Fragment)|unclassified	12.7707028287
UniRef50_K7I0N5	12.7684079731
UniRef50_K7I0N5|unclassified	12.7684079731
UniRef50_UPI00038254C9: hypothetical protein	12.7513503583
UniRef50_UPI00038254C9: hypothetical protein|unclassified	12.7513503583
UniRef50_J0LGP0: Alkylated DNA repair protein-like protein	12.7456686254
UniRef50_J0LGP0: Alkylated DNA repair protein-like protein|unclassified	12.7456686254
UniRef50_X1PKD6: Marine sediment metagenome DNA, contig: S06H3_S23466 (Fragment)	12.7429455987
UniRef50_X1PKD6: Marine sediment metagenome DNA, contig: S06H3_S23466 (Fragment)|unclassified	12.7429455987
UniRef50_UPI0003B3EA11: adenine glycosylase	12.7411532339
UniRef50_UPI0003B3EA11: adenine glycosylase|unclassified	12.7411532339
UniRef50_D4KQY3: DNA replication and repair protein RadC	12.7384377720
UniRef50_D4KQY3: DNA replication and repair protein RadC|unclassified	12.7384377720
UniRef50_UPI0001E2B020: hypothetical protein, partial	12.7382084956
UniRef50_UPI0001E2B020: hypothetical protein, partial|unclassified	12.7382084956
UniRef50_UPI0004778909: 2OG-Fe(II) oxygenase	12.7246205561
UniRef50_UPI0004778909: 2OG-Fe(II) oxygenase|unclassified	12.7246205561
UniRef50_R9I9Q9	12.7034575909
UniRef50_R9I9Q9|unclassified	12.7034575909
UniRef50_UPI000370419A: hypothetical protein, partial	12.7016839698
UniRef50_UPI000370419A: hypothetical protein, partial|unclassified	12.7016839698
UniRef50_UPI000378C99C: hypothetical protein	12.6852178066
UniRef50_UPI000378C99C: hypothetical protein|unclassified	12.6852178066
UniRef50_UPI00047EDC6F: hypothetical protein	12.6753726241
UniRef50_UPI00047EDC6F: hypothetical protein|unclassified	12.6753726241
UniRef50_D5QD60: DNA repair protein RadC	12.6471459347
UniRef50_D5QD60: DNA repair protein RadC|unclassified	12.6471459347
UniRef50_X1MKT5: Marine sediment metagenome DNA, contig: S06H3_L04958 (Fragment)	12.6311840822
UniRef50_X1MKT5: Marine sediment metagenome DNA, contig: S06H3_L04958 (Fragment)|unclassified	12.6311840822
UniRef50_K1U5U1: RmuC domain protein (Fragment)	12.5937270887
UniRef50_K1U5U1: RmuC domain protein (Fragment)|unclassified	12.5937270887
UniRef50_B7IGP5	12.5558728312
UniRef50_B7IGP5|unclassified	12.5558728312
UniRef50_M5DUA2	12.5491226783
UniRef50_M5DUA2|unclassified	12.5491226783
UniRef50_UPI0003645023: hypothetical protein, partial	12.5362212998
UniRef50_UPI0003645023: hypothetical protein, partial|unclassified	12.5362212998
UniRef50_A6DC11: DNA recombination protein RmuC	12.5190545582
UniRef50_A6DC11: DNA recombination protein RmuC|unclassified	12.5190545582
UniRef50_M5AC98: UPF0758 protein CPR_2111	12.5053250916
UniRef50_M5AC98: UPF0758 protein CPR_2111|unclassified	12.5053250916
UniRef50_X1HNY3: Marine sediment metagenome DNA, contig: S03H2_L02641 (Fragment)	12.4986728246
UniRef50_X1HNY3: Marine sediment metagenome DNA, contig: S03H2_L02641 (Fragment)|unclassified	12.4986728246
UniRef50_B6Y9Y8: Putative dna repair protein radc	12.4956865172
UniRef50_B6Y9Y8: Putative dna repair protein radc|unclassified	12.4956865172
UniRef50_UPI0001528325: hypothetical protein MAG_2550	12.4722477457
UniRef50_UPI0001528325: hypothetical protein MAG_2550|unclassified	12.4722477457
UniRef50_R6Z7P5: RmuC domain protein	12.4395178182
UniRef50_R6Z7P5: RmuC domain protein|unclassified	12.4395178182
UniRef50_UPI000465CA71: hypothetical protein	12.4295333784
UniRef50_UPI000465CA71: hypothetical protein|unclassified	12.4295333784
UniRef50_M9WT03: DNA repair protein RadC 1	12.4289481399
UniRef50_M9WT03: DNA repair protein RadC 1|unclassified	12.4289481399
UniRef50_UPI00034AE6AB: hypothetical protein	12.4214936316
UniRef50_UPI00034AE6AB: hypothetical protein|unclassified	12.4214936316
UniRef50_Q30U13	12.4031589434
UniRef50_Q30U13|unclassified	12.4031589434
UniRef50_C5C0V6: Exodeoxyribonuclease 7 small subunit	12.3888355423
UniRef50_C5C0V6: Exodeoxyribonuclease 7 small subunit|unclassified	12.3888355423
UniRef50_UPI0003708F2A: hypothetical protein	12.3802327490
UniRef50_UPI0003708F2A: hypothetical protein|unclassified	12.3802327490
UniRef50_V4L7I0	12.3498460845
UniRef50_V4L7I0|unclassified	12.3498460845
UniRef50_UPI0003B5B66A: single-stranded DNA-binding protein	12.3437893178
UniRef50_UPI0003B5B66A: single-stranded DNA-binding protein|unclassified	12.3437893178
UniRef50_R5C2D3	12.3351059025
UniRef50_R5C2D3|unclassified	12.3351059025
UniRef50_UPI00035C38C8: single-stranded DNA-binding protein	12.3320143172
UniRef50_UPI00035C38C8: single-stranded DNA-binding protein|unclassified	12.3320143172
UniRef50_C7MET8	12.3277881659
UniRef50_C7MET8|unclassified	12.3277881659
UniRef50_Q6MD82	12.3090800117
UniRef50_Q6MD82|unclassified	12.3090800117
UniRef50_UPI0000E0F9EE: RmuC	12.2812431473
UniRef50_UPI0000E0F9EE: RmuC|unclassified	12.2812431473
UniRef50_B5RRC9: ATPase involved in DNA repair	12.2692510693
UniRef50_B5RRC9: ATPase involved in DNA repair|unclassified	12.2692510693
UniRef50_A0A058V7J7	12.2469759439
UniRef50_A0A058V7J7|unclassified	12.2469759439
UniRef50_Q0ASK3	12.2356335571
UniRef50_Q0ASK3|unclassified	12.2356335571
UniRef50_UPI00035D7F72: hypothetical protein, partial	12.2271134836
UniRef50_UPI00035D7F72: hypothetical protein, partial|unclassified	12.2271134836
UniRef50_S7J4L5: DNA repair protein RadC	12.2125748103
UniRef50_S7J4L5: DNA repair protein RadC|unclassified	12.2125748103
UniRef50_S6FBB4: Putative DNA recombination protein RmuC	12.1894173133
UniRef50_S6FBB4: Putative DNA recombination protein RmuC|unclassified	12.1894173133
UniRef50_A6Q876: DNA double-strand break repair protein	12.1879927083
UniRef50_A6Q876: DNA double-strand break repair protein|unclassified	12.1879927083
UniRef50_B0K8W8	12.1746920588
UniRef50_B0K8W8|unclassified	12.1746920588
UniRef50_D5ELB0	12.1424477090
UniRef50_D5ELB0|unclassified	12.1424477090
UniRef50_G2HW52: DNA recombination protein RmuC-like protein	12.1368793509
UniRef50_G2HW52: DNA recombination protein RmuC-like protein|unclassified	12.1368793509
UniRef50_UPI00016A478C: AlkA domain protein, partial	12.1090281175
UniRef50_UPI00016A478C: AlkA domain protein, partial|unclassified	12.1090281175
UniRef50_UPI000478320E: hypothetical protein	12.1069696444
UniRef50_UPI000478320E: hypothetical protein|unclassified	12.1069696444
UniRef50_Q3IT64: Endonuclease V	12.1056012804
UniRef50_Q3IT64: Endonuclease V|unclassified	12.1056012804
UniRef50_W6TQC7	12.0730826752
UniRef50_W6TQC7|unclassified	12.0730826752
UniRef50_F9PR78: RmuC domain protein	12.0575011734
UniRef50_F9PR78: RmuC domain protein|unclassified	12.0575011734
UniRef50_UPI00036064AF: hypothetical protein	12.0150710065
UniRef50_UPI00036064AF: hypothetical protein|unclassified	12.0150710065
UniRef50_T0ZHZ8: DNA repair protein (RadC) (Fragment)	11.8819094587
UniRef50_T0ZHZ8: DNA repair protein (RadC) (Fragment)|unclassified	11.8819094587
UniRef50_A0Z617	11.8806970776
UniRef50_A0Z617|unclassified	11.8806970776
UniRef50_UPI000248C97E: DNA repair protein RadC	11.8775367841
UniRef50_UPI000248C97E: DNA repair protein RadC|unclassified	11.8775367841
UniRef50_UPI0004106C8C: hypothetical protein	11.8637296411
UniRef50_UPI0004106C8C: hypothetical protein|unclassified	11.8637296411
UniRef50_UPI00047B2377: hypothetical protein	11.8616135204
UniRef50_UPI00047B2377: hypothetical protein|unclassified	11.8616135204
UniRef50_UPI000470898D: hypothetical protein	11.8601909223
UniRef50_UPI000470898D: hypothetical protein|unclassified	11.8601909223
UniRef50_UPI00047A89B5: hypothetical protein, partial	11.8261222857
UniRef50_UPI00047A89B5: hypothetical protein, partial|unclassified	11.8261222857
UniRef50_UPI000472C2EB: DNA polymerase IV	11.8246866332
UniRef50_UPI000472C2EB: DNA polymerase IV|unclassified	11.8246866332
UniRef50_D8IMC1	11.7968173494
UniRef50_D8IMC1|unclassified	11.7968173494
UniRef50_C7CN80	11.7843125092
UniRef50_C7CN80|unclassified	11.7843125092
UniRef50_U4RVX7: DNA repair RadC family protein	11.7820302731
UniRef50_U4RVX7: DNA repair RadC family protein|unclassified	11.7820302731
UniRef50_R5QJZ9: DNA repair protein RecN	11.7645375276
UniRef50_R5QJZ9: DNA repair protein RecN|unclassified	11.7645375276
UniRef50_UPI0002F5AC93: hypothetical protein	11.7353675009
UniRef50_UPI0002F5AC93: hypothetical protein|unclassified	11.7353675009
UniRef50_R7KIZ5: Transcriptional regulator Fis family	11.7298580107
UniRef50_R7KIZ5: Transcriptional regulator Fis family|unclassified	11.7298580107
UniRef50_T0D468: ParB-like nuclease domain protein	11.7090489514
UniRef50_T0D468: ParB-like nuclease domain protein|unclassified	11.7090489514
UniRef50_UPI00035F5EF1: hypothetical protein	11.7016344458
UniRef50_UPI00035F5EF1: hypothetical protein|unclassified	11.7016344458
UniRef50_D5V614: SMC domain protein	11.7000101348
UniRef50_D5V614: SMC domain protein|unclassified	11.7000101348
UniRef50_F8EWB9: DNA repair protein RadC	11.6992989133
UniRef50_F8EWB9: DNA repair protein RadC|unclassified	11.6992989133
UniRef50_UPI0003B58136: hypothetical protein	11.6969341776
UniRef50_UPI0003B58136: hypothetical protein|unclassified	11.6969341776
UniRef50_UPI0004668357: hypothetical protein, partial	11.6935915134
UniRef50_UPI0004668357: hypothetical protein, partial|unclassified	11.6935915134
UniRef50_I2F2Z1: DNA repair protein radc	11.6855584298
UniRef50_I2F2Z1: DNA repair protein radc|unclassified	11.6855584298
UniRef50_R5YL78: DNA repair protein RadC	11.6758947283
UniRef50_R5YL78: DNA repair protein RadC|unclassified	11.6758947283
UniRef50_C0AFD6: Multiple banded antigen	11.6730620204
UniRef50_C0AFD6: Multiple banded antigen|unclassified	11.6730620204
UniRef50_G4LMR2	11.6692947634
UniRef50_G4LMR2|unclassified	11.6692947634
UniRef50_A8MGD7: DNA repair protein RadC	11.6679920668
UniRef50_A8MGD7: DNA repair protein RadC|unclassified	11.6679920668
UniRef50_W4TFS4: DNA recombination protein RmuC	11.6536762990
UniRef50_W4TFS4: DNA recombination protein RmuC|unclassified	11.6536762990
UniRef50_UPI0004017F46: single-stranded DNA-binding protein	11.6533662508
UniRef50_UPI0004017F46: single-stranded DNA-binding protein|unclassified	11.6533662508
UniRef50_I6ZU37: DNA repair protein RadC	11.6514158112
UniRef50_I6ZU37: DNA repair protein RadC|unclassified	11.6514158112
UniRef50_UPI00040F848C: hypothetical protein	11.6085794974
UniRef50_UPI00040F848C: hypothetical protein|unclassified	11.6085794974
UniRef50_UPI00046D4FA1: hypothetical protein	11.6056083360
UniRef50_UPI00046D4FA1: hypothetical protein|unclassified	11.6056083360
UniRef50_K2DRH3	11.5824100983
UniRef50_K2DRH3|unclassified	11.5824100983
UniRef50_K2LB19: A/G-specific adenine glycosylase (Fragment)	11.5489176526
UniRef50_K2LB19: A/G-specific adenine glycosylase (Fragment)|unclassified	11.5489176526
UniRef50_P04395: DNA-3-methyladenine glycosylase 2	11.5461435210
UniRef50_P04395: DNA-3-methyladenine glycosylase 2|unclassified	11.5461435210
UniRef50_W4UMI1: DNA polymerase	11.5385172779
UniRef50_W4UMI1: DNA polymerase|unclassified	11.5385172779
UniRef50_Q3RHN8	11.5329348780
UniRef50_Q3RHN8|unclassified	11.5329348780
UniRef50_S4Y6J5	11.5097175366
UniRef50_S4Y6J5|unclassified	11.5097175366
UniRef50_I3XXV1	11.5091794835
UniRef50_I3XXV1|unclassified	11.5091794835
UniRef50_A8SXL8: Ser/Thr phosphatase family protein (Fragment)	11.5029558277
UniRef50_A8SXL8: Ser/Thr phosphatase family protein (Fragment)|unclassified	11.5029558277
UniRef50_UPI000368155F: hypothetical protein	11.4954803445
UniRef50_UPI000368155F: hypothetical protein|unclassified	11.4954803445
UniRef50_A3UFB9: DNA recombination protein	11.4936370517
UniRef50_A3UFB9: DNA recombination protein|unclassified	11.4936370517
UniRef50_UPI0003815D35: hypothetical protein	11.4841776853
UniRef50_UPI0003815D35: hypothetical protein|unclassified	11.4841776853
UniRef50_E0Y0W9	11.4756239339
UniRef50_E0Y0W9|unclassified	11.4756239339
UniRef50_K0CC06: AsmA family	11.4639014282
UniRef50_K0CC06: AsmA family|unclassified	11.4639014282
UniRef50_S5Y2D9: DNA repair protein RadC	11.4511644763
UniRef50_S5Y2D9: DNA repair protein RadC|unclassified	11.4511644763
UniRef50_UPI0003F7DD16: adenine glycosylase	11.4472662335
UniRef50_UPI0003F7DD16: adenine glycosylase|unclassified	11.4472662335
UniRef50_B2A8P8	11.4430152844
UniRef50_B2A8P8|unclassified	11.4430152844
UniRef50_UPI0003B40492: hypothetical protein	11.4380203781
UniRef50_UPI0003B40492: hypothetical protein|unclassified	11.4380203781
UniRef50_B0T9F0: DNA repair protein RadC	11.4311912159
UniRef50_B0T9F0: DNA repair protein RadC|unclassified	11.4311912159
UniRef50_I6YSV9: DNA repair protein RadC	11.4303128877
UniRef50_I6YSV9: DNA repair protein RadC|unclassified	11.4303128877
UniRef50_C4I883: DNA recombination protein RmuC	11.4296633443
UniRef50_C4I883: DNA recombination protein RmuC|unclassified	11.4296633443
UniRef50_R7IG10: RmuC domain protein	11.4265336078
UniRef50_R7IG10: RmuC domain protein|unclassified	11.4265336078
UniRef50_M8H744	11.4250183320
UniRef50_M8H744|unclassified	11.4250183320
UniRef50_UPI000473B221: hypothetical protein	11.4175511925
UniRef50_UPI000473B221: hypothetical protein|unclassified	11.4175511925
UniRef50_UPI000469BD17: hypothetical protein	11.3994802319
UniRef50_UPI000469BD17: hypothetical protein|unclassified	11.3994802319
UniRef50_B8DQU6	11.3810413069
UniRef50_B8DQU6|unclassified	11.3810413069
UniRef50_UPI00047036BC: hypothetical protein, partial	11.3785881536
UniRef50_UPI00047036BC: hypothetical protein, partial|unclassified	11.3785881536
UniRef50_B5ZKP7: DNA repair protein RadC	11.3785316233
UniRef50_B5ZKP7: DNA repair protein RadC|unclassified	11.3785316233
UniRef50_B4S9N8: DNA repair protein RadC	11.3581433630
UniRef50_B4S9N8: DNA repair protein RadC|unclassified	11.3581433630
UniRef50_Q5WRY7	11.3520608856
UniRef50_Q5WRY7|unclassified	11.3520608856
UniRef50_B8F1D4: Minus strand repeat motif-containing protein	11.3504447829
UniRef50_B8F1D4: Minus strand repeat motif-containing protein|unclassified	11.3504447829
