# Gene Family	SampleDNA_repair._bacterial_Abundance-CPM
UniRef50_E6RQ41: DNA recombination protein rmuC|unclassified	44.9833
UniRef50_P39788: Endonuclease III	44.9466
UniRef50_P39788: Endonuclease III|unclassified	44.9466
UniRef50_UPI00037F6912: hypothetical protein	44.9339
UniRef50_UPI00037F6912: hypothetical protein|unclassified	44.9339
UniRef50_UPI00036559DB: hypothetical protein	44.9026
UniRef50_UPI00036559DB: hypothetical protein|unclassified	44.9026
UniRef50_B1WR20	44.8689
UniRef50_B1WR20|unclassified	44.8689
UniRef50_V8QYY5: DNA recombination protein RmuC	44.8393
UniRef50_V8QYY5: DNA recombination protein RmuC|unclassified	44.8393
UniRef50_UPI000417C9FD: DNA repair protein RadA	44.8081
UniRef50_UPI000417C9FD: DNA repair protein RadA|unclassified	44.8081
UniRef50_UPI000374EDBC: hypothetical protein	44.7257
UniRef50_UPI000374EDBC: hypothetical protein|unclassified	44.7257
UniRef50_UPI0003827FD5: hypothetical protein	44.7202
UniRef50_UPI0003827FD5: hypothetical protein|unclassified	44.7202
UniRef50_A4BNR3	44.6472
UniRef50_A4BNR3|unclassified	44.6472
UniRef50_C8WYB3: DNA repair protein RadC	44.5675
UniRef50_C8WYB3: DNA repair protein RadC|unclassified	44.5675
UniRef50_K1YAH4	44.5353
UniRef50_K1YAH4|unclassified	44.5353
UniRef50_K2A8R1: RadC3	44.5053
UniRef50_K2A8R1: RadC3|unclassified	44.5053
UniRef50_UPI000382F12F: hypothetical protein	44.5043
UniRef50_UPI000382F12F: hypothetical protein|unclassified	44.5043
UniRef50_A0A022FQQ2	44.4756
UniRef50_A0A022FQQ2|unclassified	44.4756
UniRef50_D1AYA9	44.4642
UniRef50_D1AYA9|unclassified	44.4642
UniRef50_R6J4Q9: RmuC-domain protein	44.4419
UniRef50_R6J4Q9: RmuC-domain protein|unclassified	44.4419
UniRef50_UPI00045EB63C: exodeoxyribonuclease VII large subunit	44.4392
UniRef50_UPI00045EB63C: exodeoxyribonuclease VII large subunit|unclassified	44.4392
UniRef50_B6J212: DNA repair protein	44.4291
UniRef50_B6J212: DNA repair protein|unclassified	44.4291
UniRef50_UPI0003B6577F: DNA recombination protein RmuC	44.3594
UniRef50_UPI0003B6577F: DNA recombination protein RmuC|unclassified	44.3594
UniRef50_A1W2L4	44.2724
UniRef50_A1W2L4|unclassified	44.2724
UniRef50_K1TSQ1: DNA recombination protein RmuC domain protein (Fragment)	44.2466
UniRef50_K1TSQ1: DNA recombination protein RmuC domain protein (Fragment)|unclassified	44.2466
UniRef50_F0Q0N4	44.1165
UniRef50_F0Q0N4|unclassified	44.1165
UniRef50_UPI0004647155: hypothetical protein	44.0819
UniRef50_UPI0004647155: hypothetical protein|unclassified	44.0819
UniRef50_W0YV97: RmuC domain-containing protein family protein	44.0297
UniRef50_W0YV97: RmuC domain-containing protein family protein|unclassified	44.0297
UniRef50_R4XS25: DNA repair protein RadC	44.0097
UniRef50_R4XS25: DNA repair protein RadC|unclassified	44.0097
UniRef50_H8KK17: DNA repair protein RadC	43.9969
UniRef50_H8KK17: DNA repair protein RadC|unclassified	43.9969
UniRef50_O86954: Probable endonuclease 4 (Fragment)	43.9901
UniRef50_O86954: Probable endonuclease 4 (Fragment)|unclassified	43.9901
UniRef50_UPI00035FB165: hypothetical protein	43.984
UniRef50_UPI00035FB165: hypothetical protein|unclassified	43.984
UniRef50_R5TI06	43.9545
UniRef50_R5TI06|unclassified	43.9545
UniRef50_W4TPF8	43.8781
UniRef50_W4TPF8|unclassified	43.8781
UniRef50_UPI0003B4A12A: methylated-DNA-protein-cysteine methyltransferase	43.8635
UniRef50_UPI0003B4A12A: methylated-DNA-protein-cysteine methyltransferase|unclassified	43.8635
UniRef50_A6DE83: SMC domain protein	43.8184
UniRef50_A6DE83: SMC domain protein|unclassified	43.8184
UniRef50_A4A9B1	43.8178
UniRef50_A4A9B1|unclassified	43.8178
UniRef50_H7D7G6	43.808
UniRef50_H7D7G6|unclassified	43.808
UniRef50_B5YDI9: DNA repair protein	43.7258
UniRef50_B5YDI9: DNA repair protein|unclassified	43.7258
UniRef50_C2WGF1: DNA repair protein radA	43.6626
UniRef50_C2WGF1: DNA repair protein radA|unclassified	43.6626
UniRef50_Q9YES5: Endonuclease V	43.6478
UniRef50_Q9YES5: Endonuclease V|unclassified	43.6478
UniRef50_R9BUV4: Exodeoxyribonuclease III	43.5596
UniRef50_R9BUV4: Exodeoxyribonuclease III|unclassified	43.5596
UniRef50_UPI000471F4B3: hypothetical protein, partial	43.5302
UniRef50_UPI000471F4B3: hypothetical protein, partial|unclassified	43.5302
UniRef50_C8W5Q3	43.5248
UniRef50_C8W5Q3|unclassified	43.5248
UniRef50_Q0A553: AsmA family protein	43.4963
UniRef50_Q0A553: AsmA family protein|unclassified	43.4963
UniRef50_W5SHK8: DNA repair protein recN	43.4852
UniRef50_W5SHK8: DNA repair protein recN|unclassified	43.4852
UniRef50_R7API3	43.462
UniRef50_R7API3|unclassified	43.462
UniRef50_R7HL71: DNA repair protein RadC	43.3802
UniRef50_R7HL71: DNA repair protein RadC|unclassified	43.3802
UniRef50_R6SHM6	43.3663
UniRef50_R6SHM6|unclassified	43.3663
UniRef50_J7KYM6: DNA repair protein RadC	43.3414
UniRef50_J7KYM6: DNA repair protein RadC|unclassified	43.3414
UniRef50_X1CNS8: Marine sediment metagenome DNA, contig: S01H4_S10056 (Fragment)	43.3284
UniRef50_X1CNS8: Marine sediment metagenome DNA, contig: S01H4_S10056 (Fragment)|unclassified	43.3284
UniRef50_UPI0002E1530E: hypothetical protein	43.2968
UniRef50_UPI0002E1530E: hypothetical protein|unclassified	43.2968
UniRef50_L8A401: DNA repair protein	43.0599
UniRef50_L8A401: DNA repair protein|unclassified	43.0599
UniRef50_UPI00036F7235: hypothetical protein, partial	42.9707
UniRef50_UPI00036F7235: hypothetical protein, partial|unclassified	42.9707
UniRef50_K0N1Z4: RadC: DNA repair protein radC homolog	42.9197
UniRef50_K0N1Z4: RadC: DNA repair protein radC homolog|unclassified	42.9197
UniRef50_R7FQ92	42.9048
UniRef50_R7FQ92|unclassified	42.9048
UniRef50_K8NXV9	42.8601
UniRef50_K8NXV9|unclassified	42.8601
UniRef50_UPI0004168561: hypothetical protein	42.7975
UniRef50_UPI0004168561: hypothetical protein|unclassified	42.7975
UniRef50_T1D8Y5: DNA repair protein RecN (Fragment)	42.7838
UniRef50_T1D8Y5: DNA repair protein RecN (Fragment)|unclassified	42.7838
UniRef50_UPI000470F67E: hypothetical protein	42.7678
UniRef50_UPI000470F67E: hypothetical protein|unclassified	42.7678
UniRef50_S2P6C4	42.7657
UniRef50_S2P6C4|unclassified	42.7657
UniRef50_UPI0004766C33: NTP pyrophosphohydrolase	42.7358
UniRef50_UPI0004766C33: NTP pyrophosphohydrolase|unclassified	42.7358
UniRef50_E6RNG3: 2OG-Fe(II) oxygenase superfamily protein	42.7057
UniRef50_E6RNG3: 2OG-Fe(II) oxygenase superfamily protein|unclassified	42.7057
UniRef50_J3EQC8: DNA repair protein	42.7022
UniRef50_J3EQC8: DNA repair protein|unclassified	42.7022
UniRef50_C7PAN1	42.5861
UniRef50_C7PAN1|unclassified	42.5861
UniRef50_Q1RQJ6	42.5114
UniRef50_Q1RQJ6|unclassified	42.5114
UniRef50_C0Q9Z9: RadC3	42.4909
UniRef50_C0Q9Z9: RadC3|unclassified	42.4909
UniRef50_Q2QJL1: DNA repair protein RadC	42.4811
UniRef50_Q2QJL1: DNA repair protein RadC|unclassified	42.4811
UniRef50_Q2T4B8: Gp26	42.4773
UniRef50_Q2T4B8: Gp26|unclassified	42.4773
UniRef50_A1K4R2: Exodeoxyribonuclease 7 small subunit	42.46
UniRef50_A1K4R2: Exodeoxyribonuclease 7 small subunit|unclassified	42.46
UniRef50_Q0F138	42.344
UniRef50_Q0F138|unclassified	42.344
UniRef50_Q1GTH5: DNA repair protein RadC	42.191
UniRef50_Q1GTH5: DNA repair protein RadC|unclassified	42.191
UniRef50_UPI000477B9DB: hypothetical protein	42.1435
UniRef50_UPI000477B9DB: hypothetical protein|unclassified	42.1435
UniRef50_Q5QX33: RadC family protein	42.1109
UniRef50_Q5QX33: RadC family protein|unclassified	42.1109
UniRef50_G4KTQ2	42.0643
UniRef50_G4KTQ2|unclassified	42.0643
UniRef50_UPI0003A8E91F: endonuclease V	42.0386
UniRef50_UPI0003A8E91F: endonuclease V|unclassified	42.0386
UniRef50_UPI00035E1680: hypothetical protein	42.0255
UniRef50_UPI00035E1680: hypothetical protein|unclassified	42.0255
UniRef50_V3TLP4	41.9969
UniRef50_V3TLP4|unclassified	41.9969
UniRef50_Q6MC33	41.9601
UniRef50_Q6MC33|unclassified	41.9601
UniRef50_UPI00036A3779: hypothetical protein, partial	41.9063
UniRef50_UPI00036A3779: hypothetical protein, partial|unclassified	41.9063
UniRef50_K1Y188	41.899
UniRef50_K1Y188|unclassified	41.899
UniRef50_T1A6Y8: DNA repair protein RadA (Fragment)	41.8359
UniRef50_T1A6Y8: DNA repair protein RadA (Fragment)|unclassified	41.8359
UniRef50_K7I0N5	41.8284
UniRef50_K7I0N5|unclassified	41.8284
UniRef50_UPI00038254C9: hypothetical protein	41.7725
UniRef50_UPI00038254C9: hypothetical protein|unclassified	41.7725
UniRef50_J0LGP0: Alkylated DNA repair protein-like protein	41.7539
UniRef50_J0LGP0: Alkylated DNA repair protein-like protein|unclassified	41.7539
UniRef50_X1PKD6: Marine sediment metagenome DNA, contig: S06H3_S23466 (Fragment)	41.745
UniRef50_X1PKD6: Marine sediment metagenome DNA, contig: S06H3_S23466 (Fragment)|unclassified	41.745
UniRef50_UPI0003B3EA11: adenine glycosylase	41.7391
UniRef50_UPI0003B3EA11: adenine glycosylase|unclassified	41.7391
UniRef50_D4KQY3: DNA replication and repair protein RadC	41.7302
UniRef50_D4KQY3: DNA replication and repair protein RadC|unclassified	41.7302
UniRef50_UPI0001E2B020: hypothetical protein, partial	41.7294
UniRef50_UPI0001E2B020: hypothetical protein, partial|unclassified	41.7294
UniRef50_UPI0004778909: 2OG-Fe(II) oxygenase	41.6849
UniRef50_UPI0004778909: 2OG-Fe(II) oxygenase|unclassified	41.6849
UniRef50_R9I9Q9	41.6156
UniRef50_R9I9Q9|unclassified	41.6156
UniRef50_UPI000370419A: hypothetical protein, partial	41.6098
UniRef50_UPI000370419A: hypothetical protein, partial|unclassified	41.6098
UniRef50_UPI000378C99C: hypothetical protein	41.5558
UniRef50_UPI000378C99C: hypothetical protein|unclassified	41.5558
UniRef50_UPI00047EDC6F: hypothetical protein	41.5236
UniRef50_UPI00047EDC6F: hypothetical protein|unclassified	41.5236
UniRef50_D5QD60: DNA repair protein RadC	41.4311
UniRef50_D5QD60: DNA repair protein RadC|unclassified	41.4311
UniRef50_X1MKT5: Marine sediment metagenome DNA, contig: S06H3_L04958 (Fragment)	41.3788
UniRef50_X1MKT5: Marine sediment metagenome DNA, contig: S06H3_L04958 (Fragment)|unclassified	41.3788
UniRef50_K1U5U1: RmuC domain protein (Fragment)	41.2561
UniRef50_K1U5U1: RmuC domain protein (Fragment)|unclassified	41.2561
UniRef50_B7IGP5	41.1321
UniRef50_B7IGP5|unclassified	41.1321
UniRef50_M5DUA2	41.11
UniRef50_M5DUA2|unclassified	41.11
UniRef50_UPI0003645023: hypothetical protein, partial	41.0677
UniRef50_UPI0003645023: hypothetical protein, partial|unclassified	41.0677
UniRef50_A6DC11: DNA recombination protein RmuC	41.0115
UniRef50_A6DC11: DNA recombination protein RmuC|unclassified	41.0115
UniRef50_M5AC98: UPF0758 protein CPR_2111	40.9665
UniRef50_M5AC98: UPF0758 protein CPR_2111|unclassified	40.9665
UniRef50_X1HNY3: Marine sediment metagenome DNA, contig: S03H2_L02641 (Fragment)	40.9447
UniRef50_X1HNY3: Marine sediment metagenome DNA, contig: S03H2_L02641 (Fragment)|unclassified	40.9447
UniRef50_B6Y9Y8: Putative dna repair protein radc	40.935
UniRef50_B6Y9Y8: Putative dna repair protein radc|unclassified	40.935
UniRef50_UPI0001528325: hypothetical protein MAG_2550	40.8582
UniRef50_UPI0001528325: hypothetical protein MAG_2550|unclassified	40.8582
UniRef50_R6Z7P5: RmuC domain protein	40.751
UniRef50_R6Z7P5: RmuC domain protein|unclassified	40.751
UniRef50_UPI000465CA71: hypothetical protein	40.7182
UniRef50_UPI000465CA71: hypothetical protein|unclassified	40.7182
UniRef50_M9WT03: DNA repair protein RadC 1	40.7163
UniRef50_M9WT03: DNA repair protein RadC 1|unclassified	40.7163
UniRef50_UPI00034AE6AB: hypothetical protein	40.6919
UniRef50_UPI00034AE6AB: hypothetical protein|unclassified	40.6919
UniRef50_Q30U13	40.6318
UniRef50_Q30U13|unclassified	40.6318
UniRef50_C5C0V6: Exodeoxyribonuclease 7 small subunit	40.5849
UniRef50_C5C0V6: Exodeoxyribonuclease 7 small subunit|unclassified	40.5849
UniRef50_UPI0003708F2A: hypothetical protein	40.5567
UniRef50_UPI0003708F2A: hypothetical protein|unclassified	40.5567
UniRef50_V4L7I0	40.4572
UniRef50_V4L7I0|unclassified	40.4572
UniRef50_UPI0003B5B66A: single-stranded DNA-binding protein	40.4374
UniRef50_UPI0003B5B66A: single-stranded DNA-binding protein|unclassified	40.4374
UniRef50_R5C2D3	40.4089
UniRef50_R5C2D3|unclassified	40.4089
UniRef50_UPI00035C38C8: single-stranded DNA-binding protein	40.3988
UniRef50_UPI00035C38C8: single-stranded DNA-binding protein|unclassified	40.3988
UniRef50_C7MET8	40.3849
UniRef50_C7MET8|unclassified	40.3849
UniRef50_Q6MD82	40.3236
UniRef50_Q6MD82|unclassified	40.3236
UniRef50_UPI0000E0F9EE: RmuC	40.2325
UniRef50_UPI0000E0F9EE: RmuC|unclassified	40.2325
UniRef50_B5RRC9: ATPase involved in DNA repair	40.1932
UniRef50_B5RRC9: ATPase involved in DNA repair|unclassified	40.1932
UniRef50_A0A058V7J7	40.1202
UniRef50_A0A058V7J7|unclassified	40.1202
UniRef50_Q0ASK3	40.083
UniRef50_Q0ASK3|unclassified	40.083
UniRef50_UPI00035D7F72: hypothetical protein, partial	40.0551
UniRef50_UPI00035D7F72: hypothetical protein, partial|unclassified	40.0551
UniRef50_S7J4L5: DNA repair protein RadC	40.0075
UniRef50_S7J4L5: DNA repair protein RadC|unclassified	40.0075
UniRef50_S6FBB4: Putative DNA recombination protein RmuC	39.9316
UniRef50_S6FBB4: Putative DNA recombination protein RmuC|unclassified	39.9316
UniRef50_A6Q876: DNA double-strand break repair protein	39.927
UniRef50_A6Q876: DNA double-strand break repair protein|unclassified	39.927
UniRef50_B0K8W8	39.8834
UniRef50_B0K8W8|unclassified	39.8834
UniRef50_D5ELB0	39.7778
UniRef50_D5ELB0|unclassified	39.7778
UniRef50_G2HW52: DNA recombination protein RmuC-like protein	39.7595
UniRef50_G2HW52: DNA recombination protein RmuC-like protein|unclassified	39.7595
UniRef50_UPI00016A478C: AlkA domain protein, partial	39.6683
UniRef50_UPI00016A478C: AlkA domain protein, partial|unclassified	39.6683
UniRef50_UPI000478320E: hypothetical protein	39.6615
UniRef50_UPI000478320E: hypothetical protein|unclassified	39.6615
UniRef50_Q3IT64: Endonuclease V	39.6571
UniRef50_Q3IT64: Endonuclease V|unclassified	39.6571
UniRef50_W6TQC7	39.5505
UniRef50_W6TQC7|unclassified	39.5505
UniRef50_F9PR78: RmuC domain protein	39.4995
UniRef50_F9PR78: RmuC domain protein|unclassified	39.4995
UniRef50_UPI00036064AF: hypothetical protein	39.3605
UniRef50_UPI00036064AF: hypothetical protein|unclassified	39.3605
UniRef50_T0ZHZ8: DNA repair protein (RadC) (Fragment)	38.9243
UniRef50_T0ZHZ8: DNA repair protein (RadC) (Fragment)|unclassified	38.9243
UniRef50_A0Z617	38.9203
UniRef50_A0Z617|unclassified	38.9203
UniRef50_UPI000248C97E: DNA repair protein RadC	38.9099
UniRef50_UPI000248C97E: DNA repair protein RadC|unclassified	38.9099
UniRef50_UPI0004106C8C: hypothetical protein	38.8647
UniRef50_UPI0004106C8C: hypothetical protein|unclassified	38.8647
UniRef50_UPI00047B2377: hypothetical protein	38.8578
UniRef50_UPI00047B2377: hypothetical protein|unclassified	38.8578
UniRef50_UPI000470898D: hypothetical protein	38.8531
UniRef50_UPI000470898D: hypothetical protein|unclassified	38.8531
UniRef50_UPI00047A89B5: hypothetical protein, partial	38.7415
UniRef50_UPI00047A89B5: hypothetical protein, partial|unclassified	38.7415
UniRef50_UPI000472C2EB: DNA polymerase IV	38.7368
UniRef50_UPI000472C2EB: DNA polymerase IV|unclassified	38.7368
UniRef50_D8IMC1	38.6455
UniRef50_D8IMC1|unclassified	38.6455
UniRef50_C7CN80	38.6045
UniRef50_C7CN80|unclassified	38.6045
UniRef50_U4RVX7: DNA repair RadC family protein	38.5971
UniRef50_U4RVX7: DNA repair RadC family protein|unclassified	38.5971
UniRef50_R5QJZ9: DNA repair protein RecN	38.5398
UniRef50_R5QJZ9: DNA repair protein RecN|unclassified	38.5398
UniRef50_UPI0002F5AC93: hypothetical protein	38.4442
UniRef50_UPI0002F5AC93: hypothetical protein|unclassified	38.4442
UniRef50_R7KIZ5: Transcriptional regulator Fis family	38.4262
UniRef50_R7KIZ5: Transcriptional regulator Fis family|unclassified	38.4262
UniRef50_T0D468: ParB-like nuclease domain protein	38.358
UniRef50_T0D468: ParB-like nuclease domain protein|unclassified	38.358
UniRef50_UPI00035F5EF1: hypothetical protein	38.3337
UniRef50_UPI00035F5EF1: hypothetical protein|unclassified	38.3337
UniRef50_D5V614: SMC domain protein	38.3284
UniRef50_D5V614: SMC domain protein|unclassified	38.3284
UniRef50_F8EWB9: DNA repair protein RadC	38.326
UniRef50_F8EWB9: DNA repair protein RadC|unclassified	38.326
UniRef50_UPI0003B58136: hypothetical protein	38.3183
UniRef50_UPI0003B58136: hypothetical protein|unclassified	38.3183
UniRef50_UPI0004668357: hypothetical protein, partial	38.3074
UniRef50_UPI0004668357: hypothetical protein, partial|unclassified	38.3074
UniRef50_I2F2Z1: DNA repair protein radc	38.281
UniRef50_I2F2Z1: DNA repair protein radc|unclassified	38.281
UniRef50_R5YL78: DNA repair protein RadC	38.2494
UniRef50_R5YL78: DNA repair protein RadC|unclassified	38.2494
UniRef50_C0AFD6: Multiple banded antigen	38.2401
UniRef50_C0AFD6: Multiple banded antigen|unclassified	38.2401
UniRef50_G4LMR2	38.2278
UniRef50_G4LMR2|unclassified	38.2278
UniRef50_A8MGD7: DNA repair protein RadC	38.2235
UniRef50_A8MGD7: DNA repair protein RadC|unclassified	38.2235
UniRef50_W4TFS4: DNA recombination protein RmuC	38.1766
UniRef50_W4TFS4: DNA recombination protein RmuC|unclassified	38.1766
UniRef50_UPI0004017F46: single-stranded DNA-binding protein	38.1756
UniRef50_UPI0004017F46: single-stranded DNA-binding protein|unclassified	38.1756
UniRef50_I6ZU37: DNA repair protein RadC	38.1692
UniRef50_I6ZU37: DNA repair protein RadC|unclassified	38.1692
UniRef50_UPI00040F848C: hypothetical protein	38.0289
UniRef50_UPI00040F848C: hypothetical protein|unclassified	38.0289
UniRef50_UPI00046D4FA1: hypothetical protein	38.0191
UniRef50_UPI00046D4FA1: hypothetical protein|unclassified	38.0191
UniRef50_K2DRH3	37.9431
UniRef50_K2DRH3|unclassified	37.9431
UniRef50_K2LB19: A/G-specific adenine glycosylase (Fragment)	37.8334
UniRef50_K2LB19: A/G-specific adenine glycosylase (Fragment)|unclassified	37.8334
UniRef50_P04395: DNA-3-methyladenine glycosylase 2	37.8243
UniRef50_P04395: DNA-3-methyladenine glycosylase 2|unclassified	37.8243
UniRef50_W4UMI1: DNA polymerase	37.7993
UniRef50_W4UMI1: DNA polymerase|unclassified	37.7993
UniRef50_Q3RHN8	37.7811
UniRef50_Q3RHN8|unclassified	37.7811
UniRef50_S4Y6J5	37.705
UniRef50_S4Y6J5|unclassified	37.705
UniRef50_I3XXV1	37.7032
UniRef50_I3XXV1|unclassified	37.7032
UniRef50_A8SXL8: Ser/Thr phosphatase family protein (Fragment)	37.6828
UniRef50_A8SXL8: Ser/Thr phosphatase family protein (Fragment)|unclassified	37.6828
UniRef50_UPI000368155F: hypothetical protein	37.6584
UniRef50_UPI000368155F: hypothetical protein|unclassified	37.6584
UniRef50_A3UFB9: DNA recombination protein	37.6523
UniRef50_A3UFB9: DNA recombination protein|unclassified	37.6523
UniRef50_UPI0003815D35: hypothetical protein	37.6213
UniRef50_UPI0003815D35: hypothetical protein|unclassified	37.6213
UniRef50_E0Y0W9	37.5933
UniRef50_E0Y0W9|unclassified	37.5933
UniRef50_K0CC06: AsmA family	37.5549
UniRef50_K0CC06: AsmA family|unclassified	37.5549
UniRef50_S5Y2D9: DNA repair protein RadC	37.5132
UniRef50_S5Y2D9: DNA repair protein RadC|unclassified	37.5132
UniRef50_UPI0003F7DD16: adenine glycosylase	37.5004
UniRef50_UPI0003F7DD16: adenine glycosylase|unclassified	37.5004
UniRef50_B2A8P8	37.4865
UniRef50_B2A8P8|unclassified	37.4865
UniRef50_UPI0003B40492: hypothetical protein	37.4701
UniRef50_UPI0003B40492: hypothetical protein|unclassified	37.4701
UniRef50_B0T9F0: DNA repair protein RadC	37.4477
UniRef50_B0T9F0: DNA repair protein RadC|unclassified	37.4477
UniRef50_I6YSV9: DNA repair protein RadC	37.4449
UniRef50_I6YSV9: DNA repair protein RadC|unclassified	37.4449
UniRef50_C4I883: DNA recombination protein RmuC	37.4427
UniRef50_C4I883: DNA recombination protein RmuC|unclassified	37.4427
UniRef50_R7IG10: RmuC domain protein	37.4325
UniRef50_R7IG10: RmuC domain protein|unclassified	37.4325
UniRef50_M8H744	37.4275
UniRef50_M8H744|unclassified	37.4275
UniRef50_UPI000473B221: hypothetical protein	37.4031
UniRef50_UPI000473B221: hypothetical protein|unclassified	37.4031
UniRef50_UPI000469BD17: hypothetical protein	37.3439
UniRef50_UPI000469BD17: hypothetical protein|unclassified	37.3439
UniRef50_B8DQU6	37.2835
UniRef50_B8DQU6|unclassified	37.2835
UniRef50_UPI00047036BC: hypothetical protein, partial	37.2754
UniRef50_UPI00047036BC: hypothetical protein, partial|unclassified	37.2754
UniRef50_B5ZKP7: DNA repair protein RadC	37.2752
