# Gene Family	SampleDNA-replication_Abundance-CPM
UniRef50_A3WQJ1: DNA polymerase III, delta prime subunit, ATPase|unclassified	47.4284
UniRef50_UPI00036884A9: hypothetical protein	47.3685
UniRef50_UPI00036884A9: hypothetical protein|unclassified	47.3685
UniRef50_Q6MQS6: Error-prone DNA polymerase	47.2309
UniRef50_Q6MQS6: Error-prone DNA polymerase|unclassified	47.2309
UniRef50_Q2JAG9: DNA primase catalytic core-like	47.1267
UniRef50_Q2JAG9: DNA primase catalytic core-like|unclassified	47.1267
UniRef50_V8F3Z5	46.9961
UniRef50_V8F3Z5|unclassified	46.9961
UniRef50_UPI0003B3C897: hypothetical protein, partial	46.9908
UniRef50_UPI0003B3C897: hypothetical protein, partial|unclassified	46.9908
UniRef50_UPI00047E2E23: hypothetical protein	46.9827
UniRef50_UPI00047E2E23: hypothetical protein|unclassified	46.9827
UniRef50_D0J156	46.8892
UniRef50_D0J156|unclassified	46.8892
UniRef50_R6XND7	46.8101
UniRef50_R6XND7|unclassified	46.8101
UniRef50_UPI000360662B: hypothetical protein	46.7459
UniRef50_UPI000360662B: hypothetical protein|unclassified	46.7459
UniRef50_A4FCT5: Toprim domain protein	46.7043
UniRef50_A4FCT5: Toprim domain protein|unclassified	46.7043
UniRef50_UPI00035FA9DB: hypothetical protein	46.6831
UniRef50_UPI00035FA9DB: hypothetical protein|unclassified	46.6831
UniRef50_I0L1B0: Fragment of primosomal protein N' (Replication factor Y) (Part 2)	46.6814
UniRef50_I0L1B0: Fragment of primosomal protein N' (Replication factor Y) (Part 2)|unclassified	46.6814
UniRef50_W1V0Q7	46.5969
UniRef50_W1V0Q7|unclassified	46.5969
UniRef50_UPI000237DD9B: helicase	46.473
UniRef50_UPI000237DD9B: helicase|unclassified	46.473
UniRef50_R6BAW2: Secreted protein	46.4716
UniRef50_R6BAW2: Secreted protein|unclassified	46.4716
UniRef50_O83649: DNA polymerase III subunit epsilon	46.4607
UniRef50_O83649: DNA polymerase III subunit epsilon|unclassified	46.4607
UniRef50_I9L260: Prophage DNA replication protein	46.4039
UniRef50_I9L260: Prophage DNA replication protein|unclassified	46.4039
UniRef50_UPI00047C42B0: hypothetical protein, partial	46.288
UniRef50_UPI00047C42B0: hypothetical protein, partial|unclassified	46.288
UniRef50_UPI0003659A1A: hypothetical protein	46.2687
UniRef50_UPI0003659A1A: hypothetical protein|unclassified	46.2687
UniRef50_D6ZAH9: AAA ATPase	46.2106
UniRef50_D6ZAH9: AAA ATPase|unclassified	46.2106
UniRef50_R5A5W0	46.1976
UniRef50_R5A5W0|unclassified	46.1976
UniRef50_S2VJ20: DNA polymerase III, delta' subunit	46.1555
UniRef50_S2VJ20: DNA polymerase III, delta' subunit|unclassified	46.1555
UniRef50_Q5F7Q9	46.0806
UniRef50_Q5F7Q9|unclassified	46.0806
UniRef50_K6G801	46.0614
UniRef50_K6G801|unclassified	46.0614
UniRef50_R6KNY4: Primosome assembly protein PriA	45.9815
UniRef50_R6KNY4: Primosome assembly protein PriA|unclassified	45.9815
UniRef50_R5Q3K7: Putative DNA polymerase III delta prime subunit	45.943
UniRef50_R5Q3K7: Putative DNA polymerase III delta prime subunit|unclassified	45.943
UniRef50_U1QTY9	45.9279
UniRef50_U1QTY9|unclassified	45.9279
UniRef50_D7JG14: DNA polymerase III, delta prime subunit	45.8902
UniRef50_D7JG14: DNA polymerase III, delta prime subunit|unclassified	45.8902
UniRef50_R7GMN7: Putative primosomal protein DnaI	45.8568
UniRef50_R7GMN7: Putative primosomal protein DnaI|unclassified	45.8568
UniRef50_UPI000190D3B3: DNA primase, partial	45.8317
UniRef50_UPI000190D3B3: DNA primase, partial|unclassified	45.8317
UniRef50_I4AZP4: Na+/proline symporter	45.7945
UniRef50_I4AZP4: Na+/proline symporter|unclassified	45.7945
UniRef50_V4ZXX9	45.7486
UniRef50_V4ZXX9|unclassified	45.7486
UniRef50_M1MF01	45.7185
UniRef50_M1MF01|unclassified	45.7185
UniRef50_A5IY12: Holliday junction ATP-dependent DNA helicase RuvA	45.4835
UniRef50_A5IY12: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	45.4835
UniRef50_UPI0003B42579: Holliday junction DNA helicase RuvA	45.4193
UniRef50_UPI0003B42579: Holliday junction DNA helicase RuvA|unclassified	45.4193
UniRef50_UPI0002557C39: DNA polymerase III subunit chi	45.3087
UniRef50_UPI0002557C39: DNA polymerase III subunit chi|unclassified	45.3087
UniRef50_UPI00037A54FA: hypothetical protein, partial	45.1689
UniRef50_UPI00037A54FA: hypothetical protein, partial|unclassified	45.1689
UniRef50_X7Y0J2: Putative primosomal protein N	44.9424
UniRef50_X7Y0J2: Putative primosomal protein N|unclassified	44.9424
UniRef50_X8CKJ5: Bacterial dnaA family protein	44.9151
UniRef50_X8CKJ5: Bacterial dnaA family protein|unclassified	44.9151
UniRef50_X0Z5M2: Marine sediment metagenome DNA, contig: S01H4_L03442 (Fragment)	44.8684
UniRef50_X0Z5M2: Marine sediment metagenome DNA, contig: S01H4_L03442 (Fragment)|unclassified	44.8684
UniRef50_I7NDU0: Putative P4-specific DNA primase (Fragment)	44.7895
UniRef50_I7NDU0: Putative P4-specific DNA primase (Fragment)|unclassified	44.7895
UniRef50_UPI0002D3A2C9: hypothetical protein	44.6075
UniRef50_UPI0002D3A2C9: hypothetical protein|unclassified	44.6075
UniRef50_W7VV05: Primosomal protein N	44.548
UniRef50_W7VV05: Primosomal protein N|unclassified	44.548
UniRef50_UPI0002BA5E21: hypothetical protein, partial	44.4587
UniRef50_UPI0002BA5E21: hypothetical protein, partial|unclassified	44.4587
UniRef50_M6Y3Y2	44.4437
UniRef50_M6Y3Y2|unclassified	44.4437
UniRef50_UPI000470B03A: hypothetical protein	44.3245
UniRef50_UPI000470B03A: hypothetical protein|unclassified	44.3245
UniRef50_UPI00035C6B92: hypothetical protein	44.3075
UniRef50_UPI00035C6B92: hypothetical protein|unclassified	44.3075
UniRef50_A0A059MQK1: Primosome assembly protein PriA	44.2752
UniRef50_A0A059MQK1: Primosome assembly protein PriA|unclassified	44.2752
UniRef50_F8AV56: Primosome assembly protein PriA	44.1294
UniRef50_F8AV56: Primosome assembly protein PriA|unclassified	44.1294
UniRef50_N9VDB9	44.1256
UniRef50_N9VDB9|unclassified	44.1256
UniRef50_U2S4R1: DNA polymerase III, delta' subunit domain protein	44.1248
UniRef50_U2S4R1: DNA polymerase III, delta' subunit domain protein|unclassified	44.1248
UniRef50_F4QX22: DNA primase	44.0959
UniRef50_F4QX22: DNA primase|unclassified	44.0959
UniRef50_K0X1B1: Replication protein	44.0749
UniRef50_K0X1B1: Replication protein|unclassified	44.0749
UniRef50_K8ASW5: DNA primase	43.975
UniRef50_K8ASW5: DNA primase|unclassified	43.975
UniRef50_UPI0003EE00B1: hypothetical protein	43.8588
UniRef50_UPI0003EE00B1: hypothetical protein|unclassified	43.8588
UniRef50_B2N040: Replication protein	43.8062
UniRef50_B2N040: Replication protein|unclassified	43.8062
UniRef50_X1I5G5: Marine sediment metagenome DNA, contig: S03H2_S11473 (Fragment)	43.7004
UniRef50_X1I5G5: Marine sediment metagenome DNA, contig: S03H2_S11473 (Fragment)|unclassified	43.7004
UniRef50_I0VKG3: Bacteriophage P4 DNA primase	43.683
UniRef50_I0VKG3: Bacteriophage P4 DNA primase|unclassified	43.683
UniRef50_UPI000366C00D: hypothetical protein	43.6645
UniRef50_UPI000366C00D: hypothetical protein|unclassified	43.6645
UniRef50_F0P265: DNA polymerase III gamma/tau subunits-like protein	43.6425
UniRef50_F0P265: DNA polymerase III gamma/tau subunits-like protein|unclassified	43.6425
UniRef50_UPI00047E6342: hypothetical protein	43.6191
UniRef50_UPI00047E6342: hypothetical protein|unclassified	43.6191
UniRef50_C7PK32: DNA polymerase III gamma/tau subunits-like protein	43.5646
UniRef50_C7PK32: DNA polymerase III gamma/tau subunits-like protein|unclassified	43.5646
UniRef50_UPI0001B59C5C: primosome assembly protein PriA, partial	43.4738
UniRef50_UPI0001B59C5C: primosome assembly protein PriA, partial|unclassified	43.4738
UniRef50_B0KHD4	43.4544
UniRef50_B0KHD4|unclassified	43.4544
UniRef50_D9W1D5: PhiRv2 prophage protein	43.4317
UniRef50_D9W1D5: PhiRv2 prophage protein|unclassified	43.4317
UniRef50_B8ELC5: AAA ATPase	43.3883
UniRef50_B8ELC5: AAA ATPase|unclassified	43.3883
UniRef50_UPI000375B609: hypothetical protein	43.3798
UniRef50_UPI000375B609: hypothetical protein|unclassified	43.3798
UniRef50_J4P1J2	43.3714
UniRef50_J4P1J2|unclassified	43.3714
UniRef50_UPI0004719FEC: hypothetical protein	43.2641
UniRef50_UPI0004719FEC: hypothetical protein|unclassified	43.2641
UniRef50_UPI00036A39C5: preprotein translocase subunit SecA	43.1766
UniRef50_UPI00036A39C5: preprotein translocase subunit SecA|unclassified	43.1766
UniRef50_D5C760: Phage O protein	43.1322
UniRef50_D5C760: Phage O protein|unclassified	43.1322
UniRef50_U2IAK9	43.0842
UniRef50_U2IAK9|unclassified	43.0842
UniRef50_B1ZN17: Holliday junction ATP-dependent DNA helicase RuvA	43.06
UniRef50_B1ZN17: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	43.06
UniRef50_E5W273	43.0576
UniRef50_E5W273|unclassified	43.0576
UniRef50_UPI000369F7C5: hypothetical protein	43.0349
UniRef50_UPI000369F7C5: hypothetical protein|unclassified	43.0349
UniRef50_I2B9H1	42.993
UniRef50_I2B9H1|unclassified	42.993
UniRef50_A1VQM6	42.9278
UniRef50_A1VQM6|unclassified	42.9278
UniRef50_D8FJ60	42.8772
UniRef50_D8FJ60|unclassified	42.8772
UniRef50_B2V7X1: DNA polymerase III delta' subunit	42.806
UniRef50_B2V7X1: DNA polymerase III delta' subunit|unclassified	42.806
UniRef50_I0R3A9	42.6959
UniRef50_I0R3A9|unclassified	42.6959
UniRef50_UPI0004715067: hypothetical protein	42.6949
UniRef50_UPI0004715067: hypothetical protein|unclassified	42.6949
UniRef50_UPI0004714DBB: hypothetical protein	42.6593
UniRef50_UPI0004714DBB: hypothetical protein|unclassified	42.6593
UniRef50_UPI000255F65B: hypothetical protein	42.6371
UniRef50_UPI000255F65B: hypothetical protein|unclassified	42.6371
UniRef50_I2T0U9	42.5632
UniRef50_I2T0U9|unclassified	42.5632
UniRef50_E5F8T9: Bacteriophage P4 DNA primase	42.4567
UniRef50_E5F8T9: Bacteriophage P4 DNA primase|unclassified	42.4567
UniRef50_K5L801	42.4417
UniRef50_K5L801|unclassified	42.4417
UniRef50_K2MD86: Primosome assembly protein PriA (Fragment)	42.3728
UniRef50_K2MD86: Primosome assembly protein PriA (Fragment)|unclassified	42.3728
UniRef50_B6GCN0	42.2002
UniRef50_B6GCN0|unclassified	42.2002
UniRef50_UPI0003B3B93A: chromosomal replication initiator protein DnaA, partial	42.1805
UniRef50_UPI0003B3B93A: chromosomal replication initiator protein DnaA, partial|unclassified	42.1805
UniRef50_Q0F530	42.1681
UniRef50_Q0F530|unclassified	42.1681
UniRef50_E3FBD7: Primosomal protein N	42.1488
UniRef50_E3FBD7: Primosomal protein N|unclassified	42.1488
UniRef50_D3A8M8	42.1402
UniRef50_D3A8M8|unclassified	42.1402
UniRef50_B0UK15	42.0034
UniRef50_B0UK15|unclassified	42.0034
UniRef50_W8X3V1: DNA primase, phage-associated	41.9539
UniRef50_W8X3V1: DNA primase, phage-associated|unclassified	41.9539
UniRef50_V3SZK9	41.9087
UniRef50_V3SZK9|unclassified	41.9087
UniRef50_X1US04: Marine sediment metagenome DNA, contig: S12H4_S25026 (Fragment)	41.8275
UniRef50_X1US04: Marine sediment metagenome DNA, contig: S12H4_S25026 (Fragment)|unclassified	41.8275
UniRef50_UPI000382D4D3: hypothetical protein	41.6963
UniRef50_UPI000382D4D3: hypothetical protein|unclassified	41.6963
UniRef50_UPI0003B3CE00: DNA polymerase III subunit alpha	41.5786
UniRef50_UPI0003B3CE00: DNA polymerase III subunit alpha|unclassified	41.5786
UniRef50_UPI00041D3C43: chromosomal replication initiation protein	41.5441
UniRef50_UPI00041D3C43: chromosomal replication initiation protein|unclassified	41.5441
UniRef50_UPI00041A68B7: hypothetical protein	41.5413
UniRef50_UPI00041A68B7: hypothetical protein|unclassified	41.5413
UniRef50_B3PMK3: Holliday junction ATP-dependent DNA helicase RuvA	41.4786
UniRef50_B3PMK3: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	41.4786
UniRef50_Q2YD03	41.4355
UniRef50_Q2YD03|unclassified	41.4355
UniRef50_R9XRZ5: Putative phage DNA replication protein O	41.36
UniRef50_R9XRZ5: Putative phage DNA replication protein O|unclassified	41.36
UniRef50_X1NKF9: Marine sediment metagenome DNA, contig: S06H3_S14883 (Fragment)	41.3409
UniRef50_X1NKF9: Marine sediment metagenome DNA, contig: S06H3_S14883 (Fragment)|unclassified	41.3409
UniRef50_D6X5B4: Primosome assembly protein PriA (Fragment)	41.2212
UniRef50_D6X5B4: Primosome assembly protein PriA (Fragment)|unclassified	41.2212
UniRef50_UPI000379B6F5: hypothetical protein	41.0907
UniRef50_UPI000379B6F5: hypothetical protein|unclassified	41.0907
UniRef50_Q67N73: Error-prone DNA polymerase	41.0705
UniRef50_Q67N73: Error-prone DNA polymerase|unclassified	41.0705
UniRef50_A0A015Y3F2: Toprim-like family protein	41.0577
UniRef50_A0A015Y3F2: Toprim-like family protein|unclassified	41.0577
UniRef50_UPI000463C20B: hypothetical protein	41.0126
UniRef50_UPI000463C20B: hypothetical protein|unclassified	41.0126
UniRef50_D4J0U7	40.9832
UniRef50_D4J0U7|unclassified	40.9832
UniRef50_V7Z4A5	40.9786
UniRef50_V7Z4A5|unclassified	40.9786
UniRef50_G5RJ88: DNA primase	40.9455
UniRef50_G5RJ88: DNA primase|unclassified	40.9455
UniRef50_I2IX78	40.9112
UniRef50_I2IX78|unclassified	40.9112
UniRef50_U6F3N4: ORF 272	40.8953
UniRef50_U6F3N4: ORF 272|unclassified	40.8953
UniRef50_B1MAB1	40.8875
UniRef50_B1MAB1|unclassified	40.8875
UniRef50_W6LUV0	40.8547
UniRef50_W6LUV0|unclassified	40.8547
UniRef50_Z5U0N2	40.7994
UniRef50_Z5U0N2|unclassified	40.7994
UniRef50_UPI00003937D2: DNA polymerase I	40.7072
UniRef50_UPI00003937D2: DNA polymerase I|unclassified	40.7072
UniRef50_UPI000479BDE6: hypothetical protein	40.6678
UniRef50_UPI000479BDE6: hypothetical protein|unclassified	40.6678
UniRef50_UPI00037ECEF6: hypothetical protein	40.6575
UniRef50_UPI00037ECEF6: hypothetical protein|unclassified	40.6575
UniRef50_U2T8P8	40.6456
UniRef50_U2T8P8|unclassified	40.6456
UniRef50_R6LYT1: Primosomal protein	40.6037
UniRef50_R6LYT1: Primosomal protein|unclassified	40.6037
UniRef50_UPI00030341E3: hypothetical protein	40.5928
UniRef50_UPI00030341E3: hypothetical protein|unclassified	40.5928
UniRef50_UPI0003B4969B: hypothetical protein	40.5765
UniRef50_UPI0003B4969B: hypothetical protein|unclassified	40.5765
UniRef50_W5XSZ7: Primosome assembly protein PriA	40.5718
UniRef50_W5XSZ7: Primosome assembly protein PriA|unclassified	40.5718
UniRef50_C9PTJ5	40.5686
UniRef50_C9PTJ5|unclassified	40.5686
UniRef50_UPI00030DC791: hypothetical protein	40.5526
UniRef50_UPI00030DC791: hypothetical protein|unclassified	40.5526
UniRef50_UPI0003A970F9: DNA primase	40.5226
UniRef50_UPI0003A970F9: DNA primase|unclassified	40.5226
UniRef50_UPI0004783FB3: primosomal protein N''	40.4785
UniRef50_UPI0004783FB3: primosomal protein N''|unclassified	40.4785
UniRef50_P0AD36	40.3999
UniRef50_P0AD36|unclassified	40.3999
UniRef50_UPI0003B61E28: Holliday junction DNA helicase RuvA	40.3539
UniRef50_UPI0003B61E28: Holliday junction DNA helicase RuvA|unclassified	40.3539
UniRef50_C9P3U8: Primosomal replication protein N prime prime	40.3309
UniRef50_C9P3U8: Primosomal replication protein N prime prime|unclassified	40.3309
UniRef50_Q5QZ33: DNA polymerase III, delta prime subunit, ATPase	40.2448
UniRef50_Q5QZ33: DNA polymerase III, delta prime subunit, ATPase|unclassified	40.2448
UniRef50_UPI000262825E: 3''''-5'''' exonuclease	40.1296
UniRef50_UPI000262825E: 3''''-5'''' exonuclease|unclassified	40.1296
UniRef50_UPI00036397FC: hypothetical protein	40.0065
UniRef50_UPI00036397FC: hypothetical protein|unclassified	40.0065
UniRef50_UPI0003801E2D: hypothetical protein	39.8916
UniRef50_UPI0003801E2D: hypothetical protein|unclassified	39.8916
UniRef50_D4TTC5	39.8772
UniRef50_D4TTC5|unclassified	39.8772
UniRef50_D4GLS2: PriC	39.8751
UniRef50_D4GLS2: PriC|unclassified	39.8751
UniRef50_UPI0003B4A07D: hypothetical protein	39.8091
UniRef50_UPI0003B4A07D: hypothetical protein|unclassified	39.8091
UniRef50_H8NZW6: Replication protein	39.7981
UniRef50_H8NZW6: Replication protein|unclassified	39.7981
UniRef50_A3TLN8: Primosome assembly protein PriA	39.7656
UniRef50_A3TLN8: Primosome assembly protein PriA|unclassified	39.7656
UniRef50_UPI000169CBCC: error-prone DNA polymerase, partial	39.7114
UniRef50_UPI000169CBCC: error-prone DNA polymerase, partial|unclassified	39.7114
UniRef50_UPI0002DD190F: hypothetical protein	39.711
UniRef50_UPI0002DD190F: hypothetical protein|unclassified	39.711
UniRef50_K8D468	39.6792
UniRef50_K8D468|unclassified	39.6792
UniRef50_UPI000372997D: hypothetical protein	39.6436
UniRef50_UPI000372997D: hypothetical protein|unclassified	39.6436
UniRef50_X0STC5: Primosomal protein DnaI	39.6071
UniRef50_X0STC5: Primosomal protein DnaI|unclassified	39.6071
UniRef50_A0P1T8: DNA primase TraC-like protein	39.5958
UniRef50_A0P1T8: DNA primase TraC-like protein|unclassified	39.5958
UniRef50_UPI00046954BC: hypothetical protein	39.5337
UniRef50_UPI00046954BC: hypothetical protein|unclassified	39.5337
UniRef50_B8JDD1: DNA polymerase III delta	39.5036
UniRef50_B8JDD1: DNA polymerase III delta|unclassified	39.5036
UniRef50_K5M8J2	39.4607
UniRef50_K5M8J2|unclassified	39.4607
UniRef50_A0A017THX2: DNA polymerase III delta prime subunit	39.4486
UniRef50_A0A017THX2: DNA polymerase III delta prime subunit|unclassified	39.4486
UniRef50_X1KES9: Marine sediment metagenome DNA, contig: S03H2_S21634 (Fragment)	39.4348
UniRef50_X1KES9: Marine sediment metagenome DNA, contig: S03H2_S21634 (Fragment)|unclassified	39.4348
UniRef50_UPI0003C77AE6: DNA polymerase III subunit epsilon	39.4072
UniRef50_UPI0003C77AE6: DNA polymerase III subunit epsilon|unclassified	39.4072
UniRef50_H7DBC5: Putative DNA replication protein DnaC (Fragment)	39.4048
UniRef50_H7DBC5: Putative DNA replication protein DnaC (Fragment)|unclassified	39.4048
UniRef50_X1SE49: Marine sediment metagenome DNA, contig: S06H3_S29243 (Fragment)	39.3792
UniRef50_X1SE49: Marine sediment metagenome DNA, contig: S06H3_S29243 (Fragment)|unclassified	39.3792
UniRef50_UPI0003A76DF2: hypothetical protein	39.3703
UniRef50_UPI0003A76DF2: hypothetical protein|unclassified	39.3703
UniRef50_U2WCI4: DNA polymerase III, delta' subunit domain protein	39.3637
UniRef50_U2WCI4: DNA polymerase III, delta' subunit domain protein|unclassified	39.3637
UniRef50_Q2YAI7	39.3292
UniRef50_Q2YAI7|unclassified	39.3292
UniRef50_UPI0003663451: hypothetical protein	39.3157
UniRef50_UPI0003663451: hypothetical protein|unclassified	39.3157
UniRef50_U5UEZ7: DNA primase	39.3127
UniRef50_U5UEZ7: DNA primase|unclassified	39.3127
UniRef50_UPI000373B22B: hypothetical protein	39.2497
UniRef50_UPI000373B22B: hypothetical protein|unclassified	39.2497
UniRef50_W7Y5H3: DNA polymerase III subunit tau	39.103
UniRef50_W7Y5H3: DNA polymerase III subunit tau|unclassified	39.103
UniRef50_UPI00036EABE5: hypothetical protein	38.9106
UniRef50_UPI00036EABE5: hypothetical protein|unclassified	38.9106
UniRef50_UPI00037D8625: hypothetical protein	38.9086
UniRef50_UPI00037D8625: hypothetical protein|unclassified	38.9086
UniRef50_UPI0004115494: primosome assembly protein PriA	38.8804
UniRef50_UPI0004115494: primosome assembly protein PriA|unclassified	38.8804
UniRef50_G7CFB3	38.8622
UniRef50_G7CFB3|unclassified	38.8622
UniRef50_A9WSA0: Primosomal protein	38.8323
UniRef50_A9WSA0: Primosomal protein|unclassified	38.8323
UniRef50_UPI00035CAD7C: hypothetical protein	38.773
UniRef50_UPI00035CAD7C: hypothetical protein|unclassified	38.773
UniRef50_X0VTT0: Marine sediment metagenome DNA, contig: S01H1_S21726 (Fragment)	38.6135
UniRef50_X0VTT0: Marine sediment metagenome DNA, contig: S01H1_S21726 (Fragment)|unclassified	38.6135
UniRef50_G2JLT4	38.5178
UniRef50_G2JLT4|unclassified	38.5178
UniRef50_A0A015NXN7: Toprim-like family protein	38.5123
UniRef50_A0A015NXN7: Toprim-like family protein|unclassified	38.5123
UniRef50_A0A017M476: Toprim domain protein	38.3411
UniRef50_A0A017M476: Toprim domain protein|unclassified	38.3411
UniRef50_UPI00037A291A: hypothetical protein	38.1148
UniRef50_UPI00037A291A: hypothetical protein|unclassified	38.1148
UniRef50_E0MKD4: DNA polymerase III subunit delta	38.0825
UniRef50_E0MKD4: DNA polymerase III subunit delta|unclassified	38.0825
UniRef50_U2L1M1	38.0031
UniRef50_U2L1M1|unclassified	38.0031
UniRef50_UPI000255CA6C: DNA polymerase III subunit delta	37.8838
