# Gene Family	SampleDNA-replication_Abundance-RPKs
UniRef50_Q6A780: Error-prone DNA polymerase	14.7560801160
UniRef50_Q6A780: Error-prone DNA polymerase|unclassified	14.7560801160
UniRef50_W4N528	14.7385181868
UniRef50_W4N528|unclassified	14.7385181868
UniRef50_UPI000372088C: hypothetical protein	14.7280595344
UniRef50_UPI000372088C: hypothetical protein|unclassified	14.7280595344
UniRef50_D6Z329: Phage/plasmid primase, P4 family	14.7279140679
UniRef50_D6Z329: Phage/plasmid primase, P4 family|unclassified	14.7279140679
UniRef50_F4QX23	14.7203903123
UniRef50_F4QX23|unclassified	14.7203903123
UniRef50_E7AGQ5	14.7174953799
UniRef50_E7AGQ5|unclassified	14.7174953799
UniRef50_UPI0003B56400: DNA polymerase III subunit delta''''	14.6963197319
UniRef50_UPI0003B56400: DNA polymerase III subunit delta''''|unclassified	14.6963197319
UniRef50_X5E3L2: Primosomal DnaI family protein	14.6887295334
UniRef50_X5E3L2: Primosomal DnaI family protein|unclassified	14.6887295334
UniRef50_Q4JTH1: Error-prone DNA polymerase	14.6780153519
UniRef50_Q4JTH1: Error-prone DNA polymerase|unclassified	14.6780153519
UniRef50_K1N8D3	14.6342800732
UniRef50_K1N8D3|unclassified	14.6342800732
UniRef50_N6ZL54: DNA polymerase III subunit epsilon (Fragment)	14.6209801214
UniRef50_N6ZL54: DNA polymerase III subunit epsilon (Fragment)|unclassified	14.6209801214
UniRef50_UPI00021922AC: DNA polymerase III subunit alpha, partial	14.5345036122
UniRef50_UPI00021922AC: DNA polymerase III subunit alpha, partial|unclassified	14.5345036122
UniRef50_W8UKV2	14.5269416937
UniRef50_W8UKV2|unclassified	14.5269416937
UniRef50_UPI0003756899: hypothetical protein, partial	14.5035759753
UniRef50_UPI0003756899: hypothetical protein, partial|unclassified	14.5035759753
UniRef50_UPI00037EA484: hypothetical protein	14.4990347319
UniRef50_UPI00037EA484: hypothetical protein|unclassified	14.4990347319
UniRef50_H5B2R1	14.4253303514
UniRef50_H5B2R1|unclassified	14.4253303514
UniRef50_UPI000465010B: hypothetical protein	14.4233145114
UniRef50_UPI000465010B: hypothetical protein|unclassified	14.4233145114
UniRef50_D4E0N2	14.4095304602
UniRef50_D4E0N2|unclassified	14.4095304602
UniRef50_R5UTQ6: DNA polymerase III delta' subunit	14.3707566463
UniRef50_R5UTQ6: DNA polymerase III delta' subunit|unclassified	14.3707566463
UniRef50_D0Z7P1	14.3637741884
UniRef50_D0Z7P1|unclassified	14.3637741884
UniRef50_Q7P260: Hypothetical Cytosolic Protein	14.3602805480
UniRef50_Q7P260: Hypothetical Cytosolic Protein|unclassified	14.3602805480
UniRef50_L1KWD9	14.3533691384
UniRef50_L1KWD9|unclassified	14.3533691384
UniRef50_X1TQ30: Marine sediment metagenome DNA, contig: S12H4_C05684 (Fragment)	14.3512534231
UniRef50_X1TQ30: Marine sediment metagenome DNA, contig: S12H4_C05684 (Fragment)|unclassified	14.3512534231
UniRef50_X1RRQ8: Marine sediment metagenome DNA, contig: S12H4_C05061 (Fragment)	14.3248716254
UniRef50_X1RRQ8: Marine sediment metagenome DNA, contig: S12H4_C05061 (Fragment)|unclassified	14.3248716254
UniRef50_UPI0001F85860: hypothetical protein	14.2787365873
UniRef50_UPI0001F85860: hypothetical protein|unclassified	14.2787365873
UniRef50_Q1QLR8: RecA-family ATPase-like protein	14.2561835363
UniRef50_Q1QLR8: RecA-family ATPase-like protein|unclassified	14.2561835363
UniRef50_R7CV21	14.2306021001
UniRef50_R7CV21|unclassified	14.2306021001
UniRef50_N2BPF7: DNA polymerase III, delta' subunit	14.2223540805
UniRef50_N2BPF7: DNA polymerase III, delta' subunit|unclassified	14.2223540805
UniRef50_UPI00016C5236: replicative DNA helicase	14.1848493291
UniRef50_UPI00016C5236: replicative DNA helicase|unclassified	14.1848493291
UniRef50_C3AMI8	14.1574785951
UniRef50_C3AMI8|unclassified	14.1574785951
UniRef50_R7QW94: DNA primase	14.1348865202
UniRef50_R7QW94: DNA primase|unclassified	14.1348865202
UniRef50_B7KMR1: DNA polymerase III delta prime subunit	14.1089166266
UniRef50_B7KMR1: DNA polymerase III delta prime subunit|unclassified	14.1089166266
UniRef50_M1JID5: Replication protein	14.0538133518
UniRef50_M1JID5: Replication protein|unclassified	14.0538133518
UniRef50_UPI00047CEA81: hypothetical protein, partial	14.0380511935
UniRef50_UPI00047CEA81: hypothetical protein, partial|unclassified	14.0380511935
UniRef50_B5YKF0: Holliday junction ATP-dependent DNA helicase RuvA	14.0278286912
UniRef50_B5YKF0: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	14.0278286912
UniRef50_UPI000382D0E4: hypothetical protein, partial	14.0030638212
UniRef50_UPI000382D0E4: hypothetical protein, partial|unclassified	14.0030638212
UniRef50_UPI00046F03E5: hypothetical protein	13.9940016139
UniRef50_UPI00046F03E5: hypothetical protein|unclassified	13.9940016139
UniRef50_UPI00046CC8A8: hypothetical protein	13.9824424237
UniRef50_UPI00046CC8A8: hypothetical protein|unclassified	13.9824424237
UniRef50_V0EHN4: DNA polymerase III	13.9328808320
UniRef50_V0EHN4: DNA polymerase III|unclassified	13.9328808320
UniRef50_UPI0003B79DC8: DNA polymerase III subunit chi	13.9229183164
UniRef50_UPI0003B79DC8: DNA polymerase III subunit chi|unclassified	13.9229183164
UniRef50_UPI00047825DC: DNA polymerase III	13.9044170372
UniRef50_UPI00047825DC: DNA polymerase III|unclassified	13.9044170372
UniRef50_A7GST1: DNA replication protein-like protein	13.9001096128
UniRef50_A7GST1: DNA replication protein-like protein|unclassified	13.9001096128
UniRef50_Q9LCV5: Atp operon (Fragment)	13.8708402617
UniRef50_Q9LCV5: Atp operon (Fragment)|unclassified	13.8708402617
UniRef50_Q5P4X8	13.8581476287
UniRef50_Q5P4X8|unclassified	13.8581476287
UniRef50_K1GSG1	13.8567765465
UniRef50_K1GSG1|unclassified	13.8567765465
UniRef50_W1IV61: Putative prophage primase	13.8274749378
UniRef50_W1IV61: Putative prophage primase|unclassified	13.8274749378
UniRef50_UPI00046F55A4: hypothetical protein	13.7481241231
UniRef50_UPI00046F55A4: hypothetical protein|unclassified	13.7481241231
UniRef50_F8IIY9: DNA polymerase III gamma/tau subunits-like protein	13.7132689080
UniRef50_F8IIY9: DNA polymerase III gamma/tau subunits-like protein|unclassified	13.7132689080
UniRef50_UPI00037E1561: hypothetical protein	13.7126025569
UniRef50_UPI00037E1561: hypothetical protein|unclassified	13.7126025569
UniRef50_UPI00016C0A50: DNA primase	13.7031979201
UniRef50_UPI00016C0A50: DNA primase|unclassified	13.7031979201
UniRef50_B9TJP1	13.6697454154
UniRef50_B9TJP1|unclassified	13.6697454154
UniRef50_R1IAA3: Chromosomal replication initiation protein (Fragment)	13.6588252410
UniRef50_R1IAA3: Chromosomal replication initiation protein (Fragment)|unclassified	13.6588252410
UniRef50_W1WLZ5: DNA replication protein DnaC (Fragment)	13.6582539808
UniRef50_W1WLZ5: DNA replication protein DnaC (Fragment)|unclassified	13.6582539808
UniRef50_W6JW22: Putative DNA polymerase III, delta' subunit	13.6543108693
UniRef50_W6JW22: Putative DNA polymerase III, delta' subunit|unclassified	13.6543108693
UniRef50_I4LR69: Primosome assembly protein PriA	13.6520730416
UniRef50_I4LR69: Primosome assembly protein PriA|unclassified	13.6520730416
UniRef50_A0A059ECM4	13.5685153844
UniRef50_A0A059ECM4|unclassified	13.5685153844
UniRef50_UPI000367B90A: hypothetical protein	13.5622537511
UniRef50_UPI000367B90A: hypothetical protein|unclassified	13.5622537511
UniRef50_UPI00020038EA: DNA polymerase III, delta prime subunit, partial	13.5575228814
UniRef50_UPI00020038EA: DNA polymerase III, delta prime subunit, partial|unclassified	13.5575228814
UniRef50_B9KYT2: Holliday junction ATP-dependent DNA helicase RuvA	13.5496008877
UniRef50_B9KYT2: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	13.5496008877
UniRef50_R4YEC0: Klebsiella pneumoniae subsp. rhinoscleromatis strain SB3432, complete genome	13.5363543499
UniRef50_R4YEC0: Klebsiella pneumoniae subsp. rhinoscleromatis strain SB3432, complete genome|unclassified	13.5363543499
UniRef50_R6FZN8: Putative DNA polymerase III delta' subunit	13.5290489861
UniRef50_R6FZN8: Putative DNA polymerase III delta' subunit|unclassified	13.5290489861
UniRef50_U5W5F2: Primosomal protein N	13.5200289902
UniRef50_U5W5F2: Primosomal protein N|unclassified	13.5200289902
UniRef50_UPI00016A8997: chromosomal replication initiation protein, partial	13.5193710658
UniRef50_UPI00016A8997: chromosomal replication initiation protein, partial|unclassified	13.5193710658
UniRef50_C0QKP5: Holliday junction ATP-dependent DNA helicase RuvA	13.4921565008
UniRef50_C0QKP5: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	13.4921565008
UniRef50_UPI000465CA86: DNA primase	13.4468028089
UniRef50_UPI000465CA86: DNA primase|unclassified	13.4468028089
UniRef50_U9A7U4	13.4343911587
UniRef50_U9A7U4|unclassified	13.4343911587
UniRef50_UPI00026292C4: Holliday junction resolvase	13.4089471941
UniRef50_UPI00026292C4: Holliday junction resolvase|unclassified	13.4089471941
UniRef50_A0LUF1: Primosomal protein N	13.4077501477
UniRef50_A0LUF1: Primosomal protein N|unclassified	13.4077501477
UniRef50_E6KPF4	13.4073942550
UniRef50_E6KPF4|unclassified	13.4073942550
UniRef50_V0PDV8	13.4048762459
UniRef50_V0PDV8|unclassified	13.4048762459
UniRef50_F9DDE8	13.4040325793
UniRef50_F9DDE8|unclassified	13.4040325793
UniRef50_V3SZ80: Phage O protein	13.3953062985
UniRef50_V3SZ80: Phage O protein|unclassified	13.3953062985
UniRef50_B1I477: Holliday junction ATP-dependent DNA helicase RuvA	13.3934009850
UniRef50_B1I477: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	13.3934009850
UniRef50_J4VXH7: DNA polymerase III, delta subunit	13.3663888773
UniRef50_J4VXH7: DNA polymerase III, delta subunit|unclassified	13.3663888773
UniRef50_U2QE58: Toprim-like protein (Fragment)	13.3647787898
UniRef50_U2QE58: Toprim-like protein (Fragment)|unclassified	13.3647787898
UniRef50_UPI000255CDD5: exonuclease	13.3630990262
UniRef50_UPI000255CDD5: exonuclease|unclassified	13.3630990262
UniRef50_UPI00036A6318: hypothetical protein	13.3562254793
UniRef50_UPI00036A6318: hypothetical protein|unclassified	13.3562254793
UniRef50_UPI000400F34A: hypothetical protein	13.3398508679
UniRef50_UPI000400F34A: hypothetical protein|unclassified	13.3398508679
UniRef50_UPI000429E038: DNA polymerase III subunit delta	13.3341141740
UniRef50_UPI000429E038: DNA polymerase III subunit delta|unclassified	13.3341141740
UniRef50_X1JIM0: Marine sediment metagenome DNA, contig: S03H2_S30394 (Fragment)	13.3054510956
UniRef50_X1JIM0: Marine sediment metagenome DNA, contig: S03H2_S30394 (Fragment)|unclassified	13.3054510956
UniRef50_F0SA60: DNA polymerase III gamma/tau subunit	13.2961015206
UniRef50_F0SA60: DNA polymerase III gamma/tau subunit|unclassified	13.2961015206
UniRef50_K9ZRK4: DNA polymerase III subunit delta	13.2957039675
UniRef50_K9ZRK4: DNA polymerase III subunit delta|unclassified	13.2957039675
UniRef50_D9VK38: Primosome assembly protein PriA	13.2780692331
UniRef50_D9VK38: Primosome assembly protein PriA|unclassified	13.2780692331
UniRef50_UPI00047EE787: hypothetical protein	13.2722996968
UniRef50_UPI00047EE787: hypothetical protein|unclassified	13.2722996968
UniRef50_E3JA44: Primosome assembly protein PriA	13.2270415050
UniRef50_E3JA44: Primosome assembly protein PriA|unclassified	13.2270415050
UniRef50_X1UPK0: Marine sediment metagenome DNA, contig: S12H4_S19964 (Fragment)	13.2191889821
UniRef50_X1UPK0: Marine sediment metagenome DNA, contig: S12H4_S19964 (Fragment)|unclassified	13.2191889821
UniRef50_V7ELE4	13.1967576939
UniRef50_V7ELE4|unclassified	13.1967576939
UniRef50_E4P0V4: PriA Primosomal protein	13.1895730875
UniRef50_E4P0V4: PriA Primosomal protein|unclassified	13.1895730875
UniRef50_E1KME4	13.1442058242
UniRef50_E1KME4|unclassified	13.1442058242
UniRef50_UPI00046E781C: hypothetical protein	13.1247539080
UniRef50_UPI00046E781C: hypothetical protein|unclassified	13.1247539080
UniRef50_E8U5I3: Primosomal protein N	13.1169882943
UniRef50_E8U5I3: Primosomal protein N|unclassified	13.1169882943
UniRef50_UPI0002192A1D: hypothetical protein, partial	13.1162318317
UniRef50_UPI0002192A1D: hypothetical protein, partial|unclassified	13.1162318317
UniRef50_J7L9X6: Putative primosome assembly protein PriA	13.1155339701
UniRef50_J7L9X6: Putative primosome assembly protein PriA|unclassified	13.1155339701
UniRef50_Q9X4D0: DNA primase	13.1101682343
UniRef50_Q9X4D0: DNA primase|unclassified	13.1101682343
UniRef50_UPI000382CC53: hypothetical protein	13.0990765772
UniRef50_UPI000382CC53: hypothetical protein|unclassified	13.0990765772
UniRef50_UPI0003801BDE: hypothetical protein	13.0914092776
UniRef50_UPI0003801BDE: hypothetical protein|unclassified	13.0914092776
UniRef50_UPI00046638AB: DNA primase	13.0891516562
UniRef50_UPI00046638AB: DNA primase|unclassified	13.0891516562
UniRef50_X1S690: Marine sediment metagenome DNA, contig: S12H4_S09635	13.0886655493
UniRef50_X1S690: Marine sediment metagenome DNA, contig: S12H4_S09635|unclassified	13.0886655493
UniRef50_W7SVU9: DNA polymerase III subunit alpha (Fragment)	13.0859384404
UniRef50_W7SVU9: DNA polymerase III subunit alpha (Fragment)|unclassified	13.0859384404
UniRef50_B0UGI3	13.0289349969
UniRef50_B0UGI3|unclassified	13.0289349969
UniRef50_Q5P8W9	13.0274663005
UniRef50_Q5P8W9|unclassified	13.0274663005
UniRef50_UPI00046AF4B2: hypothetical protein	13.0072884103
UniRef50_UPI00046AF4B2: hypothetical protein|unclassified	13.0072884103
UniRef50_F9H6B4	13.0071386883
UniRef50_F9H6B4|unclassified	13.0071386883
UniRef50_R8RRR9	12.9937877103
UniRef50_R8RRR9|unclassified	12.9937877103
UniRef50_C4SVS9	12.9882519628
UniRef50_C4SVS9|unclassified	12.9882519628
UniRef50_M5B9B6: Primosomal protein N	12.9871722187
UniRef50_M5B9B6: Primosomal protein N|unclassified	12.9871722187
UniRef50_UPI000470837A: hypothetical protein	12.9729562144
UniRef50_UPI000470837A: hypothetical protein|unclassified	12.9729562144
UniRef50_A8TUR1: ATPase involved in DNA replication	12.9559096219
UniRef50_A8TUR1: ATPase involved in DNA replication|unclassified	12.9559096219
UniRef50_A4FBI9: Primosomal protein N' (Replication factor Y)	12.9453415154
UniRef50_A4FBI9: Primosomal protein N' (Replication factor Y)|unclassified	12.9453415154
UniRef50_M0Q7R9	12.9393502663
UniRef50_M0Q7R9|unclassified	12.9393502663
UniRef50_UPI00037228A5: hypothetical protein	12.9357380157
UniRef50_UPI00037228A5: hypothetical protein|unclassified	12.9357380157
UniRef50_A8LYU6	12.8959823280
UniRef50_A8LYU6|unclassified	12.8959823280
UniRef50_D2PUJ8	12.8863555020
UniRef50_D2PUJ8|unclassified	12.8863555020
UniRef50_G4C252	12.8572246708
UniRef50_G4C252|unclassified	12.8572246708
UniRef50_F8XND3	12.8510099450
UniRef50_F8XND3|unclassified	12.8510099450
UniRef50_UPI00035FECB6: hypothetical protein	12.8416849876
UniRef50_UPI00035FECB6: hypothetical protein|unclassified	12.8416849876
UniRef50_U1ASU5	12.8399624484
UniRef50_U1ASU5|unclassified	12.8399624484
UniRef50_N1MQ41: DNA primase	12.8307925321
UniRef50_N1MQ41: DNA primase|unclassified	12.8307925321
UniRef50_R6K7K9	12.7833227585
UniRef50_R6K7K9|unclassified	12.7833227585
UniRef50_UPI0003B3B46E: Holliday junction DNA helicase RuvA	12.7340922831
UniRef50_UPI0003B3B46E: Holliday junction DNA helicase RuvA|unclassified	12.7340922831
UniRef50_UPI0003B2ED0B: hypothetical protein	12.7115995595
UniRef50_UPI0003B2ED0B: hypothetical protein|unclassified	12.7115995595
UniRef50_E4LJP7: Putative DNA polymerase III, delta' subunit	12.7038654424
UniRef50_E4LJP7: Putative DNA polymerase III, delta' subunit|unclassified	12.7038654424
UniRef50_UPI000479041A: DNA polymerase III subunit delta	12.6722471626
UniRef50_UPI000479041A: DNA polymerase III subunit delta|unclassified	12.6722471626
UniRef50_UPI00046EAAA3: DNA polymerase	12.6603123866
UniRef50_UPI00046EAAA3: DNA polymerase|unclassified	12.6603123866
UniRef50_W0AC18	12.6446696774
UniRef50_W0AC18|unclassified	12.6446696774
UniRef50_K8W2C7: Phage O protein family protein	12.6264018342
UniRef50_K8W2C7: Phage O protein family protein|unclassified	12.6264018342
UniRef50_A3WQJ1: DNA polymerase III, delta prime subunit, ATPase	12.6199769128
UniRef50_A3WQJ1: DNA polymerase III, delta prime subunit, ATPase|unclassified	12.6199769128
UniRef50_UPI00036884A9: hypothetical protein	12.6040278635
UniRef50_UPI00036884A9: hypothetical protein|unclassified	12.6040278635
UniRef50_Q6MQS6: Error-prone DNA polymerase	12.5674204512
UniRef50_Q6MQS6: Error-prone DNA polymerase|unclassified	12.5674204512
UniRef50_Q2JAG9: DNA primase catalytic core-like	12.5396863275
UniRef50_Q2JAG9: DNA primase catalytic core-like|unclassified	12.5396863275
UniRef50_V8F3Z5	12.5049341881
UniRef50_V8F3Z5|unclassified	12.5049341881
UniRef50_UPI0003B3C897: hypothetical protein, partial	12.5035320031
UniRef50_UPI0003B3C897: hypothetical protein, partial|unclassified	12.5035320031
UniRef50_UPI00047E2E23: hypothetical protein	12.5013758593
UniRef50_UPI00047E2E23: hypothetical protein|unclassified	12.5013758593
UniRef50_D0J156	12.4764947928
UniRef50_D0J156|unclassified	12.4764947928
UniRef50_R6XND7	12.4554610366
UniRef50_R6XND7|unclassified	12.4554610366
UniRef50_UPI000360662B: hypothetical protein	12.4383666615
UniRef50_UPI000360662B: hypothetical protein|unclassified	12.4383666615
UniRef50_A4FCT5: Toprim domain protein	12.4272904982
UniRef50_A4FCT5: Toprim domain protein|unclassified	12.4272904982
UniRef50_UPI00035FA9DB: hypothetical protein	12.4216608022
UniRef50_UPI00035FA9DB: hypothetical protein|unclassified	12.4216608022
UniRef50_I0L1B0: Fragment of primosomal protein N' (Replication factor Y) (Part 2)	12.4212171700
UniRef50_I0L1B0: Fragment of primosomal protein N' (Replication factor Y) (Part 2)|unclassified	12.4212171700
UniRef50_W1V0Q7	12.3987304046
UniRef50_W1V0Q7|unclassified	12.3987304046
UniRef50_UPI000237DD9B: helicase	12.3657567001
UniRef50_UPI000237DD9B: helicase|unclassified	12.3657567001
UniRef50_R6BAW2: Secreted protein	12.3653794453
UniRef50_R6BAW2: Secreted protein|unclassified	12.3653794453
UniRef50_O83649: DNA polymerase III subunit epsilon	12.3624745450
UniRef50_O83649: DNA polymerase III subunit epsilon|unclassified	12.3624745450
UniRef50_I9L260: Prophage DNA replication protein	12.3473594952
UniRef50_I9L260: Prophage DNA replication protein|unclassified	12.3473594952
UniRef50_UPI00047C42B0: hypothetical protein, partial	12.3165277389
UniRef50_UPI00047C42B0: hypothetical protein, partial|unclassified	12.3165277389
UniRef50_UPI0003659A1A: hypothetical protein	12.3114040466
UniRef50_UPI0003659A1A: hypothetical protein|unclassified	12.3114040466
UniRef50_D6ZAH9: AAA ATPase	12.2959307776
UniRef50_D6ZAH9: AAA ATPase|unclassified	12.2959307776
UniRef50_R5A5W0	12.2924836789
UniRef50_R5A5W0|unclassified	12.2924836789
UniRef50_S2VJ20: DNA polymerase III, delta' subunit	12.2812673402
