# Gene Family	SampleDNA_Repair_Base_Excision_Abundance-CPM
UniRef50_UPI00036BFA00: hypothetical protein	107.985
UniRef50_UPI00036BFA00: hypothetical protein|unclassified	107.985
UniRef50_Q7R734	107.446
UniRef50_Q7R734|unclassified	107.446
UniRef50_UPI00047760DF: hypothetical protein, partial	107.193
UniRef50_UPI00047760DF: hypothetical protein, partial|unclassified	107.193
UniRef50_UPI0001BC2AF6: 5''''-3'''' exonuclease (including N-terminal domain of PolI)	107.088
UniRef50_UPI0001BC2AF6: 5''''-3'''' exonuclease (including N-terminal domain of PolI)|unclassified	107.088
UniRef50_UPI0003D04350: hypothetical protein	106.889
UniRef50_UPI0003D04350: hypothetical protein|unclassified	106.889
UniRef50_UPI00036D0955: hypothetical protein	106.655
UniRef50_UPI00036D0955: hypothetical protein|unclassified	106.655
UniRef50_Q1II25: Probable DNA ligase	106.354
UniRef50_Q1II25: Probable DNA ligase|unclassified	106.354
UniRef50_UPI00047B2921: hypothetical protein	105.832
UniRef50_UPI00047B2921: hypothetical protein|unclassified	105.832
UniRef50_Q6KI95: DNA ligase	105.415
UniRef50_Q6KI95: DNA ligase|unclassified	105.415
UniRef50_T2RDT9: BRCA1 C Terminus domain protein	105.237
UniRef50_T2RDT9: BRCA1 C Terminus domain protein|unclassified	105.237
UniRef50_UPI0004785CA7: DNA ligase	105.164
UniRef50_UPI0004785CA7: DNA ligase|unclassified	105.164
UniRef50_A0LVI2: DNA primase-like protein	104.995
UniRef50_A0LVI2: DNA primase-like protein|unclassified	104.995
UniRef50_UPI00047296E4: hypothetical protein, partial	104.557
UniRef50_UPI00047296E4: hypothetical protein, partial|unclassified	104.557
UniRef50_D1C6Z2: DNA polymerase LigD, polymerase domain protein	104.202
UniRef50_D1C6Z2: DNA polymerase LigD, polymerase domain protein|unclassified	104.202
UniRef50_UPI000308A8CE: hypothetical protein	103.876
UniRef50_UPI000308A8CE: hypothetical protein|unclassified	103.876
UniRef50_UPI000289FF71: single-stranded-DNA-specific exonuclease RecJ	103.076
UniRef50_UPI000289FF71: single-stranded-DNA-specific exonuclease RecJ|unclassified	103.076
UniRef50_A1WW37	102.325
UniRef50_A1WW37|unclassified	102.325
UniRef50_UPI00036908E2: hypothetical protein	102.111
UniRef50_UPI00036908E2: hypothetical protein|unclassified	102.111
UniRef50_UPI000464F76B: hypothetical protein	101.947
UniRef50_UPI000464F76B: hypothetical protein|unclassified	101.947
UniRef50_UPI0003B62DA7: recombination protein RecJ	101.905
UniRef50_UPI0003B62DA7: recombination protein RecJ|unclassified	101.905
UniRef50_D4LPH2	101.675
UniRef50_D4LPH2|unclassified	101.675
UniRef50_UPI00036A8075: hypothetical protein	101.155
UniRef50_UPI00036A8075: hypothetical protein|unclassified	101.155
UniRef50_UPI00047EC040: DNA repair protein	100.983
UniRef50_UPI00047EC040: DNA repair protein|unclassified	100.983
UniRef50_A7HFE5: DNA polymerase LigD polymerase domain	100.849
UniRef50_A7HFE5: DNA polymerase LigD polymerase domain|unclassified	100.849
UniRef50_E3ZBM9: DNA polymerase (Fragment)	100.618
UniRef50_E3ZBM9: DNA polymerase (Fragment)|unclassified	100.618
UniRef50_UPI00036D9377: hypothetical protein	100.123
UniRef50_UPI00036D9377: hypothetical protein|unclassified	100.123
UniRef50_UPI0004753EAC: hypothetical protein	99.9636
UniRef50_UPI0004753EAC: hypothetical protein|unclassified	99.9636
UniRef50_F8IJW4: DNA polymerase LigD, polymerase domain protein	99.3868
UniRef50_F8IJW4: DNA polymerase LigD, polymerase domain protein|unclassified	99.3868
UniRef50_UPI00047E74F3: hypothetical protein	99.3374
UniRef50_UPI00047E74F3: hypothetical protein|unclassified	99.3374
UniRef50_J9E256: DNA polymerase LigD, polymerase domain-containing protein	99.132
UniRef50_J9E256: DNA polymerase LigD, polymerase domain-containing protein|unclassified	99.132
UniRef50_UPI000425F88D: 3-methyladenine DNA glycosylase	98.9911
UniRef50_UPI000425F88D: 3-methyladenine DNA glycosylase|unclassified	98.9911
UniRef50_M6YPF4	98.8459
UniRef50_M6YPF4|unclassified	98.8459
UniRef50_V7FSN9	98.3207
UniRef50_V7FSN9|unclassified	98.3207
UniRef50_Q73MH0: DNA ligase	97.9061
UniRef50_Q73MH0: DNA ligase|unclassified	97.9061
UniRef50_X8FFG8: DNA polymerase LigD domain protein	97.8913
UniRef50_X8FFG8: DNA polymerase LigD domain protein|unclassified	97.8913
UniRef50_Q058C9: DNA ligase	97.8115
UniRef50_Q058C9: DNA ligase|unclassified	97.8115
UniRef50_UPI00041A9303: hypothetical protein	97.7329
UniRef50_UPI00041A9303: hypothetical protein|unclassified	97.7329
UniRef50_UPI000479B7F6: hypothetical protein	97.5807
UniRef50_UPI000479B7F6: hypothetical protein|unclassified	97.5807
UniRef50_UPI0002F5D5F7: hypothetical protein	97.5784
UniRef50_UPI0002F5D5F7: hypothetical protein|unclassified	97.5784
UniRef50_G0ANU7: Borrelia burgdorferi BBR25 lipofamily protein	97.2389
UniRef50_G0ANU7: Borrelia burgdorferi BBR25 lipofamily protein|unclassified	97.2389
UniRef50_F2ABF3	96.5576
UniRef50_F2ABF3|unclassified	96.5576
UniRef50_S9Q5P5	96.2163
UniRef50_S9Q5P5|unclassified	96.2163
UniRef50_Q89B02: DNA ligase	96.0104
UniRef50_Q89B02: DNA ligase|unclassified	96.0104
UniRef50_U2V4F4	95.7367
UniRef50_U2V4F4|unclassified	95.7367
UniRef50_UPI0004626431: hypothetical protein, partial	95.6807
UniRef50_UPI0004626431: hypothetical protein, partial|unclassified	95.6807
UniRef50_A9F3W3: DNA ligase	95.3645
UniRef50_A9F3W3: DNA ligase|unclassified	95.3645
UniRef50_UPI000371A860: hypothetical protein	94.9329
UniRef50_UPI000371A860: hypothetical protein|unclassified	94.9329
UniRef50_UPI000374BF1F: hypothetical protein	94.7154
UniRef50_UPI000374BF1F: hypothetical protein|unclassified	94.7154
UniRef50_UPI00037C355A: hypothetical protein	94.6569
UniRef50_UPI00037C355A: hypothetical protein|unclassified	94.6569
UniRef50_F5L6D6: DNA polymerase LigD, polymerase domain protein	94.5651
UniRef50_F5L6D6: DNA polymerase LigD, polymerase domain protein|unclassified	94.5651
UniRef50_UPI00035D4685: hypothetical protein	94.3926
UniRef50_UPI00035D4685: hypothetical protein|unclassified	94.3926
UniRef50_UPI0003714EA9: hypothetical protein	94.1848
UniRef50_UPI0003714EA9: hypothetical protein|unclassified	94.1848
UniRef50_A0A022H2X2	93.6133
UniRef50_A0A022H2X2|unclassified	93.6133
UniRef50_UPI00029A0492: AraC family transcriptional regulator	93.5405
UniRef50_UPI00029A0492: AraC family transcriptional regulator|unclassified	93.5405
UniRef50_A5D2W2: Predicted eukaryotic-type DNA primase	93.4761
UniRef50_A5D2W2: Predicted eukaryotic-type DNA primase|unclassified	93.4761
UniRef50_UPI00046FB9C3: formamidopyrimidine-DNA glycosylase	92.7484
UniRef50_UPI00046FB9C3: formamidopyrimidine-DNA glycosylase|unclassified	92.7484
UniRef50_UPI00046369DE: hypothetical protein	92.0216
UniRef50_UPI00046369DE: hypothetical protein|unclassified	92.0216
UniRef50_UPI0003786E65: hypothetical protein	91.9153
UniRef50_UPI0003786E65: hypothetical protein|unclassified	91.9153
UniRef50_X0UCL2: Marine sediment metagenome DNA, contig: S01H1_S05224 (Fragment)	91.9015
UniRef50_X0UCL2: Marine sediment metagenome DNA, contig: S01H1_S05224 (Fragment)|unclassified	91.9015
UniRef50_Q9Y9P1: Putative 3-methyladenine DNA glycosylase	91.3303
UniRef50_Q9Y9P1: Putative 3-methyladenine DNA glycosylase|unclassified	91.3303
UniRef50_UPI000371DD49: hypothetical protein	91.1854
UniRef50_UPI000371DD49: hypothetical protein|unclassified	91.1854
UniRef50_UPI00036D5B88: hypothetical protein	90.6823
UniRef50_UPI00036D5B88: hypothetical protein|unclassified	90.6823
UniRef50_UPI000476DF40: ATP-dependent DNA ligase	90.5547
UniRef50_UPI000476DF40: ATP-dependent DNA ligase|unclassified	90.5547
UniRef50_B8G8U9	89.9172
UniRef50_B8G8U9|unclassified	89.9172
UniRef50_Q7UG12: Putative 3-methyladenine DNA glycosylase	89.8106
UniRef50_Q7UG12: Putative 3-methyladenine DNA glycosylase|unclassified	89.8106
UniRef50_UPI00036D82E0: MULTISPECIES: hypothetical protein	89.1474
UniRef50_UPI00036D82E0: MULTISPECIES: hypothetical protein|unclassified	89.1474
UniRef50_UPI000472CD81: hypothetical protein	88.9808
UniRef50_UPI000472CD81: hypothetical protein|unclassified	88.9808
UniRef50_I8T081: DNA-directed DNA polymerase (Fragment)	88.6168
UniRef50_I8T081: DNA-directed DNA polymerase (Fragment)|unclassified	88.6168
UniRef50_B8I5T4: DNA polymerase LigD, polymerase domain protein	88.609
UniRef50_B8I5T4: DNA polymerase LigD, polymerase domain protein|unclassified	88.609
UniRef50_UPI000303ECB2: hypothetical protein	88.5258
UniRef50_UPI000303ECB2: hypothetical protein|unclassified	88.5258
UniRef50_UPI00037863B1: hypothetical protein	88.3913
UniRef50_UPI00037863B1: hypothetical protein|unclassified	88.3913
UniRef50_UPI00016C4CA8: DNA polymerase I, partial	88.347
UniRef50_UPI00016C4CA8: DNA polymerase I, partial|unclassified	88.347
UniRef50_UPI00036466CA: hypothetical protein	87.7227
UniRef50_UPI00036466CA: hypothetical protein|unclassified	87.7227
UniRef50_UPI000380E10D: hypothetical protein	87.6234
UniRef50_UPI000380E10D: hypothetical protein|unclassified	87.6234
UniRef50_UPI000262BEA4: DNA ligase D, partial	87.606
UniRef50_UPI000262BEA4: DNA ligase D, partial|unclassified	87.606
UniRef50_UPI0002E952BE: hypothetical protein	87.5239
UniRef50_UPI0002E952BE: hypothetical protein|unclassified	87.5239
UniRef50_A0L8M2	87.1659
UniRef50_A0L8M2|unclassified	87.1659
UniRef50_UPI00047852F1: hypothetical protein	87.0335
UniRef50_UPI00047852F1: hypothetical protein|unclassified	87.0335
UniRef50_UPI00047D8F55: hypothetical protein	86.5675
UniRef50_UPI00047D8F55: hypothetical protein|unclassified	86.5675
UniRef50_M3GLJ2	86.2382
UniRef50_M3GLJ2|unclassified	86.2382
UniRef50_UPI0003771E2E: Ada, partial	86.1671
UniRef50_UPI0003771E2E: Ada, partial|unclassified	86.1671
UniRef50_UPI0002E24E39: hypothetical protein	85.9165
UniRef50_UPI0002E24E39: hypothetical protein|unclassified	85.9165
UniRef50_E6SKN2: DNA polymerase LigD, polymerase domain protein	85.2358
UniRef50_E6SKN2: DNA polymerase LigD, polymerase domain protein|unclassified	85.2358
UniRef50_UPI000423D4A6: 3-methyladenine DNA glycosylase	84.6036
UniRef50_UPI000423D4A6: 3-methyladenine DNA glycosylase|unclassified	84.6036
UniRef50_UPI0003B405BF: hypothetical protein	84.4096
UniRef50_UPI0003B405BF: hypothetical protein|unclassified	84.4096
UniRef50_Q7NHP4: Putative 3-methyladenine DNA glycosylase	84.3894
UniRef50_Q7NHP4: Putative 3-methyladenine DNA glycosylase|unclassified	84.3894
UniRef50_A4ALS0	83.9533
UniRef50_A4ALS0|unclassified	83.9533
UniRef50_N2AY92	83.4518
UniRef50_N2AY92|unclassified	83.4518
UniRef50_UPI000288C7C8: formamidopyrimidine-DNA glycosylase	83.2186
UniRef50_UPI000288C7C8: formamidopyrimidine-DNA glycosylase|unclassified	83.2186
UniRef50_UPI000361795B: hypothetical protein	83.1009
UniRef50_UPI000361795B: hypothetical protein|unclassified	83.1009
UniRef50_UPI00035FE1C0: hypothetical protein	82.6072
UniRef50_UPI00035FE1C0: hypothetical protein|unclassified	82.6072
UniRef50_X1BN72: Marine sediment metagenome DNA, contig: S01H4_L04379 (Fragment)	82.4461
UniRef50_X1BN72: Marine sediment metagenome DNA, contig: S01H4_L04379 (Fragment)|unclassified	82.4461
UniRef50_Q4A5J6: DNA ligase	81.7885
UniRef50_Q4A5J6: DNA ligase|unclassified	81.7885
UniRef50_UPI00047B0D95: hypothetical protein, partial	81.7781
UniRef50_UPI00047B0D95: hypothetical protein, partial|unclassified	81.7781
UniRef50_UPI00041E75FC: hypothetical protein	81.589
UniRef50_UPI00041E75FC: hypothetical protein|unclassified	81.589
UniRef50_Q18E49: DNA ligase	81.5284
UniRef50_Q18E49: DNA ligase|unclassified	81.5284
UniRef50_UPI00024875BB: formamidopyrimidine-DNA glycosylase, partial	81.1602
UniRef50_UPI00024875BB: formamidopyrimidine-DNA glycosylase, partial|unclassified	81.1602
UniRef50_Q0A9U6	80.8325
UniRef50_Q0A9U6|unclassified	80.8325
UniRef50_UPI0003FB8F5C: hypothetical protein	80.5202
UniRef50_UPI0003FB8F5C: hypothetical protein|unclassified	80.5202
UniRef50_UPI00036887F4: hypothetical protein	80.393
UniRef50_UPI00036887F4: hypothetical protein|unclassified	80.393
UniRef50_UPI00016C4062: hypothetical protein	80.3832
UniRef50_UPI00016C4062: hypothetical protein|unclassified	80.3832
UniRef50_UPI0003B3D9E3: DNA ligase	80.1253
UniRef50_UPI0003B3D9E3: DNA ligase|unclassified	80.1253
UniRef50_UPI000467683A: hypothetical protein	80.1046
UniRef50_UPI000467683A: hypothetical protein|unclassified	80.1046
UniRef50_J7LBG3: DNA polymerase LigD, polymerase domain protein	79.5995
UniRef50_J7LBG3: DNA polymerase LigD, polymerase domain protein|unclassified	79.5995
UniRef50_Q7V437	79.1996
UniRef50_Q7V437|unclassified	79.1996
UniRef50_M5EWU4	78.6599
UniRef50_M5EWU4|unclassified	78.6599
UniRef50_UPI00046EC6EE: endonuclease III	78.3529
UniRef50_UPI00046EC6EE: endonuclease III|unclassified	78.3529
UniRef50_C9MW03	78.3255
UniRef50_C9MW03|unclassified	78.3255
UniRef50_UPI00036559DB: hypothetical protein	78.147
UniRef50_UPI00036559DB: hypothetical protein|unclassified	78.147
UniRef50_UPI000470F32D: hypothetical protein	77.4742
UniRef50_UPI000470F32D: hypothetical protein|unclassified	77.4742
UniRef50_UPI000248D803: 5''''-3'''' exonuclease, partial	77.0342
UniRef50_UPI000248D803: 5''''-3'''' exonuclease, partial|unclassified	77.0342
UniRef50_E6U0J1: DNA polymerase LigD, polymerase domain protein	76.864
UniRef50_E6U0J1: DNA polymerase LigD, polymerase domain protein|unclassified	76.864
UniRef50_UPI0003B34C2A: formamidopyrimidine-DNA glycosylase	76.642
UniRef50_UPI0003B34C2A: formamidopyrimidine-DNA glycosylase|unclassified	76.642
UniRef50_X5PZ02	76.0587
UniRef50_X5PZ02|unclassified	76.0587
UniRef50_UPI0003639C08: hypothetical protein, partial	75.898
UniRef50_UPI0003639C08: hypothetical protein, partial|unclassified	75.898
UniRef50_B2A484: DNA polymerase LigD, polymerase domain protein	75.656
UniRef50_B2A484: DNA polymerase LigD, polymerase domain protein|unclassified	75.656
UniRef50_H8GF10	75.3919
UniRef50_H8GF10|unclassified	75.3919
UniRef50_UPI0004785BAC: hypothetical protein	75.3251
UniRef50_UPI0004785BAC: hypothetical protein|unclassified	75.3251
UniRef50_Q6MCT3: Formamidopyrimidine-DNA glycosylase	75.0599
UniRef50_Q6MCT3: Formamidopyrimidine-DNA glycosylase|unclassified	75.0599
UniRef50_A0A024HYB8	74.6355
UniRef50_A0A024HYB8|unclassified	74.6355
UniRef50_UPI0004118C2E: DNA lyase	74.5204
UniRef50_UPI0004118C2E: DNA lyase|unclassified	74.5204
UniRef50_UPI000382597F: hypothetical protein	74.4369
UniRef50_UPI000382597F: hypothetical protein|unclassified	74.4369
UniRef50_A9LCF3: DNA polymerase (Fragment)	74.1079
UniRef50_A9LCF3: DNA polymerase (Fragment)|unclassified	74.1079
UniRef50_UPI0003652A21: hypothetical protein, partial	73.4713
UniRef50_UPI0003652A21: hypothetical protein, partial|unclassified	73.4713
UniRef50_UPI000372FEB1: hypothetical protein	72.6253
UniRef50_UPI000372FEB1: hypothetical protein|unclassified	72.6253
UniRef50_UPI00035D3CF9: hypothetical protein	72.436
UniRef50_UPI00035D3CF9: hypothetical protein|unclassified	72.436
UniRef50_UPI0003809FC1: hypothetical protein	72.2666
UniRef50_UPI0003809FC1: hypothetical protein|unclassified	72.2666
UniRef50_UPI00016B2556: single-stranded-DNA-specific exonuclease RecJ, partial	72.2081
UniRef50_UPI00016B2556: single-stranded-DNA-specific exonuclease RecJ, partial|unclassified	72.2081
UniRef50_UPI00047AC814: hypothetical protein	71.7825
UniRef50_UPI00047AC814: hypothetical protein|unclassified	71.7825
UniRef50_UPI0003B79C23: DNA ligase	71.1769
UniRef50_UPI0003B79C23: DNA ligase|unclassified	71.1769
UniRef50_T0T613: DHH family protein	70.821
UniRef50_T0T613: DHH family protein|unclassified	70.821
UniRef50_K2D599	70.3
UniRef50_K2D599|unclassified	70.3
UniRef50_T0G6H5	70.0158
UniRef50_T0G6H5|unclassified	70.0158
UniRef50_B8GU94	70.0015
UniRef50_B8GU94|unclassified	70.0015
UniRef50_UPI0003B70210: ATP-dependent DNA ligase	69.5629
UniRef50_UPI0003B70210: ATP-dependent DNA ligase|unclassified	69.5629
UniRef50_UPI000476FA71: hypothetical protein	69.2417
UniRef50_UPI000476FA71: hypothetical protein|unclassified	69.2417
UniRef50_UPI0004732934: hypothetical protein, partial	69.1217
UniRef50_UPI0004732934: hypothetical protein, partial|unclassified	69.1217
UniRef50_B1KR26: BRCT domain protein	69.0813
UniRef50_B1KR26: BRCT domain protein|unclassified	69.0813
UniRef50_UPI0001E4E295: hypothetical protein	69.0288
UniRef50_UPI0001E4E295: hypothetical protein|unclassified	69.0288
UniRef50_A0A016QKS4	68.4868
UniRef50_A0A016QKS4|unclassified	68.4868
UniRef50_Q44807: 2.9-3 locus, ORF-C protein (Fragment)	68.197
UniRef50_Q44807: 2.9-3 locus, ORF-C protein (Fragment)|unclassified	68.197
UniRef50_UPI000262B250: 3-methyladenine-DNA glycosylase II	68.1699
UniRef50_UPI000262B250: 3-methyladenine-DNA glycosylase II|unclassified	68.1699
UniRef50_UPI00046EB4D4: ATP-dependent DNA ligase, partial	68.0717
UniRef50_UPI00046EB4D4: ATP-dependent DNA ligase, partial|unclassified	68.0717
UniRef50_UPI0003AA07CB: ATP-dependent DNA ligase	68.0355
UniRef50_UPI0003AA07CB: ATP-dependent DNA ligase|unclassified	68.0355
UniRef50_UPI0002193DB3: single-stranded-DNA-specific exonuclease RecJ, partial	67.4263
UniRef50_UPI0002193DB3: single-stranded-DNA-specific exonuclease RecJ, partial|unclassified	67.4263
UniRef50_UPI00046FC627: hypothetical protein	67.2981
UniRef50_UPI00046FC627: hypothetical protein|unclassified	67.2981
UniRef50_X1H0L9: Marine sediment metagenome DNA, contig: S03H2_S02827 (Fragment)	66.9836
UniRef50_X1H0L9: Marine sediment metagenome DNA, contig: S03H2_S02827 (Fragment)|unclassified	66.9836
UniRef50_E3CUY2: Phosphoesterase RecJ domain protein	66.3424
UniRef50_E3CUY2: Phosphoesterase RecJ domain protein|unclassified	66.3424
UniRef50_Q6DB58: DNA ligase B	65.8403
UniRef50_Q6DB58: DNA ligase B|unclassified	65.8403
UniRef50_A7MQB5: DNA ligase B	65.5114
UniRef50_A7MQB5: DNA ligase B|unclassified	65.5114
UniRef50_UPI00040D72AF: ATP-dependent DNA ligase	65.1981
UniRef50_UPI00040D72AF: ATP-dependent DNA ligase|unclassified	65.1981
UniRef50_W0WVV5	64.5709
UniRef50_W0WVV5|unclassified	64.5709
UniRef50_UPI000464F4EA: hypothetical protein	64.5277
UniRef50_UPI000464F4EA: hypothetical protein|unclassified	64.5277
UniRef50_UPI00047D1D58: formamidopyrimidine-DNA glycosylase	64.4247
UniRef50_UPI00047D1D58: formamidopyrimidine-DNA glycosylase|unclassified	64.4247
UniRef50_UPI00036D3C63: hypothetical protein	64.2866
UniRef50_UPI00036D3C63: hypothetical protein|unclassified	64.2866
UniRef50_Q7R768	64.1372
UniRef50_Q7R768|unclassified	64.1372
UniRef50_UPI00029AEBB0: DNA polymerase I	63.6773
UniRef50_UPI00029AEBB0: DNA polymerase I|unclassified	63.6773
UniRef50_F5XLE2	62.7592
UniRef50_F5XLE2|unclassified	62.7592
UniRef50_U5WXR5	62.6427
UniRef50_U5WXR5|unclassified	62.6427
UniRef50_W6TR70	62.6225
UniRef50_W6TR70|unclassified	62.6225
UniRef50_UPI00035F4CB0: hypothetical protein	62.4978
UniRef50_UPI00035F4CB0: hypothetical protein|unclassified	62.4978
UniRef50_UPI000475FFE7: hypothetical protein	62.1891
UniRef50_UPI000475FFE7: hypothetical protein|unclassified	62.1891
UniRef50_UPI00036A1AB2: hypothetical protein	62.0831
UniRef50_UPI00036A1AB2: hypothetical protein|unclassified	62.0831
UniRef50_UPI0003B72053: DNA repair protein	62.017
UniRef50_UPI0003B72053: DNA repair protein|unclassified	62.017
UniRef50_K1YEK9	61.6277
UniRef50_K1YEK9|unclassified	61.6277
UniRef50_X1RBG5: Marine sediment metagenome DNA, contig: S06H3_S24465 (Fragment)	61.509
UniRef50_X1RBG5: Marine sediment metagenome DNA, contig: S06H3_S24465 (Fragment)|unclassified	61.509
