# Gene Family	SampleDNA_Repair_Base_Excision_Abundance-RPKs
UniRef50_UPI00036BFA00: hypothetical protein	24.9895423597
UniRef50_UPI00036BFA00: hypothetical protein|unclassified	24.9895423597
UniRef50_Q7R734	24.8647720768
UniRef50_Q7R734|unclassified	24.8647720768
UniRef50_UPI00047760DF: hypothetical protein, partial	24.8062086522
UniRef50_UPI00047760DF: hypothetical protein, partial|unclassified	24.8062086522
UniRef50_UPI0001BC2AF6: 5''''-3'''' exonuclease (including N-terminal domain of PolI)	24.7819480114
UniRef50_UPI0001BC2AF6: 5''''-3'''' exonuclease (including N-terminal domain of PolI)|unclassified	24.7819480114
UniRef50_UPI0003D04350: hypothetical protein	24.7357939061
UniRef50_UPI0003D04350: hypothetical protein|unclassified	24.7357939061
UniRef50_UPI00036D0955: hypothetical protein	24.6816902770
UniRef50_UPI00036D0955: hypothetical protein|unclassified	24.6816902770
UniRef50_Q1II25: Probable DNA ligase	24.6120856565
UniRef50_Q1II25: Probable DNA ligase|unclassified	24.6120856565
UniRef50_UPI00047B2921: hypothetical protein	24.4912911507
UniRef50_UPI00047B2921: hypothetical protein|unclassified	24.4912911507
UniRef50_Q6KI95: DNA ligase	24.3948186961
UniRef50_Q6KI95: DNA ligase|unclassified	24.3948186961
UniRef50_T2RDT9: BRCA1 C Terminus domain protein	24.3535798543
UniRef50_T2RDT9: BRCA1 C Terminus domain protein|unclassified	24.3535798543
UniRef50_UPI0004785CA7: DNA ligase	24.3366054091
UniRef50_UPI0004785CA7: DNA ligase|unclassified	24.3366054091
UniRef50_A0LVI2: DNA primase-like protein	24.2974869204
UniRef50_A0LVI2: DNA primase-like protein|unclassified	24.2974869204
UniRef50_UPI00047296E4: hypothetical protein, partial	24.1961436178
UniRef50_UPI00047296E4: hypothetical protein, partial|unclassified	24.1961436178
UniRef50_D1C6Z2: DNA polymerase LigD, polymerase domain protein	24.1141149567
UniRef50_D1C6Z2: DNA polymerase LigD, polymerase domain protein|unclassified	24.1141149567
UniRef50_UPI000308A8CE: hypothetical protein	24.0386035550
UniRef50_UPI000308A8CE: hypothetical protein|unclassified	24.0386035550
UniRef50_UPI000289FF71: single-stranded-DNA-specific exonuclease RecJ	23.8533648835
UniRef50_UPI000289FF71: single-stranded-DNA-specific exonuclease RecJ|unclassified	23.8533648835
UniRef50_A1WW37	23.6796129769
UniRef50_A1WW37|unclassified	23.6796129769
UniRef50_UPI00036908E2: hypothetical protein	23.6301062510
UniRef50_UPI00036908E2: hypothetical protein|unclassified	23.6301062510
UniRef50_UPI000464F76B: hypothetical protein	23.5922800316
UniRef50_UPI000464F76B: hypothetical protein|unclassified	23.5922800316
UniRef50_UPI0003B62DA7: recombination protein RecJ	23.5823643268
UniRef50_UPI0003B62DA7: recombination protein RecJ|unclassified	23.5823643268
UniRef50_D4LPH2	23.5291294283
UniRef50_D4LPH2|unclassified	23.5291294283
UniRef50_UPI00036A8075: hypothetical protein	23.4087930594
UniRef50_UPI00036A8075: hypothetical protein|unclassified	23.4087930594
UniRef50_UPI00047EC040: DNA repair protein	23.3690129732
UniRef50_UPI00047EC040: DNA repair protein|unclassified	23.3690129732
UniRef50_A7HFE5: DNA polymerase LigD polymerase domain	23.3381868392
UniRef50_A7HFE5: DNA polymerase LigD polymerase domain|unclassified	23.3381868392
UniRef50_E3ZBM9: DNA polymerase (Fragment)	23.2846891035
UniRef50_E3ZBM9: DNA polymerase (Fragment)|unclassified	23.2846891035
UniRef50_UPI00036D9377: hypothetical protein	23.1700668512
UniRef50_UPI00036D9377: hypothetical protein|unclassified	23.1700668512
UniRef50_UPI0004753EAC: hypothetical protein	23.1331786478
UniRef50_UPI0004753EAC: hypothetical protein|unclassified	23.1331786478
UniRef50_F8IJW4: DNA polymerase LigD, polymerase domain protein	22.9996986672
UniRef50_F8IJW4: DNA polymerase LigD, polymerase domain protein|unclassified	22.9996986672
UniRef50_UPI00047E74F3: hypothetical protein	22.9882865366
UniRef50_UPI00047E74F3: hypothetical protein|unclassified	22.9882865366
UniRef50_J9E256: DNA polymerase LigD, polymerase domain-containing protein	22.9407406033
UniRef50_J9E256: DNA polymerase LigD, polymerase domain-containing protein|unclassified	22.9407406033
UniRef50_UPI000425F88D: 3-methyladenine DNA glycosylase	22.9081464813
UniRef50_UPI000425F88D: 3-methyladenine DNA glycosylase|unclassified	22.9081464813
UniRef50_M6YPF4	22.8745455381
UniRef50_M6YPF4|unclassified	22.8745455381
UniRef50_V7FSN9	22.7529866573
UniRef50_V7FSN9|unclassified	22.7529866573
UniRef50_Q73MH0: DNA ligase	22.6570565697
UniRef50_Q73MH0: DNA ligase|unclassified	22.6570565697
UniRef50_X8FFG8: DNA polymerase LigD domain protein	22.6536148981
UniRef50_X8FFG8: DNA polymerase LigD domain protein|unclassified	22.6536148981
UniRef50_Q058C9: DNA ligase	22.6351659061
UniRef50_Q058C9: DNA ligase|unclassified	22.6351659061
UniRef50_UPI00041A9303: hypothetical protein	22.6169676656
UniRef50_UPI00041A9303: hypothetical protein|unclassified	22.6169676656
UniRef50_UPI000479B7F6: hypothetical protein	22.5817446264
UniRef50_UPI000479B7F6: hypothetical protein|unclassified	22.5817446264
UniRef50_UPI0002F5D5F7: hypothetical protein	22.5812076361
UniRef50_UPI0002F5D5F7: hypothetical protein|unclassified	22.5812076361
UniRef50_G0ANU7: Borrelia burgdorferi BBR25 lipofamily protein	22.5026405916
UniRef50_G0ANU7: Borrelia burgdorferi BBR25 lipofamily protein|unclassified	22.5026405916
UniRef50_F2ABF3	22.3449777197
UniRef50_F2ABF3|unclassified	22.3449777197
UniRef50_S9Q5P5	22.2660117997
UniRef50_S9Q5P5|unclassified	22.2660117997
UniRef50_Q89B02: DNA ligase	22.2183487721
UniRef50_Q89B02: DNA ligase|unclassified	22.2183487721
UniRef50_U2V4F4	22.1550043689
UniRef50_U2V4F4|unclassified	22.1550043689
UniRef50_UPI0004626431: hypothetical protein, partial	22.1420651996
UniRef50_UPI0004626431: hypothetical protein, partial|unclassified	22.1420651996
UniRef50_A9F3W3: DNA ligase	22.0688795021
UniRef50_A9F3W3: DNA ligase|unclassified	22.0688795021
UniRef50_UPI000371A860: hypothetical protein	21.9689952315
UniRef50_UPI000371A860: hypothetical protein|unclassified	21.9689952315
UniRef50_UPI000374BF1F: hypothetical protein	21.9186742662
UniRef50_UPI000374BF1F: hypothetical protein|unclassified	21.9186742662
UniRef50_UPI00037C355A: hypothetical protein	21.9051403464
UniRef50_UPI00037C355A: hypothetical protein|unclassified	21.9051403464
UniRef50_F5L6D6: DNA polymerase LigD, polymerase domain protein	21.8838827962
UniRef50_F5L6D6: DNA polymerase LigD, polymerase domain protein|unclassified	21.8838827962
UniRef50_UPI00035D4685: hypothetical protein	21.8439605158
UniRef50_UPI00035D4685: hypothetical protein|unclassified	21.8439605158
UniRef50_UPI0003714EA9: hypothetical protein	21.7958730047
UniRef50_UPI0003714EA9: hypothetical protein|unclassified	21.7958730047
UniRef50_A0A022H2X2	21.6636182998
UniRef50_A0A022H2X2|unclassified	21.6636182998
UniRef50_UPI00029A0492: AraC family transcriptional regulator	21.6467676106
UniRef50_UPI00029A0492: AraC family transcriptional regulator|unclassified	21.6467676106
UniRef50_A5D2W2: Predicted eukaryotic-type DNA primase	21.6318855877
UniRef50_A5D2W2: Predicted eukaryotic-type DNA primase|unclassified	21.6318855877
UniRef50_UPI00046FB9C3: formamidopyrimidine-DNA glycosylase	21.4634710178
UniRef50_UPI00046FB9C3: formamidopyrimidine-DNA glycosylase|unclassified	21.4634710178
UniRef50_UPI00046369DE: hypothetical protein	21.2952756127
UniRef50_UPI00046369DE: hypothetical protein|unclassified	21.2952756127
UniRef50_UPI0003786E65: hypothetical protein	21.2706802286
UniRef50_UPI0003786E65: hypothetical protein|unclassified	21.2706802286
UniRef50_X0UCL2: Marine sediment metagenome DNA, contig: S01H1_S05224 (Fragment)	21.2674887319
UniRef50_X0UCL2: Marine sediment metagenome DNA, contig: S01H1_S05224 (Fragment)|unclassified	21.2674887319
UniRef50_Q9Y9P1: Putative 3-methyladenine DNA glycosylase	21.1353090707
UniRef50_Q9Y9P1: Putative 3-methyladenine DNA glycosylase|unclassified	21.1353090707
UniRef50_UPI000371DD49: hypothetical protein	21.1017690582
UniRef50_UPI000371DD49: hypothetical protein|unclassified	21.1017690582
UniRef50_UPI00036D5B88: hypothetical protein	20.9853472231
UniRef50_UPI00036D5B88: hypothetical protein|unclassified	20.9853472231
UniRef50_UPI000476DF40: ATP-dependent DNA ligase	20.9558147109
UniRef50_UPI000476DF40: ATP-dependent DNA ligase|unclassified	20.9558147109
UniRef50_B8G8U9	20.8082831484
UniRef50_B8G8U9|unclassified	20.8082831484
UniRef50_Q7UG12: Putative 3-methyladenine DNA glycosylase	20.7836232330
UniRef50_Q7UG12: Putative 3-methyladenine DNA glycosylase|unclassified	20.7836232330
UniRef50_UPI00036D82E0: MULTISPECIES: hypothetical protein	20.6301463110
UniRef50_UPI00036D82E0: MULTISPECIES: hypothetical protein|unclassified	20.6301463110
UniRef50_UPI000472CD81: hypothetical protein	20.5915844396
UniRef50_UPI000472CD81: hypothetical protein|unclassified	20.5915844396
UniRef50_I8T081: DNA-directed DNA polymerase (Fragment)	20.5073519025
UniRef50_I8T081: DNA-directed DNA polymerase (Fragment)|unclassified	20.5073519025
UniRef50_B8I5T4: DNA polymerase LigD, polymerase domain protein	20.5055614756
UniRef50_B8I5T4: DNA polymerase LigD, polymerase domain protein|unclassified	20.5055614756
UniRef50_UPI000303ECB2: hypothetical protein	20.4863035608
UniRef50_UPI000303ECB2: hypothetical protein|unclassified	20.4863035608
UniRef50_UPI00037863B1: hypothetical protein	20.4551600292
UniRef50_UPI00037863B1: hypothetical protein|unclassified	20.4551600292
UniRef50_UPI00016C4CA8: DNA polymerase I, partial	20.4449288844
UniRef50_UPI00016C4CA8: DNA polymerase I, partial|unclassified	20.4449288844
UniRef50_UPI00036466CA: hypothetical protein	20.3004379236
UniRef50_UPI00036466CA: hypothetical protein|unclassified	20.3004379236
UniRef50_UPI000380E10D: hypothetical protein	20.2774732903
UniRef50_UPI000380E10D: hypothetical protein|unclassified	20.2774732903
UniRef50_UPI000262BEA4: DNA ligase D, partial	20.2734433888
UniRef50_UPI000262BEA4: DNA ligase D, partial|unclassified	20.2734433888
UniRef50_UPI0002E952BE: hypothetical protein	20.2544508525
UniRef50_UPI0002E952BE: hypothetical protein|unclassified	20.2544508525
UniRef50_A0L8M2	20.1715836243
UniRef50_A0L8M2|unclassified	20.1715836243
UniRef50_UPI00047852F1: hypothetical protein	20.1409544891
UniRef50_UPI00047852F1: hypothetical protein|unclassified	20.1409544891
UniRef50_UPI00047D8F55: hypothetical protein	20.0331201755
UniRef50_UPI00047D8F55: hypothetical protein|unclassified	20.0331201755
UniRef50_M3GLJ2	19.9569196421
UniRef50_M3GLJ2|unclassified	19.9569196421
UniRef50_UPI0003771E2E: Ada, partial	19.9404627955
UniRef50_UPI0003771E2E: Ada, partial|unclassified	19.9404627955
UniRef50_UPI0002E24E39: hypothetical protein	19.8824597074
UniRef50_UPI0002E24E39: hypothetical protein|unclassified	19.8824597074
UniRef50_E6SKN2: DNA polymerase LigD, polymerase domain protein	19.7249435840
UniRef50_E6SKN2: DNA polymerase LigD, polymerase domain protein|unclassified	19.7249435840
UniRef50_UPI000423D4A6: 3-methyladenine DNA glycosylase	19.5786279271
UniRef50_UPI000423D4A6: 3-methyladenine DNA glycosylase|unclassified	19.5786279271
UniRef50_UPI0003B405BF: hypothetical protein	19.5337497465
UniRef50_UPI0003B405BF: hypothetical protein|unclassified	19.5337497465
UniRef50_Q7NHP4: Putative 3-methyladenine DNA glycosylase	19.5290624727
UniRef50_Q7NHP4: Putative 3-methyladenine DNA glycosylase|unclassified	19.5290624727
UniRef50_A4ALS0	19.4281379260
UniRef50_A4ALS0|unclassified	19.4281379260
UniRef50_N2AY92	19.3120847600
UniRef50_N2AY92|unclassified	19.3120847600
UniRef50_UPI000288C7C8: formamidopyrimidine-DNA glycosylase	19.2581261732
UniRef50_UPI000288C7C8: formamidopyrimidine-DNA glycosylase|unclassified	19.2581261732
UniRef50_UPI000361795B: hypothetical protein	19.2308769505
UniRef50_UPI000361795B: hypothetical protein|unclassified	19.2308769505
UniRef50_UPI00035FE1C0: hypothetical protein	19.1166411741
UniRef50_UPI00035FE1C0: hypothetical protein|unclassified	19.1166411741
UniRef50_X1BN72: Marine sediment metagenome DNA, contig: S01H4_L04379 (Fragment)	19.0793528187
UniRef50_X1BN72: Marine sediment metagenome DNA, contig: S01H4_L04379 (Fragment)|unclassified	19.0793528187
UniRef50_Q4A5J6: DNA ligase	18.9271757284
UniRef50_Q4A5J6: DNA ligase|unclassified	18.9271757284
UniRef50_UPI00047B0D95: hypothetical protein, partial	18.9247763800
UniRef50_UPI00047B0D95: hypothetical protein, partial|unclassified	18.9247763800
UniRef50_UPI00041E75FC: hypothetical protein	18.8810045259
UniRef50_UPI00041E75FC: hypothetical protein|unclassified	18.8810045259
UniRef50_Q18E49: DNA ligase	18.8669799614
UniRef50_Q18E49: DNA ligase|unclassified	18.8669799614
UniRef50_UPI00024875BB: formamidopyrimidine-DNA glycosylase, partial	18.7817855405
UniRef50_UPI00024875BB: formamidopyrimidine-DNA glycosylase, partial|unclassified	18.7817855405
UniRef50_Q0A9U6	18.7059455365
UniRef50_Q0A9U6|unclassified	18.7059455365
UniRef50_UPI0003FB8F5C: hypothetical protein	18.6336826628
UniRef50_UPI0003FB8F5C: hypothetical protein|unclassified	18.6336826628
UniRef50_UPI00036887F4: hypothetical protein	18.6042369990
UniRef50_UPI00036887F4: hypothetical protein|unclassified	18.6042369990
UniRef50_UPI00016C4062: hypothetical protein	18.6019706633
UniRef50_UPI00016C4062: hypothetical protein|unclassified	18.6019706633
UniRef50_UPI0003B3D9E3: DNA ligase	18.5422811962
UniRef50_UPI0003B3D9E3: DNA ligase|unclassified	18.5422811962
UniRef50_UPI000467683A: hypothetical protein	18.5374880847
UniRef50_UPI000467683A: hypothetical protein|unclassified	18.5374880847
UniRef50_J7LBG3: DNA polymerase LigD, polymerase domain protein	18.4205969018
UniRef50_J7LBG3: DNA polymerase LigD, polymerase domain protein|unclassified	18.4205969018
UniRef50_Q7V437	18.3280617118
UniRef50_Q7V437|unclassified	18.3280617118
UniRef50_M5EWU4	18.2031623810
UniRef50_M5EWU4|unclassified	18.2031623810
UniRef50_UPI00046EC6EE: endonuclease III	18.1321303537
UniRef50_UPI00046EC6EE: endonuclease III|unclassified	18.1321303537
UniRef50_C9MW03	18.1257766237
UniRef50_C9MW03|unclassified	18.1257766237
UniRef50_UPI00036559DB: hypothetical protein	18.0844865841
UniRef50_UPI00036559DB: hypothetical protein|unclassified	18.0844865841
UniRef50_UPI000470F32D: hypothetical protein	17.9287669106
UniRef50_UPI000470F32D: hypothetical protein|unclassified	17.9287669106
UniRef50_UPI000248D803: 5''''-3'''' exonuclease, partial	17.8269604417
UniRef50_UPI000248D803: 5''''-3'''' exonuclease, partial|unclassified	17.8269604417
UniRef50_E6U0J1: DNA polymerase LigD, polymerase domain protein	17.7875676074
UniRef50_E6U0J1: DNA polymerase LigD, polymerase domain protein|unclassified	17.7875676074
UniRef50_UPI0003B34C2A: formamidopyrimidine-DNA glycosylase	17.7361873601
UniRef50_UPI0003B34C2A: formamidopyrimidine-DNA glycosylase|unclassified	17.7361873601
UniRef50_X5PZ02	17.6012150063
UniRef50_X5PZ02|unclassified	17.6012150063
UniRef50_UPI0003639C08: hypothetical protein, partial	17.5640195486
UniRef50_UPI0003639C08: hypothetical protein, partial|unclassified	17.5640195486
UniRef50_B2A484: DNA polymerase LigD, polymerase domain protein	17.5080191174
UniRef50_B2A484: DNA polymerase LigD, polymerase domain protein|unclassified	17.5080191174
UniRef50_H8GF10	17.4469011606
UniRef50_H8GF10|unclassified	17.4469011606
UniRef50_UPI0004785BAC: hypothetical protein	17.4314492636
UniRef50_UPI0004785BAC: hypothetical protein|unclassified	17.4314492636
UniRef50_Q6MCT3: Formamidopyrimidine-DNA glycosylase	17.3700618526
UniRef50_Q6MCT3: Formamidopyrimidine-DNA glycosylase|unclassified	17.3700618526
UniRef50_A0A024HYB8	17.2718631817
UniRef50_A0A024HYB8|unclassified	17.2718631817
UniRef50_UPI0004118C2E: DNA lyase	17.2452208418
UniRef50_UPI0004118C2E: DNA lyase|unclassified	17.2452208418
UniRef50_UPI000382597F: hypothetical protein	17.2259092389
UniRef50_UPI000382597F: hypothetical protein|unclassified	17.2259092389
UniRef50_A9LCF3: DNA polymerase (Fragment)	17.1497559978
UniRef50_A9LCF3: DNA polymerase (Fragment)|unclassified	17.1497559978
UniRef50_UPI0003652A21: hypothetical protein, partial	17.0024414159
UniRef50_UPI0003652A21: hypothetical protein, partial|unclassified	17.0024414159
UniRef50_UPI000372FEB1: hypothetical protein	16.8066657256
UniRef50_UPI000372FEB1: hypothetical protein|unclassified	16.8066657256
UniRef50_UPI00035D3CF9: hypothetical protein	16.7628562524
UniRef50_UPI00035D3CF9: hypothetical protein|unclassified	16.7628562524
UniRef50_UPI0003809FC1: hypothetical protein	16.7236547069
UniRef50_UPI0003809FC1: hypothetical protein|unclassified	16.7236547069
UniRef50_UPI00016B2556: single-stranded-DNA-specific exonuclease RecJ, partial	16.7101174951
UniRef50_UPI00016B2556: single-stranded-DNA-specific exonuclease RecJ, partial|unclassified	16.7101174951
UniRef50_UPI00047AC814: hypothetical protein	16.6116218915
UniRef50_UPI00047AC814: hypothetical protein|unclassified	16.6116218915
UniRef50_UPI0003B79C23: DNA ligase	16.4714754906
UniRef50_UPI0003B79C23: DNA ligase|unclassified	16.4714754906
UniRef50_T0T613: DHH family protein	16.3891321766
UniRef50_T0T613: DHH family protein|unclassified	16.3891321766
UniRef50_K2D599	16.2685612096
UniRef50_K2D599|unclassified	16.2685612096
UniRef50_T0G6H5	16.2027800303
UniRef50_T0G6H5|unclassified	16.2027800303
UniRef50_B8GU94	16.1994834014
UniRef50_B8GU94|unclassified	16.1994834014
UniRef50_UPI0003B70210: ATP-dependent DNA ligase	16.0979717197
UniRef50_UPI0003B70210: ATP-dependent DNA ligase|unclassified	16.0979717197
UniRef50_UPI000476FA71: hypothetical protein	16.0236374419
UniRef50_UPI000476FA71: hypothetical protein|unclassified	16.0236374419
UniRef50_UPI0004732934: hypothetical protein, partial	15.9958658093
UniRef50_UPI0004732934: hypothetical protein, partial|unclassified	15.9958658093
UniRef50_B1KR26: BRCT domain protein	15.9865177067
UniRef50_B1KR26: BRCT domain protein|unclassified	15.9865177067
UniRef50_UPI0001E4E295: hypothetical protein	15.9743776189
UniRef50_UPI0001E4E295: hypothetical protein|unclassified	15.9743776189
UniRef50_A0A016QKS4	15.8489568966
UniRef50_A0A016QKS4|unclassified	15.8489568966
UniRef50_Q44807: 2.9-3 locus, ORF-C protein (Fragment)	15.7818921262
UniRef50_Q44807: 2.9-3 locus, ORF-C protein (Fragment)|unclassified	15.7818921262
UniRef50_UPI000262B250: 3-methyladenine-DNA glycosylase II	15.7756089842
UniRef50_UPI000262B250: 3-methyladenine-DNA glycosylase II|unclassified	15.7756089842
UniRef50_UPI00046EB4D4: ATP-dependent DNA ligase, partial	15.7528938279
UniRef50_UPI00046EB4D4: ATP-dependent DNA ligase, partial|unclassified	15.7528938279
UniRef50_UPI0003AA07CB: ATP-dependent DNA ligase	15.7445133550
UniRef50_UPI0003AA07CB: ATP-dependent DNA ligase|unclassified	15.7445133550
UniRef50_UPI0002193DB3: single-stranded-DNA-specific exonuclease RecJ, partial	15.6035235148
UniRef50_UPI0002193DB3: single-stranded-DNA-specific exonuclease RecJ, partial|unclassified	15.6035235148
UniRef50_UPI00046FC627: hypothetical protein	15.5738658708
UniRef50_UPI00046FC627: hypothetical protein|unclassified	15.5738658708
UniRef50_X1H0L9: Marine sediment metagenome DNA, contig: S03H2_S02827 (Fragment)	15.5010755013
UniRef50_X1H0L9: Marine sediment metagenome DNA, contig: S03H2_S02827 (Fragment)|unclassified	15.5010755013
