# Gene Family	SampleEntner-Doudoroff_Pathway_Abundance-CPM
UniRef50_X8AV82: Glucose-6-phosphate dehydrogenase subunit|unclassified	75.2641
UniRef50_R6WD46	75.1076
UniRef50_R6WD46|unclassified	75.1076
UniRef50_W1JVG7: Gluconolactonase (Fragment)	75.0267
UniRef50_W1JVG7: Gluconolactonase (Fragment)|unclassified	75.0267
UniRef50_UPI00016C46D1: PfkB domain protein	74.8977
UniRef50_UPI00016C46D1: PfkB domain protein|unclassified	74.8977
UniRef50_UPI0003B710D8: fructuronate reductase	74.8425
UniRef50_UPI0003B710D8: fructuronate reductase|unclassified	74.8425
UniRef50_A1BB28: Phosphoglycerate mutase	74.826
UniRef50_A1BB28: Phosphoglycerate mutase|unclassified	74.826
UniRef50_K0FZW3: Gluconolactonase	74.8115
UniRef50_K0FZW3: Gluconolactonase|unclassified	74.8115
UniRef50_O32507: Succinate-semialdehyde dehydrogenase [NADP(+)]	74.7539
UniRef50_O32507: Succinate-semialdehyde dehydrogenase [NADP(+)]|unclassified	74.7539
UniRef50_UPI000273CF58: PREDICTED: glyceraldehyde-3-phosphate dehydrogenase-like	74.6584
UniRef50_UPI000273CF58: PREDICTED: glyceraldehyde-3-phosphate dehydrogenase-like|unclassified	74.6584
UniRef50_T0J0E0	74.5351
UniRef50_T0J0E0|unclassified	74.5351
UniRef50_UPI00047C8DCC: aldehyde dehydrogenase	74.5346
UniRef50_UPI00047C8DCC: aldehyde dehydrogenase|unclassified	74.5346
UniRef50_UPI0003A34F7E: 6-phosphogluconolactonase	74.4952
UniRef50_UPI0003A34F7E: 6-phosphogluconolactonase|unclassified	74.4952
UniRef50_UPI00034FD2A8: PREDICTED: fatty aldehyde dehydrogenase	74.3882
UniRef50_UPI00034FD2A8: PREDICTED: fatty aldehyde dehydrogenase|unclassified	74.3882
UniRef50_UPI00046304E4: hypothetical protein	74.2576
UniRef50_UPI00046304E4: hypothetical protein|unclassified	74.2576
UniRef50_A6ULK6: SMP-30/Gluconolaconase/LRE domain protein	74.2556
UniRef50_A6ULK6: SMP-30/Gluconolaconase/LRE domain protein|unclassified	74.2556
UniRef50_A0A059MRH2: Oxidoreductase	74.0509
UniRef50_A0A059MRH2: Oxidoreductase|unclassified	74.0509
UniRef50_UPI00046AF738: glucokinase	73.969
UniRef50_UPI00046AF738: glucokinase|unclassified	73.969
UniRef50_UPI00045E9664: 6-phosphogluconolactonase	73.9223
UniRef50_UPI00045E9664: 6-phosphogluconolactonase|unclassified	73.9223
UniRef50_UPI000478279F: succinate-semialdehyde dehydrogenase	73.4641
UniRef50_UPI000478279F: succinate-semialdehyde dehydrogenase|unclassified	73.4641
UniRef50_UPI0002378B0D: aldehyde dehydrogenase	73.2755
UniRef50_UPI0002378B0D: aldehyde dehydrogenase|unclassified	73.2755
UniRef50_UPI000331520A: PREDICTED: aldehyde dehydrogenase, dimeric NADP-preferring	73.2386
UniRef50_UPI000331520A: PREDICTED: aldehyde dehydrogenase, dimeric NADP-preferring|unclassified	73.2386
UniRef50_Q3JX81	73.1731
UniRef50_Q3JX81|unclassified	73.1731
UniRef50_Q57572: Pyruvate kinase	73.036
UniRef50_Q57572: Pyruvate kinase|unclassified	73.036
UniRef50_UPI000372A1B6: hypothetical protein	73.0022
UniRef50_UPI000372A1B6: hypothetical protein|unclassified	73.0022
UniRef50_A3JCN1: Hydroxypyruvate reductase	72.8717
UniRef50_A3JCN1: Hydroxypyruvate reductase|unclassified	72.8717
UniRef50_A6WL70	72.7997
UniRef50_A6WL70|unclassified	72.7997
UniRef50_Q7NGJ0: OpcA protein	72.7661
UniRef50_Q7NGJ0: OpcA protein|unclassified	72.7661
UniRef50_UPI00036D46AF: hypothetical protein	72.6829
UniRef50_UPI00036D46AF: hypothetical protein|unclassified	72.6829
UniRef50_UPI0003B754CC: aldehyde dehydrogenase, partial	72.6753
UniRef50_UPI0003B754CC: aldehyde dehydrogenase, partial|unclassified	72.6753
UniRef50_UPI0003B49B08: aldehyde dehydrogenase	72.483
UniRef50_UPI0003B49B08: aldehyde dehydrogenase|unclassified	72.483
UniRef50_B1KD91: SMP-30/Gluconolaconase/LRE domain protein	72.3543
UniRef50_B1KD91: SMP-30/Gluconolaconase/LRE domain protein|unclassified	72.3543
UniRef50_UPI0003739DB3: benzaldehyde dehydrogenase	72.2937
UniRef50_UPI0003739DB3: benzaldehyde dehydrogenase|unclassified	72.2937
UniRef50_D6XXY0: SMP-30/Gluconolaconase/LRE domain protein	72.2428
UniRef50_D6XXY0: SMP-30/Gluconolaconase/LRE domain protein|unclassified	72.2428
UniRef50_UPI0001746415: Pyruvate kinase	72.1474
UniRef50_UPI0001746415: Pyruvate kinase|unclassified	72.1474
UniRef50_UPI00029ABF67: OxPP cycle protein OpcA, partial	71.8714
UniRef50_UPI00029ABF67: OxPP cycle protein OpcA, partial|unclassified	71.8714
UniRef50_X7X6B8: Glucose-6-phosphate dehydrogenase subunit	71.8264
UniRef50_X7X6B8: Glucose-6-phosphate dehydrogenase subunit|unclassified	71.8264
UniRef50_UPI000371F735: hypothetical protein	71.7015
UniRef50_UPI000371F735: hypothetical protein|unclassified	71.7015
UniRef50_UPI0003710F72: hypothetical protein, partial	71.5525
UniRef50_UPI0003710F72: hypothetical protein, partial|unclassified	71.5525
UniRef50_K6ZWL8: Gluconolactonase	71.4174
UniRef50_K6ZWL8: Gluconolactonase|unclassified	71.4174
UniRef50_F7YWE2: Phosphoglycerate mutase	71.4087
UniRef50_F7YWE2: Phosphoglycerate mutase|unclassified	71.4087
UniRef50_T0CK16	71.3028
UniRef50_T0CK16|unclassified	71.3028
UniRef50_UPI0003AF4F98: PREDICTED: aldehyde dehydrogenase family 9 member A1-like	71.2839
UniRef50_UPI0003AF4F98: PREDICTED: aldehyde dehydrogenase family 9 member A1-like|unclassified	71.2839
UniRef50_UPI000360A2C2: hypothetical protein	71.2688
UniRef50_UPI000360A2C2: hypothetical protein|unclassified	71.2688
UniRef50_B3PBK7: Regucalcin	71.1355
UniRef50_B3PBK7: Regucalcin|unclassified	71.1355
UniRef50_UPI000465592B: coniferyl aldehyde dehydrogenase, partial	70.9927
UniRef50_UPI000465592B: coniferyl aldehyde dehydrogenase, partial|unclassified	70.9927
UniRef50_F0Q4U9: SMP-30/Gluconolaconase/LRE-like region-containing protein	70.8823
UniRef50_F0Q4U9: SMP-30/Gluconolaconase/LRE-like region-containing protein|unclassified	70.8823
UniRef50_UPI0003706C29: hypothetical protein	70.82
UniRef50_UPI0003706C29: hypothetical protein|unclassified	70.82
UniRef50_D0MJB8: ROK family protein	70.8096
UniRef50_D0MJB8: ROK family protein|unclassified	70.8096
UniRef50_UPI000465C864: hypothetical protein	70.5924
UniRef50_UPI000465C864: hypothetical protein|unclassified	70.5924
UniRef50_P45416: 2-dehydro-3-deoxygluconokinase	70.5144
UniRef50_P45416: 2-dehydro-3-deoxygluconokinase|unclassified	70.5144
UniRef50_C6Y1C5: ROK family protein	70.3255
UniRef50_C6Y1C5: ROK family protein|unclassified	70.3255
UniRef50_UPI0002485D90: aldehyde dehydrogenase	70.1767
UniRef50_UPI0002485D90: aldehyde dehydrogenase|unclassified	70.1767
UniRef50_UPI000474E23D: hypothetical protein, partial	70.1408
UniRef50_UPI000474E23D: hypothetical protein, partial|unclassified	70.1408
UniRef50_UPI0002488638: 2-dehydro-3-deoxygluconokinase	69.9584
UniRef50_UPI0002488638: 2-dehydro-3-deoxygluconokinase|unclassified	69.9584
UniRef50_UPI0003B44E90: aldehyde dehydrogenase	69.6478
UniRef50_UPI0003B44E90: aldehyde dehydrogenase|unclassified	69.6478
UniRef50_C5BV16: SMP-30/Gluconolaconase/LRE domain protein	69.6152
UniRef50_C5BV16: SMP-30/Gluconolaconase/LRE domain protein|unclassified	69.6152
UniRef50_D6CHI8: DNA glyceraldehide-3-phosphate (Fragment)	69.5383
UniRef50_D6CHI8: DNA glyceraldehide-3-phosphate (Fragment)|unclassified	69.5383
UniRef50_UPI00034B63B9: hypothetical protein	69.4354
UniRef50_UPI00034B63B9: hypothetical protein|unclassified	69.4354
UniRef50_E4RT62: ROK family protein	69.2705
UniRef50_E4RT62: ROK family protein|unclassified	69.2705
UniRef50_UPI0003B4B55B: polyphosphate glucokinase	69.2388
UniRef50_UPI0003B4B55B: polyphosphate glucokinase|unclassified	69.2388
UniRef50_UPI00035DB744: hypothetical protein	69.2322
UniRef50_UPI00035DB744: hypothetical protein|unclassified	69.2322
UniRef50_UPI0001D391C5: PREDICTED: aldehyde dehydrogenase family 3 member B1-like, partial	69.0171
UniRef50_UPI0001D391C5: PREDICTED: aldehyde dehydrogenase family 3 member B1-like, partial|unclassified	69.0171
UniRef50_UPI0002559D36: D-mannonate oxidoreductase	68.999
UniRef50_UPI0002559D36: D-mannonate oxidoreductase|unclassified	68.999
UniRef50_D2QGV6: ROK family protein	68.9957
UniRef50_D2QGV6: ROK family protein|unclassified	68.9957
UniRef50_UPI00037CB7EE: hypothetical protein, partial	68.9923
UniRef50_UPI00037CB7EE: hypothetical protein, partial|unclassified	68.9923
UniRef50_B9TQ24	68.9665
UniRef50_B9TQ24|unclassified	68.9665
UniRef50_B0C8P4: Phosphoglycerate mutase, putative	68.9501
UniRef50_B0C8P4: Phosphoglycerate mutase, putative|unclassified	68.9501
UniRef50_UPI0002E44F21: hypothetical protein	68.6713
UniRef50_UPI0002E44F21: hypothetical protein|unclassified	68.6713
UniRef50_Q4J939: Phosphoglycerate kinase	68.5012
UniRef50_Q4J939: Phosphoglycerate kinase|unclassified	68.5012
UniRef50_UPI00037A3815: hypothetical protein	68.4271
UniRef50_UPI00037A3815: hypothetical protein|unclassified	68.4271
UniRef50_UPI000379833A: hypothetical protein	68.3271
UniRef50_UPI000379833A: hypothetical protein|unclassified	68.3271
UniRef50_UPI0001F2729C: mannitol 2-dehydrogenase	68.1654
UniRef50_UPI0001F2729C: mannitol 2-dehydrogenase|unclassified	68.1654
UniRef50_A5FT19	68.1514
UniRef50_A5FT19|unclassified	68.1514
UniRef50_J2E6D3	67.9556
UniRef50_J2E6D3|unclassified	67.9556
UniRef50_F3F6P8: Gluconolactonase (Fragment)	67.915
UniRef50_F3F6P8: Gluconolactonase (Fragment)|unclassified	67.915
UniRef50_UPI00047380E7: hypothetical protein, partial	67.8813
UniRef50_UPI00047380E7: hypothetical protein, partial|unclassified	67.8813
UniRef50_A4VTI2	67.8648
UniRef50_A4VTI2|unclassified	67.8648
UniRef50_UPI00037DCD97: hypothetical protein, partial	67.7547
UniRef50_UPI00037DCD97: hypothetical protein, partial|unclassified	67.7547
UniRef50_UPI00036D8FD4: hypothetical protein	67.6529
UniRef50_UPI00036D8FD4: hypothetical protein|unclassified	67.6529
UniRef50_P50317: Phosphoglycerate kinase	67.4933
UniRef50_P50317: Phosphoglycerate kinase|unclassified	67.4933
UniRef50_W0EZP0: ROK family transcriptional regulator	67.2824
UniRef50_W0EZP0: ROK family transcriptional regulator|unclassified	67.2824
UniRef50_L7W0Q5: OpcA, an allosteric effector of glucose-6-phosphate dehydrogenase, actinobacterial	67.2663
UniRef50_L7W0Q5: OpcA, an allosteric effector of glucose-6-phosphate dehydrogenase, actinobacterial|unclassified	67.2663
UniRef50_UPI000262AC0B: polyphosphate glucokinase	67.2449
UniRef50_UPI000262AC0B: polyphosphate glucokinase|unclassified	67.2449
UniRef50_UPI000420E70D: glucokinase	66.945
UniRef50_UPI000420E70D: glucokinase|unclassified	66.945
UniRef50_UPI0003788438: MULTISPECIES: hypothetical protein	66.8879
UniRef50_UPI0003788438: MULTISPECIES: hypothetical protein|unclassified	66.8879
UniRef50_T0ZAW4: SMP-30/gluconolaconase/LRE domain-containing protein (Fragment)	66.8147
UniRef50_T0ZAW4: SMP-30/gluconolaconase/LRE domain-containing protein (Fragment)|unclassified	66.8147
UniRef50_UPI0003C8F794: PREDICTED: aldehyde dehydrogenase family 3 member B1-like, partial	66.7399
UniRef50_UPI0003C8F794: PREDICTED: aldehyde dehydrogenase family 3 member B1-like, partial|unclassified	66.7399
UniRef50_UPI0003619AA4: hypothetical protein	66.6887
UniRef50_UPI0003619AA4: hypothetical protein|unclassified	66.6887
UniRef50_UPI0003C4D43D: PREDICTED: mitochondrial 10-formyltetrahydrofolate dehydrogenase-like, partial	66.4697
UniRef50_UPI0003C4D43D: PREDICTED: mitochondrial 10-formyltetrahydrofolate dehydrogenase-like, partial|unclassified	66.4697
UniRef50_K2QH49: Gluconolactonase	66.4061
UniRef50_K2QH49: Gluconolactonase|unclassified	66.4061
UniRef50_B8HJY3: Phosphoglycerate mutase	66.3464
UniRef50_B8HJY3: Phosphoglycerate mutase|unclassified	66.3464
UniRef50_R6L442	66.2344
UniRef50_R6L442|unclassified	66.2344
UniRef50_UPI0003B6E535: aldose 1-epimerase	66.0856
UniRef50_UPI0003B6E535: aldose 1-epimerase|unclassified	66.0856
UniRef50_S9S351: Gluconolactonase	65.8213
UniRef50_S9S351: Gluconolactonase|unclassified	65.8213
UniRef50_UPI00035F5FA7: hypothetical protein	65.7831
UniRef50_UPI00035F5FA7: hypothetical protein|unclassified	65.7831
UniRef50_UPI00035ED1AB: hypothetical protein	65.7011
UniRef50_UPI00035ED1AB: hypothetical protein|unclassified	65.7011
UniRef50_A6C6Z4	65.6882
UniRef50_A6C6Z4|unclassified	65.6882
UniRef50_UPI00040BE474: 2-dehydro-3-deoxygluconokinase	64.942
UniRef50_UPI00040BE474: 2-dehydro-3-deoxygluconokinase|unclassified	64.942
UniRef50_UPI0003B395D0: carbohydrate kinase, partial	64.6916
UniRef50_UPI0003B395D0: carbohydrate kinase, partial|unclassified	64.6916
UniRef50_A0REI6	64.5578
UniRef50_A0REI6|unclassified	64.5578
UniRef50_UPI00035C8474: hypothetical protein	64.1553
UniRef50_UPI00035C8474: hypothetical protein|unclassified	64.1553
UniRef50_UPI0003703B3E: hypothetical protein	64.1381
UniRef50_UPI0003703B3E: hypothetical protein|unclassified	64.1381
UniRef50_Q7M0V7: Enolase (Fragments)	63.9664
UniRef50_Q7M0V7: Enolase (Fragments)|unclassified	63.9664
UniRef50_UPI00016C4C04: possible gluconolactonase precursor	63.8315
UniRef50_UPI00016C4C04: possible gluconolactonase precursor|unclassified	63.8315
UniRef50_F4G6D7: MaoC domain protein dehydratase	63.7604
UniRef50_F4G6D7: MaoC domain protein dehydratase|unclassified	63.7604
UniRef50_X6CEF8	63.6013
UniRef50_X6CEF8|unclassified	63.6013
UniRef50_UPI00035CCC6C: hypothetical protein	63.4959
UniRef50_UPI00035CCC6C: hypothetical protein|unclassified	63.4959
UniRef50_UPI0002DC7B87: hypothetical protein	63.1622
UniRef50_UPI0002DC7B87: hypothetical protein|unclassified	63.1622
UniRef50_UPI00047015D6: hypothetical protein	62.8999
UniRef50_UPI00047015D6: hypothetical protein|unclassified	62.8999
UniRef50_R4M586: OpcA protein	62.8786
UniRef50_R4M586: OpcA protein|unclassified	62.8786
UniRef50_UPI0003B56B94: aldose 1-epimerase	62.8738
UniRef50_UPI0003B56B94: aldose 1-epimerase|unclassified	62.8738
UniRef50_UPI00046B2C13: PREDICTED: retinal dehydrogenase 2-like	62.7743
UniRef50_UPI00046B2C13: PREDICTED: retinal dehydrogenase 2-like|unclassified	62.7743
UniRef50_H9K6D4	62.3979
UniRef50_H9K6D4|unclassified	62.3979
UniRef50_Q1YSF2	62.3815
UniRef50_Q1YSF2|unclassified	62.3815
UniRef50_UPI000313EF71: hypothetical protein	62.3282
UniRef50_UPI000313EF71: hypothetical protein|unclassified	62.3282
UniRef50_UPI0004779384: hypothetical protein	62.1898
UniRef50_UPI0004779384: hypothetical protein|unclassified	62.1898
UniRef50_X4YUZ8: SMP-30/Gluconolaconase/LRE-like region family protein	62.1894
UniRef50_X4YUZ8: SMP-30/Gluconolaconase/LRE-like region family protein|unclassified	62.1894
UniRef50_D0LM78: MOFRL domain protein	62.1573
UniRef50_D0LM78: MOFRL domain protein|unclassified	62.1573
UniRef50_UPI00036C437B: hypothetical protein	61.9932
UniRef50_UPI00036C437B: hypothetical protein|unclassified	61.9932
UniRef50_R7XX00: Oxppcycle protein	61.7282
UniRef50_R7XX00: Oxppcycle protein|unclassified	61.7282
UniRef50_UPI00036E2273: hypothetical protein	61.683
UniRef50_UPI00036E2273: hypothetical protein|unclassified	61.683
UniRef50_UPI0003690B9F: hypothetical protein	61.5807
UniRef50_UPI0003690B9F: hypothetical protein|unclassified	61.5807
UniRef50_I3SR02	61.4485
UniRef50_I3SR02|unclassified	61.4485
UniRef50_I5C709: Gluconolactonase	61.3419
UniRef50_I5C709: Gluconolactonase|unclassified	61.3419
UniRef50_UPI000225E054: 6-phosphogluconolactonase	61.0983
UniRef50_UPI000225E054: 6-phosphogluconolactonase|unclassified	61.0983
UniRef50_UPI0003828F90: hypothetical protein	61.0491
UniRef50_UPI0003828F90: hypothetical protein|unclassified	61.0491
UniRef50_A9B716: ROK family protein	61.0398
UniRef50_A9B716: ROK family protein|unclassified	61.0398
UniRef50_UPI00036B50CF: hypothetical protein	61.0384
UniRef50_UPI00036B50CF: hypothetical protein|unclassified	61.0384
UniRef50_UPI00046A5A3A: mannitol dehydrogenase	60.6844
UniRef50_UPI00046A5A3A: mannitol dehydrogenase|unclassified	60.6844
UniRef50_D0LKI4: MOFRL domain protein	60.6575
UniRef50_D0LKI4: MOFRL domain protein|unclassified	60.6575
UniRef50_UPI0004029E19: hypothetical protein	60.6515
UniRef50_UPI0004029E19: hypothetical protein|unclassified	60.6515
UniRef50_Q5WE74: Gluconolactonase	60.2274
UniRef50_Q5WE74: Gluconolactonase|unclassified	60.2274
UniRef50_UPI0004739C56: hypothetical protein, partial	60.1592
UniRef50_UPI0004739C56: hypothetical protein, partial|unclassified	60.1592
UniRef50_X0W2J1: Marine sediment metagenome DNA, contig: S01H1_S19885 (Fragment)	60.1537
UniRef50_X0W2J1: Marine sediment metagenome DNA, contig: S01H1_S19885 (Fragment)|unclassified	60.1537
UniRef50_Q6KZ25: Glycerate 2-kinase	59.9847
UniRef50_Q6KZ25: Glycerate 2-kinase|unclassified	59.9847
UniRef50_UPI00047143EC: hypothetical protein	59.9269
UniRef50_UPI00047143EC: hypothetical protein|unclassified	59.9269
UniRef50_UPI00040C1A22: succinate-semialdehyde dehydrogenase	59.9087
UniRef50_UPI00040C1A22: succinate-semialdehyde dehydrogenase|unclassified	59.9087
UniRef50_B9TPW5	59.9079
UniRef50_B9TPW5|unclassified	59.9079
UniRef50_D9TTE6: SAF domain protein	59.8767
UniRef50_D9TTE6: SAF domain protein|unclassified	59.8767
UniRef50_UPI0002378E2F: aldose 1-epimerase	59.379
UniRef50_UPI0002378E2F: aldose 1-epimerase|unclassified	59.379
UniRef50_Q024F0: SMP-30/Gluconolaconase/LRE domain protein	59.2452
UniRef50_Q024F0: SMP-30/Gluconolaconase/LRE domain protein|unclassified	59.2452
UniRef50_UPI0003B4EFC2: aldehyde dehydrogenase	59.1499
UniRef50_UPI0003B4EFC2: aldehyde dehydrogenase|unclassified	59.1499
UniRef50_J2RIU2	59.149
UniRef50_J2RIU2|unclassified	59.149
UniRef50_E6TQT0: SMP-30/Gluconolaconase/LRE-like region-containing protein	58.7811
UniRef50_E6TQT0: SMP-30/Gluconolaconase/LRE-like region-containing protein|unclassified	58.7811
UniRef50_UPI0004070D4A: aldose epimerase	58.7568
UniRef50_UPI0004070D4A: aldose epimerase|unclassified	58.7568
UniRef50_UPI0004434DD0: PREDICTED: cytosolic 10-formyltetrahydrofolate dehydrogenase	58.7449
UniRef50_UPI0004434DD0: PREDICTED: cytosolic 10-formyltetrahydrofolate dehydrogenase|unclassified	58.7449
UniRef50_UPI00037D42FD: hypothetical protein	58.7309
UniRef50_UPI00037D42FD: hypothetical protein|unclassified	58.7309
UniRef50_UPI000376DD2B: hypothetical protein, partial	58.56
UniRef50_UPI000376DD2B: hypothetical protein, partial|unclassified	58.56
UniRef50_UPI0002F9BD19: hypothetical protein	58.4355
UniRef50_UPI0002F9BD19: hypothetical protein|unclassified	58.4355
UniRef50_A0YBM0: Gluconolactonase (Precursor)	58.2353
UniRef50_A0YBM0: Gluconolactonase (Precursor)|unclassified	58.2353
UniRef50_W1JSW5	57.8793
UniRef50_W1JSW5|unclassified	57.8793
UniRef50_A0A024RGE1: Gluconolaconase	57.8379
UniRef50_A0A024RGE1: Gluconolaconase|unclassified	57.8379
UniRef50_B9TBX1	57.5709
UniRef50_B9TBX1|unclassified	57.5709
UniRef50_UPI0003F0E565: PREDICTED: pyruvate kinase PKM-like	57.5383
UniRef50_UPI0003F0E565: PREDICTED: pyruvate kinase PKM-like|unclassified	57.5383
UniRef50_UPI0003B48F3F: aldehyde dehydrogenase	57.4628
UniRef50_UPI0003B48F3F: aldehyde dehydrogenase|unclassified	57.4628
UniRef50_Q0FEP1: MOFRL domain protein	57.2927
UniRef50_Q0FEP1: MOFRL domain protein|unclassified	57.2927
UniRef50_UPI00034DE227: hypothetical protein	57.292
UniRef50_UPI00034DE227: hypothetical protein|unclassified	57.292
UniRef50_UPI0003728A8D: hypothetical protein	56.8582
UniRef50_UPI0003728A8D: hypothetical protein|unclassified	56.8582
UniRef50_UPI0003B4485F: hydroxypyruvate reductase	56.7888
UniRef50_UPI0003B4485F: hydroxypyruvate reductase|unclassified	56.7888
UniRef50_P46218	56.6704
UniRef50_P46218|unclassified	56.6704
UniRef50_T0LRL5	56.6271
UniRef50_T0LRL5|unclassified	56.6271
UniRef50_UPI0004652F0D: hypothetical protein	56.4974
UniRef50_UPI0004652F0D: hypothetical protein|unclassified	56.4974
UniRef50_UPI0003496C6B: hypothetical protein	56.3339
UniRef50_UPI0003496C6B: hypothetical protein|unclassified	56.3339
UniRef50_UPI0002F5FDE4: hypothetical protein	56.169
UniRef50_UPI0002F5FDE4: hypothetical protein|unclassified	56.169
UniRef50_A3HYV8: Gluconolactonase	56.1456
UniRef50_A3HYV8: Gluconolactonase|unclassified	56.1456
UniRef50_UPI0002ED969C: hypothetical protein	56.1047
UniRef50_UPI0002ED969C: hypothetical protein|unclassified	56.1047
UniRef50_UPI0002C2F01D: PREDICTED: aldehyde dehydrogenase family 3 member B1-like, partial	55.9794
