# Gene Family	SampleEntner-Doudoroff_Pathway_Abundance-RPKs
UniRef50_A4VTI2|unclassified	19.7552628546
UniRef50_UPI00037DCD97: hypothetical protein, partial	19.7232039233
UniRef50_UPI00037DCD97: hypothetical protein, partial|unclassified	19.7232039233
UniRef50_UPI00036D8FD4: hypothetical protein	19.6935660836
UniRef50_UPI00036D8FD4: hypothetical protein|unclassified	19.6935660836
UniRef50_P50317: Phosphoglycerate kinase	19.6471088436
UniRef50_P50317: Phosphoglycerate kinase|unclassified	19.6471088436
UniRef50_W0EZP0: ROK family transcriptional regulator	19.5857164974
UniRef50_W0EZP0: ROK family transcriptional regulator|unclassified	19.5857164974
UniRef50_L7W0Q5: OpcA, an allosteric effector of glucose-6-phosphate dehydrogenase, actinobacterial	19.5810397893
UniRef50_L7W0Q5: OpcA, an allosteric effector of glucose-6-phosphate dehydrogenase, actinobacterial|unclassified	19.5810397893
UniRef50_UPI000262AC0B: polyphosphate glucokinase	19.5747973414
UniRef50_UPI000262AC0B: polyphosphate glucokinase|unclassified	19.5747973414
UniRef50_UPI000420E70D: glucokinase	19.4875068048
UniRef50_UPI000420E70D: glucokinase|unclassified	19.4875068048
UniRef50_UPI0003788438: MULTISPECIES: hypothetical protein	19.4708851337
UniRef50_UPI0003788438: MULTISPECIES: hypothetical protein|unclassified	19.4708851337
UniRef50_T0ZAW4: SMP-30/gluconolaconase/LRE domain-containing protein (Fragment)	19.4495938120
UniRef50_T0ZAW4: SMP-30/gluconolaconase/LRE domain-containing protein (Fragment)|unclassified	19.4495938120
UniRef50_UPI0003C8F794: PREDICTED: aldehyde dehydrogenase family 3 member B1-like, partial	19.4277928161
UniRef50_UPI0003C8F794: PREDICTED: aldehyde dehydrogenase family 3 member B1-like, partial|unclassified	19.4277928161
UniRef50_UPI0003619AA4: hypothetical protein	19.4129162992
UniRef50_UPI0003619AA4: hypothetical protein|unclassified	19.4129162992
UniRef50_UPI0003C4D43D: PREDICTED: mitochondrial 10-formyltetrahydrofolate dehydrogenase-like, partial	19.3491496356
UniRef50_UPI0003C4D43D: PREDICTED: mitochondrial 10-formyltetrahydrofolate dehydrogenase-like, partial|unclassified	19.3491496356
UniRef50_K2QH49: Gluconolactonase	19.3306266902
UniRef50_K2QH49: Gluconolactonase|unclassified	19.3306266902
UniRef50_B8HJY3: Phosphoglycerate mutase	19.3132643353
UniRef50_B8HJY3: Phosphoglycerate mutase|unclassified	19.3132643353
UniRef50_R6L442	19.2806520201
UniRef50_R6L442|unclassified	19.2806520201
UniRef50_UPI0003B6E535: aldose 1-epimerase	19.2373513691
UniRef50_UPI0003B6E535: aldose 1-epimerase|unclassified	19.2373513691
UniRef50_S9S351: Gluconolactonase	19.1604154060
UniRef50_S9S351: Gluconolactonase|unclassified	19.1604154060
UniRef50_UPI00035F5FA7: hypothetical protein	19.1492930043
UniRef50_UPI00035F5FA7: hypothetical protein|unclassified	19.1492930043
UniRef50_UPI00035ED1AB: hypothetical protein	19.1254027747
UniRef50_UPI00035ED1AB: hypothetical protein|unclassified	19.1254027747
UniRef50_A6C6Z4	19.1216555537
UniRef50_A6C6Z4|unclassified	19.1216555537
UniRef50_UPI00040BE474: 2-dehydro-3-deoxygluconokinase	18.9044466317
UniRef50_UPI00040BE474: 2-dehydro-3-deoxygluconokinase|unclassified	18.9044466317
UniRef50_UPI0003B395D0: carbohydrate kinase, partial	18.8315619882
UniRef50_UPI0003B395D0: carbohydrate kinase, partial|unclassified	18.8315619882
UniRef50_A0REI6	18.7926121130
UniRef50_A0REI6|unclassified	18.7926121130
UniRef50_UPI00035C8474: hypothetical protein	18.6754300382
UniRef50_UPI00035C8474: hypothetical protein|unclassified	18.6754300382
UniRef50_UPI0003703B3E: hypothetical protein	18.6704271601
UniRef50_UPI0003703B3E: hypothetical protein|unclassified	18.6704271601
UniRef50_Q7M0V7: Enolase (Fragments)	18.6204603556
UniRef50_Q7M0V7: Enolase (Fragments)|unclassified	18.6204603556
UniRef50_UPI00016C4C04: possible gluconolactonase precursor	18.5811878578
UniRef50_UPI00016C4C04: possible gluconolactonase precursor|unclassified	18.5811878578
UniRef50_F4G6D7: MaoC domain protein dehydratase	18.5604940342
UniRef50_F4G6D7: MaoC domain protein dehydratase|unclassified	18.5604940342
UniRef50_X6CEF8	18.5141681904
UniRef50_X6CEF8|unclassified	18.5141681904
UniRef50_UPI00035CCC6C: hypothetical protein	18.4834759744
UniRef50_UPI00035CCC6C: hypothetical protein|unclassified	18.4834759744
UniRef50_UPI0002DC7B87: hypothetical protein	18.3863613420
UniRef50_UPI0002DC7B87: hypothetical protein|unclassified	18.3863613420
UniRef50_UPI00047015D6: hypothetical protein	18.3099980107
UniRef50_UPI00047015D6: hypothetical protein|unclassified	18.3099980107
UniRef50_R4M586: OpcA protein	18.3037871259
UniRef50_R4M586: OpcA protein|unclassified	18.3037871259
UniRef50_UPI0003B56B94: aldose 1-epimerase	18.3023859169
UniRef50_UPI0003B56B94: aldose 1-epimerase|unclassified	18.3023859169
UniRef50_UPI00046B2C13: PREDICTED: retinal dehydrogenase 2-like	18.2734273813
UniRef50_UPI00046B2C13: PREDICTED: retinal dehydrogenase 2-like|unclassified	18.2734273813
UniRef50_H9K6D4	18.1638548593
UniRef50_H9K6D4|unclassified	18.1638548593
UniRef50_Q1YSF2	18.1590768261
UniRef50_Q1YSF2|unclassified	18.1590768261
UniRef50_UPI000313EF71: hypothetical protein	18.1435718537
UniRef50_UPI000313EF71: hypothetical protein|unclassified	18.1435718537
UniRef50_UPI0004779384: hypothetical protein	18.1032958074
UniRef50_UPI0004779384: hypothetical protein|unclassified	18.1032958074
UniRef50_X4YUZ8: SMP-30/Gluconolaconase/LRE-like region family protein	18.1031560304
UniRef50_X4YUZ8: SMP-30/Gluconolaconase/LRE-like region family protein|unclassified	18.1031560304
UniRef50_D0LM78: MOFRL domain protein	18.0938206611
UniRef50_D0LM78: MOFRL domain protein|unclassified	18.0938206611
UniRef50_UPI00036C437B: hypothetical protein	18.0460644067
UniRef50_UPI00036C437B: hypothetical protein|unclassified	18.0460644067
UniRef50_R7XX00: Oxppcycle protein	17.9689069705
UniRef50_R7XX00: Oxppcycle protein|unclassified	17.9689069705
UniRef50_UPI00036E2273: hypothetical protein	17.9557616026
UniRef50_UPI00036E2273: hypothetical protein|unclassified	17.9557616026
UniRef50_UPI0003690B9F: hypothetical protein	17.9259895490
UniRef50_UPI0003690B9F: hypothetical protein|unclassified	17.9259895490
UniRef50_I3SR02	17.8874937559
UniRef50_I3SR02|unclassified	17.8874937559
UniRef50_I5C709: Gluconolactonase	17.8564608896
UniRef50_I5C709: Gluconolactonase|unclassified	17.8564608896
UniRef50_UPI000225E054: 6-phosphogluconolactonase	17.7855614418
UniRef50_UPI000225E054: 6-phosphogluconolactonase|unclassified	17.7855614418
UniRef50_UPI0003828F90: hypothetical protein	17.7712337828
UniRef50_UPI0003828F90: hypothetical protein|unclassified	17.7712337828
UniRef50_A9B716: ROK family protein	17.7685218615
UniRef50_A9B716: ROK family protein|unclassified	17.7685218615
UniRef50_UPI00036B50CF: hypothetical protein	17.7681151342
UniRef50_UPI00036B50CF: hypothetical protein|unclassified	17.7681151342
UniRef50_UPI00046A5A3A: mannitol dehydrogenase	17.6650758291
UniRef50_UPI00046A5A3A: mannitol dehydrogenase|unclassified	17.6650758291
UniRef50_D0LKI4: MOFRL domain protein	17.6572443466
UniRef50_D0LKI4: MOFRL domain protein|unclassified	17.6572443466
UniRef50_UPI0004029E19: hypothetical protein	17.6554919239
UniRef50_UPI0004029E19: hypothetical protein|unclassified	17.6554919239
UniRef50_Q5WE74: Gluconolactonase	17.5320434999
UniRef50_Q5WE74: Gluconolactonase|unclassified	17.5320434999
UniRef50_UPI0004739C56: hypothetical protein, partial	17.5121858207
UniRef50_UPI0004739C56: hypothetical protein, partial|unclassified	17.5121858207
UniRef50_X0W2J1: Marine sediment metagenome DNA, contig: S01H1_S19885 (Fragment)	17.5105922895
UniRef50_X0W2J1: Marine sediment metagenome DNA, contig: S01H1_S19885 (Fragment)|unclassified	17.5105922895
UniRef50_Q6KZ25: Glycerate 2-kinase	17.4613864531
UniRef50_Q6KZ25: Glycerate 2-kinase|unclassified	17.4613864531
UniRef50_UPI00047143EC: hypothetical protein	17.4445472133
UniRef50_UPI00047143EC: hypothetical protein|unclassified	17.4445472133
UniRef50_UPI00040C1A22: succinate-semialdehyde dehydrogenase	17.4392508074
UniRef50_UPI00040C1A22: succinate-semialdehyde dehydrogenase|unclassified	17.4392508074
UniRef50_B9TPW5	17.4390247975
UniRef50_B9TPW5|unclassified	17.4390247975
UniRef50_D9TTE6: SAF domain protein	17.4299384826
UniRef50_D9TTE6: SAF domain protein|unclassified	17.4299384826
UniRef50_UPI0002378E2F: aldose 1-epimerase	17.2850696148
UniRef50_UPI0002378E2F: aldose 1-epimerase|unclassified	17.2850696148
UniRef50_Q024F0: SMP-30/Gluconolaconase/LRE domain protein	17.2461261617
UniRef50_Q024F0: SMP-30/Gluconolaconase/LRE domain protein|unclassified	17.2461261617
UniRef50_UPI0003B4EFC2: aldehyde dehydrogenase	17.2183806496
UniRef50_UPI0003B4EFC2: aldehyde dehydrogenase|unclassified	17.2183806496
UniRef50_J2RIU2	17.2181022115
UniRef50_J2RIU2|unclassified	17.2181022115
UniRef50_E6TQT0: SMP-30/Gluconolaconase/LRE-like region-containing protein	17.1110318093
UniRef50_E6TQT0: SMP-30/Gluconolaconase/LRE-like region-containing protein|unclassified	17.1110318093
UniRef50_UPI0004070D4A: aldose epimerase	17.1039547749
UniRef50_UPI0004070D4A: aldose epimerase|unclassified	17.1039547749
UniRef50_UPI0004434DD0: PREDICTED: cytosolic 10-formyltetrahydrofolate dehydrogenase	17.1004695760
UniRef50_UPI0004434DD0: PREDICTED: cytosolic 10-formyltetrahydrofolate dehydrogenase|unclassified	17.1004695760
UniRef50_UPI00037D42FD: hypothetical protein	17.0964143863
UniRef50_UPI00037D42FD: hypothetical protein|unclassified	17.0964143863
UniRef50_UPI000376DD2B: hypothetical protein, partial	17.0466554531
UniRef50_UPI000376DD2B: hypothetical protein, partial|unclassified	17.0466554531
UniRef50_UPI0002F9BD19: hypothetical protein	17.0104094319
UniRef50_UPI0002F9BD19: hypothetical protein|unclassified	17.0104094319
UniRef50_A0YBM0: Gluconolactonase (Precursor)	16.9521518890
UniRef50_A0YBM0: Gluconolactonase (Precursor)|unclassified	16.9521518890
UniRef50_W1JSW5	16.8485121382
UniRef50_W1JSW5|unclassified	16.8485121382
UniRef50_A0A024RGE1: Gluconolaconase	16.8364491918
UniRef50_A0A024RGE1: Gluconolaconase|unclassified	16.8364491918
UniRef50_B9TBX1	16.7587465690
UniRef50_B9TBX1|unclassified	16.7587465690
UniRef50_UPI0003F0E565: PREDICTED: pyruvate kinase PKM-like	16.7492461881
UniRef50_UPI0003F0E565: PREDICTED: pyruvate kinase PKM-like|unclassified	16.7492461881
UniRef50_UPI0003B48F3F: aldehyde dehydrogenase	16.7272626041
UniRef50_UPI0003B48F3F: aldehyde dehydrogenase|unclassified	16.7272626041
UniRef50_Q0FEP1: MOFRL domain protein	16.6777596746
UniRef50_Q0FEP1: MOFRL domain protein|unclassified	16.6777596746
UniRef50_UPI00034DE227: hypothetical protein	16.6775518402
UniRef50_UPI00034DE227: hypothetical protein|unclassified	16.6775518402
UniRef50_UPI0003728A8D: hypothetical protein	16.5512594723
UniRef50_UPI0003728A8D: hypothetical protein|unclassified	16.5512594723
UniRef50_UPI0003B4485F: hydroxypyruvate reductase	16.5310622978
UniRef50_UPI0003B4485F: hydroxypyruvate reductase|unclassified	16.5310622978
UniRef50_P46218	16.4965885643
UniRef50_P46218|unclassified	16.4965885643
UniRef50_T0LRL5	16.4840102124
UniRef50_T0LRL5|unclassified	16.4840102124
UniRef50_UPI0004652F0D: hypothetical protein	16.4462372525
UniRef50_UPI0004652F0D: hypothetical protein|unclassified	16.4462372525
UniRef50_UPI0003496C6B: hypothetical protein	16.3986390152
UniRef50_UPI0003496C6B: hypothetical protein|unclassified	16.3986390152
UniRef50_UPI0002F5FDE4: hypothetical protein	16.3506567987
UniRef50_UPI0002F5FDE4: hypothetical protein|unclassified	16.3506567987
UniRef50_A3HYV8: Gluconolactonase	16.3438231851
UniRef50_A3HYV8: Gluconolactonase|unclassified	16.3438231851
UniRef50_UPI0002ED969C: hypothetical protein	16.3319404537
UniRef50_UPI0002ED969C: hypothetical protein|unclassified	16.3319404537
UniRef50_UPI0002C2F01D: PREDICTED: aldehyde dehydrogenase family 3 member B1-like, partial	16.2954658170
UniRef50_UPI0002C2F01D: PREDICTED: aldehyde dehydrogenase family 3 member B1-like, partial|unclassified	16.2954658170
UniRef50_UPI000381A143: hypothetical protein	16.2784516019
UniRef50_UPI000381A143: hypothetical protein|unclassified	16.2784516019
UniRef50_UPI0002D5B8DC: hypothetical protein	16.2547004260
UniRef50_UPI0002D5B8DC: hypothetical protein|unclassified	16.2547004260
UniRef50_UPI00036731D0: hypothetical protein, partial	16.2525366861
UniRef50_UPI00036731D0: hypothetical protein, partial|unclassified	16.2525366861
UniRef50_UPI0002626BA4: pyruvate kinase	16.0484684287
UniRef50_UPI0002626BA4: pyruvate kinase|unclassified	16.0484684287
UniRef50_A8BSP6	16.0339768768
UniRef50_A8BSP6|unclassified	16.0339768768
UniRef50_X6KW14	16.0307807787
UniRef50_X6KW14|unclassified	16.0307807787
UniRef50_Q986F6: Regucalcin homolog	16.0298764574
UniRef50_Q986F6: Regucalcin homolog|unclassified	16.0298764574
UniRef50_UPI0003F0E637: PREDICTED: alpha-enolase-like, partial	16.0277431927
UniRef50_UPI0003F0E637: PREDICTED: alpha-enolase-like, partial|unclassified	16.0277431927
UniRef50_UPI0002659A5F: PREDICTED: aldehyde dehydrogenase, dimeric NADP-preferring-like	16.0260960067
UniRef50_UPI0002659A5F: PREDICTED: aldehyde dehydrogenase, dimeric NADP-preferring-like|unclassified	16.0260960067
UniRef50_K9FDW5: Fructose-2,6-bisphosphatase	15.9854042992
UniRef50_K9FDW5: Fructose-2,6-bisphosphatase|unclassified	15.9854042992
UniRef50_W4LC26	15.9748213476
UniRef50_W4LC26|unclassified	15.9748213476
UniRef50_G9WVD8	15.9597914284
UniRef50_G9WVD8|unclassified	15.9597914284
UniRef50_UPI000262D57F: aldehyde dehydrogenase, partial	15.9329439523
UniRef50_UPI000262D57F: aldehyde dehydrogenase, partial|unclassified	15.9329439523
UniRef50_I1DUC8: Gluconolactonase	15.9113568340
UniRef50_I1DUC8: Gluconolactonase|unclassified	15.9113568340
UniRef50_O54537: Glucose-6-phosphate 1-dehydrogenase	15.8903160933
UniRef50_O54537: Glucose-6-phosphate 1-dehydrogenase|unclassified	15.8903160933
UniRef50_UPI00037BEC76: hypothetical protein	15.8530267059
UniRef50_UPI00037BEC76: hypothetical protein|unclassified	15.8530267059
UniRef50_UPI0002883672: phosphoglycerate kinase, partial	15.8423610089
UniRef50_UPI0002883672: phosphoglycerate kinase, partial|unclassified	15.8423610089
UniRef50_UPI000369CCA5: hypothetical protein	15.7758580586
UniRef50_UPI000369CCA5: hypothetical protein|unclassified	15.7758580586
UniRef50_UPI0004420A4B: PREDICTED: LOW QUALITY PROTEIN: aldehyde dehydrogenase family 3 member B1	15.7123419442
UniRef50_UPI0004420A4B: PREDICTED: LOW QUALITY PROTEIN: aldehyde dehydrogenase family 3 member B1|unclassified	15.7123419442
UniRef50_U3P6H3: Phosphoglycerate mutase	15.6741716374
UniRef50_U3P6H3: Phosphoglycerate mutase|unclassified	15.6741716374
UniRef50_UPI0003B6D080: galactose mutarotase	15.6529561897
UniRef50_UPI0003B6D080: galactose mutarotase|unclassified	15.6529561897
UniRef50_F4C7F0: SMP-30/Gluconolaconase/LRE-like region-containing protein	15.6181609782
UniRef50_F4C7F0: SMP-30/Gluconolaconase/LRE-like region-containing protein|unclassified	15.6181609782
UniRef50_C3N5G6: Enolase	15.5991824327
UniRef50_C3N5G6: Enolase|unclassified	15.5991824327
UniRef50_UPI0002EAEB22: hypothetical protein	15.5665505874
UniRef50_UPI0002EAEB22: hypothetical protein|unclassified	15.5665505874
UniRef50_Q3SY69: Mitochondrial 10-formyltetrahydrofolate dehydrogenase	15.5307484163
UniRef50_Q3SY69: Mitochondrial 10-formyltetrahydrofolate dehydrogenase|unclassified	15.5307484163
UniRef50_K0HNL2: SMP-30/gluconolaconase/LRE domain-containing protein	15.5233998250
UniRef50_K0HNL2: SMP-30/gluconolaconase/LRE domain-containing protein|unclassified	15.5233998250
UniRef50_E0J5J4: 2-dehydro-3-deoxygluconokinase	15.4894224396
UniRef50_E0J5J4: 2-dehydro-3-deoxygluconokinase|unclassified	15.4894224396
UniRef50_UPI0002884793: glucokinase	15.4567056517
UniRef50_UPI0002884793: glucokinase|unclassified	15.4567056517
UniRef50_UPI00036F0F29: hypothetical protein	15.4458673747
UniRef50_UPI00036F0F29: hypothetical protein|unclassified	15.4458673747
UniRef50_UPI00042C781F: PREDICTED: 4-trimethylaminobutyraldehyde dehydrogenase isoform X3	15.4221341391
UniRef50_UPI00042C781F: PREDICTED: 4-trimethylaminobutyraldehyde dehydrogenase isoform X3|unclassified	15.4221341391
UniRef50_M0B3V6: Hydroxypyruvate reductase	15.4193689621
UniRef50_M0B3V6: Hydroxypyruvate reductase|unclassified	15.4193689621
UniRef50_T1C9R1: Gluconolactonase (Fragment)	15.4173673351
UniRef50_T1C9R1: Gluconolactonase (Fragment)|unclassified	15.4173673351
UniRef50_Q9L214: 2,3-bisphosphoglycerate-independent phosphoglycerate mutase	15.3894604412
UniRef50_Q9L214: 2,3-bisphosphoglycerate-independent phosphoglycerate mutase|unclassified	15.3894604412
UniRef50_D7W6S2: SMP-30/Gluconolaconase/LRE-like region	15.3775297333
UniRef50_D7W6S2: SMP-30/Gluconolaconase/LRE-like region|unclassified	15.3775297333
UniRef50_X0ZGI2: Marine sediment metagenome DNA, contig: S01H4_C02156 (Fragment)	15.3612456025
UniRef50_X0ZGI2: Marine sediment metagenome DNA, contig: S01H4_C02156 (Fragment)|unclassified	15.3612456025
UniRef50_W2CT93: Regucalcin (Fragment)	15.3141863177
UniRef50_W2CT93: Regucalcin (Fragment)|unclassified	15.3141863177
UniRef50_P23105: 2-hydroxymuconic semialdehyde dehydrogenase	15.2478340355
UniRef50_P23105: 2-hydroxymuconic semialdehyde dehydrogenase|unclassified	15.2478340355
UniRef50_S6HIL0	15.2427695566
UniRef50_S6HIL0|unclassified	15.2427695566
UniRef50_W7PYS8	15.2067029809
UniRef50_W7PYS8|unclassified	15.2067029809
UniRef50_UPI0003B468F9: hypothetical protein	15.2027723249
UniRef50_UPI0003B468F9: hypothetical protein|unclassified	15.2027723249
UniRef50_UPI0003C11D1D: PREDICTED: succinate-semialdehyde dehydrogenase, mitochondrial-like	15.1916108705
UniRef50_UPI0003C11D1D: PREDICTED: succinate-semialdehyde dehydrogenase, mitochondrial-like|unclassified	15.1916108705
UniRef50_D2PXD4: ROK family protein	15.1743482005
UniRef50_D2PXD4: ROK family protein|unclassified	15.1743482005
UniRef50_UPI00035C6770: hypothetical protein	15.1737142568
UniRef50_UPI00035C6770: hypothetical protein|unclassified	15.1737142568
UniRef50_UPI0003B422E2: aldehyde dehydrogenase	15.1455396331
UniRef50_UPI0003B422E2: aldehyde dehydrogenase|unclassified	15.1455396331
UniRef50_UPI00046E7CF3: hypothetical protein	15.1435297634
UniRef50_UPI00046E7CF3: hypothetical protein|unclassified	15.1435297634
UniRef50_UPI000365EF59: hypothetical protein	15.1341452420
UniRef50_UPI000365EF59: hypothetical protein|unclassified	15.1341452420
UniRef50_UPI00040B1A50: hypothetical protein	15.1193517559
UniRef50_UPI00040B1A50: hypothetical protein|unclassified	15.1193517559
UniRef50_UPI00036B01AD: hypothetical protein	15.1096947640
UniRef50_UPI00036B01AD: hypothetical protein|unclassified	15.1096947640
UniRef50_X1BQ27: Marine sediment metagenome DNA, contig: S01H4_S04728 (Fragment)	15.1047569220
UniRef50_X1BQ27: Marine sediment metagenome DNA, contig: S01H4_S04728 (Fragment)|unclassified	15.1047569220
UniRef50_UPI00034D21DD: hypothetical protein	15.0430693496
UniRef50_UPI00034D21DD: hypothetical protein|unclassified	15.0430693496
UniRef50_E4NV92: Fructose-2,6-bisphosphatase	15.0426035164
UniRef50_E4NV92: Fructose-2,6-bisphosphatase|unclassified	15.0426035164
UniRef50_B4WIB8: Phosphoglycerate mutase family protein	15.0386665442
UniRef50_B4WIB8: Phosphoglycerate mutase family protein|unclassified	15.0386665442
UniRef50_C3AWQ9: Senescence marker protein-30	15.0282264467
UniRef50_C3AWQ9: Senescence marker protein-30|unclassified	15.0282264467
UniRef50_UPI000418C858: hypothetical protein	14.9501071480
