# Gene Family	SampleBacterial_Cytoskeleton_Abundance-RPKs
UniRef50_G0IT74	10.5588317869
UniRef50_G0IT74|unclassified	10.5588317869
UniRef50_A4JW09: Cobyrinic acid a,c-diamide synthase	10.5547660109
UniRef50_A4JW09: Cobyrinic acid a,c-diamide synthase|unclassified	10.5547660109
UniRef50_UPI00036F5F38: hypothetical protein	10.5515238773
UniRef50_UPI00036F5F38: hypothetical protein|unclassified	10.5515238773
UniRef50_B8IUD5	10.4964762412
UniRef50_B8IUD5|unclassified	10.4964762412
UniRef50_L6T4P1: Plasmid partition protein B	10.4925896022
UniRef50_L6T4P1: Plasmid partition protein B|unclassified	10.4925896022
UniRef50_UPI00036D2460: hypothetical protein	10.4874863191
UniRef50_UPI00036D2460: hypothetical protein|unclassified	10.4874863191
UniRef50_W2TX83: ParB-like protein	10.4746223611
UniRef50_W2TX83: ParB-like protein|unclassified	10.4746223611
UniRef50_H8XLV9: DNA translocase ftsK DNA translocase SpoIIIE	10.4693115752
UniRef50_H8XLV9: DNA translocase ftsK DNA translocase SpoIIIE|unclassified	10.4693115752
UniRef50_UPI000417CE74: hypothetical protein	10.4531898023
UniRef50_UPI000417CE74: hypothetical protein|unclassified	10.4531898023
UniRef50_UPI00035D7FB1: hypothetical protein	10.4420011265
UniRef50_UPI00035D7FB1: hypothetical protein|unclassified	10.4420011265
UniRef50_A6WPG2: Cobyrinic acid ac-diamide synthase	10.4407823108
UniRef50_A6WPG2: Cobyrinic acid ac-diamide synthase|unclassified	10.4407823108
UniRef50_UPI0003795E5B: hypothetical protein	10.4037718789
UniRef50_UPI0003795E5B: hypothetical protein|unclassified	10.4037718789
UniRef50_F0PH20: FtsK/SpoIIIE family domain protein	10.3742283632
UniRef50_F0PH20: FtsK/SpoIIIE family domain protein|unclassified	10.3742283632
UniRef50_R7G7U2	10.3649486686
UniRef50_R7G7U2|unclassified	10.3649486686
UniRef50_D1Y3H2: CobQ/CobB/MinD/ParA nucleotide binding domain protein	10.3559885759
UniRef50_D1Y3H2: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	10.3559885759
UniRef50_F6G7W8: Partition protein	10.3523287130
UniRef50_F6G7W8: Partition protein|unclassified	10.3523287130
UniRef50_UPI0003B5CF62: peptidoglycan glycosyltransferase	10.3333059568
UniRef50_UPI0003B5CF62: peptidoglycan glycosyltransferase|unclassified	10.3333059568
UniRef50_R5B6F0: Sporulation initiation inhibitor protein Soj	10.3222664772
UniRef50_R5B6F0: Sporulation initiation inhibitor protein Soj|unclassified	10.3222664772
UniRef50_C8WJ14: Polypeptide-transport-associated domain protein FtsQ-type	10.3114679770
UniRef50_C8WJ14: Polypeptide-transport-associated domain protein FtsQ-type|unclassified	10.3114679770
UniRef50_B0NZ56: ParB-like protein	10.2970678864
UniRef50_B0NZ56: ParB-like protein|unclassified	10.2970678864
UniRef50_UPI000477A1C4: hypothetical protein	10.2925058545
UniRef50_UPI000477A1C4: hypothetical protein|unclassified	10.2925058545
UniRef50_UPI00047E3CCB: hypothetical protein	10.2919185851
UniRef50_UPI00047E3CCB: hypothetical protein|unclassified	10.2919185851
UniRef50_M6ZUC7: PF13491 domain protein	10.2791679137
UniRef50_M6ZUC7: PF13491 domain protein|unclassified	10.2791679137
UniRef50_UPI0003B3BD23: cell division protein MraZ	10.2656738486
UniRef50_UPI0003B3BD23: cell division protein MraZ|unclassified	10.2656738486
UniRef50_Q1AUG7	10.1443425015
UniRef50_Q1AUG7|unclassified	10.1443425015
UniRef50_C6S564: ATPase involved in chromosome partitioning	10.1296164921
UniRef50_C6S564: ATPase involved in chromosome partitioning|unclassified	10.1296164921
UniRef50_UPI00016B2573: cell division protein FtsZ, partial	10.1213800545
UniRef50_UPI00016B2573: cell division protein FtsZ, partial|unclassified	10.1213800545
UniRef50_UPI000422BDE1: hypothetical protein	10.1088597778
UniRef50_UPI000422BDE1: hypothetical protein|unclassified	10.1088597778
UniRef50_U6G2G1	10.1010101010
UniRef50_U6G2G1|unclassified	10.1010101010
UniRef50_UPI0002D6F305: hypothetical protein	10.0963122592
UniRef50_UPI0002D6F305: hypothetical protein|unclassified	10.0963122592
UniRef50_D8FHS8: DNA translocase FtsK family protein (Fragment)	10.0893672319
UniRef50_D8FHS8: DNA translocase FtsK family protein (Fragment)|unclassified	10.0893672319
UniRef50_T1A1M3: Cobyrinic acid a,c-diamide synthase (Fragment)	10.0820001076
UniRef50_T1A1M3: Cobyrinic acid a,c-diamide synthase (Fragment)|unclassified	10.0820001076
UniRef50_R5F429	10.0627317143
UniRef50_R5F429|unclassified	10.0627317143
UniRef50_UPI0004736394: sodium:proton antiporter, partial	10.0460955704
UniRef50_UPI0004736394: sodium:proton antiporter, partial|unclassified	10.0460955704
UniRef50_T1AU69: ParB-like partition protein (Fragment)	10.0341182619
UniRef50_T1AU69: ParB-like partition protein (Fragment)|unclassified	10.0341182619
UniRef50_UPI0002192D45: cell division protein FtsK, partial	10.0310562561
UniRef50_UPI0002192D45: cell division protein FtsK, partial|unclassified	10.0310562561
UniRef50_UPI00047A6AF6: hypothetical protein	10.0231017742
UniRef50_UPI00047A6AF6: hypothetical protein|unclassified	10.0231017742
UniRef50_C8X974	10.0054619150
UniRef50_C8X974|unclassified	10.0054619150
UniRef50_UPI0004672301: hypothetical protein	10.0032044814
UniRef50_UPI0004672301: hypothetical protein|unclassified	10.0032044814
UniRef50_UPI00016C0EB5: penicillin-binding protein transpeptidase	9.9949337944
UniRef50_UPI00016C0EB5: penicillin-binding protein transpeptidase|unclassified	9.9949337944
UniRef50_A1ZKM9: Cell-division initiation protein, putative	9.9878925172
UniRef50_A1ZKM9: Cell-division initiation protein, putative|unclassified	9.9878925172
UniRef50_UPI0004702A4F: hypothetical protein, partial	9.9812627232
UniRef50_UPI0004702A4F: hypothetical protein, partial|unclassified	9.9812627232
UniRef50_L0D9L8: ATPase involved in chromosome partitioning	9.9675713969
UniRef50_L0D9L8: ATPase involved in chromosome partitioning|unclassified	9.9675713969
UniRef50_UPI00016C01AB: stage V sporulation protein D	9.9501294853
UniRef50_UPI00016C01AB: stage V sporulation protein D|unclassified	9.9501294853
UniRef50_UPI0003B74356: septum formation protein Maf	9.9361418841
UniRef50_UPI0003B74356: septum formation protein Maf|unclassified	9.9361418841
UniRef50_Q1AVX5: Polypeptide-transport-associated, FtsQ-type	9.9252344884
UniRef50_Q1AVX5: Polypeptide-transport-associated, FtsQ-type|unclassified	9.9252344884
UniRef50_C6Q308: Cobyrinic acid a,c-diamide synthase	9.9243905337
UniRef50_C6Q308: Cobyrinic acid a,c-diamide synthase|unclassified	9.9243905337
UniRef50_UPI00037304DE: hypothetical protein	9.9190336281
UniRef50_UPI00037304DE: hypothetical protein|unclassified	9.9190336281
UniRef50_UPI0003788900: hypothetical protein	9.9173962430
UniRef50_UPI0003788900: hypothetical protein|unclassified	9.9173962430
UniRef50_D4RR03	9.9069360080
UniRef50_D4RR03|unclassified	9.9069360080
UniRef50_K9VQQ6: Polypeptide-transport-associated domain protein FtsQ-type	9.8585128109
UniRef50_K9VQQ6: Polypeptide-transport-associated domain protein FtsQ-type|unclassified	9.8585128109
UniRef50_UPI0003A93B3A: hypothetical protein	9.8326818970
UniRef50_UPI0003A93B3A: hypothetical protein|unclassified	9.8326818970
UniRef50_UPI0002887187: cell division protein FtsQ	9.8323026743
UniRef50_UPI0002887187: cell division protein FtsQ|unclassified	9.8323026743
UniRef50_X1EPX1: Marine sediment metagenome DNA, contig: S01H4_S21280 (Fragment)	9.8248168413
UniRef50_X1EPX1: Marine sediment metagenome DNA, contig: S01H4_S21280 (Fragment)|unclassified	9.8248168413
UniRef50_C1MQR8: Predicted protein	9.8090919329
UniRef50_C1MQR8: Predicted protein|unclassified	9.8090919329
UniRef50_B1Y147	9.7880905408
UniRef50_B1Y147|unclassified	9.7880905408
UniRef50_UPI0001CC064D: cell division protein, partial	9.7579312568
UniRef50_UPI0001CC064D: cell division protein, partial|unclassified	9.7579312568
UniRef50_I3RGD9	9.7481898039
UniRef50_I3RGD9|unclassified	9.7481898039
UniRef50_X1MZP6: Marine sediment metagenome DNA, contig: S06H3_S06588 (Fragment)	9.7477966687
UniRef50_X1MZP6: Marine sediment metagenome DNA, contig: S06H3_S06588 (Fragment)|unclassified	9.7477966687
UniRef50_UPI0003B306D4: peptidoglycan glycosyltransferase	9.7414226130
UniRef50_UPI0003B306D4: peptidoglycan glycosyltransferase|unclassified	9.7414226130
UniRef50_A0A016B4F2: CobQ/CobB/MinD/ParA nucleotide binding domain protein	9.7244809323
UniRef50_A0A016B4F2: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	9.7244809323
UniRef50_UPI0004725DCC: hypothetical protein	9.7138489837
UniRef50_UPI0004725DCC: hypothetical protein|unclassified	9.7138489837
UniRef50_UPI00037F87CD: hypothetical protein	9.7121346022
UniRef50_UPI00037F87CD: hypothetical protein|unclassified	9.7121346022
UniRef50_UPI0003B5F904: chromosome partitioning protein ParA	9.6940120346
UniRef50_UPI0003B5F904: chromosome partitioning protein ParA|unclassified	9.6940120346
UniRef50_A6WH79: Cobyrinic acid ac-diamide synthase	9.6804469984
UniRef50_A6WH79: Cobyrinic acid ac-diamide synthase|unclassified	9.6804469984
UniRef50_UPI0004653A20: hypothetical protein	9.6712698430
UniRef50_UPI0004653A20: hypothetical protein|unclassified	9.6712698430
UniRef50_W4U5E4: Chromosome (Plasmid) partitioning protein ParA	9.6467410077
UniRef50_W4U5E4: Chromosome (Plasmid) partitioning protein ParA|unclassified	9.6467410077
UniRef50_D0LGJ0: Cobyrinic acid ac-diamide synthase	9.6197186505
UniRef50_D0LGJ0: Cobyrinic acid ac-diamide synthase|unclassified	9.6197186505
UniRef50_UPI00036E5044: hypothetical protein	9.6129726544
UniRef50_UPI00036E5044: hypothetical protein|unclassified	9.6129726544
UniRef50_K7L057	9.5892647170
UniRef50_K7L057|unclassified	9.5892647170
UniRef50_D1PNC0: CobQ/CobB/MinD/ParA nucleotide binding domain protein	9.5355078098
UniRef50_D1PNC0: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	9.5355078098
UniRef50_E7N9L3	9.5294305596
UniRef50_E7N9L3|unclassified	9.5294305596
UniRef50_R7B941: ATPases involved in chromosome partitioning	9.5272979600
UniRef50_R7B941: ATPases involved in chromosome partitioning|unclassified	9.5272979600
UniRef50_A7VRY8: ParB-like protein	9.5176881575
UniRef50_A7VRY8: ParB-like protein|unclassified	9.5176881575
UniRef50_C0R8F5	9.4973368370
UniRef50_C0R8F5|unclassified	9.4973368370
UniRef50_UPI0003755611: hypothetical protein	9.4522650120
UniRef50_UPI0003755611: hypothetical protein|unclassified	9.4522650120
UniRef50_A2PY60: ParB family protein	9.4189426292
UniRef50_A2PY60: ParB family protein|unclassified	9.4189426292
UniRef50_B6FTL7	9.4166296095
UniRef50_B6FTL7|unclassified	9.4166296095
UniRef50_UPI00036A94CA: MULTISPECIES: hypothetical protein	9.4052487812
UniRef50_UPI00036A94CA: MULTISPECIES: hypothetical protein|unclassified	9.4052487812
UniRef50_C0BA04	9.3891323427
UniRef50_C0BA04|unclassified	9.3891323427
UniRef50_C3JUD4: ParB-like protein	9.3857288838
UniRef50_C3JUD4: ParB-like protein|unclassified	9.3857288838
UniRef50_X0RQR3: Cell-division initiation protein	9.3592291859
UniRef50_X0RQR3: Cell-division initiation protein|unclassified	9.3592291859
UniRef50_UPI0001746B3B: rod shape-determining protein MreC	9.3574099991
UniRef50_UPI0001746B3B: rod shape-determining protein MreC|unclassified	9.3574099991
UniRef50_UPI00047D10FB: hypothetical protein	9.3457943925
UniRef50_UPI00047D10FB: hypothetical protein|unclassified	9.3457943925
UniRef50_J9GU84	9.3406930317
UniRef50_J9GU84|unclassified	9.3406930317
UniRef50_UPI0001744BEF: Penicillin-binding protein, transpeptidase	9.3195509141
UniRef50_UPI0001744BEF: Penicillin-binding protein, transpeptidase|unclassified	9.3195509141
UniRef50_UPI000469FC96: hypothetical protein	9.3062623596
UniRef50_UPI000469FC96: hypothetical protein|unclassified	9.3062623596
UniRef50_R5ZCT9	9.3057723508
UniRef50_R5ZCT9|unclassified	9.3057723508
UniRef50_UPI000478569A: hypothetical protein	9.2873893923
UniRef50_UPI000478569A: hypothetical protein|unclassified	9.2873893923
UniRef50_C5BXY6	9.2807358237
UniRef50_C5BXY6|unclassified	9.2807358237
UniRef50_Q6AM08	9.2635616615
UniRef50_Q6AM08|unclassified	9.2635616615
UniRef50_B4D9A7: Cobyrinic acid ac-diamide synthase	9.2618111350
UniRef50_B4D9A7: Cobyrinic acid ac-diamide synthase|unclassified	9.2618111350
UniRef50_B9TL78	9.2541365427
UniRef50_B9TL78|unclassified	9.2541365427
UniRef50_R5BHC0	9.2424034260
UniRef50_R5BHC0|unclassified	9.2424034260
UniRef50_UPI00047B39C9: hypothetical protein, partial	9.1656503261
UniRef50_UPI00047B39C9: hypothetical protein, partial|unclassified	9.1656503261
UniRef50_R5QRD7	9.1633841975
UniRef50_R5QRD7|unclassified	9.1633841975
UniRef50_R7FV67	9.1591538306
UniRef50_R7FV67|unclassified	9.1591538306
UniRef50_X1HXT6: Marine sediment metagenome DNA, contig: S03H2_S17654	9.1466464894
UniRef50_X1HXT6: Marine sediment metagenome DNA, contig: S03H2_S17654|unclassified	9.1466464894
UniRef50_Q0AYY8: Cobyrinic acid a,c-diamide synthase	9.1326956859
UniRef50_Q0AYY8: Cobyrinic acid a,c-diamide synthase|unclassified	9.1326956859
UniRef50_A9GFD2: Putative membrane protein	9.0856373370
UniRef50_A9GFD2: Putative membrane protein|unclassified	9.0856373370
UniRef50_UPI000379F23F: hypothetical protein	9.0831087624
UniRef50_UPI000379F23F: hypothetical protein|unclassified	9.0831087624
UniRef50_A4G1E3	9.0824768176
UniRef50_A4G1E3|unclassified	9.0824768176
UniRef50_E5Y4J8	9.0797849794
UniRef50_E5Y4J8|unclassified	9.0797849794
UniRef50_M1WQ95	9.0746650540
UniRef50_M1WQ95|unclassified	9.0746650540
UniRef50_M1GJQ8: CobQ/CobB/MinD/ParA nucleotide binding domain protein	9.0637643032
UniRef50_M1GJQ8: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	9.0637643032
UniRef50_K1TRW2: ATPases involved in chromosome partitioning (Fragment)	9.0576955468
UniRef50_K1TRW2: ATPases involved in chromosome partitioning (Fragment)|unclassified	9.0576955468
UniRef50_B0UKZ9	9.0542500720
UniRef50_B0UKZ9|unclassified	9.0542500720
UniRef50_B1Y6D7	9.0353642273
UniRef50_B1Y6D7|unclassified	9.0353642273
UniRef50_UPI00016C006C: hypothetical protein	9.0278472228
UniRef50_UPI00016C006C: hypothetical protein|unclassified	9.0278472228
UniRef50_I3YWI9	8.9977736224
UniRef50_I3YWI9|unclassified	8.9977736224
UniRef50_UPI00029A1C28: sodium:proton antiporter	8.9623579811
UniRef50_UPI00029A1C28: sodium:proton antiporter|unclassified	8.9623579811
UniRef50_D1W5M8: Ftsk gamma domain protein	8.9483147066
UniRef50_D1W5M8: Ftsk gamma domain protein|unclassified	8.9483147066
UniRef50_R5KKQ3: DivIVA domain protein	8.9370079214
UniRef50_R5KKQ3: DivIVA domain protein|unclassified	8.9370079214
UniRef50_A4NZI4: DNA translocase FtsK	8.9285714286
UniRef50_A4NZI4: DNA translocase FtsK|unclassified	8.9285714286
UniRef50_L8TX31	8.9285714286
UniRef50_L8TX31|unclassified	8.9285714286
UniRef50_K1TV12: Chromosome segregation ATPase	8.9195464593
UniRef50_K1TV12: Chromosome segregation ATPase|unclassified	8.9195464593
UniRef50_U1ZS02	8.9097908481
UniRef50_U1ZS02|unclassified	8.9097908481
UniRef50_D3F247: Cobyrinic acid ac-diamide synthase	8.9054461843
UniRef50_D3F247: Cobyrinic acid ac-diamide synthase|unclassified	8.9054461843
UniRef50_UPI00036DB8AA: hypothetical protein, partial	8.8903654309
UniRef50_UPI00036DB8AA: hypothetical protein, partial|unclassified	8.8903654309
UniRef50_Q55480	8.8711979013
UniRef50_Q55480|unclassified	8.8711979013
UniRef50_UPI00035CBB81: hypothetical protein	8.8470804036
UniRef50_UPI00035CBB81: hypothetical protein|unclassified	8.8470804036
UniRef50_UPI00036909CA: hypothetical protein	8.8462256123
UniRef50_UPI00036909CA: hypothetical protein|unclassified	8.8462256123
UniRef50_UPI00040963BB: hypothetical protein	8.8286750349
UniRef50_UPI00040963BB: hypothetical protein|unclassified	8.8286750349
UniRef50_Q12UK5: Protein with CobQ/CobB/MinD/ParA nucleotide binding domain	8.8153235380
UniRef50_Q12UK5: Protein with CobQ/CobB/MinD/ParA nucleotide binding domain|unclassified	8.8153235380
UniRef50_UPI0003B6FB32: septum formation protein Maf	8.8143171715
UniRef50_UPI0003B6FB32: septum formation protein Maf|unclassified	8.8143171715
UniRef50_Q9RT98	8.7200976343
UniRef50_Q9RT98|unclassified	8.7200976343
UniRef50_A1VHQ1: Cobyrinic acid a,c-diamide synthase	8.7147015294
UniRef50_A1VHQ1: Cobyrinic acid a,c-diamide synthase|unclassified	8.7147015294
UniRef50_UPI00016BFDE1: sporulation initiation inhibitor Soj	8.7126842521
UniRef50_UPI00016BFDE1: sporulation initiation inhibitor Soj|unclassified	8.7126842521
UniRef50_I2LD73	8.7023953062
UniRef50_I2LD73|unclassified	8.7023953062
UniRef50_UPI0003B50CC3: stage V sporulation protein E	8.6781116079
UniRef50_UPI0003B50CC3: stage V sporulation protein E|unclassified	8.6781116079
UniRef50_U6EFC8: Sporulation initiation inhibitor protein soj	8.6549296329
UniRef50_U6EFC8: Sporulation initiation inhibitor protein soj|unclassified	8.6549296329
UniRef50_A8L7W8: ParB domain protein nuclease	8.6534232584
UniRef50_A8L7W8: ParB domain protein nuclease|unclassified	8.6534232584
UniRef50_A4C3I8: Rod shape-determining-related protein	8.6425160469
UniRef50_A4C3I8: Rod shape-determining-related protein|unclassified	8.6425160469
UniRef50_UPI000472F84A: hypothetical protein	8.5831807082
UniRef50_UPI000472F84A: hypothetical protein|unclassified	8.5831807082
UniRef50_UPI0003EE8FCE: hypothetical protein	8.5588972431
UniRef50_UPI0003EE8FCE: hypothetical protein|unclassified	8.5588972431
UniRef50_Q1QVP2: ParA family protein	8.5541155650
UniRef50_Q1QVP2: ParA family protein|unclassified	8.5541155650
UniRef50_C7QFR9	8.5463825567
UniRef50_C7QFR9|unclassified	8.5463825567
UniRef50_D0LRD2: Cobyrinic acid ac-diamide synthase	8.5319853107
UniRef50_D0LRD2: Cobyrinic acid ac-diamide synthase|unclassified	8.5319853107
UniRef50_C6X5J0	8.5244801297
UniRef50_C6X5J0|unclassified	8.5244801297
UniRef50_H1AHE0	8.5205707836
UniRef50_H1AHE0|unclassified	8.5205707836
UniRef50_S2VCN8: FtsK/SpoIIIE family protein (Fragment)	8.5195371422
UniRef50_S2VCN8: FtsK/SpoIIIE family protein (Fragment)|unclassified	8.5195371422
UniRef50_E1IWN3	8.5071164762
UniRef50_E1IWN3|unclassified	8.5071164762
UniRef50_B3T6T4	8.4597224209
UniRef50_B3T6T4|unclassified	8.4597224209
UniRef50_K6CW07: Cell division protein FtsK	8.4449131226
UniRef50_K6CW07: Cell division protein FtsK|unclassified	8.4449131226
UniRef50_R7AD31: ParA family ATPase	8.4301984209
UniRef50_R7AD31: ParA family ATPase|unclassified	8.4301984209
UniRef50_K9WR66: ATPase involved in chromosome partitioning	8.4241405053
UniRef50_K9WR66: ATPase involved in chromosome partitioning|unclassified	8.4241405053
UniRef50_D7CKF2: Tfp pilus assembly protein ATPase PilM	8.3621051501
UniRef50_D7CKF2: Tfp pilus assembly protein ATPase PilM|unclassified	8.3621051501
