# Gene Family	SampleBacterial_Cytoskeleton_Abundance-CPM
UniRef50_S4DQT6: Replication-associated protein RepB family protein|unclassified	43.7048
UniRef50_UPI0001744DB6: Peptidoglycan glycosyltransferase	43.6583
UniRef50_UPI0001744DB6: Peptidoglycan glycosyltransferase|unclassified	43.6583
UniRef50_C0FWT7	43.5848
UniRef50_C0FWT7|unclassified	43.5848
UniRef50_UPI000364CA00: hypothetical protein	43.569
UniRef50_UPI000364CA00: hypothetical protein|unclassified	43.569
UniRef50_UPI000454B207: PREDICTED: cAMP-binding protein 1-like	43.5466
UniRef50_UPI000454B207: PREDICTED: cAMP-binding protein 1-like|unclassified	43.5466
UniRef50_UPI0001CBFAF8: hypothetical protein, partial	43.4789
UniRef50_UPI0001CBFAF8: hypothetical protein, partial|unclassified	43.4789
UniRef50_D1B2L0	43.405
UniRef50_D1B2L0|unclassified	43.405
UniRef50_Q3SR54: Plasmid segregation oscillating ATPase ParF	43.3981
UniRef50_Q3SR54: Plasmid segregation oscillating ATPase ParF|unclassified	43.3981
UniRef50_G9RNQ3	43.3763
UniRef50_G9RNQ3|unclassified	43.3763
UniRef50_C5AFR5: DNA segregation ATPase FtsK/SpoIIIE-like protein	43.261
UniRef50_C5AFR5: DNA segregation ATPase FtsK/SpoIIIE-like protein|unclassified	43.261
UniRef50_UPI00016B24E2: ParBc, ParB-like nuclease domain	43.2208
UniRef50_UPI00016B24E2: ParBc, ParB-like nuclease domain|unclassified	43.2208
UniRef50_W9AQ82: Chromosome partitioning ATPase	43.14
UniRef50_W9AQ82: Chromosome partitioning ATPase|unclassified	43.14
UniRef50_UPI000371C9B6: hypothetical protein, partial	43.1358
UniRef50_UPI000371C9B6: hypothetical protein, partial|unclassified	43.1358
UniRef50_A0YSJ7	43.1332
UniRef50_A0YSJ7|unclassified	43.1332
UniRef50_X1K094: Marine sediment metagenome DNA, contig: S06H3_C03197 (Fragment)	43.0661
UniRef50_X1K094: Marine sediment metagenome DNA, contig: S06H3_C03197 (Fragment)|unclassified	43.0661
UniRef50_UPI0002193ADB: cell division initiation protein FtsQ, partial	43.0441
UniRef50_UPI0002193ADB: cell division initiation protein FtsQ, partial|unclassified	43.0441
UniRef50_G5IZD8: Chromosome partitioning protein, ParB family	42.963
UniRef50_G5IZD8: Chromosome partitioning protein, ParB family|unclassified	42.963
UniRef50_R9JEB5: Chromosome partitioning protein	42.9423
UniRef50_R9JEB5: Chromosome partitioning protein|unclassified	42.9423
UniRef50_M6RW27: PF13491 domain protein	42.8295
UniRef50_M6RW27: PF13491 domain protein|unclassified	42.8295
UniRef50_Q72JE3	42.6947
UniRef50_Q72JE3|unclassified	42.6947
UniRef50_UPI00016C006E: septum site-determining protein MinC	42.502
UniRef50_UPI00016C006E: septum site-determining protein MinC|unclassified	42.502
UniRef50_UPI00047D90CB: hypothetical protein	42.4661
UniRef50_UPI00047D90CB: hypothetical protein|unclassified	42.4661
UniRef50_T1CEE9: Cobyrinic acid a,c-diamide synthase (Fragment)	42.4492
UniRef50_T1CEE9: Cobyrinic acid a,c-diamide synthase (Fragment)|unclassified	42.4492
UniRef50_UPI0003B3CBAF: cell division protein FtsQ	42.4279
UniRef50_UPI0003B3CBAF: cell division protein FtsQ|unclassified	42.4279
UniRef50_E4AR63	42.4079
UniRef50_E4AR63|unclassified	42.4079
UniRef50_D4MNH7: ATPases involved in chromosome partitioning	42.3768
UniRef50_D4MNH7: ATPases involved in chromosome partitioning|unclassified	42.3768
UniRef50_UPI00047A563A: cell division protein FtsQ	42.3598
UniRef50_UPI00047A563A: cell division protein FtsQ|unclassified	42.3598
UniRef50_C4XTB4: Chromosome partitioning protein ParA	42.3192
UniRef50_C4XTB4: Chromosome partitioning protein ParA|unclassified	42.3192
UniRef50_UPI000289C613: cell division protein FtsK	42.2995
UniRef50_UPI000289C613: cell division protein FtsK|unclassified	42.2995
UniRef50_UPI00047CD7CD: hypothetical protein	42.2279
UniRef50_UPI00047CD7CD: hypothetical protein|unclassified	42.2279
UniRef50_UPI0003611C76: hypothetical protein	42.2147
UniRef50_UPI0003611C76: hypothetical protein|unclassified	42.2147
UniRef50_UPI00037DB0B4: hypothetical protein	42.1286
UniRef50_UPI00037DB0B4: hypothetical protein|unclassified	42.1286
UniRef50_G9ZEG7	41.9858
UniRef50_G9ZEG7|unclassified	41.9858
UniRef50_B1ZSK8: Cobyrinic acid ac-diamide synthase	41.6568
UniRef50_B1ZSK8: Cobyrinic acid ac-diamide synthase|unclassified	41.6568
UniRef50_R5EC53	41.6018
UniRef50_R5EC53|unclassified	41.6018
UniRef50_G3ZZZ5	41.5504
UniRef50_G3ZZZ5|unclassified	41.5504
UniRef50_UPI00030183D8: hypothetical protein	41.5129
UniRef50_UPI00030183D8: hypothetical protein|unclassified	41.5129
UniRef50_UPI0004719099: hypothetical protein, partial	41.4997
UniRef50_UPI0004719099: hypothetical protein, partial|unclassified	41.4997
UniRef50_UPI00047177A9: NUDIX hydrolase	41.2679
UniRef50_UPI00047177A9: NUDIX hydrolase|unclassified	41.2679
UniRef50_T0Y4V0: Chromosome segregation ATPase (Fragment)	41.2159
UniRef50_T0Y4V0: Chromosome segregation ATPase (Fragment)|unclassified	41.2159
UniRef50_UPI0003B3445D: penicillin-binding protein	41.1679
UniRef50_UPI0003B3445D: penicillin-binding protein|unclassified	41.1679
UniRef50_UPI000174468D: sporulation initiation inhibitor Soj	41.1612
UniRef50_UPI000174468D: sporulation initiation inhibitor Soj|unclassified	41.1612
UniRef50_E6K0I0: DivIVA protein	41.0752
UniRef50_E6K0I0: DivIVA protein|unclassified	41.0752
UniRef50_E9SEG2: Sporulation initiation inhibitor protein Soj domain protein	41.0457
UniRef50_E9SEG2: Sporulation initiation inhibitor protein Soj domain protein|unclassified	41.0457
UniRef50_X1AY78: Marine sediment metagenome DNA, contig: S01H4_L03462 (Fragment)	41.015
UniRef50_X1AY78: Marine sediment metagenome DNA, contig: S01H4_L03462 (Fragment)|unclassified	41.015
UniRef50_UPI0004740F26: sodium:proton antiporter, partial	40.9285
UniRef50_UPI0004740F26: sodium:proton antiporter, partial|unclassified	40.9285
UniRef50_UPI00026282CA: hypothetical protein	40.8998
UniRef50_UPI00026282CA: hypothetical protein|unclassified	40.8998
UniRef50_C5C7W6	40.881
UniRef50_C5C7W6|unclassified	40.881
UniRef50_U2RVE1	40.8371
UniRef50_U2RVE1|unclassified	40.8371
UniRef50_R5UDK2	40.7362
UniRef50_R5UDK2|unclassified	40.7362
UniRef50_C8PT64: POTRA domain protein, FtsQ-type	40.709
UniRef50_C8PT64: POTRA domain protein, FtsQ-type|unclassified	40.709
UniRef50_D7WBC2: CpaE-like protein	40.5443
UniRef50_D7WBC2: CpaE-like protein|unclassified	40.5443
UniRef50_UPI00047C4E7D: hypothetical protein	40.5427
UniRef50_UPI00047C4E7D: hypothetical protein|unclassified	40.5427
UniRef50_R5D2Q3: ATPases involved in chromosome partitioning	40.5126
UniRef50_R5D2Q3: ATPases involved in chromosome partitioning|unclassified	40.5126
UniRef50_G7QE60: Cobyrinic acid ac-diamide synthase	40.3563
UniRef50_G7QE60: Cobyrinic acid ac-diamide synthase|unclassified	40.3563
UniRef50_UPI00034A5468: hypothetical protein	40.12
UniRef50_UPI00034A5468: hypothetical protein|unclassified	40.12
UniRef50_UPI0003033014: hypothetical protein	40.1167
UniRef50_UPI0003033014: hypothetical protein|unclassified	40.1167
UniRef50_UPI0003768DDE: hypothetical protein	40.0947
UniRef50_UPI0003768DDE: hypothetical protein|unclassified	40.0947
UniRef50_W4L9K8	40.0884
UniRef50_W4L9K8|unclassified	40.0884
UniRef50_UPI000465CACA: hypothetical protein	39.986
UniRef50_UPI000465CACA: hypothetical protein|unclassified	39.986
UniRef50_R5HUK2	39.8077
UniRef50_R5HUK2|unclassified	39.8077
UniRef50_UPI000472F458: hypothetical protein	39.7135
UniRef50_UPI000472F458: hypothetical protein|unclassified	39.7135
UniRef50_UPI0003615574: hypothetical protein, partial	39.5782
UniRef50_UPI0003615574: hypothetical protein, partial|unclassified	39.5782
UniRef50_U1DL93	39.5569
UniRef50_U1DL93|unclassified	39.5569
UniRef50_UPI0003B683FD: rod shape-determining protein MreD	39.3151
UniRef50_UPI0003B683FD: rod shape-determining protein MreD|unclassified	39.3151
UniRef50_UPI0003B49326: signal peptide protein	39.3072
UniRef50_UPI0003B49326: signal peptide protein|unclassified	39.3072
UniRef50_UPI0003B78F77: cell division protein FtsQ	39.2115
UniRef50_UPI0003B78F77: cell division protein FtsQ|unclassified	39.2115
UniRef50_D1CCK6	39.182
UniRef50_D1CCK6|unclassified	39.182
UniRef50_X8CME3: CobQ/CobB/MinD/ParA nucleotide binding domain protein	39.1329
UniRef50_X8CME3: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	39.1329
UniRef50_W8C0A8	39.0858
UniRef50_W8C0A8|unclassified	39.0858
UniRef50_B3DYU4: Chromosome (Plasmid) partitioning ATPase, ParA family	38.9372
UniRef50_B3DYU4: Chromosome (Plasmid) partitioning ATPase, ParA family|unclassified	38.9372
UniRef50_UPI0001746B39: penicillin-binding protein 2	38.9066
UniRef50_UPI0001746B39: penicillin-binding protein 2|unclassified	38.9066
UniRef50_H2HFB6: Putative morphological differentiation-related protein	38.712
UniRef50_H2HFB6: Putative morphological differentiation-related protein|unclassified	38.712
UniRef50_UPI000287C6E9: parB-like partition protein	38.6769
UniRef50_UPI000287C6E9: parB-like partition protein|unclassified	38.6769
UniRef50_UPI0004256F2E: rod shape-determining protein MreC	38.4825
UniRef50_UPI0004256F2E: rod shape-determining protein MreC|unclassified	38.4825
UniRef50_Q0IBI7: Proline-rich region	38.3665
UniRef50_Q0IBI7: Proline-rich region|unclassified	38.3665
UniRef50_Z5X4G8: Cell division protein FtsI	38.3572
UniRef50_Z5X4G8: Cell division protein FtsI|unclassified	38.3572
UniRef50_UPI00047D27A3: peptidoglycan glycosyltransferase	38.2891
UniRef50_UPI00047D27A3: peptidoglycan glycosyltransferase|unclassified	38.2891
UniRef50_X1HV61: Marine sediment metagenome DNA, contig: S03H2_S01372 (Fragment)	38.2593
UniRef50_X1HV61: Marine sediment metagenome DNA, contig: S03H2_S01372 (Fragment)|unclassified	38.2593
UniRef50_A8ZLY4: CobQ/CobB/MinD/ParA family protein	38.1897
UniRef50_A8ZLY4: CobQ/CobB/MinD/ParA family protein|unclassified	38.1897
UniRef50_UPI0001744E25: chromosome partitioning protein	38.1789
UniRef50_UPI0001744E25: chromosome partitioning protein|unclassified	38.1789
UniRef50_R5AL16	38.1354
UniRef50_R5AL16|unclassified	38.1354
UniRef50_T3TQE2	38.0763
UniRef50_T3TQE2|unclassified	38.0763
UniRef50_UPI0002FB20DF: hypothetical protein	37.9708
UniRef50_UPI0002FB20DF: hypothetical protein|unclassified	37.9708
UniRef50_O87308	37.8812
UniRef50_O87308|unclassified	37.8812
UniRef50_UPI000379DAD8: hypothetical protein	37.8799
UniRef50_UPI000379DAD8: hypothetical protein|unclassified	37.8799
UniRef50_K9U1E6: Polypeptide-transport-associated domain protein FtsQ-type	37.8648
UniRef50_K9U1E6: Polypeptide-transport-associated domain protein FtsQ-type|unclassified	37.8648
UniRef50_UPI000380A4E3: hypothetical protein	37.7978
UniRef50_UPI000380A4E3: hypothetical protein|unclassified	37.7978
UniRef50_UPI00016C4286: maf protein	37.5633
UniRef50_UPI00016C4286: maf protein|unclassified	37.5633
UniRef50_V2Y2P3: Putative sporulation initiation inhibitor protein Soj	37.5283
UniRef50_V2Y2P3: Putative sporulation initiation inhibitor protein Soj|unclassified	37.5283
UniRef50_UPI00047D55E9: hypothetical protein	37.5007
UniRef50_UPI00047D55E9: hypothetical protein|unclassified	37.5007
UniRef50_UPI00046F6C1C: hypothetical protein	37.4696
UniRef50_UPI00046F6C1C: hypothetical protein|unclassified	37.4696
UniRef50_C8WNE6: Partition protein A	37.4319
UniRef50_C8WNE6: Partition protein A|unclassified	37.4319
UniRef50_G0IT74	37.4141
UniRef50_G0IT74|unclassified	37.4141
UniRef50_A4JW09: Cobyrinic acid a,c-diamide synthase	37.3997
UniRef50_A4JW09: Cobyrinic acid a,c-diamide synthase|unclassified	37.3997
UniRef50_UPI00036F5F38: hypothetical protein	37.3882
UniRef50_UPI00036F5F38: hypothetical protein|unclassified	37.3882
UniRef50_B8IUD5	37.1932
UniRef50_B8IUD5|unclassified	37.1932
UniRef50_L6T4P1: Plasmid partition protein B	37.1794
UniRef50_L6T4P1: Plasmid partition protein B|unclassified	37.1794
UniRef50_UPI00036D2460: hypothetical protein	37.1613
UniRef50_UPI00036D2460: hypothetical protein|unclassified	37.1613
UniRef50_W2TX83: ParB-like protein	37.1157
UniRef50_W2TX83: ParB-like protein|unclassified	37.1157
UniRef50_H8XLV9: DNA translocase ftsK DNA translocase SpoIIIE	37.0969
UniRef50_H8XLV9: DNA translocase ftsK DNA translocase SpoIIIE|unclassified	37.0969
UniRef50_UPI000417CE74: hypothetical protein	37.0398
UniRef50_UPI000417CE74: hypothetical protein|unclassified	37.0398
UniRef50_UPI00035D7FB1: hypothetical protein	37.0001
UniRef50_UPI00035D7FB1: hypothetical protein|unclassified	37.0001
UniRef50_A6WPG2: Cobyrinic acid ac-diamide synthase	36.9958
UniRef50_A6WPG2: Cobyrinic acid ac-diamide synthase|unclassified	36.9958
UniRef50_UPI0003795E5B: hypothetical protein	36.8647
UniRef50_UPI0003795E5B: hypothetical protein|unclassified	36.8647
UniRef50_F0PH20: FtsK/SpoIIIE family domain protein	36.76
UniRef50_F0PH20: FtsK/SpoIIIE family domain protein|unclassified	36.76
UniRef50_R7G7U2	36.7271
UniRef50_R7G7U2|unclassified	36.7271
UniRef50_D1Y3H2: CobQ/CobB/MinD/ParA nucleotide binding domain protein	36.6954
UniRef50_D1Y3H2: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	36.6954
UniRef50_F6G7W8: Partition protein	36.6824
UniRef50_F6G7W8: Partition protein|unclassified	36.6824
UniRef50_UPI0003B5CF62: peptidoglycan glycosyltransferase	36.615
UniRef50_UPI0003B5CF62: peptidoglycan glycosyltransferase|unclassified	36.615
UniRef50_R5B6F0: Sporulation initiation inhibitor protein Soj	36.5759
UniRef50_R5B6F0: Sporulation initiation inhibitor protein Soj|unclassified	36.5759
UniRef50_C8WJ14: Polypeptide-transport-associated domain protein FtsQ-type	36.5376
UniRef50_C8WJ14: Polypeptide-transport-associated domain protein FtsQ-type|unclassified	36.5376
UniRef50_B0NZ56: ParB-like protein	36.4866
UniRef50_B0NZ56: ParB-like protein|unclassified	36.4866
UniRef50_UPI000477A1C4: hypothetical protein	36.4704
UniRef50_UPI000477A1C4: hypothetical protein|unclassified	36.4704
UniRef50_UPI00047E3CCB: hypothetical protein	36.4683
UniRef50_UPI00047E3CCB: hypothetical protein|unclassified	36.4683
UniRef50_M6ZUC7: PF13491 domain protein	36.4232
UniRef50_M6ZUC7: PF13491 domain protein|unclassified	36.4232
UniRef50_UPI0003B3BD23: cell division protein MraZ	36.3753
UniRef50_UPI0003B3BD23: cell division protein MraZ|unclassified	36.3753
UniRef50_Q1AUG7	35.9454
UniRef50_Q1AUG7|unclassified	35.9454
UniRef50_C6S564: ATPase involved in chromosome partitioning	35.8932
UniRef50_C6S564: ATPase involved in chromosome partitioning|unclassified	35.8932
UniRef50_UPI00016B2573: cell division protein FtsZ, partial	35.864
UniRef50_UPI00016B2573: cell division protein FtsZ, partial|unclassified	35.864
UniRef50_UPI000422BDE1: hypothetical protein	35.8197
UniRef50_UPI000422BDE1: hypothetical protein|unclassified	35.8197
UniRef50_U6G2G1	35.7919
UniRef50_U6G2G1|unclassified	35.7919
UniRef50_UPI0002D6F305: hypothetical protein	35.7752
UniRef50_UPI0002D6F305: hypothetical protein|unclassified	35.7752
UniRef50_D8FHS8: DNA translocase FtsK family protein (Fragment)	35.7506
UniRef50_D8FHS8: DNA translocase FtsK family protein (Fragment)|unclassified	35.7506
UniRef50_T1A1M3: Cobyrinic acid a,c-diamide synthase (Fragment)	35.7245
UniRef50_T1A1M3: Cobyrinic acid a,c-diamide synthase (Fragment)|unclassified	35.7245
UniRef50_R5F429	35.6562
UniRef50_R5F429|unclassified	35.6562
UniRef50_UPI0004736394: sodium:proton antiporter, partial	35.5973
UniRef50_UPI0004736394: sodium:proton antiporter, partial|unclassified	35.5973
UniRef50_T1AU69: ParB-like partition protein (Fragment)	35.5548
UniRef50_T1AU69: ParB-like partition protein (Fragment)|unclassified	35.5548
UniRef50_UPI0002192D45: cell division protein FtsK, partial	35.544
UniRef50_UPI0002192D45: cell division protein FtsK, partial|unclassified	35.544
UniRef50_UPI00047A6AF6: hypothetical protein	35.5158
UniRef50_UPI00047A6AF6: hypothetical protein|unclassified	35.5158
UniRef50_C8X974	35.4533
UniRef50_C8X974|unclassified	35.4533
UniRef50_UPI0004672301: hypothetical protein	35.4453
UniRef50_UPI0004672301: hypothetical protein|unclassified	35.4453
UniRef50_UPI00016C0EB5: penicillin-binding protein transpeptidase	35.416
UniRef50_UPI00016C0EB5: penicillin-binding protein transpeptidase|unclassified	35.416
UniRef50_A1ZKM9: Cell-division initiation protein, putative	35.391
UniRef50_A1ZKM9: Cell-division initiation protein, putative|unclassified	35.391
UniRef50_UPI0004702A4F: hypothetical protein, partial	35.3676
UniRef50_UPI0004702A4F: hypothetical protein, partial|unclassified	35.3676
UniRef50_L0D9L8: ATPase involved in chromosome partitioning	35.319
UniRef50_L0D9L8: ATPase involved in chromosome partitioning|unclassified	35.319
UniRef50_UPI00016C01AB: stage V sporulation protein D	35.2572
UniRef50_UPI00016C01AB: stage V sporulation protein D|unclassified	35.2572
UniRef50_UPI0003B74356: septum formation protein Maf	35.2077
UniRef50_UPI0003B74356: septum formation protein Maf|unclassified	35.2077
UniRef50_Q1AVX5: Polypeptide-transport-associated, FtsQ-type	35.169
UniRef50_Q1AVX5: Polypeptide-transport-associated, FtsQ-type|unclassified	35.169
UniRef50_C6Q308: Cobyrinic acid a,c-diamide synthase	35.166
UniRef50_C6Q308: Cobyrinic acid a,c-diamide synthase|unclassified	35.166
UniRef50_UPI00037304DE: hypothetical protein	35.1471
UniRef50_UPI00037304DE: hypothetical protein|unclassified	35.1471
UniRef50_UPI0003788900: hypothetical protein	35.1413
UniRef50_UPI0003788900: hypothetical protein|unclassified	35.1413
UniRef50_D4RR03	35.1042
UniRef50_D4RR03|unclassified	35.1042
UniRef50_K9VQQ6: Polypeptide-transport-associated domain protein FtsQ-type	34.9326
UniRef50_K9VQQ6: Polypeptide-transport-associated domain protein FtsQ-type|unclassified	34.9326
UniRef50_UPI0003A93B3A: hypothetical protein	34.8411
UniRef50_UPI0003A93B3A: hypothetical protein|unclassified	34.8411
UniRef50_UPI0002887187: cell division protein FtsQ	34.8397
UniRef50_UPI0002887187: cell division protein FtsQ|unclassified	34.8397
UniRef50_X1EPX1: Marine sediment metagenome DNA, contig: S01H4_S21280 (Fragment)	34.8132
UniRef50_X1EPX1: Marine sediment metagenome DNA, contig: S01H4_S21280 (Fragment)|unclassified	34.8132
UniRef50_C1MQR8: Predicted protein	34.7575
UniRef50_C1MQR8: Predicted protein|unclassified	34.7575
UniRef50_B1Y147	34.6831
UniRef50_B1Y147|unclassified	34.6831
UniRef50_UPI0001CC064D: cell division protein, partial	34.5762
UniRef50_UPI0001CC064D: cell division protein, partial|unclassified	34.5762
UniRef50_I3RGD9	34.5417
UniRef50_I3RGD9|unclassified	34.5417
UniRef50_X1MZP6: Marine sediment metagenome DNA, contig: S06H3_S06588 (Fragment)	34.5403
UniRef50_X1MZP6: Marine sediment metagenome DNA, contig: S06H3_S06588 (Fragment)|unclassified	34.5403
UniRef50_UPI0003B306D4: peptidoglycan glycosyltransferase	34.5177
UniRef50_UPI0003B306D4: peptidoglycan glycosyltransferase|unclassified	34.5177
UniRef50_A0A016B4F2: CobQ/CobB/MinD/ParA nucleotide binding domain protein	34.4577
UniRef50_A0A016B4F2: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	34.4577
UniRef50_UPI0004725DCC: hypothetical protein	34.42
UniRef50_UPI0004725DCC: hypothetical protein|unclassified	34.42
UniRef50_UPI00037F87CD: hypothetical protein	34.4139
UniRef50_UPI00037F87CD: hypothetical protein|unclassified	34.4139
UniRef50_UPI0003B5F904: chromosome partitioning protein ParA	34.3497
UniRef50_UPI0003B5F904: chromosome partitioning protein ParA|unclassified	34.3497
UniRef50_A6WH79: Cobyrinic acid ac-diamide synthase	34.3016
UniRef50_A6WH79: Cobyrinic acid ac-diamide synthase|unclassified	34.3016
UniRef50_UPI0004653A20: hypothetical protein	34.2691
UniRef50_UPI0004653A20: hypothetical protein|unclassified	34.2691
UniRef50_W4U5E4: Chromosome (Plasmid) partitioning protein ParA	34.1822
UniRef50_W4U5E4: Chromosome (Plasmid) partitioning protein ParA|unclassified	34.1822
