# Gene Family	SampleDe_Novo_Pyrimidine_Synthesis_Abundance-RPKs
UniRef50_UPI00037FE195: hypothetical protein, partial	40.3105333232
UniRef50_UPI00037FE195: hypothetical protein, partial|unclassified	40.3105333232
UniRef50_I2FJM2	40.0038686786
UniRef50_I2FJM2|unclassified	40.0038686786
UniRef50_UPI0003B72D30: 2-polyprenylphenol hydroxylase	39.9695117458
UniRef50_UPI0003B72D30: 2-polyprenylphenol hydroxylase|unclassified	39.9695117458
UniRef50_O27199: Dihydroorotase	39.9059956425
UniRef50_O27199: Dihydroorotase|unclassified	39.9059956425
UniRef50_UPI00039D172E: carbamoyl phosphate synthase small subunit	39.8931271340
UniRef50_UPI00039D172E: carbamoyl phosphate synthase small subunit|unclassified	39.8931271340
UniRef50_UPI0003756A00: MULTISPECIES: hypothetical protein	39.8886142156
UniRef50_UPI0003756A00: MULTISPECIES: hypothetical protein|unclassified	39.8886142156
UniRef50_UPI00036EB98A: hypothetical protein	39.8054279807
UniRef50_UPI00036EB98A: hypothetical protein|unclassified	39.8054279807
UniRef50_X1U042: Marine sediment metagenome DNA, contig: S12H4_S13862 (Fragment)	39.6203346008
UniRef50_X1U042: Marine sediment metagenome DNA, contig: S12H4_S13862 (Fragment)|unclassified	39.6203346008
UniRef50_R6M719: Carbamoyl-phosphate synthase large chain	39.2909825467
UniRef50_R6M719: Carbamoyl-phosphate synthase large chain|unclassified	39.2909825467
UniRef50_R5BVA8	38.8401759051
UniRef50_R5BVA8|unclassified	38.8401759051
UniRef50_T3GH32: MGS-like domain protein	38.8274265673
UniRef50_T3GH32: MGS-like domain protein|unclassified	38.8274265673
UniRef50_P93394: Uracil phosphoribosyltransferase	38.3829963804
UniRef50_P93394: Uracil phosphoribosyltransferase|unclassified	38.3829963804
UniRef50_G4B1Z1	38.3058006044
UniRef50_G4B1Z1|unclassified	38.3058006044
UniRef50_A1RRV2: Orotate phosphoribosyltransferase	38.0003760550
UniRef50_A1RRV2: Orotate phosphoribosyltransferase|unclassified	38.0003760550
UniRef50_UPI000288DE48: orotate phosphoribosyltransferase	37.1999151535
UniRef50_UPI000288DE48: orotate phosphoribosyltransferase|unclassified	37.1999151535
UniRef50_UPI000262D073: dihydroorotase	36.8996502367
UniRef50_UPI000262D073: dihydroorotase|unclassified	36.8996502367
UniRef50_O27280: Probable dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit	36.8733326333
UniRef50_O27280: Probable dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit|unclassified	36.8733326333
UniRef50_O67520: Orotidine 5'-phosphate decarboxylase	36.8078266154
UniRef50_O67520: Orotidine 5'-phosphate decarboxylase|unclassified	36.8078266154
UniRef50_O08358: Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit	36.6702147001
UniRef50_O08358: Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit|unclassified	36.6702147001
UniRef50_U1PZB9: Carbamoylphosphate synthase small subunit (Fragment)	36.3341692468
UniRef50_U1PZB9: Carbamoylphosphate synthase small subunit (Fragment)|unclassified	36.3341692468
UniRef50_X1RJE2: Marine sediment metagenome DNA, contig: S06H3_S26087 (Fragment)	36.2813384194
UniRef50_X1RJE2: Marine sediment metagenome DNA, contig: S06H3_S26087 (Fragment)|unclassified	36.2813384194
UniRef50_R6W1Y4: Carbamoyl-phosphate synthase large chain	36.1989682869
UniRef50_R6W1Y4: Carbamoyl-phosphate synthase large chain|unclassified	36.1989682869
UniRef50_B0R6F1: Carbamoyl-phosphate synthase small chain	36.1591897529
UniRef50_B0R6F1: Carbamoyl-phosphate synthase small chain|unclassified	36.1591897529
UniRef50_P9WN34: Anthranilate synthase component 2	35.8693297333
UniRef50_P9WN34: Anthranilate synthase component 2|unclassified	35.8693297333
UniRef50_D5MNR2: Carbamoyl-phosphate synthetase 2/aspartate transcarbamylase/dihydroorotase (Fragment)	35.7850778876
UniRef50_D5MNR2: Carbamoyl-phosphate synthetase 2/aspartate transcarbamylase/dihydroorotase (Fragment)|unclassified	35.7850778876
UniRef50_Q970U8: Carbamoyl-phosphate synthase small chain	35.4507295642
UniRef50_Q970U8: Carbamoyl-phosphate synthase small chain|unclassified	35.4507295642
UniRef50_UPI00042BF3EC: PREDICTED: carbamoyl-phosphate synthase [ammonia], mitochondrial	35.4289366456
UniRef50_UPI00042BF3EC: PREDICTED: carbamoyl-phosphate synthase [ammonia], mitochondrial|unclassified	35.4289366456
UniRef50_Q97CS3: Orotidine 5'-phosphate decarboxylase	35.2949727959
UniRef50_Q97CS3: Orotidine 5'-phosphate decarboxylase|unclassified	35.2949727959
UniRef50_UPI00016B255A: dihydroorotate dehydrogenase 2, partial	35.2830208572
UniRef50_UPI00016B255A: dihydroorotate dehydrogenase 2, partial|unclassified	35.2830208572
UniRef50_UPI0001850D23: imidazolonepropionase	34.6653723415
UniRef50_UPI0001850D23: imidazolonepropionase|unclassified	34.6653723415
UniRef50_D6PKK0	34.6160503671
UniRef50_D6PKK0|unclassified	34.6160503671
UniRef50_UPI000371988E: hypothetical protein, partial	34.0797684571
UniRef50_UPI000371988E: hypothetical protein, partial|unclassified	34.0797684571
UniRef50_C4KIV1: Uracil phosphoribosyltransferase	33.8526617236
UniRef50_C4KIV1: Uracil phosphoribosyltransferase|unclassified	33.8526617236
UniRef50_K8ASU7	33.6159930082
UniRef50_K8ASU7|unclassified	33.6159930082
UniRef50_B9IJW8	33.5072122225
UniRef50_B9IJW8|unclassified	33.5072122225
UniRef50_C9SHV7: Carbamoyl-phosphate synthase arginine-specific large chain	33.3464885181
UniRef50_C9SHV7: Carbamoyl-phosphate synthase arginine-specific large chain|unclassified	33.3464885181
UniRef50_W1XWF2: Carbamoyl-phosphate synthase small chain (Fragment)	33.1832025445
UniRef50_W1XWF2: Carbamoyl-phosphate synthase small chain (Fragment)|unclassified	33.1832025445
UniRef50_UPI00016A59A3: Oxidoreductase FAD-binding domain protein, partial	33.1295061772
UniRef50_UPI00016A59A3: Oxidoreductase FAD-binding domain protein, partial|unclassified	33.1295061772
UniRef50_G4BCJ0: Carbamoyl-phosphate synthase, large subunit	32.8598090666
UniRef50_G4BCJ0: Carbamoyl-phosphate synthase, large subunit|unclassified	32.8598090666
UniRef50_Q97C35: Dihydroorotase	32.8500552980
UniRef50_Q97C35: Dihydroorotase|unclassified	32.8500552980
UniRef50_P48261: Anthranilate synthase component 2	32.5665379735
UniRef50_P48261: Anthranilate synthase component 2|unclassified	32.5665379735
UniRef50_UPI00016A48A7: Oxidoreductase FAD-binding domain protein, partial	32.4934733528
UniRef50_UPI00016A48A7: Oxidoreductase FAD-binding domain protein, partial|unclassified	32.4934733528
UniRef50_UPI000219610E: carbamoyl-phosphate synthase large subunit	32.4257445499
UniRef50_UPI000219610E: carbamoyl-phosphate synthase large subunit|unclassified	32.4257445499
UniRef50_C7RH48: Aspartate transcarbamylase regulatory subunit	32.4111414055
UniRef50_C7RH48: Aspartate transcarbamylase regulatory subunit|unclassified	32.4111414055
UniRef50_T1AJ38: Pyrimidine regulatory protein PyrR (Fragment)	31.9831993642
UniRef50_T1AJ38: Pyrimidine regulatory protein PyrR (Fragment)|unclassified	31.9831993642
UniRef50_UPI000476F44A: hypothetical protein, partial	31.8937697467
UniRef50_UPI000476F44A: hypothetical protein, partial|unclassified	31.8937697467
UniRef50_UPI000472AB3F: hypothetical protein	31.8908115942
UniRef50_UPI000472AB3F: hypothetical protein|unclassified	31.8908115942
UniRef50_UPI00037CA2BF: hypothetical protein	31.7480314961
UniRef50_UPI00037CA2BF: hypothetical protein|unclassified	31.7480314961
UniRef50_P20576: Anthranilate synthase component 2	31.6002926875
UniRef50_P20576: Anthranilate synthase component 2|unclassified	31.6002926875
UniRef50_P32747: Dihydroorotate dehydrogenase (quinone), mitochondrial	31.5386452059
UniRef50_P32747: Dihydroorotate dehydrogenase (quinone), mitochondrial|unclassified	31.5386452059
UniRef50_Q979G5: Probable dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit	31.0579759684
UniRef50_Q979G5: Probable dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit|unclassified	31.0579759684
UniRef50_UPI0002F1EBF7: hypothetical protein	30.9725897458
UniRef50_UPI0002F1EBF7: hypothetical protein|unclassified	30.9725897458
UniRef50_Q9UTI0: Probable dihydroorotase	30.8599134550
UniRef50_Q9UTI0: Probable dihydroorotase|unclassified	30.8599134550
UniRef50_X1CMS7: Marine sediment metagenome DNA, contig: S01H4_S19852 (Fragment)	30.6211978623
UniRef50_X1CMS7: Marine sediment metagenome DNA, contig: S01H4_S19852 (Fragment)|unclassified	30.6211978623
UniRef50_T0SG80	30.3001459223
UniRef50_T0SG80|unclassified	30.3001459223
UniRef50_UPI00029D998B: PREDICTED: carbamoyl-phosphate synthase [ammonia], mitochondrial	30.1880637119
UniRef50_UPI00029D998B: PREDICTED: carbamoyl-phosphate synthase [ammonia], mitochondrial|unclassified	30.1880637119
UniRef50_UPI00047473EE: hypothetical protein, partial	30.1177272326
UniRef50_UPI00047473EE: hypothetical protein, partial|unclassified	30.1177272326
UniRef50_Q12WN0: Probable dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit	30.0911860642
UniRef50_Q12WN0: Probable dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit|unclassified	30.0911860642
UniRef50_UPI00035C8EF8: hypothetical protein	29.9468587956
UniRef50_UPI00035C8EF8: hypothetical protein|unclassified	29.9468587956
UniRef50_UPI00036D7393: hypothetical protein	29.9275875278
UniRef50_UPI00036D7393: hypothetical protein|unclassified	29.9275875278
UniRef50_B3DVI6: Orotidine 5'-phosphate decarboxylase	29.8078891420
UniRef50_B3DVI6: Orotidine 5'-phosphate decarboxylase|unclassified	29.8078891420
UniRef50_P58860: Orotate phosphoribosyltransferase	29.6861294626
UniRef50_P58860: Orotate phosphoribosyltransferase|unclassified	29.6861294626
UniRef50_A8ZWP0: Orotidine 5'-phosphate decarboxylase	29.6520401426
UniRef50_A8ZWP0: Orotidine 5'-phosphate decarboxylase|unclassified	29.6520401426
UniRef50_UPI0002DC0207: hypothetical protein	29.5663232959
UniRef50_UPI0002DC0207: hypothetical protein|unclassified	29.5663232959
UniRef50_H3BXG6	29.5227879363
UniRef50_H3BXG6|unclassified	29.5227879363
UniRef50_Q8ZY49: Carbamoyl-phosphate synthase small chain	29.2572381930
UniRef50_Q8ZY49: Carbamoyl-phosphate synthase small chain|unclassified	29.2572381930
UniRef50_UPI000454A3B2: PREDICTED: carbamoyl-phosphate synthase [ammonia], mitochondrial	29.2025976769
UniRef50_UPI000454A3B2: PREDICTED: carbamoyl-phosphate synthase [ammonia], mitochondrial|unclassified	29.2025976769
UniRef50_X7XNC5	29.1561221339
UniRef50_X7XNC5|unclassified	29.1561221339
UniRef50_B9TEV9	29.1418665610
UniRef50_B9TEV9|unclassified	29.1418665610
UniRef50_O08359: Orotate phosphoribosyltransferase	28.7509169030
UniRef50_O08359: Orotate phosphoribosyltransferase|unclassified	28.7509169030
UniRef50_UPI00016C3B71: orotate phosphoribosyltransferase	28.7037172501
UniRef50_UPI00016C3B71: orotate phosphoribosyltransferase|unclassified	28.7037172501
UniRef50_UPI0004738D70: hypothetical protein, partial	28.6014739981
UniRef50_UPI0004738D70: hypothetical protein, partial|unclassified	28.6014739981
UniRef50_X0VIS1: Marine sediment metagenome DNA, contig: S01H1_S16670 (Fragment)	28.5917064489
UniRef50_X0VIS1: Marine sediment metagenome DNA, contig: S01H1_S16670 (Fragment)|unclassified	28.5917064489
UniRef50_Q8TXU6: Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit	28.4734446572
UniRef50_Q8TXU6: Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit|unclassified	28.4734446572
UniRef50_X5NVN5: Oxidoreductase (Glutamate synthase related)	28.4129889868
UniRef50_X5NVN5: Oxidoreductase (Glutamate synthase related)|unclassified	28.4129889868
UniRef50_UPI0003B3A1C5: uracil phosphoribosyltransferase	28.1583879245
UniRef50_UPI0003B3A1C5: uracil phosphoribosyltransferase|unclassified	28.1583879245
UniRef50_A9B211	27.9748864703
UniRef50_A9B211|unclassified	27.9748864703
UniRef50_Q7UNR2: Putative dihydroorotase	27.9398149228
UniRef50_Q7UNR2: Putative dihydroorotase|unclassified	27.9398149228
UniRef50_UPI000225AE8A: carbamoyl phosphate synthase small subunit	27.9108241983
UniRef50_UPI000225AE8A: carbamoyl phosphate synthase small subunit|unclassified	27.9108241983
UniRef50_G9E6Y2: Carbamoyl-phosphate synthetase-aspartate transcarbamoylase dihydroorotase (Fragment)	27.9012109485
UniRef50_G9E6Y2: Carbamoyl-phosphate synthetase-aspartate transcarbamoylase dihydroorotase (Fragment)|unclassified	27.9012109485
UniRef50_R6L2B2	27.8417148963
UniRef50_R6L2B2|unclassified	27.8417148963
UniRef50_UPI000367A428: MULTISPECIES: hypothetical protein	27.6188538244
UniRef50_UPI000367A428: MULTISPECIES: hypothetical protein|unclassified	27.6188538244
UniRef50_UPI00029B0B10: dihydroorotase	27.5887654297
UniRef50_UPI00029B0B10: dihydroorotase|unclassified	27.5887654297
UniRef50_UPI00036CA5E8: hypothetical protein, partial	27.4839141883
UniRef50_UPI00036CA5E8: hypothetical protein, partial|unclassified	27.4839141883
UniRef50_Q45482: Bacillus subtilis signal peptidase II (lsp) protein	27.4625137115
UniRef50_Q45482: Bacillus subtilis signal peptidase II (lsp) protein|unclassified	27.4625137115
UniRef50_Q2NHZ6: Dihydroorotase	27.4072136716
UniRef50_Q2NHZ6: Dihydroorotase|unclassified	27.4072136716
UniRef50_A8DVX1: Predicted protein	27.2798068108
UniRef50_A8DVX1: Predicted protein|unclassified	27.2798068108
UniRef50_UPI00047301AE: hypothetical protein, partial	27.1938930298
UniRef50_UPI00047301AE: hypothetical protein, partial|unclassified	27.1938930298
UniRef50_X1K9Z5: Marine sediment metagenome DNA, contig: S06H3_L02653	26.8644435568
UniRef50_X1K9Z5: Marine sediment metagenome DNA, contig: S06H3_L02653|unclassified	26.8644435568
UniRef50_UPI00046FF245: hypothetical protein	26.7877871564
UniRef50_UPI00046FF245: hypothetical protein|unclassified	26.7877871564
UniRef50_UPI0003B34B7A: orotidine 5-phosphate decarboxylase	26.7418120006
UniRef50_UPI0003B34B7A: orotidine 5-phosphate decarboxylase|unclassified	26.7418120006
UniRef50_UPI000375323F: hypothetical protein	26.7239352540
UniRef50_UPI000375323F: hypothetical protein|unclassified	26.7239352540
UniRef50_UPI0003B38A33: dihydroorotate dehydrogenase, partial	26.5158610469
UniRef50_UPI0003B38A33: dihydroorotate dehydrogenase, partial|unclassified	26.5158610469
UniRef50_UPI00047AEDCA: hypothetical protein	26.4781198060
UniRef50_UPI00047AEDCA: hypothetical protein|unclassified	26.4781198060
UniRef50_UPI0003629F8D: hypothetical protein	26.4758635678
UniRef50_UPI0003629F8D: hypothetical protein|unclassified	26.4758635678
UniRef50_O19886: Carbamoyl-phosphate synthase small chain	26.4206690394
UniRef50_O19886: Carbamoyl-phosphate synthase small chain|unclassified	26.4206690394
UniRef50_UPI000376923C: hypothetical protein	26.1504498471
UniRef50_UPI000376923C: hypothetical protein|unclassified	26.1504498471
UniRef50_UPI0001A61D23: aspartate carbamoyltransferase	26.0447344941
UniRef50_UPI0001A61D23: aspartate carbamoyltransferase|unclassified	26.0447344941
UniRef50_Q4JAV0: Uracil phosphoribosyltransferase	25.7477480056
UniRef50_Q4JAV0: Uracil phosphoribosyltransferase|unclassified	25.7477480056
UniRef50_Q970X0: Orotidine 5'-phosphate decarboxylase	25.7283963407
UniRef50_Q970X0: Orotidine 5'-phosphate decarboxylase|unclassified	25.7283963407
UniRef50_UPI0003B698D1: carbamoyl phosphate synthase small subunit	25.6090171308
UniRef50_UPI0003B698D1: carbamoyl phosphate synthase small subunit|unclassified	25.6090171308
UniRef50_UPI0003B41203: hypothetical protein	25.5705181889
UniRef50_UPI0003B41203: hypothetical protein|unclassified	25.5705181889
UniRef50_M4RYW8: Putative thioesterase	25.3472888218
UniRef50_M4RYW8: Putative thioesterase|unclassified	25.3472888218
UniRef50_R5QZE5	25.3084873339
UniRef50_R5QZE5|unclassified	25.3084873339
UniRef50_UPI0003779D03: hypothetical protein	25.2459936948
UniRef50_UPI0003779D03: hypothetical protein|unclassified	25.2459936948
UniRef50_A3CU84: Orotate phosphoribosyltransferase	25.0663128901
UniRef50_A3CU84: Orotate phosphoribosyltransferase|unclassified	25.0663128901
UniRef50_T1AGJ8: Carbamoyl phosphate synthase large subunit (Fragment)	24.9486964420
UniRef50_T1AGJ8: Carbamoyl phosphate synthase large subunit (Fragment)|unclassified	24.9486964420
UniRef50_X1FUS0: Marine sediment metagenome DNA, contig: S01H4_S26143 (Fragment)	24.7571986384
UniRef50_X1FUS0: Marine sediment metagenome DNA, contig: S01H4_S26143 (Fragment)|unclassified	24.7571986384
UniRef50_Q9TX08: Carbamoyl-phosphate synthetase II (Fragment)	24.6861570151
UniRef50_Q9TX08: Carbamoyl-phosphate synthetase II (Fragment)|unclassified	24.6861570151
UniRef50_UPI0004739BB4: uracil phosphoribosyltransferase, partial	24.6127848917
UniRef50_UPI0004739BB4: uracil phosphoribosyltransferase, partial|unclassified	24.6127848917
UniRef50_UPI00047865B6: orotidine 5''-phosphate decarboxylase	24.0229747677
UniRef50_UPI00047865B6: orotidine 5''-phosphate decarboxylase|unclassified	24.0229747677
UniRef50_UPI0004712D2F: hypothetical protein, partial	23.9347269663
UniRef50_UPI0004712D2F: hypothetical protein, partial|unclassified	23.9347269663
UniRef50_Q8U086: Carbamoyl-phosphate synthase small chain	23.8903865049
UniRef50_Q8U086: Carbamoyl-phosphate synthase small chain|unclassified	23.8903865049
UniRef50_UPI0003B3F1C3: diguanylate cyclase	23.8397986039
UniRef50_UPI0003B3F1C3: diguanylate cyclase|unclassified	23.8397986039
UniRef50_UPI0003AA9C2C: orotidine 5''''-phosphate decarboxylase	23.6067510451
UniRef50_UPI0003AA9C2C: orotidine 5''''-phosphate decarboxylase|unclassified	23.6067510451
UniRef50_UPI000381A78F: hypothetical protein	23.5822190298
UniRef50_UPI000381A78F: hypothetical protein|unclassified	23.5822190298
UniRef50_R5USQ4: Carbamoyl-phosphate synthase small chain	23.5346903648
UniRef50_R5USQ4: Carbamoyl-phosphate synthase small chain|unclassified	23.5346903648
UniRef50_A7TAJ7: Predicted protein (Fragment)	23.4420703434
UniRef50_A7TAJ7: Predicted protein (Fragment)|unclassified	23.4420703434
UniRef50_A4EBS8	23.3995241160
UniRef50_A4EBS8|unclassified	23.3995241160
UniRef50_I1J6X5	23.2847190424
UniRef50_I1J6X5|unclassified	23.2847190424
UniRef50_Q18FD1: Orotate phosphoribosyltransferase	23.1967740560
UniRef50_Q18FD1: Orotate phosphoribosyltransferase|unclassified	23.1967740560
UniRef50_W4TJT7: Uracil permease	22.9195370308
UniRef50_W4TJT7: Uracil permease|unclassified	22.9195370308
UniRef50_R7KVP9	22.7896627724
UniRef50_R7KVP9|unclassified	22.7896627724
UniRef50_UPI00037A3771: hypothetical protein	22.5247395073
UniRef50_UPI00037A3771: hypothetical protein|unclassified	22.5247395073
UniRef50_UPI0002D31D94: hypothetical protein	22.4510685030
UniRef50_UPI0002D31D94: hypothetical protein|unclassified	22.4510685030
UniRef50_UPI00046AD166: MULTISPECIES: hypothetical protein	22.4145399850
UniRef50_UPI00046AD166: MULTISPECIES: hypothetical protein|unclassified	22.4145399850
UniRef50_UPI000287D171: orotate phosphoribosyltransferase	22.3267415371
UniRef50_UPI000287D171: orotate phosphoribosyltransferase|unclassified	22.3267415371
UniRef50_W1XT44: Carbamoyl-phosphate synthase large chain (Fragment)	22.1404928293
