# Gene Family	SampleBiotin_biosynthesis_Abundance-RPKs
UniRef50_L8UCW0|unclassified	12.8289473684
UniRef50_G7U6L0	12.7819786013
UniRef50_G7U6L0|unclassified	12.7819786013
UniRef50_X8FKB1: Male sterility family protein	12.7422177120
UniRef50_X8FKB1: Male sterility family protein|unclassified	12.7422177120
UniRef50_UPI00047AB4C2: hypothetical protein	12.7337293268
UniRef50_UPI00047AB4C2: hypothetical protein|unclassified	12.7337293268
UniRef50_UPI00037C988D: hypothetical protein	12.7174225323
UniRef50_UPI00037C988D: hypothetical protein|unclassified	12.7174225323
UniRef50_R7DWR3	12.6810739740
UniRef50_R7DWR3|unclassified	12.6810739740
UniRef50_UPI0003F0DD08: PREDICTED: acyl-CoA synthetase family member 3, mitochondrial-like, partial	12.6775844912
UniRef50_UPI0003F0DD08: PREDICTED: acyl-CoA synthetase family member 3, mitochondrial-like, partial|unclassified	12.6775844912
UniRef50_UPI0003C196A9: PREDICTED: acyl-CoA synthetase family member 2, mitochondrial-like	12.6697517120
UniRef50_UPI0003C196A9: PREDICTED: acyl-CoA synthetase family member 2, mitochondrial-like|unclassified	12.6697517120
UniRef50_UPI000237818B: AMP-dependent synthetase and ligase, partial	12.6669073189
UniRef50_UPI000237818B: AMP-dependent synthetase and ligase, partial|unclassified	12.6669073189
UniRef50_C4GG34	12.6631047062
UniRef50_C4GG34|unclassified	12.6631047062
UniRef50_UPI000359AC6D: PREDICTED: acyl-CoA synthetase family member 3, mitochondrial-like isoform X2	12.6259557454
UniRef50_UPI000359AC6D: PREDICTED: acyl-CoA synthetase family member 3, mitochondrial-like isoform X2|unclassified	12.6259557454
UniRef50_C3XN48: Putative biotin biosynthesis protein BioC	12.6161726090
UniRef50_C3XN48: Putative biotin biosynthesis protein BioC|unclassified	12.6161726090
UniRef50_UPI00037FC802: hypothetical protein	12.6002578614
UniRef50_UPI00037FC802: hypothetical protein|unclassified	12.6002578614
UniRef50_UPI000366454D: hypothetical protein	12.5931988150
UniRef50_UPI000366454D: hypothetical protein|unclassified	12.5931988150
UniRef50_UPI0004741FC0: acetate--CoA ligase	12.5048363108
UniRef50_UPI0004741FC0: acetate--CoA ligase|unclassified	12.5048363108
UniRef50_UPI00047BA427: hypothetical protein	12.4989688035
UniRef50_UPI00047BA427: hypothetical protein|unclassified	12.4989688035
UniRef50_V6V297: 3-oxoadipate enol-lactonase	12.4861913280
UniRef50_V6V297: 3-oxoadipate enol-lactonase|unclassified	12.4861913280
UniRef50_Q3ANZ3	12.4816153665
UniRef50_Q3ANZ3|unclassified	12.4816153665
UniRef50_D7EUT8: Predicted protein	12.4521375801
UniRef50_D7EUT8: Predicted protein|unclassified	12.4521375801
UniRef50_UPI000405AABA: biotin biosynthesis protein BioY	12.3719925105
UniRef50_UPI000405AABA: biotin biosynthesis protein BioY|unclassified	12.3719925105
UniRef50_UPI0004658AC0: hypothetical protein, partial	12.3547354311
UniRef50_UPI0004658AC0: hypothetical protein, partial|unclassified	12.3547354311
UniRef50_UPI000367257A: hypothetical protein	12.3410906237
UniRef50_UPI000367257A: hypothetical protein|unclassified	12.3410906237
UniRef50_UPI0002197482: nucleoid-structuring protein H-NS	12.3103805131
UniRef50_UPI0002197482: nucleoid-structuring protein H-NS|unclassified	12.3103805131
UniRef50_UPI0003C11D0C: PREDICTED: acetyl-coenzyme A synthetase-like	12.2572632718
UniRef50_UPI0003C11D0C: PREDICTED: acetyl-coenzyme A synthetase-like|unclassified	12.2572632718
UniRef50_UPI000375B61E: hypothetical protein	12.2459035572
UniRef50_UPI000375B61E: hypothetical protein|unclassified	12.2459035572
UniRef50_Q3YMM4: Lipase/esterase	12.2445081939
UniRef50_Q3YMM4: Lipase/esterase|unclassified	12.2445081939
UniRef50_UPI0001DD0586: nonspecific lipid-transfer protein	12.2271041863
UniRef50_UPI0001DD0586: nonspecific lipid-transfer protein|unclassified	12.2271041863
UniRef50_T0Z771: 8-amino-7-oxononanoate synthase (Fragment)	12.2092919627
UniRef50_T0Z771: 8-amino-7-oxononanoate synthase (Fragment)|unclassified	12.2092919627
UniRef50_UPI000476605A: hypothetical protein, partial	12.1848331853
UniRef50_UPI000476605A: hypothetical protein, partial|unclassified	12.1848331853
UniRef50_UPI000375F4F4: hypothetical protein	12.1427898961
UniRef50_UPI000375F4F4: hypothetical protein|unclassified	12.1427898961
UniRef50_UPI00047B49FA: biotin--acetyl-CoA-carboxylase ligase	12.1163112699
UniRef50_UPI00047B49FA: biotin--acetyl-CoA-carboxylase ligase|unclassified	12.1163112699
UniRef50_R5JVG7	12.1107233654
UniRef50_R5JVG7|unclassified	12.1107233654
UniRef50_C3X9P7: Putative carboxylesterase BioH	12.1061927467
UniRef50_C3X9P7: Putative carboxylesterase BioH|unclassified	12.1061927467
UniRef50_UPI000364DE23: hypothetical protein	12.0687814224
UniRef50_UPI000364DE23: hypothetical protein|unclassified	12.0687814224
UniRef50_B1H0L0: ATP-dependent dethiobiotin synthetase BioD	12.0218709829
UniRef50_B1H0L0: ATP-dependent dethiobiotin synthetase BioD|unclassified	12.0218709829
UniRef50_W1EIG5	12.0187101638
UniRef50_W1EIG5|unclassified	12.0187101638
UniRef50_E4BDG3	11.9610769607
UniRef50_E4BDG3|unclassified	11.9610769607
UniRef50_D1BEZ7	11.9504040663
UniRef50_D1BEZ7|unclassified	11.9504040663
UniRef50_UPI0003B5E2A4: AMP-dependent synthetase	11.9072363555
UniRef50_UPI0003B5E2A4: AMP-dependent synthetase|unclassified	11.9072363555
UniRef50_UPI00036911AB: hypothetical protein	11.8839783805
UniRef50_UPI00036911AB: hypothetical protein|unclassified	11.8839783805
UniRef50_UPI000375BF24: hypothetical protein	11.8427234760
UniRef50_UPI000375BF24: hypothetical protein|unclassified	11.8427234760
UniRef50_UPI0003EA85FC: PREDICTED: 4-coumarate--CoA ligase-like 9-like, partial	11.8407542948
UniRef50_UPI0003EA85FC: PREDICTED: 4-coumarate--CoA ligase-like 9-like, partial|unclassified	11.8407542948
UniRef50_UPI000191230B: bifunctional acyl-[acyl carrier protein] synthetase/2-acylglycerophosphoethanolamine acyltransferase, partial	11.8214869176
UniRef50_UPI000191230B: bifunctional acyl-[acyl carrier protein] synthetase/2-acylglycerophosphoethanolamine acyltransferase, partial|unclassified	11.8214869176
UniRef50_UPI00047378D6: 3-hydroxy-3-methylglutaryl-CoA reductase, partial	11.7987170554
UniRef50_UPI00047378D6: 3-hydroxy-3-methylglutaryl-CoA reductase, partial|unclassified	11.7987170554
UniRef50_UPI00045E67CA: long-chain fatty acid--CoA ligase	11.7942217068
UniRef50_UPI00045E67CA: long-chain fatty acid--CoA ligase|unclassified	11.7942217068
UniRef50_UPI000375E896: hypothetical protein	11.7904951575
UniRef50_UPI000375E896: hypothetical protein|unclassified	11.7904951575
UniRef50_UPI00047E0198: hypothetical protein, partial	11.7647058824
UniRef50_UPI00047E0198: hypothetical protein, partial|unclassified	11.7647058824
UniRef50_UPI000376050D: hypothetical protein, partial	11.6829429044
UniRef50_UPI000376050D: hypothetical protein, partial|unclassified	11.6829429044
UniRef50_F8KZG2	11.6731674118
UniRef50_F8KZG2|unclassified	11.6731674118
UniRef50_UPI000466A959: hypothetical protein	11.5910678361
UniRef50_UPI000466A959: hypothetical protein|unclassified	11.5910678361
UniRef50_UPI000466D28E: hypothetical protein, partial	11.5449766623
UniRef50_UPI000466D28E: hypothetical protein, partial|unclassified	11.5449766623
UniRef50_X8C2D3: AMP-binding enzyme family protein	11.5321713394
UniRef50_X8C2D3: AMP-binding enzyme family protein|unclassified	11.5321713394
UniRef50_UPI0003647E6A: hypothetical protein	11.5313330550
UniRef50_UPI0003647E6A: hypothetical protein|unclassified	11.5313330550
UniRef50_R5MJ99	11.5160531609
UniRef50_R5MJ99|unclassified	11.5160531609
UniRef50_UPI0004097444: biotin biosynthesis protein BioY	11.4798977440
UniRef50_UPI0004097444: biotin biosynthesis protein BioY|unclassified	11.4798977440
UniRef50_UPI00034CF150: hypothetical protein	11.4490820696
UniRef50_UPI00034CF150: hypothetical protein|unclassified	11.4490820696
UniRef50_UPI0003F4C461: hypothetical protein	11.4383226120
UniRef50_UPI0003F4C461: hypothetical protein|unclassified	11.4383226120
UniRef50_UPI00036AB518: hypothetical protein	11.4308173740
UniRef50_UPI00036AB518: hypothetical protein|unclassified	11.4308173740
UniRef50_UPI00037D1E6A: hypothetical protein	11.4023111306
UniRef50_UPI00037D1E6A: hypothetical protein|unclassified	11.4023111306
UniRef50_UPI00016A826C: acetyl-CoA acetyltransferase	11.3309211162
UniRef50_UPI00016A826C: acetyl-CoA acetyltransferase|unclassified	11.3309211162
UniRef50_X0UMX1: Marine sediment metagenome DNA, contig: S01H1_S03246 (Fragment)	11.3286589347
UniRef50_X0UMX1: Marine sediment metagenome DNA, contig: S01H1_S03246 (Fragment)|unclassified	11.3286589347
UniRef50_I6Y9U7: Putative ligase	11.2966481142
UniRef50_I6Y9U7: Putative ligase|unclassified	11.2966481142
UniRef50_D4H9Y2: Biotin biosynthesis bifunctional protein BioWF	11.2858714521
UniRef50_D4H9Y2: Biotin biosynthesis bifunctional protein BioWF|unclassified	11.2858714521
UniRef50_F0EEE4: Peptide arylation protein (Fragment)	11.2851664085
UniRef50_F0EEE4: Peptide arylation protein (Fragment)|unclassified	11.2851664085
UniRef50_UPI0003AA5D7E: hypothetical protein	11.2643995713
UniRef50_UPI0003AA5D7E: hypothetical protein|unclassified	11.2643995713
UniRef50_X1E5V2: Marine sediment metagenome DNA, contig: S03H2_C02416	11.1821384416
UniRef50_X1E5V2: Marine sediment metagenome DNA, contig: S03H2_C02416|unclassified	11.1821384416
UniRef50_UPI000462EE0D: hypothetical protein	11.1806091956
UniRef50_UPI000462EE0D: hypothetical protein|unclassified	11.1806091956
UniRef50_UPI0003731294: hypothetical protein	11.1664731060
UniRef50_UPI0003731294: hypothetical protein|unclassified	11.1664731060
UniRef50_UPI00047B1725: hypothetical protein	11.1422689573
UniRef50_UPI00047B1725: hypothetical protein|unclassified	11.1422689573
UniRef50_B5YHS9: ATP-dependent dethiobiotin synthetase BioD	11.0814778976
UniRef50_B5YHS9: ATP-dependent dethiobiotin synthetase BioD|unclassified	11.0814778976
UniRef50_UPI0003662E79: hypothetical protein	11.0614763219
UniRef50_UPI0003662E79: hypothetical protein|unclassified	11.0614763219
UniRef50_UPI00046EA5E7: hypothetical protein	11.0490621554
UniRef50_UPI00046EA5E7: hypothetical protein|unclassified	11.0490621554
UniRef50_UPI000362F82F: hypothetical protein	11.0386492106
UniRef50_UPI000362F82F: hypothetical protein|unclassified	11.0386492106
UniRef50_G8VFL2	11.0009103072
UniRef50_G8VFL2|unclassified	11.0009103072
UniRef50_UPI0003A867B2: hypothetical protein	10.9760355732
UniRef50_UPI0003A867B2: hypothetical protein|unclassified	10.9760355732
UniRef50_A6H106	10.9581081432
UniRef50_A6H106|unclassified	10.9581081432
UniRef50_UPI000463DAC5: alpha/beta hydrolase	10.9088081033
UniRef50_UPI000463DAC5: alpha/beta hydrolase|unclassified	10.9088081033
UniRef50_UPI0003479F04: hypothetical protein	10.9009795374
UniRef50_UPI0003479F04: hypothetical protein|unclassified	10.9009795374
UniRef50_UPI00047D998D: hypothetical protein	10.8851015264
UniRef50_UPI00047D998D: hypothetical protein|unclassified	10.8851015264
UniRef50_UPI00046A1A69: hypothetical protein	10.8764746942
UniRef50_UPI00046A1A69: hypothetical protein|unclassified	10.8764746942
UniRef50_A8KUX8	10.8747044917
UniRef50_A8KUX8|unclassified	10.8747044917
UniRef50_UPI000373FC8A: hypothetical protein	10.8605587429
UniRef50_UPI000373FC8A: hypothetical protein|unclassified	10.8605587429
UniRef50_UPI00036BBBEB: hypothetical protein	10.8205077055
UniRef50_UPI00036BBBEB: hypothetical protein|unclassified	10.8205077055
UniRef50_UPI000463F935: hypothetical protein	10.7877717579
UniRef50_UPI000463F935: hypothetical protein|unclassified	10.7877717579
UniRef50_UPI00026521B8: PREDICTED: non-specific lipid-transfer protein-like	10.7836255384
UniRef50_UPI00026521B8: PREDICTED: non-specific lipid-transfer protein-like|unclassified	10.7836255384
UniRef50_UPI0003142AAC: hypothetical protein	10.7561912006
UniRef50_UPI0003142AAC: hypothetical protein|unclassified	10.7561912006
UniRef50_UPI00023B1DD2: PREDICTED: LOW QUALITY PROTEIN: medium-chain-fatty-acid--CoA ligase-like	10.7438814921
UniRef50_UPI00023B1DD2: PREDICTED: LOW QUALITY PROTEIN: medium-chain-fatty-acid--CoA ligase-like|unclassified	10.7438814921
UniRef50_UPI000463FEC9: AMP-dependent synthetase	10.6610482965
UniRef50_UPI000463FEC9: AMP-dependent synthetase|unclassified	10.6610482965
UniRef50_UPI000288E1B8: O-succinylbenzoate-CoA ligase	10.6495448208
UniRef50_UPI000288E1B8: O-succinylbenzoate-CoA ligase|unclassified	10.6495448208
UniRef50_J4VL47: PF04301 family protein	10.6277461758
UniRef50_J4VL47: PF04301 family protein|unclassified	10.6277461758
UniRef50_UPI00029AA948: acetyl-CoA synthetase	10.6201603316
UniRef50_UPI00029AA948: acetyl-CoA synthetase|unclassified	10.6201603316
UniRef50_UPI000362D881: hypothetical protein	10.6083571211
UniRef50_UPI000362D881: hypothetical protein|unclassified	10.6083571211
UniRef50_F0F085	10.5994372788
UniRef50_F0F085|unclassified	10.5994372788
UniRef50_UPI00029AB27B: acyl-CoA synthetase, partial	10.5963231870
UniRef50_UPI00029AB27B: acyl-CoA synthetase, partial|unclassified	10.5963231870
UniRef50_A4J0N5	10.5936376014
UniRef50_A4J0N5|unclassified	10.5936376014
UniRef50_M3GCW9: Putative dethiobiotin synthase	10.5853790343
UniRef50_M3GCW9: Putative dethiobiotin synthase|unclassified	10.5853790343
UniRef50_UPI00016C40E3: 2-acyl-glycerophospho-ethanolamine acyltransferase, partial	10.5840992740
UniRef50_UPI00016C40E3: 2-acyl-glycerophospho-ethanolamine acyltransferase, partial|unclassified	10.5840992740
UniRef50_UPI00036CB46A: hypothetical protein	10.5803936717
UniRef50_UPI00036CB46A: hypothetical protein|unclassified	10.5803936717
UniRef50_UPI0003FE7083: hypothetical protein	10.5795439784
UniRef50_UPI0003FE7083: hypothetical protein|unclassified	10.5795439784
UniRef50_UPI0001CBB809: PREDICTED: 4-coumarate--CoA ligase 1-like isoform X2	10.5712055730
UniRef50_UPI0001CBB809: PREDICTED: 4-coumarate--CoA ligase 1-like isoform X2|unclassified	10.5712055730
UniRef50_Q9SEY5: Probable acyl-activating enzyme 2	10.5581646212
UniRef50_Q9SEY5: Probable acyl-activating enzyme 2|unclassified	10.5581646212
UniRef50_U6ZQF6	10.5462921191
UniRef50_U6ZQF6|unclassified	10.5462921191
UniRef50_UPI000315D3A5: hypothetical protein	10.5031613654
UniRef50_UPI000315D3A5: hypothetical protein|unclassified	10.5031613654
UniRef50_R1GAH5	10.4801953346
UniRef50_R1GAH5|unclassified	10.4801953346
UniRef50_UPI00035F3A90: hypothetical protein	10.4657088966
UniRef50_UPI00035F3A90: hypothetical protein|unclassified	10.4657088966
UniRef50_U0FLV0	10.4542559771
UniRef50_U0FLV0|unclassified	10.4542559771
UniRef50_UPI00016C4BF6: Biotin--acetyl-CoA-carboxylase ligase	10.4536027840
UniRef50_UPI00016C4BF6: Biotin--acetyl-CoA-carboxylase ligase|unclassified	10.4536027840
UniRef50_X1A6X9: Marine sediment metagenome DNA, contig: S01H4_L07724	10.4502278892
UniRef50_X1A6X9: Marine sediment metagenome DNA, contig: S01H4_L07724|unclassified	10.4502278892
UniRef50_V6EYB7	10.3958905950
UniRef50_V6EYB7|unclassified	10.3958905950
UniRef50_UPI0003FFE422: peptide synthetase	10.3951188765
UniRef50_UPI0003FFE422: peptide synthetase|unclassified	10.3951188765
UniRef50_UPI0003B33148: biotin biosynthesis protein bioH	10.3773525687
UniRef50_UPI0003B33148: biotin biosynthesis protein bioH|unclassified	10.3773525687
UniRef50_UPI0003B3E16E: long-chain fatty acid--CoA ligase	10.3445661575
UniRef50_UPI0003B3E16E: long-chain fatty acid--CoA ligase|unclassified	10.3445661575
UniRef50_Q2CEZ0: BioH protein	10.3428563080
UniRef50_Q2CEZ0: BioH protein|unclassified	10.3428563080
UniRef50_UPI000050FA00: GntR family transcriptional regulator	10.3214088467
UniRef50_UPI000050FA00: GntR family transcriptional regulator|unclassified	10.3214088467
UniRef50_UPI00029B5291: hypothetical protein, partial	10.3192182433
UniRef50_UPI00029B5291: hypothetical protein, partial|unclassified	10.3192182433
UniRef50_UPI00036D5A16: hypothetical protein	10.3117564088
UniRef50_UPI00036D5A16: hypothetical protein|unclassified	10.3117564088
UniRef50_X8AI17	10.3095522785
UniRef50_X8AI17|unclassified	10.3095522785
UniRef50_UPI00028A1523: AMP-dependent synthetase and ligase, partial	10.2605082498
UniRef50_UPI00028A1523: AMP-dependent synthetase and ligase, partial|unclassified	10.2605082498
UniRef50_C3WCI5	10.2531819501
UniRef50_C3WCI5|unclassified	10.2531819501
UniRef50_UPI0002485AA7: TetR family transcriptional regulator	10.2358304151
UniRef50_UPI0002485AA7: TetR family transcriptional regulator|unclassified	10.2358304151
UniRef50_L1KP72	10.2327219258
UniRef50_L1KP72|unclassified	10.2327219258
UniRef50_UPI0002D39A05: hypothetical protein	10.2289871997
UniRef50_UPI0002D39A05: hypothetical protein|unclassified	10.2289871997
UniRef50_O75600: 2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial	10.1956518764
UniRef50_O75600: 2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial|unclassified	10.1956518764
UniRef50_UPI00037C7068: cyclohex-1-ene-1-carboxylate:CoA ligase	10.1752653730
UniRef50_UPI00037C7068: cyclohex-1-ene-1-carboxylate:CoA ligase|unclassified	10.1752653730
UniRef50_UPI000382CFBB: hypothetical protein, partial	10.1682202309
UniRef50_UPI000382CFBB: hypothetical protein, partial|unclassified	10.1682202309
UniRef50_UPI0003C7D409: hypothetical protein	10.1682122349
UniRef50_UPI0003C7D409: hypothetical protein|unclassified	10.1682122349
UniRef50_Q9L9F6: 8-demethylnovobiocic acid synthase	10.1582596144
UniRef50_Q9L9F6: 8-demethylnovobiocic acid synthase|unclassified	10.1582596144
UniRef50_R7WNZ3	10.1517000463
UniRef50_R7WNZ3|unclassified	10.1517000463
UniRef50_UPI00016A2FF8: hypothetical protein	10.1365682499
UniRef50_UPI00016A2FF8: hypothetical protein|unclassified	10.1365682499
UniRef50_B4VJA3	10.1346630906
UniRef50_B4VJA3|unclassified	10.1346630906
UniRef50_UPI00041135B1: cyclohexanecarboxylate--CoA ligase	10.1326860734
UniRef50_UPI00041135B1: cyclohexanecarboxylate--CoA ligase|unclassified	10.1326860734
UniRef50_UPI00016C428D: putative hydrolase	10.1269724309
UniRef50_UPI00016C428D: putative hydrolase|unclassified	10.1269724309
UniRef50_UPI00037C9C39: hypothetical protein	10.1158849309
UniRef50_UPI00037C9C39: hypothetical protein|unclassified	10.1158849309
UniRef50_UPI0003B7B461: AMP-dependent synthetase	10.1099249779
UniRef50_UPI0003B7B461: AMP-dependent synthetase|unclassified	10.1099249779
UniRef50_UPI0002C35759: PREDICTED: long-chain fatty acid transport protein 6-like, partial	10.1010978331
UniRef50_UPI0002C35759: PREDICTED: long-chain fatty acid transport protein 6-like, partial|unclassified	10.1010978331
UniRef50_A0P7V1: Possible BioH, catalyzes some early step in biotin biosynthesis	10.0829453213
UniRef50_A0P7V1: Possible BioH, catalyzes some early step in biotin biosynthesis|unclassified	10.0829453213
