# Gene Family	SampleBiotin_biosynthesis_Abundance-CPM
UniRef50_UPI0001BC2D86: putative acyl-CoA synthetase|unclassified	70.6405
UniRef50_D4DV71	70.5104
UniRef50_D4DV71|unclassified	70.5104
UniRef50_A1WVM5: Carboxylesterase BioH (Pimeloyl-CoA synthesis)	70.2901
UniRef50_A1WVM5: Carboxylesterase BioH (Pimeloyl-CoA synthesis)|unclassified	70.2901
UniRef50_A0A011QQH5: Biotin biosynthesis protein BioC	70.1732
UniRef50_A0A011QQH5: Biotin biosynthesis protein BioC|unclassified	70.1732
UniRef50_UPI000465F65B: hypothetical protein	69.783
UniRef50_UPI000465F65B: hypothetical protein|unclassified	69.783
UniRef50_UPI0003B6292F: dethiobiotin synthase	69.7569
UniRef50_UPI0003B6292F: dethiobiotin synthase|unclassified	69.7569
UniRef50_UPI000467EDB0: AMP-dependent synthetase	69.5984
UniRef50_UPI000467EDB0: AMP-dependent synthetase|unclassified	69.5984
UniRef50_UPI00037292C8: hypothetical protein	69.5516
UniRef50_UPI00037292C8: hypothetical protein|unclassified	69.5516
UniRef50_UPI0003679DD2: hypothetical protein	69.4869
UniRef50_UPI0003679DD2: hypothetical protein|unclassified	69.4869
UniRef50_UPI0004692301: hypothetical protein	69.2064
UniRef50_UPI0004692301: hypothetical protein|unclassified	69.2064
UniRef50_UPI00047C600A: dethiobiotin synthetase	69.1201
UniRef50_UPI00047C600A: dethiobiotin synthetase|unclassified	69.1201
UniRef50_Q7P0S9: Type III pantothenate kinase	69.1007
UniRef50_Q7P0S9: Type III pantothenate kinase|unclassified	69.1007
UniRef50_Q6D107: Bifunctional protein Aas	68.9761
UniRef50_Q6D107: Bifunctional protein Aas|unclassified	68.9761
UniRef50_UPI0002BA307B: hypothetical protein	68.7413
UniRef50_UPI0002BA307B: hypothetical protein|unclassified	68.7413
UniRef50_UPI0003C8C75E: PREDICTED: acyl-CoA synthetase family member 3, mitochondrial isoform X2	68.3851
UniRef50_UPI0003C8C75E: PREDICTED: acyl-CoA synthetase family member 3, mitochondrial isoform X2|unclassified	68.3851
UniRef50_Q5NZF6: Pimeloyl-[acyl-carrier protein] methyl ester esterase	68.2175
UniRef50_Q5NZF6: Pimeloyl-[acyl-carrier protein] methyl ester esterase|unclassified	68.2175
UniRef50_UPI00046AD1DB: hypothetical protein	68.1757
UniRef50_UPI00046AD1DB: hypothetical protein|unclassified	68.1757
UniRef50_X1YRS5	68.1468
UniRef50_X1YRS5|unclassified	68.1468
UniRef50_X8AHU9	68.0695
UniRef50_X8AHU9|unclassified	68.0695
UniRef50_UPI0003C7F089: AMP-dependent synthetase	68.0526
UniRef50_UPI0003C7F089: AMP-dependent synthetase|unclassified	68.0526
UniRef50_Q609V0: Pimeloyl-[acyl-carrier protein] methyl ester esterase	67.7361
UniRef50_Q609V0: Pimeloyl-[acyl-carrier protein] methyl ester esterase|unclassified	67.7361
UniRef50_UPI000466C4F6: hypothetical protein	67.7172
UniRef50_UPI000466C4F6: hypothetical protein|unclassified	67.7172
UniRef50_U5FKY4	67.5395
UniRef50_U5FKY4|unclassified	67.5395
UniRef50_W4HFG8	67.5022
UniRef50_W4HFG8|unclassified	67.5022
UniRef50_B2HN69: Carboxylic acid reductase	67.4868
UniRef50_B2HN69: Carboxylic acid reductase|unclassified	67.4868
UniRef50_UPI0001B46089: thioester reductase domain-containing protein, partial	67.4794
UniRef50_UPI0001B46089: thioester reductase domain-containing protein, partial|unclassified	67.4794
UniRef50_E3HEW0: Biotin synthesis protein BioH	67.3983
UniRef50_E3HEW0: Biotin synthesis protein BioH|unclassified	67.3983
UniRef50_UPI0003B3E79E: 3-hydroxy-3-methylglutaryl-CoA reductase, partial	67.3408
UniRef50_UPI0003B3E79E: 3-hydroxy-3-methylglutaryl-CoA reductase, partial|unclassified	67.3408
UniRef50_UPI00047927EF: hypothetical protein	67.3342
UniRef50_UPI00047927EF: hypothetical protein|unclassified	67.3342
UniRef50_UPI00036185C4: MULTISPECIES: hypothetical protein	67.2512
UniRef50_UPI00036185C4: MULTISPECIES: hypothetical protein|unclassified	67.2512
UniRef50_A5D563	67.2385
UniRef50_A5D563|unclassified	67.2385
UniRef50_UPI00035C1CB6: hypothetical protein, partial	67.2335
UniRef50_UPI00035C1CB6: hypothetical protein, partial|unclassified	67.2335
UniRef50_UPI00046EEFF2: ATP-dependent dethiobiotin synthetase BioD	67.2063
UniRef50_UPI00046EEFF2: ATP-dependent dethiobiotin synthetase BioD|unclassified	67.2063
UniRef50_X8FDB6: Phosphopantetheine attachment site family protein	67.2018
UniRef50_X8FDB6: Phosphopantetheine attachment site family protein|unclassified	67.2018
UniRef50_Q7MAC6: ATP-dependent dethiobiotin synthetase BioD	67.1128
UniRef50_Q7MAC6: ATP-dependent dethiobiotin synthetase BioD|unclassified	67.1128
UniRef50_A0L3L9: Malonyl-[acyl-carrier protein] O-methyltransferase	66.9622
UniRef50_A0L3L9: Malonyl-[acyl-carrier protein] O-methyltransferase|unclassified	66.9622
UniRef50_UPI00030483BF: hypothetical protein	66.9586
UniRef50_UPI00030483BF: hypothetical protein|unclassified	66.9586
UniRef50_UPI0004723B83: hypothetical protein, partial	66.8123
UniRef50_UPI0004723B83: hypothetical protein, partial|unclassified	66.8123
UniRef50_UPI00005104EC: dethiobiotin synthase	66.6143
UniRef50_UPI00005104EC: dethiobiotin synthase|unclassified	66.6143
UniRef50_UPI000404E7D6: hypothetical protein	66.5634
UniRef50_UPI000404E7D6: hypothetical protein|unclassified	66.5634
UniRef50_Q9K624: BH3908 protein	66.5145
UniRef50_Q9K624: BH3908 protein|unclassified	66.5145
UniRef50_UPI00034BF680: hypothetical protein	66.5144
UniRef50_UPI00034BF680: hypothetical protein|unclassified	66.5144
UniRef50_UPI000368FE81: hypothetical protein	66.4054
UniRef50_UPI000368FE81: hypothetical protein|unclassified	66.4054
UniRef50_UPI0003941746: 2-acyl-glycerophospho-ethanolamine acyltransferase	66.259
UniRef50_UPI0003941746: 2-acyl-glycerophospho-ethanolamine acyltransferase|unclassified	66.259
UniRef50_Q81V80: Putative pyridoxal phosphate-dependent acyltransferase	66.2237
UniRef50_Q81V80: Putative pyridoxal phosphate-dependent acyltransferase|unclassified	66.2237
UniRef50_UPI0003AA4EC1: hypothetical protein	66.1805
UniRef50_UPI0003AA4EC1: hypothetical protein|unclassified	66.1805
UniRef50_UPI00047D8320: AMP-dependent synthetase	66.1202
UniRef50_UPI00047D8320: AMP-dependent synthetase|unclassified	66.1202
UniRef50_UPI000382FB28: hypothetical protein	66.0991
UniRef50_UPI000382FB28: hypothetical protein|unclassified	66.0991
UniRef50_UPI00046EE781: hypothetical protein	66.0481
UniRef50_UPI00046EE781: hypothetical protein|unclassified	66.0481
UniRef50_UPI00034B1D82: hypothetical protein	66.0318
UniRef50_UPI00034B1D82: hypothetical protein|unclassified	66.0318
UniRef50_UPI0003B5F4FA: malonyl-CoA O-methyltransferase	65.9958
UniRef50_UPI0003B5F4FA: malonyl-CoA O-methyltransferase|unclassified	65.9958
UniRef50_Q7NFL5: ATP-dependent dethiobiotin synthetase BioD	65.9066
UniRef50_Q7NFL5: ATP-dependent dethiobiotin synthetase BioD|unclassified	65.9066
UniRef50_U6HBJ2: 2 amino 3 ketobutyrate coenzyme A ligase	65.8992
UniRef50_U6HBJ2: 2 amino 3 ketobutyrate coenzyme A ligase|unclassified	65.8992
UniRef50_X4Z5I4	65.8083
UniRef50_X4Z5I4|unclassified	65.8083
UniRef50_H8E0F8	65.735
UniRef50_H8E0F8|unclassified	65.735
UniRef50_UPI00037A6CBC: hypothetical protein, partial	65.6058
UniRef50_UPI00037A6CBC: hypothetical protein, partial|unclassified	65.6058
UniRef50_Q8RHK9: Energy-coupling factor transporter ATP-binding protein EcfA2	65.5477
UniRef50_Q8RHK9: Energy-coupling factor transporter ATP-binding protein EcfA2|unclassified	65.5477
UniRef50_UPI0003A5600C: biotin biosynthesis protein BioY	65.5227
UniRef50_UPI0003A5600C: biotin biosynthesis protein BioY|unclassified	65.5227
UniRef50_Q6NGW9: 6-carboxyhexanoate--CoA ligase	65.484
UniRef50_Q6NGW9: 6-carboxyhexanoate--CoA ligase|unclassified	65.484
UniRef50_UPI000473029E: hypothetical protein, partial	65.3512
UniRef50_UPI000473029E: hypothetical protein, partial|unclassified	65.3512
UniRef50_UPI0004676302: coronafacic acid synthetase	65.3326
UniRef50_UPI0004676302: coronafacic acid synthetase|unclassified	65.3326
UniRef50_UPI00034C4825: biotin-(acetyl-CoA carboxylase) ligase	65.3011
UniRef50_UPI00034C4825: biotin-(acetyl-CoA carboxylase) ligase|unclassified	65.3011
UniRef50_UPI000473A311: hypothetical protein, partial	65.2978
UniRef50_UPI000473A311: hypothetical protein, partial|unclassified	65.2978
UniRef50_Z5XHE1: AMP-dependent synthetase	65.1262
UniRef50_Z5XHE1: AMP-dependent synthetase|unclassified	65.1262
UniRef50_D4DV70	65.117
UniRef50_D4DV70|unclassified	65.117
UniRef50_F3FF43	64.7955
UniRef50_F3FF43|unclassified	64.7955
UniRef50_UPI000362746B: hypothetical protein	64.7731
UniRef50_UPI000362746B: hypothetical protein|unclassified	64.7731
UniRef50_UPI00046AFF24: biotin operon repressor	64.6081
UniRef50_UPI00046AFF24: biotin operon repressor|unclassified	64.6081
UniRef50_UPI0002EF8F43: hypothetical protein	64.4741
UniRef50_UPI0002EF8F43: hypothetical protein|unclassified	64.4741
UniRef50_UPI000051054A: O-succinylbenzoate-CoA ligase, partial	64.42
UniRef50_UPI000051054A: O-succinylbenzoate-CoA ligase, partial|unclassified	64.42
UniRef50_Q49625: Lepb1170_C3_227	64.3537
UniRef50_Q49625: Lepb1170_C3_227|unclassified	64.3537
UniRef50_K2BMU5	64.3224
UniRef50_K2BMU5|unclassified	64.3224
UniRef50_E2AXT7: Acyl-CoA synthetase family member 2, mitochondrial	64.2924
UniRef50_E2AXT7: Acyl-CoA synthetase family member 2, mitochondrial|unclassified	64.2924
UniRef50_UPI000363F7D0: hypothetical protein	64.2825
UniRef50_UPI000363F7D0: hypothetical protein|unclassified	64.2825
UniRef50_UPI00036D62D7: hypothetical protein	64.2593
UniRef50_UPI00036D62D7: hypothetical protein|unclassified	64.2593
UniRef50_UPI00047740AF: hypothetical protein, partial	64.1096
UniRef50_UPI00047740AF: hypothetical protein, partial|unclassified	64.1096
UniRef50_UPI0003B440DC: long-chain acyl-CoA synthetase	63.894
UniRef50_UPI0003B440DC: long-chain acyl-CoA synthetase|unclassified	63.894
UniRef50_UPI00047C9754: AMP-dependent synthetase	63.8352
UniRef50_UPI00047C9754: AMP-dependent synthetase|unclassified	63.8352
UniRef50_S9S2L6	63.7175
UniRef50_S9S2L6|unclassified	63.7175
UniRef50_UPI000289E37D: AMP-binding domain protein	63.7039
UniRef50_UPI000289E37D: AMP-binding domain protein|unclassified	63.7039
UniRef50_UPI000372F344: hypothetical protein	63.6474
UniRef50_UPI000372F344: hypothetical protein|unclassified	63.6474
UniRef50_UPI000345759E: AMP-dependent synthetase	63.5273
UniRef50_UPI000345759E: AMP-dependent synthetase|unclassified	63.5273
UniRef50_UPI0003688E80: hypothetical protein, partial	63.4727
UniRef50_UPI0003688E80: hypothetical protein, partial|unclassified	63.4727
UniRef50_UPI0002DB4FC6: hypothetical protein	63.4542
UniRef50_UPI0002DB4FC6: hypothetical protein|unclassified	63.4542
UniRef50_C2MBL8	63.4307
UniRef50_C2MBL8|unclassified	63.4307
UniRef50_A0L3L8: Biotin synthesis protein BioH	63.2456
UniRef50_A0L3L8: Biotin synthesis protein BioH|unclassified	63.2456
UniRef50_UPI000379B1BC: hypothetical protein	63.1329
UniRef50_UPI000379B1BC: hypothetical protein|unclassified	63.1329
UniRef50_Q9KER6: ATP-dependent dethiobiotin synthetase BioD	63.1257
UniRef50_Q9KER6: ATP-dependent dethiobiotin synthetase BioD|unclassified	63.1257
UniRef50_UPI0002FA811E: hypothetical protein	63.1191
UniRef50_UPI0002FA811E: hypothetical protein|unclassified	63.1191
UniRef50_UPI0003660CB0: hypothetical protein	63.0741
UniRef50_UPI0003660CB0: hypothetical protein|unclassified	63.0741
UniRef50_UPI00037571F8: hypothetical protein, partial	63.0625
UniRef50_UPI00037571F8: hypothetical protein, partial|unclassified	63.0625
UniRef50_UPI000366E8A4: hypothetical protein	63.04
UniRef50_UPI000366E8A4: hypothetical protein|unclassified	63.04
UniRef50_UPI00047BFD79: long-chain fatty acid--CoA ligase	63.0083
UniRef50_UPI00047BFD79: long-chain fatty acid--CoA ligase|unclassified	63.0083
UniRef50_T2IHU9	62.958
UniRef50_T2IHU9|unclassified	62.958
UniRef50_UPI00037C5A14: hypothetical protein	62.9068
UniRef50_UPI00037C5A14: hypothetical protein|unclassified	62.9068
UniRef50_UPI000366ACDB: hypothetical protein	62.6321
UniRef50_UPI000366ACDB: hypothetical protein|unclassified	62.6321
UniRef50_UPI0003B77865: biotin	62.6098
UniRef50_UPI0003B77865: biotin|unclassified	62.6098
UniRef50_UPI0003B68986: feruloyl-CoA synthase, partial	62.59
UniRef50_UPI0003B68986: feruloyl-CoA synthase, partial|unclassified	62.59
UniRef50_UPI00036FE8B0: MULTISPECIES: hypothetical protein	62.5216
UniRef50_UPI00036FE8B0: MULTISPECIES: hypothetical protein|unclassified	62.5216
UniRef50_UPI000375EF2A: hypothetical protein	62.346
UniRef50_UPI000375EF2A: hypothetical protein|unclassified	62.346
UniRef50_UPI000237A186: dethiobiotin synthase	62.3428
UniRef50_UPI000237A186: dethiobiotin synthase|unclassified	62.3428
UniRef50_UPI00037243A0: hypothetical protein, partial	62.3342
UniRef50_UPI00037243A0: hypothetical protein, partial|unclassified	62.3342
UniRef50_I3UE44: Dethiobiotin synthase	62.2043
UniRef50_I3UE44: Dethiobiotin synthase|unclassified	62.2043
UniRef50_Q2Y9Y7: Pimeloyl-[acyl-carrier protein] methyl ester esterase	62.1859
UniRef50_Q2Y9Y7: Pimeloyl-[acyl-carrier protein] methyl ester esterase|unclassified	62.1859
UniRef50_UPI0004632A7E: MULTISPECIES: 8-amino-7-oxononanoate synthase, partial	62.1189
UniRef50_UPI0004632A7E: MULTISPECIES: 8-amino-7-oxononanoate synthase, partial|unclassified	62.1189
UniRef50_UPI0002003819: long-chain-fatty-acid--CoA ligase, partial	62.018
UniRef50_UPI0002003819: long-chain-fatty-acid--CoA ligase, partial|unclassified	62.018
UniRef50_UPI0003761592: hypothetical protein	61.9295
UniRef50_UPI0003761592: hypothetical protein|unclassified	61.9295
UniRef50_O57884	61.9196
UniRef50_O57884|unclassified	61.9196
UniRef50_I6Z235: 2-succinylbenzoate--CoA ligase	61.9101
UniRef50_I6Z235: 2-succinylbenzoate--CoA ligase|unclassified	61.9101
UniRef50_UPI00037479CF: hypothetical protein	61.8629
UniRef50_UPI00037479CF: hypothetical protein|unclassified	61.8629
UniRef50_UPI000375CE59: hypothetical protein	61.8142
UniRef50_UPI000375CE59: hypothetical protein|unclassified	61.8142
UniRef50_UPI000478CA24: hypothetical protein	61.6405
UniRef50_UPI000478CA24: hypothetical protein|unclassified	61.6405
UniRef50_UPI0002003816: long-chain-fatty-acid--CoA ligase	61.5866
UniRef50_UPI0002003816: long-chain-fatty-acid--CoA ligase|unclassified	61.5866
UniRef50_UPI00036D3969: hypothetical protein	61.4386
UniRef50_UPI00036D3969: hypothetical protein|unclassified	61.4386
UniRef50_H2EPJ7: Acyl-CoA synthetase	61.3027
UniRef50_H2EPJ7: Acyl-CoA synthetase|unclassified	61.3027
UniRef50_I6GRM3: Short chain dehydrogenase family protein (Fragment)	61.2729
UniRef50_I6GRM3: Short chain dehydrogenase family protein (Fragment)|unclassified	61.2729
UniRef50_UPI0003617C32: hypothetical protein	61.2343
UniRef50_UPI0003617C32: hypothetical protein|unclassified	61.2343
UniRef50_UPI00030E84B5: hypothetical protein	60.9344
UniRef50_UPI00030E84B5: hypothetical protein|unclassified	60.9344
UniRef50_UPI000365A5D4: hypothetical protein	60.8293
UniRef50_UPI000365A5D4: hypothetical protein|unclassified	60.8293
UniRef50_UPI0003669FA4: hypothetical protein, partial	60.8185
UniRef50_UPI0003669FA4: hypothetical protein, partial|unclassified	60.8185
UniRef50_UPI00045EA222: AMP-dependent synthetase	60.8048
UniRef50_UPI00045EA222: AMP-dependent synthetase|unclassified	60.8048
UniRef50_UPI000477CE0D: peptide synthetase	60.7558
UniRef50_UPI000477CE0D: peptide synthetase|unclassified	60.7558
UniRef50_UPI00036DDA39: hypothetical protein	60.6812
UniRef50_UPI00036DDA39: hypothetical protein|unclassified	60.6812
UniRef50_E5C0S0	60.5968
UniRef50_E5C0S0|unclassified	60.5968
UniRef50_UPI0003B53C06: transcriptional regulator	60.477
UniRef50_UPI0003B53C06: transcriptional regulator|unclassified	60.477
UniRef50_Q5FSZ8: Biotin synthesis protein BioH	60.4551
UniRef50_Q5FSZ8: Biotin synthesis protein BioH|unclassified	60.4551
UniRef50_UPI00025597AD: biotin biosynthesis protein BioC	60.1347
UniRef50_UPI00025597AD: biotin biosynthesis protein BioC|unclassified	60.1347
UniRef50_B8ILB8	60.094
UniRef50_B8ILB8|unclassified	60.094
UniRef50_UPI0002886EBC: acyl-CoA synthetase	60.0926
UniRef50_UPI0002886EBC: acyl-CoA synthetase|unclassified	60.0926
UniRef50_UPI000366B6B7: hypothetical protein	60.0868
UniRef50_UPI000366B6B7: hypothetical protein|unclassified	60.0868
UniRef50_UPI000263100E: AMP-dependent synthetase	60.0763
UniRef50_UPI000263100E: AMP-dependent synthetase|unclassified	60.0763
UniRef50_F9EPX6	60.0223
UniRef50_F9EPX6|unclassified	60.0223
UniRef50_D3D4J7: Non-ribosomal peptide synthase	59.9824
UniRef50_D3D4J7: Non-ribosomal peptide synthase|unclassified	59.9824
UniRef50_UPI00037DD99B: hypothetical protein	59.98
UniRef50_UPI00037DD99B: hypothetical protein|unclassified	59.98
UniRef50_UPI0001746BED: 2-acyl-glycerophospho-ethanolamine acyltransferase	59.8297
UniRef50_UPI0001746BED: 2-acyl-glycerophospho-ethanolamine acyltransferase|unclassified	59.8297
UniRef50_UPI00047B7C23: hypothetical protein	59.718
UniRef50_UPI00047B7C23: hypothetical protein|unclassified	59.718
UniRef50_UPI0003B6B13A: crotonobetaine/carnitine-CoA ligase	59.4431
UniRef50_UPI0003B6B13A: crotonobetaine/carnitine-CoA ligase|unclassified	59.4431
UniRef50_A2SKP7: Biotin synthesis protein BioC	59.4036
UniRef50_A2SKP7: Biotin synthesis protein BioC|unclassified	59.4036
UniRef50_UPI0004674650: hypothetical protein	59.1251
UniRef50_UPI0004674650: hypothetical protein|unclassified	59.1251
UniRef50_UPI0003B63A21: aminotransferase	59.1217
UniRef50_UPI0003B63A21: aminotransferase|unclassified	59.1217
UniRef50_UPI00047184C6: hypothetical protein	59.0444
UniRef50_UPI00047184C6: hypothetical protein|unclassified	59.0444
UniRef50_UPI0003642DFA: hypothetical protein	58.8737
UniRef50_UPI0003642DFA: hypothetical protein|unclassified	58.8737
UniRef50_UPI00047DF427: hypothetical protein	58.6439
UniRef50_UPI00047DF427: hypothetical protein|unclassified	58.6439
UniRef50_UPI00047BAB90: dethiobiotin synthase	58.5763
UniRef50_UPI00047BAB90: dethiobiotin synthase|unclassified	58.5763
UniRef50_UPI00040CF949: MULTISPECIES: hypothetical protein	58.5209
UniRef50_UPI00040CF949: MULTISPECIES: hypothetical protein|unclassified	58.5209
UniRef50_UPI0001744450: Biotin-(acetyl-CoA carboxylase) ligase	58.4671
UniRef50_UPI0001744450: Biotin-(acetyl-CoA carboxylase) ligase|unclassified	58.4671
UniRef50_Q47C03: Carboxylesterase BioH (Pimeloyl-CoA synthesis)	58.2115
UniRef50_Q47C03: Carboxylesterase BioH (Pimeloyl-CoA synthesis)|unclassified	58.2115
UniRef50_UPI00042B822A: AMP-dependent synthetase and ligase family protein isoform 2	58.2089
UniRef50_UPI00042B822A: AMP-dependent synthetase and ligase family protein isoform 2|unclassified	58.2089
UniRef50_UPI00040ADA08: aminotransferase	58.1992
UniRef50_UPI00040ADA08: aminotransferase|unclassified	58.1992
UniRef50_UPI0003A65A34: hypothetical protein	58.1767
UniRef50_UPI0003A65A34: hypothetical protein|unclassified	58.1767
UniRef50_X0Y7T6: Marine sediment metagenome DNA, contig: S01H1_S37918 (Fragment)	58.1532
UniRef50_X0Y7T6: Marine sediment metagenome DNA, contig: S01H1_S37918 (Fragment)|unclassified	58.1532
UniRef50_UPI000299D23C: hypothetical membrane protein	58.1432
UniRef50_UPI000299D23C: hypothetical membrane protein|unclassified	58.1432
UniRef50_UPI0003959B2A: peptide synthetase, partial	58.1275
UniRef50_UPI0003959B2A: peptide synthetase, partial|unclassified	58.1275
UniRef50_UPI000441563D: PLP-dependent transferase	58.0281
UniRef50_UPI000441563D: PLP-dependent transferase|unclassified	58.0281
UniRef50_UPI00046D556F: hypothetical protein	57.9344
UniRef50_UPI00046D556F: hypothetical protein|unclassified	57.9344
UniRef50_J9CJC1	57.9301
UniRef50_J9CJC1|unclassified	57.9301
UniRef50_I7DYU5	57.7843
UniRef50_I7DYU5|unclassified	57.7843
UniRef50_UPI0003511ED7: PREDICTED: acyl-CoA synthetase family member 3, mitochondrial-like, partial	57.7715
UniRef50_UPI0003511ED7: PREDICTED: acyl-CoA synthetase family member 3, mitochondrial-like, partial|unclassified	57.7715
UniRef50_UPI0004679531: hypothetical protein	57.7686
UniRef50_UPI0004679531: hypothetical protein|unclassified	57.7686
